指標名,コンベンション施設,,,,,,
出典,公益財団法人 東京観光財団（TCVB）,,,,,,
年次,2021/2/15取得,,,,,,
URL,https://businesseventstokyo.org/ja/venues/convention-venues/,,,,,,
備考,部屋数、収容人数などは各URLを参照。（2019年度：179件、2020年度：203件）,,,,,,
,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,URL
港区,新橋１丁目,虎ノ門広域,東京都港区新橋1-18-1,35.668908,139.75546,航空会館,http://www.kokukaikan.com/
港区,新橋１丁目,虎ノ門広域,東京都港区新橋1-2-6,35.668704,139.75737,第一ホテル東京,http://www.daiichihotel-tokyo.com
港区,赤坂１丁目,虎ノ門,東京都港区赤坂1-12-33,35.668070,139.74081,ANAインターコンチネンタルホテル東京,http://www.anaintercontinental-tokyo.jp
港区,赤坂１丁目,虎ノ門,東京都 港区赤坂1-8-1 赤坂ｲﾝﾀｰｼﾃｨAIR 3F･4F,35.669819,139.74261,赤坂インターシティコンファレンス,https://aicc.tokyo/
港区,赤坂２丁目,赤坂,東京都 港区赤坂2丁目14-27 国際新赤坂ﾋﾞﾙ 東館 13F/14F (事務所:14F),35.672218,139.73718,TKP赤坂駅カンファレンスセンター,https://www.kashikaigishitsu.net/facilitys/cc-akasaka/
港区,赤坂７丁目,赤坂,東京都港区赤坂7-2-21,35.674092,139.72932,草月ホール,http://www.sogetsu.or.jp
港区,赤坂９丁目,六本木,東京都港区赤坂9-7-2,35.665187,139.73128,東京ミッドタウン ホール& カンファレンス,http://www.tokyo-midtown.com
港区,赤坂９丁目,六本木,東京都港区赤坂9-7-1 東京ﾐｯﾄﾞﾀｳﾝ,35.666120,139.73129,ザ・リッツ・カールトン東京,http://www.ritzcarlton.com
港区,台場１丁目,-,東京都港区台場1-9-1,35.626314,139.77083,ヒルトン東京お台場,http://hiltonodaiba.jp/
港区,台場２丁目,-,東京都港区台場2-3-2 台場ﾌﾛﾝﾃｨｱﾋﾞﾙ2F,35.628644,139.77785,台場フロンティアビル,http://www.tokyo-teleport.co.jp
港区,台場２丁目,-,東京都港区台場2-6-1,35.625058,139.77156,グランドニッコー東京 台場,http://www.tokyo.grand-nikko.com/
港区,東新橋１丁目,虎ノ門広域,東京都港区東新橋1-1-19,35.666056,139.76041,ヤクルトホール,http://www.yakult.co.jp/hall/
港区,東新橋１丁目,虎ノ門広域,東京都港区東新橋1-9-1,35.663042,139.76131,コンラッド東京,http://www.ConradTokyo.co.jp
港区,東新橋１丁目,虎ノ門広域,東京都港区東新橋1-6-3,35.664336,139.76062,ロイヤルパークホテル　ザ　汐留,http://www.rps-tower.co.jp
港区,白金台１丁目,-,東京都港区白金台1-1-1,35.637079,139.72960,八芳園,http://www.happo-en.com
港区,白金台１丁目,-,東京都港区白金台1-1-50,35.639319,139.73026,シェラトン都ホテル東京,http://www.miyakohotels.ne.jp/tokyo
港区,浜松町２丁目,-,東京都港区浜松町2-4-1 世界貿易ｾﾝﾀｰﾋﾞﾙ3階,35.655229,139.75626,WTC コンファレンスセンター,http://www.wtc-conference.jp
港区,北青山２丁目,-,東京都港区北青山2-8-44 (一般財)高度技術社会推進協会,35.672995,139.71696,TEPIA(TEPIA館),http://www.tepia.jp
港区,六本木１丁目,虎ノ門,東京都港区六本木1-5-2,35.664672,139.74088,泉ガーデンギャラリー,http://www.sumitomo-rd.co.jp/izumig_cc/
港区,六本木１丁目,虎ノ門,東京都港区六本木1-6-1 泉ｶﾞｰﾃﾞﾝﾀﾜｰ,35.664600,139.73952,泉ガーデンコンファレンスセンター,http://www.sumitomo-rd.co.jp/izumig_cc/
港区,六本木１丁目,虎ノ門,東京都港区六本木1-9-9 六本木ﾌｧｰｽﾄﾋﾞﾙB1F,35.663464,139.74096,ラフォーレミュージアム六本木,http://www.lapnet.jp
港区,六本木５丁目,六本木,東京都港区六本木5-11-16,35.658590,139.73348,国際文化会館,http://www.i-house.or.jp
港区,六本木６丁目,六本木,東京都港区六本木6-10-1 六本木ﾋﾙｽﾞ森ﾀﾜｰ49階,35.660448,139.72923,六本木アカデミーヒルズ,http://www.academyhills.com
港区,六本木６丁目,六本木,東京都港区六本木6-10-3,35.659743,139.72847,グランド ハイアット 東京,http://www.grand.hyatt.com
港区,六本木６丁目,六本木,東京都港区六本木6-10-1 六本木ﾋﾙｽﾞ森ﾀﾜｰ52F,35.660448,139.72923,東京シティビュー,http://www.roppongihills.com/tcv/
江東区,有明３丁目,-,東京都江東区有明3-1,35.629842,139.78502,東京ファッションタウン(TFT)ビル,http://www.tokyo-bigsight.co.jp/tft/
江東区,有明２丁目,-,東京都江東区有明2丁目1,35.638019,139.79397,東京ガーデンシアター,https://www.bellesalle.co.jp/ariake_event-hall/
江東区,三好４丁目,-,東京都江東区三好4-1-1,35.679724,139.80810,東京都現代美術館,http://www.mot-art-museum.jp/
江東区,住吉２丁目,-,東京都江東区住吉2-28-36,35.688456,139.81947,ティアラこうとう(江東公会堂),http://www.kcf.or.jp/tiara
江東区,新木場１丁目,-,東京都江東区新木場1-18-8 木材会館2階,35.644151,139.82653,木材会館,http://www.mokuzai-tonya.jp
江東区,清澄３丁目,-,東京都江東区清澄3-3-9,35.680989,139.79759,清澄庭園,http://www.tokyo-park.or.jp
江東区,青海１丁目,-,東京都江東区青海1丁目3番11号,35.625965,139.78225,Zepp東京,http://www.zepp.co.jp
江東区,青海２丁目,-,東京都江東区青海2-3-6,35.619290,139.77672,日本科学未来館,http://www.miraikan.jst.go.jp/
江東区,青海２丁目,-,東京都江東区青海2-2-1,35.620784,139.77610,東京国際交流館 プラザ平成,http://www.tiec.jasso.go.jp
江東区,青海２丁目,-,東京都江東区青海2-4-32,35.617582,139.77693,タイム24ビル,http://www.tokyo-bigsight.co.jp
江東区,青海２丁目,-,東京都江東区青海2-5-10,35.617087,139.77970,テレコムセンタービル,http://www.tokyo-teleport.co.jp
江東区,青海２丁目,-,東京都江東区青海2-4-24 青海ﾌﾛﾝﾃｨｱﾋﾞﾙ2階,35.617648,139.77839,青海フロンティアビル,http://www.tokyo-teleport.co.jp
江東区,東陽６丁目,-,東京都江東区東陽6-3-3,35.674523,139.81456,ホテルイースト21東京,http://www.hotel-east21.co.jp
江東区,有明２丁目,-,東京都江東区有明2-2-22,35.635513,139.78669,有明コロシアム,http://www.tptc.co.jp/
江東区,有明２丁目,-,東京都江東区有明2-2-22,35.635513,139.78669,有明コロシアム,http://www.tptc.co.jp/
江東区,有明３丁目,-,東京都江東区有明3-11-1,35.629626,139.79449,東京ビッグサイト(東京国際展示場),http://www.bigsight.jp/
江東区,有明３丁目,-,東京都江東区有明3-5-7,35.632500,139.78846,TOC 有明 コンベンションホール,http://www.toc-ariake.jp/
江東区,有明３丁目,-,東京都江東区有明3-7-18 有明ｾﾝﾄﾗﾙﾀﾜｰ3F･4F,35.632063,139.79368,東京コンファレンスセンター・有明,http://www.tokyo-cc.co.jp
江東区,有明３丁目,-,東京都江東区有明3-7-11,35.632645,139.79296,東京ベイ有明ワシントンホテル,http://www.ariake-wh.com
江東区,有明３丁目,-,東京都江東区有明3-6-6,35.632167,139.78950,ホテルサンルート有明,http://www.sunroute.jp
