指標名,コンビニ,,,,,,,,,,,,
出典,NAVITIME,,,,,,,,,,,,
年次,2021/2/3取得,,,,,,,,,,,,
URL,https://www.navitime.co.jp/,,,,,,,,,,,,
備考,"（2019年度：1,758件、2020年度：2,130件）",,,,,,,,,,,,
,,,,,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,,区,軒数,セブン,ローソン,ファミリーマート,その他
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1丁目9-1,35.681730,139.76619,ciscaグラントウキョウ店,,,,,,,
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1丁目9-1,35.681730,139.76619,ニューデイズミニ丸地下2A,,,,,,,
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1丁目9-1,35.681730,139.76619,ニューデイズミニ東ホ5C,,,,,,,
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1丁目9-1,35.681730,139.76619,ニューデイズミニ京葉2B,,,,,,,
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1丁目9-1,35.681730,139.76619,ニューデイズ東京八重洲南,,,,,,,
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1丁目9-1,35.681730,139.76619,ニューデイズ八重洲中央改札内,,,,,,,
千代田区,大手町２丁目,大丸有,東京都千代田区大手町2-1-1,35.685124,139.76619,セブンイレブン 大手町野村ビル店,,,,,,,
千代田区,内神田１丁目,-,東京都千代田区内神田1丁目6番6号,35.689914,139.76630,ファミリーマート 内神田鎌倉橋店,,,,,,,
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1丁目6-4 オアゾショップB1,35.684017,139.76665,ファミリーマート 丸の内オアゾ店,,,,,,,
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1丁目6-4オアゾショップB1,35.684017,139.76665,ファミリーマート FAMIMAfactory店,,,,,,,
千代田区,内神田１丁目,-,東京都千代田区内神田1-9-13,35.690806,139.76692,セブンイレブン 内神田1丁目店,,,,,,,
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1丁目11番1号,35.677986,139.76693,ファミリーマート PCP丸の内店,,,,,,,
千代田区,神田小川町１丁目,-,東京都千代田区神田小川町1丁目1-16,35.694861,139.76700,ファミリーマート 薬ヒグチ淡路町店,,,,,,,
千代田区,大手町２丁目,大丸有,東京都千代田区大手町2-2-1,35.684917,139.76711,ローソン H新大手町ビル店,,,,,,,
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1-9-2グラントウキョウサウ,35.678637,139.76738,セブンイレブン リクルートサウスタワー店,,,,,,,
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1-9-2グラントウキョウサウスタワ-地下1階,35.678637,139.76738,ファミリーマート ファミマサウスタワー店,,,,,,,
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1-9-2,35.678637,139.76738,ファミマ サウスタワー店,,,,,,,
千代田区,大手町２丁目,大丸有,東京都千代田区大手町2-3-1 大手町プレイスウエストタワー14階,35.686859,139.76744,ミニストップ cisca大手町プレイス店,,,,,,,
千代田区,大手町２丁目,大丸有,東京都千代田区大手町2-3-1,35.686859,139.76744,セブンイレブン NTTCom大手町プレイス店,,,,,,,
千代田区,大手町２丁目,大丸有,東京都千代田区大手町2-3-1,35.686859,139.76744,ローソン JPローソン大手町プレイス2F店,,,,,,,
千代田区,内神田２丁目,-,東京都千代田区内神田2丁目2-1,35.689784,139.76750,セブンイレブン 内神田2丁目店,,,,,,,
千代田区,神田司町,-,東京都千代田区神田司町2丁目2-13,35.692364,139.76770,ファミリーマート 神田司町店,,,,,,,
千代田区,神田須田町１丁目,-,東京都千代田区神田須田町1-2-3,35.695019,139.76778,セブンイレブン 神田須田町1丁目店,,,,,,,
千代田区,大手町２丁目,大丸有,東京都千代田区大手町2-3-5,35.687803,139.76778,ローソン 大手町二丁目店,,,,,,,
千代田区,内神田２丁目,-,東京都千代田区内神田2-10-12,35.690804,139.76791,ローソン 内神田二丁目店,,,,,,,
千代田区,内神田２丁目,-,東京都千代田区内神田2丁目15番11号翔和神田ビル1F,35.692094,139.76810,ファミリーマート 内神田二丁目店,,,,,,,
千代田区,内神田２丁目,-,東京都千代田区内神田2-9-9,35.691066,139.76841,セブンイレブン 神田駅西口通り店,,,,,,,
千代田区,神田須田町１丁目,-,東京都千代田区神田須田町1丁目8-4,35.695487,139.76845,ファミリーマート 神田須田町一丁目店,,,,,,,
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1-7-12,35.683735,139.76860,ファミリーマート ファミマサピアタワー店,,,,,,,
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1丁目7-12 サピアタワー,35.683735,139.76860,ファミリーマート ファミマサピアタワー/S店,,,,,,,
千代田区,外神田２丁目,-,東京都千代田区外神田2-5-15,35.700014,139.76882,ローソン 神田明神店,,,,,,,
千代田区,大手町２丁目,大丸有,東京都千代田区大手町2丁目6-1 朝日生命大手町ビル,35.684409,139.76907,ファミリーマート 朝日生命大手町ビル店,,,,,,,
千代田区,外神田２丁目,-,東京都千代田区外神田2-14-7,35.702681,139.76918,セブンイレブン 外神田2丁目妻恋坂店,,,,,,,
千代田区,内神田３丁目,-,東京都千代田区内神田3-5-1,35.690552,139.76932,ローソン 内神田三丁目店,,,,,,,
千代田区,大手町２丁目,大丸有,東京都千代田区大手町2-6-2,35.684919,139.76936,ローソンサテライト  JOB HUB SQUARE店,,,,,,,
千代田区,内神田３丁目,-,東京都千代田区内神田3-23-7,35.692530,139.76970,ファミリーマート 神田駅北店,,,,,,,
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1ー8-1丸の内トラストタワーN館,35.683251,139.76972,ファミリーマート 丸の内トラストタワー店,,,,,,,
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1-8-2,35.682304,139.76978,ローソン TEKKO avenue店,,,,,,,
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1-8-2,35.682304,139.76978,ナチュラルローソン NLTEKKOavenue店,,,,,,,
千代田区,内神田３丁目,-,東京都千代田区内神田3-8-8,35.690967,139.76983,ファミリーマート 神田西口店,,,,,,,
千代田区,外神田１丁目,-,東京都千代田区外神田1丁目7番-5,35.699581,139.77021,ファミリーマート 外神田一丁目店,,,,,,,
千代田区,外神田３丁目,-,東京都千代田区外神田3-1-10,35.700177,139.77032,ローソン 外神田三丁目店,,,,,,,
千代田区,鍛冶町２丁目,-,東京都千代田区鍛冶町2-13-11,35.692014,139.77078,セブンイレブン 神田駅北口店,,,,,,,
千代田区,鍛冶町２丁目,-,東京都千代田区鍛冶町2丁目13-1,35.691614,139.77091,ニューデイズ神田南口,,,,,,,
千代田区,鍛冶町２丁目,-,東京都千代田区鍛冶町2丁目13-1,35.691614,139.77091,ニューデイズ神田北口,,,,,,,
千代田区,内神田３丁目,-,東京都千代田区内神田3丁目20番7号,35.692732,139.77093,ファミリーマート 神田駅北口店,,,,,,,
千代田区,神田鍛冶町,-,東京都千代田区神田鍛冶町3丁目6-7,35.694218,139.77097,ファミリーマート 神田鍛冶町三丁目店,,,,,,,
千代田区,鍛冶町１丁目,-,東京都千代田区鍛冶町1丁目7-4,35.690455,139.77107,ファミリーマート 神田鍛冶町店,,,,,,,
千代田区,鍛冶町２丁目,-,東京都千代田区鍛冶町2丁目1番3号,35.691027,139.77111,セブンイレブン 神田駅南口店,,,,,,,
千代田区,外神田３丁目,-,東京都千代田区外神田3丁目14番地3号,35.701264,139.77118,ファミリーマート 外神田三丁目東店,,,,,,,
千代田区,外神田６丁目,-,東京都千代田区外神田6-14-2,35.703280,139.77128,ローソン 末広町駅前店,,,,,,,
千代田区,鍛冶町２丁目,-,東京都千代田区鍛冶町2-2-9,35.691530,139.77147,ローソン 神田駅東口店,,,,,,,
千代田区,外神田６丁目,-,東京都千代田区外神田6-15-11,35.704163,139.77157,ファミリーマート ファーマライズ薬局末広町店,,,,,,,
千代田区,鍛冶町２丁目,-,東京都千代田区鍛冶町2-7-1,35.692274,139.77177,ファミリーマート 神田駅東口店,,,,,,,
千代田区,外神田４丁目,-,東京都千代田区外神田4丁目6-1,35.702048,139.77192,ファミリーマート 外神田四丁目店,,,,,,,
千代田区,神田須田町２丁目,-,東京都千代田区神田須田町2丁目3-1,35.695966,139.77194,ファミリーマート 神田須田町二丁目店,,,,,,,
千代田区,外神田１丁目,-,東京都千代田区外神田1丁目15番16号,35.697890,139.77194,ファミリーマート 秋葉原ラジオ会館店,,,,,,,
千代田区,外神田４丁目,-,東京都千代田区外神田4-7-7,35.702703,139.77227,セブンイレブン 外神田4丁目店,,,,,,,
千代田区,鍛冶町２丁目,-,東京都千代田区鍛冶町2-9-8,35.693293,139.77228,セブンイレブン 千代田鍛冶町2丁目店,,,,,,,
千代田区,鍛冶町２丁目,-,東京都千代田区鍛冶町2-3-2,35.691193,139.77233,ナチュラルローソン NL神田鍛冶町二丁目店,,,,,,,
千代田区,鍛冶町１丁目,-,東京都千代田区鍛冶町1-9-4,35.690590,139.77246,セブンイレブン 千代田鍛冶町1丁目店,,,,,,,
千代田区,外神田４丁目,-,東京都千代田区外神田4丁目14-1秋葉原UDX 5F,35.700325,139.77257,ファミリーマート ファミマ!!秋葉原UDX店,,,,,,,
千代田区,外神田４丁目,-,東京都千代田区外神田4-14-1,35.700325,139.77257,ファミマ 秋葉原UDX店,,,,,,,
千代田区,外神田１丁目,-,東京都千代田区外神田1丁目17-4,35.698031,139.77267,ニューデイズ秋葉原,,,,,,,
千代田区,外神田１丁目,-,東京都千代田区外神田1丁目17-6,35.698669,139.77283,ニューデイズミニ秋葉原3号,,,,,,,
千代田区,神田富山町,-,東京都千代田区神田富山町5-1,35.693900,139.77326,ミニストップ 神田富山町店,,,,,,,
千代田区,鍛冶町１丁目,-,東京都千代田区鍛冶町1丁目8番8号神田鍛冶町ビル,35.691088,139.77335,ミニストップ 神田鍛冶町店,,,,,,,
千代田区,神田佐久間町１丁目,-,東京都千代田区神田佐久間町1-6-5,35.697912,139.77371,生活彩家 秋葉原駅前店,,,,,,,
千代田区,神田練塀町,-,東京都千代田区神田練塀町3-3,35.699776,139.77414,セブンイレブン 秋葉原駅北店,,,,,,,
千代田区,神田岩本町,-,東京都千代田区神田岩本町2-2,35.695220,139.77486,セブンイレブン 神田岩本町店,,,,,,,
千代田区,岩本町１丁目,-,東京都千代田区岩本町1丁目3-1,35.691674,139.77514,ファミリーマート 神田岩本町一丁目店,,,,,,,
千代田区,岩本町２丁目,-,東京都千代田区岩本町2丁目4番5号 インスタイルスクエア,35.694177,139.77551,ミニストップ cisca岩本町店,,,,,,,
千代田区,岩本町２丁目,-,東京都千代田区岩本町2丁目4-5,35.694177,139.77551,cisca岩本町店,,,,,,,
千代田区,神田和泉町,-,東京都千代田区神田和泉町1-3-4,35.700280,139.77588,セブンイレブン 神田和泉町店,,,,,,,
千代田区,岩本町３丁目,-,東京都千代田区岩本町3-10-7,35.696373,139.77592,デイリーヤマザキ 岩本町和泉橋店,,,,,,,
千代田区,神田佐久間町２丁目,-,東京都千代田区神田佐久間町2-20-2 翔和秋葉原ビル,35.698650,139.77633,ファミリーマート 秋葉原駅前店,,,,,,,
千代田区,岩本町３丁目,-,東京都千代田区岩本町3-3-6,35.695144,139.77643,デイリーヤマザキ 岩本町3丁目店,,,,,,,
千代田区,岩本町２丁目,-,東京都千代田区岩本町2-6-10,35.693543,139.77644,ミニストップ 岩本町2丁目店,,,,,,,
千代田区,神田和泉町,-,東京都千代田区神田和泉町1-4-7,35.700354,139.77685,ファミリーマート 神田和泉町店,,,,,,,
千代田区,岩本町３丁目,-,東京都千代田区岩本町3-7-16,35.695724,139.77781,ローソン 岩本町三丁目店,,,,,,,
千代田区,岩本町１丁目,-,東京都千代田区岩本町1-7-1,35.692062,139.77782,セブンイレブン 千代田岩本町1丁目店,,,,,,,
千代田区,岩本町２丁目,-,東京都千代田区岩本町2-18-1,35.693260,139.77808,セブンイレブン 千代田岩本町2丁目店,,,,,,,
千代田区,東神田２丁目,-,東京都千代田区東神田2丁目5-12,35.695743,139.77970,セブンイレブン 東神田2丁目店,,,,,,,
千代田区,東神田２丁目,-,東京都千代田区東神田2-10-17,35.695590,139.78082,ファミリーマート 東神田二丁目店,,,,,,,
新宿区,大京町,-,東京都新宿区大京町24ガ-デンクレスト,35.685525,139.71623,ミニストップ 新宿大京町店,,,,,,,
新宿区,神楽坂１丁目,-,東京都新宿区神楽坂1-13,35.701027,139.74264,ローソン 飯田橋メトロピア店,,,,,,,
新宿区,箪笥町,-,東京都新宿区箪笥町28番1,35.699975,139.73289,セブンイレブン 牛込北町店,,,,,,,
新宿区,南元町,-,東京都新宿区南元町19,35.679456,139.72094,ミニストップ 信濃町駅南口店,,,,,,,
新宿区,信濃町,-,東京都新宿区信濃町31番地,35.681355,139.71981,ミニストップ 信濃町駅北口店,,,,,,,
新宿区,左門町,-,東京都新宿区左門町20番地,35.685230,139.72034,ミニストップ 新宿左門町店,,,,,,,
新宿区,早稲田南町,-,東京都新宿区早稲田南町54,35.704625,139.72353,ミニストップ 早稲田駅前店,,,,,,,
新宿区,西新宿１丁目,-,東京都新宿区西新宿1丁目西口地下街1号 (小田急エ-ス南館内),35.690237,139.69860,ミニストップ MINI SOF 小田急エース店,,,,,,,
新宿区,早稲田鶴巻町,-,東京都新宿区早稲田鶴巻町521,35.707202,139.72542,セブンイレブン 早稲田店,,,,,,,
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町2丁目19,35.697921,139.70470,セブンイレブン 歌舞伎町2丁目店,,,,,,,
新宿区,喜久井町,-,東京都新宿区喜久井町48,35.704403,139.72058,セブンイレブン 新宿喜久井町店,,,,,,,
新宿区,四谷４丁目,-,東京都新宿区四谷4-3,35.687839,139.71689,セブンイレブン 四谷4丁目店,,,,,,,
新宿区,四谷１丁目,-,東京都新宿区四谷1丁目7番,35.686902,139.72895,セブンイレブン 四谷1丁目店,,,,,,,
新宿区,左門町,-,東京都新宿区左門町2-6,35.687184,139.72054,セブンイレブン 新宿左門町店,,,,,,,
新宿区,愛住町,-,東京都新宿区愛住町22,35.691721,139.72029,セブンイレブン 新宿曙橋駅西店,,,,,,,
新宿区,山吹町,-,東京都新宿区山吹町7,35.707683,139.73008,セブンイレブン 新宿山吹町店,,,,,,,
新宿区,市谷田町２丁目,-,東京都新宿区市谷田町2-3,35.694148,139.73697,セブンイレブン 新宿市谷田町2丁目店,,,,,,,
新宿区,西新宿５丁目,-,東京都新宿区西新宿5丁目700,35.694832,139.68667,セブンイレブン 西新宿5丁目中央店,,,,,,,
新宿区,市谷左内町,-,東京都新宿区市谷左内町9番,35.693211,139.73440,セブンイレブン 市谷左内町店,,,,,,,
新宿区,市谷柳町,-,東京都新宿区市谷柳町1-1,35.699885,139.72692,セブンイレブン 市谷柳町店,,,,,,,
新宿区,新宿６丁目,-,東京都新宿区新宿6丁目332番15,35.696037,139.70965,セブンイレブン 新宿6丁目文化センター通り店,,,,,,,
新宿区,四谷３丁目,-,東京都新宿区四谷3丁目12,35.687613,139.71924,セブンイレブン 四谷3丁目店,,,,,,,
新宿区,新宿７丁目,-,東京都新宿区新宿7-27-47,35.699124,139.70805,セブンイレブン 新宿7丁目店,,,,,,,
新宿区,岩戸町,-,東京都新宿区岩戸町11,35.700952,139.73648,セブンイレブン 新宿岩戸町店,,,,,,,
新宿区,新宿１丁目,-,東京都新宿区新宿1-36-9,35.690969,139.71027,セブンイレブン 新宿1丁目北店,,,,,,,
新宿区,四谷１丁目,-,東京都新宿区四谷1-6-1 30階,35.687574,139.72922,セブンイレブン LINE四谷店,,,,,,,
新宿区,早稲田町,-,東京都新宿区早稲田町74,35.705796,139.72283,ローソン 早稲田町店,,,,,,,
新宿区,四谷１丁目,-,東京都新宿区四谷1丁目6番1号コモレMall,35.687598,139.72896,セブンイレブン 四谷店,,,,,,,
新宿区,四谷２丁目,-,東京都新宿区四谷2-8,35.687246,139.72498,ローソンストア100 LS四谷二丁目店,,,,,,,
新宿区,早稲田鶴巻町,-,東京都新宿区早稲田鶴巻町522,35.707378,139.72574,ローソンストア100 LS早稲田鶴巻町店,,,,,,,
新宿区,西新宿１丁目,-,東京都新宿区西新宿1西口地下街1,35.691406,139.69920,ローソン メトロス新宿西口店,,,,,,,
新宿区,西新宿１丁目,-,東京都新宿区西新宿1西口地下街1,35.691406,139.69920,ローソン メトロス新宿東口店,,,,,,,
新宿区,西新宿１丁目,-,東京都新宿区西新宿1丁目19,35.688248,139.69704,ファミリーマート 新宿京王モールアネックス店,,,,,,,
新宿区,早稲田鶴巻町,-,東京都新宿区早稲田鶴巻町519,35.707770,139.72391,ファミリーマート 早稲田鶴巻町店,,,,,,,
新宿区,西新宿６丁目,-,東京都新宿区西新宿6-25,35.694979,139.68811,ファミリーマート 西新宿アトラスタワー店,,,,,,,
新宿区,弁天町,-,東京都新宿区弁天町21,35.704608,139.72675,ファミリーマート 新宿弁天町店,,,,,,,
新宿区,神楽坂６丁目,-,東京都新宿区神楽坂6-77,35.702271,139.73747,ファミリーマート 神楽坂店,,,,,,,
新宿区,信濃町,-,東京都新宿区信濃町35 慶應義塾大学病院内,35.681676,139.71812,ファミリーマート 慶應義塾大学病院店,,,,,,,
新宿区,西新宿１丁目,-,東京都新宿区西新宿1丁目西口地下街1号,35.691406,139.69920,ファミリーマート 小田急エース店,,,,,,,
新宿区,四谷３丁目,-,東京都新宿区四谷3丁目7 宮子ビルディング,35.688263,139.72104,ファミリーマート 四谷三丁目駅前店,,,,,,,
新宿区,信濃町,-,東京都新宿区信濃町8番外苑北SRCビル1F,35.682699,139.71941,ファミリーマート 新宿信濃町店,,,,,,,
新宿区,四谷１丁目,-,東京都新宿区四谷1丁目4 四谷駅前ビル,35.686621,139.72932,ファミリーマート 四ッ谷駅前店,,,,,,,
新宿区,四谷４丁目,-,東京都新宿区四谷4-7,35.687123,139.71615,ファミリーマート 四谷四丁目店,,,,,,,
新宿区,四谷３丁目,-,東京都新宿区四谷3丁目11,35.688100,139.71910,ファミリーマート 四谷三丁目店,,,,,,,
新宿区,天神町,-,東京都新宿区天神町21 朝日神楽坂マンション,35.705083,139.73105,ファミリーマート 新宿天神町店,,,,,,,
新宿区,神楽坂２丁目,-,東京都新宿区神楽坂2-10カグラヒルズ,35.700814,139.74217,ファミリーマート 神楽坂下店,,,,,,,
新宿区,舟町,-,東京都新宿区舟町6,35.689344,139.72110,ファミリーマート 四谷舟町店,,,,,,,
新宿区,市谷柳町,-,東京都新宿区市谷柳町19,35.698264,139.72548,ファミリーマート 市谷柳町店,,,,,,,
新宿区,市谷田町１丁目,-,東京都新宿区市谷田町1丁目3,35.692668,139.73552,ファミリーマート 新宿市谷見附店,,,,,,,
新宿区,神楽坂１丁目,-,東京都新宿区神楽坂1丁目1番地,35.698841,139.74088,ファミリーマート 神楽坂一丁目店,,,,,,,
新宿区,四谷１丁目,-,東京都新宿区四谷1丁目1番,35.687414,139.72790,ファミリーマート 四谷一丁目店,,,,,,,
新宿区,馬場下町,-,東京都新宿区馬場下町62,35.706796,139.71968,ファミリーマート 早稲田馬場下町店,,,,,,,
新宿区,矢来町,-,東京都新宿区矢来町124-6,35.704193,139.73336,ファミリーマート 新宿神楽坂駅前店,,,,,,,
新宿区,神楽坂６丁目,-,東京都新宿区神楽坂6丁目32,35.703747,139.73582,ファミリーマート 神楽坂上店,,,,,,,
新宿区,原町１丁目,-,東京都新宿区原町1丁目13,35.699656,139.72553,ファミリーマート 牛込柳町駅前店,,,,,,,
新宿区,戸塚町,-,東京都新宿区戸塚町1丁目102,35.709353,139.72210,ファミリーマート 早稲田大学南門店,,,,,,,
新宿区,信濃町,-,東京都新宿区信濃町 JR信濃町駅 改札外・正面,35.680060,139.72032,NEWDAYS(ニューデイズ) 信濃町,,,,,,,
新宿区,四谷１丁目,-,東京都新宿区四谷1丁目,35.685373,139.72880,ニューデイズミニ四ツ谷2号,,,,,,,
新宿区,新宿３丁目,-,東京都新宿区新宿3丁目38,35.691300,139.70071,ニューデイズ新宿南口店,,,,,,,
新宿区,四谷１丁目,-,東京都新宿区四谷1丁目,35.685373,139.72880,ニューデイズミニ四ツ谷4,,,,,,,
新宿区,新宿３丁目,-,東京都新宿区新宿3丁目38,35.691300,139.70071,ニューデイズ新宿南口中央,,,,,,,
新宿区,百人町１丁目,-,東京都新宿区百人町1丁目1,35.698774,139.70183,ニューデイズミニ大久保1号,,,,,,,
新宿区,西落合３丁目,-,東京都新宿区西落合3-28-7,35.725034,139.67601,ローソン 新宿西落合三丁目店,,,,,,,
新宿区,西落合３丁目,-,東京都新宿区西落合3丁目23-1,35.723848,139.67801,ファミリーマート 新宿西落合三丁目店,,,,,,,
新宿区,西落合２丁目,-,東京都新宿区西落合2-5-9,35.721276,139.67863,ローソンストア100 LS西落合二丁目店,,,,,,,
新宿区,西落合１丁目,-,東京都新宿区西落合1ー31ー14,35.720324,139.67908,セブンイレブン 新宿西落合1丁目店,,,,,,,
新宿区,西落合１丁目,-,東京都新宿区西落合1-31-19,35.720242,139.67975,ファミリーマート 西落合店,,,,,,,
新宿区,中落合４丁目,-,東京都新宿区中落合4丁目31-1 新宿キャンパス内,35.718369,139.68081,ファミリーマート 目白大学新宿キャンパス店,,,,,,,
新宿区,上落合３丁目,-,東京都新宿区上落合3-23-6,35.710684,139.68200,セブンイレブン 新宿上落合3丁目店,,,,,,,
新宿区,西落合３丁目,-,東京都新宿区西落合3-1-16,35.722967,139.68329,ローソン H落合南長崎駅前店,,,,,,,
新宿区,中井１丁目,-,東京都新宿区中井1-10-8,35.715039,139.68336,ローソン H新宿中井店,,,,,,,
新宿区,西新宿４丁目,-,東京都新宿区西新宿4-5-6IKビル,35.689609,139.68434,ファミリーマート サンズ西新宿店,,,,,,,
新宿区,上落合３丁目,-,東京都新宿区上落合3-8-27,35.710696,139.68450,セブンイレブン 新宿落合駅前店,,,,,,,
新宿区,西新宿４丁目,-,東京都新宿区西新宿4-5-8,35.689730,139.68456,ローソン 西新宿四丁目店,,,,,,,
新宿区,上落合３丁目,-,東京都新宿区上落合3-5-1,35.711845,139.68497,セブンイレブン 新宿上落合3丁目山手通り店,,,,,,,
新宿区,中落合３丁目,-,東京都新宿区中落合3丁目29-13 丸正タケダビル,35.722611,139.68502,ファミリーマート 中落合三丁目目白通り店,,,,,,,
新宿区,西新宿４丁目,-,東京都新宿区西新宿4-41-10,35.684738,139.68567,セブンイレブン 西新宿4丁目店,,,,,,,
新宿区,西落合１丁目,-,東京都新宿区西落合1-1-1,35.721048,139.68579,セブンイレブン 新宿西落合1の東店,,,,,,,
新宿区,西新宿５丁目,-,東京都新宿区西新宿5丁目10番14号小野木ビル・西新宿,35.690608,139.68580,ファミリーマート 西新宿五丁目店,,,,,,,
新宿区,西新宿４丁目,-,東京都新宿区西新宿4-2-15-101,35.690283,139.68612,セブンイレブン 十二社店,,,,,,,
新宿区,西新宿４丁目,-,東京都新宿区西新宿4-2-18,35.690482,139.68641,ファミリーマート 新宿十二社店,,,,,,,
新宿区,西新宿３丁目,-,東京都新宿区西新宿3-19-1,35.684549,139.68682,ミニストップ 西新宿山手通り店,,,,,,,
新宿区,西新宿３丁目,-,東京都新宿区西新宿3丁目20-2,35.682840,139.68691,ファミリーマート オペラシティサンクンガーデン店,,,,,,,
新宿区,西新宿３丁目,-,東京都新宿区西新宿3ー20ー2東京オペラシティタワーB1,35.682840,139.68691,ファミリーマート 東京オペラシティ店,,,,,,,
新宿区,中落合１丁目,-,東京都新宿区中落合1丁目19-1,35.715039,139.68706,ファミリーマート トモニー中井駅店,,,,,,,
新宿区,中落合３丁目,-,東京都新宿区中落合3-24-9,35.722747,139.68721,ファミリーマート 新宿中落合三丁目店,,,,,,,
新宿区,西新宿６丁目,-,東京都新宿区西新宿6-21-1,35.693552,139.68775,ファミリーマート 新宿アイタウン店,,,,,,,
新宿区,中落合１丁目,-,東京都新宿区中落合1丁目17-3,35.715632,139.68784,ファミリーマート 新宿中井駅前店,,,,,,,
新宿区,中落合１丁目,-,東京都新宿区中落合1-16-1,35.715876,139.68792,セブンイレブン 新宿中井駅前店,,,,,,,
新宿区,西新宿４丁目,-,東京都新宿区西新宿4丁目32-6,35.687471,139.68890,ファミリーマート 新宿中央公園店,,,,,,,
新宿区,西新宿６丁目,-,東京都新宿区西新宿6丁目24-1,35.694970,139.68899,ファミリーマート 西新宿三井ビル店,,,,,,,
新宿区,西新宿３丁目,-,東京都新宿区西新宿3丁目11番20号オフィススクエアービル新宿1階,35.685779,139.68901,ファミリーマート 西新宿三丁目店,,,,,,,
新宿区,西新宿３丁目,-,東京都新宿区西新宿3丁目18-20,35.683341,139.68905,セブンイレブン 西新宿3丁目店,,,,,,,
新宿区,西新宿３丁目,-,東京都新宿区西新宿3-8-3,35.685568,139.68937,ローソンストア100 LS西新宿三丁目店,,,,,,,
新宿区,西新宿６丁目,-,東京都新宿区西新宿6-12-39,35.694389,139.68939,セブンイレブン  DR西新宿ダイワロイネットホテル店,,,,,,,
新宿区,北新宿２丁目,-,東京都新宿区北新宿2-21-1,35.696092,139.68939,ナチュラルローソン 新宿フロントタワー店,,,,,,,
新宿区,北新宿２丁目,-,東京都新宿区北新宿2-13-14,35.698934,139.68952,ニューヤマザキデイリーストア 北新宿店,,,,,,,
新宿区,西新宿３丁目,-,東京都新宿区西新宿3-8-5新栄ビル,35.685267,139.68956,ローソン 西新宿三丁目店,,,,,,,
新宿区,上落合１丁目,-,東京都新宿区上落合1-29-7,35.711444,139.68977,セブンイレブン 新宿上落合1丁目店,,,,,,,
新宿区,西新宿６丁目,-,東京都新宿区西新宿6丁目11番3号,35.694811,139.68991,ファミリーマート Dタワー西新宿店,,,,,,,
新宿区,上落合２丁目,-,東京都新宿区上落合2丁目8-16,35.714054,139.69018,ファミリーマート 新宿上落合店,,,,,,,
新宿区,西新宿６丁目,-,東京都新宿区西新宿6丁目8-1,35.693919,139.69053,リーベンハウス新宿オークタワー店,,,,,,,
新宿区,北新宿１丁目,-,東京都新宿区北新宿1-29-10,35.701592,139.69078,ローソン 北新宿一丁目店,,,,,,,
新宿区,西新宿６丁目,-,東京都新宿区西新宿6丁目10-1,35.694553,139.69092,ファミリーマート 日土地西新宿ビル店,,,,,,,
新宿区,西新宿６丁目,-,東京都新宿区西新宿6-10-2オークテラス101,35.694788,139.69098,ファミリーマート 西新宿オークテラス店,,,,,,,
新宿区,西新宿２丁目,-,東京都新宿区西新宿2丁目7-1,35.691646,139.69104,ファミリーマート 小田急第一生命ビル店,,,,,,,
新宿区,西新宿８丁目,-,東京都新宿区西新宿8-15-2,35.695278,139.69106,ファミリーマート タカノ西新宿店,,,,,,,
新宿区,西新宿６丁目,-,東京都新宿区西新宿6-6-2,35.692724,139.69121,生活彩家ヒルトピア店,,,,,,,
新宿区,西新宿２丁目,-,東京都新宿区西新宿2-7-2,35.690921,139.69126,セブンイレブン ハイアットリージェンシー東京店,,,,,,,
新宿区,中落合３丁目,-,東京都新宿区中落合3-1-3,35.722314,139.69166,セブンイレブン 新宿中落合3丁目店,,,,,,,
新宿区,西新宿２丁目,-,東京都新宿区西新宿2-8-1,35.689486,139.69171,セブンイレブン 東京都議会議事堂店,,,,,,,
新宿区,西新宿８丁目,-,東京都新宿区西新宿8丁目16-1,35.696686,139.69171,セブンイレブン 新宿グランドプラザ店,,,,,,,
新宿区,北新宿１丁目,-,東京都新宿区北新宿1丁目35-3,35.697387,139.69195,ファミリーマート 新宿税務署通り店,,,,,,,
新宿区,西新宿６丁目,-,東京都新宿区西新宿6-7-1,35.693970,139.69221,ナチュラルローソン NL東京医科大学病院店,,,,,,,
新宿区,西新宿６丁目,-,東京都新宿区西新宿6-7-1,35.693970,139.69221,ナチュラルローソン NLS東京医科大学病院店,,,,,,,
