指標名,コンビニ,,,,,,,,,,,,
出典,NAVITIME,,,,,,,,,,,,
年次,2021/2/3取得,,,,,,,,,,,,
URL,https://www.navitime.co.jp/,,,,,,,,,,,,
備考,"（2019年度：1,758件、2020年度：2,130件）",,,,,,,,,,,,
,,,,,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,,区,軒数,セブン,ローソン,ファミリーマート,その他
新宿区,住吉町,-,東京都新宿区住吉町8-22,35.693348,139.72123,ローソンストア100 LS新宿住吉町店,,,,,,,
新宿区,住吉町,-,東京都新宿区住吉町1-15,35.692181,139.72235,ファミリーマート 曙橋店,,,,,,,
新宿区,住吉町,-,東京都新宿区住吉町7-5,35.692565,139.72283,ローソン 新宿曙橋店,,,,,,,
新宿区,四谷３丁目,-,東京都新宿区四谷3丁目2-2,35.688267,139.72301,ミニストップ 四谷3丁目店,,,,,,,
新宿区,住吉町,-,東京都新宿区住吉町7-1都営新宿線曙橋駅B1F,35.692577,139.72324,ファミリーマート 都営線曙橋駅店,,,,,,,
新宿区,荒木町,-,東京都新宿区荒木町5-4,35.688868,139.72351,ファミリーマート 新宿荒木町店,,,,,,,
新宿区,荒木町,-,東京都新宿区荒木町17-1,35.691705,139.72374,ローソン 新宿荒木町店,,,,,,,
新宿区,住吉町,-,東京都新宿区住吉町8-3,35.693019,139.72383,セブンイレブン 新宿曙橋駅東店,,,,,,,
新宿区,四谷２丁目,-,東京都新宿区四谷2丁目13-3 大和屋ビル,35.687952,139.72387,ファミリーマート 四谷大通り店,,,,,,,
新宿区,若葉３丁目,-,東京都新宿区若葉3丁目2番6号,35.682988,139.72433,ファミリーマート 四谷若葉店,,,,,,,
新宿区,市谷仲之町,-,東京都新宿区市谷仲之町4-46,35.694780,139.72445,ローソン 市谷仲之町店,,,,,,,
新宿区,四谷坂町,-,東京都新宿区四谷坂町12-12,35.691764,139.72615,ローソン 新宿坂町店,,,,,,,
新宿区,山吹町,-,東京都新宿区山吹町352番22グローサユウ新宿,35.708223,139.72724,ファミリーマート 新宿山吹町店,,,,,,,
新宿区,四谷１丁目,-,東京都新宿区四谷1-23-6,35.687353,139.72770,ローソン 四谷一丁目店,,,,,,,
新宿区,四谷１丁目,-,東京都新宿区四谷1丁目2-5 ヒグチ四谷ビル,35.685772,139.72885,ファミリーマート 薬ヒグチ四谷駅前店,,,,,,,
新宿区,市谷本村町,-,東京都新宿区市谷本村町5-1,35.692697,139.72911,セブンイレブン 7FS防衛省店,,,,,,,
新宿区,市谷本村町,-,東京都新宿区市谷本村町5-1防衛省本省 厚生棟 地下1階,35.692697,139.72911,ファミリーマート 防衛省店,,,,,,,
新宿区,四谷本塩町,-,東京都新宿区四谷本塩町15-12,35.690837,139.73022,ポプラ ドンチッチ市ヶ谷店,,,,,,,
新宿区,市谷加賀町１丁目,-,東京都新宿区市谷加賀町1-1-1,35.695623,139.73102,ローソン DNP市谷加賀町ビル店,,,,,,,
新宿区,山吹町,-,東京都新宿区山吹町265-6,35.707629,139.73147,ローソン 新宿山吹町店,,,,,,,
新宿区,市谷本村町,-,東京都新宿区市谷本村町3番29号FORECAST市ヶ谷1階,35.691110,139.73257,ファミリーマート 市谷本村町店,,,,,,,
新宿区,矢来町,-,東京都新宿区矢来町131ー1,35.704312,139.73265,セブンイレブン 新宿神楽坂駅西店,,,,,,,
新宿区,矢来町,-,東京都新宿区矢来町81-2,35.701417,139.73292,ファミリーマート 新宿矢来町店,,,,,,,
新宿区,築地町,-,東京都新宿区築地町20-2,35.705567,139.73558,セブンイレブン 新宿築地町店,,,,,,,
新宿区,赤城元町,-,東京都新宿区赤城元町2-1,35.704259,139.73580,ローソン 神楽坂駅北店,,,,,,,
新宿区,水道町,-,東京都新宿区水道町3-2,35.708773,139.73580,ローソン 新宿水道町店,,,,,,,
新宿区,水道町,-,東京都新宿区水道町4番7号,35.707944,139.73591,セブンイレブン 新宿水道町中央店,,,,,,,
新宿区,市谷砂土原町３丁目,-,東京都新宿区市谷砂土原町3丁目4-1,35.696249,139.73594,セブンイレブン 市谷砂土原町店,,,,,,,
新宿区,水道町,-,東京都新宿区水道町4-22,35.708602,139.73698,セブンイレブン 新宿水道町店,,,,,,,
新宿区,市谷田町２丁目,-,東京都新宿区市谷田町2-38-3,35.694549,139.73702,ファミリーマート 市谷田町店,,,,,,,
新宿区,東五軒町,-,東京都新宿区東五軒町3-5,35.706335,139.73831,セブンイレブン 新宿東五軒町店,,,,,,,
新宿区,東五軒町,-,東京都新宿区東五軒町5-19,35.706791,139.73979,ファミリーマート 東五軒町店,,,,,,,
新宿区,神楽坂３丁目,-,東京都新宿区神楽坂3丁目2-7,35.701492,139.74033,セブンイレブン 新宿神楽坂3丁目店,,,,,,,
新宿区,新小川町,-,東京都新宿区新小川町8-9,35.706099,139.74071,ローソン 新宿新小川町店,,,,,,,
新宿区,筑土八幡町,-,東京都新宿区筑土八幡町2-20,35.704278,139.74091,セブンイレブン 新宿筑土八幡町店,,,,,,,
新宿区,神楽坂３丁目,-,東京都新宿区神楽坂3丁目2番地20,35.701275,139.74119,ファミリーマート 神楽坂三丁目店,,,,,,,
新宿区,新小川町,-,東京都新宿区新小川町7-17飯田橋三幸ビル,35.707982,139.74119,ファミリーマート 新宿新小川町店,,,,,,,
新宿区,津久戸町,-,東京都新宿区津久戸町5-1東京厚生年金病院,35.703432,139.74214,ファミリーマート 東京新宿メディカルセンター店,,,,,,,
新宿区,揚場町,-,東京都新宿区揚場町2-18,35.702687,139.74281,セブンイレブン 新宿揚場町店,,,,,,,
新宿区,新小川町,-,東京都新宿区新小川町6-40,35.706754,139.74302,ローソン 新小川町店,,,,,,,
新宿区,揚場町,-,東京都新宿区揚場町1-21,35.701833,139.74329,セブンイレブン 飯田橋升本ビル店,,,,,,,
新宿区,揚場町,-,東京都新宿区揚場町2-21 東ビル,35.702659,139.74334,ファミリーマート 飯田橋店,,,,,,,
新宿区,新小川町,-,東京都新宿区新小川町4-1,35.705183,139.74347,セブンイレブン 新宿新小川町店,,,,,,,
新宿区,下宮比町,-,東京都新宿区下宮比町2-3,35.702958,139.74351,ローソン 新宿下宮比町店,,,,,,,
新宿区,新小川町,-,東京都新宿区新小川町1-16,35.704506,139.74377,ファミリーマート 飯田橋駅北店,,,,,,,
渋谷区,代々木４丁目,-,東京都渋谷区代々木4丁目2-3,35.678815,139.69336,ファミリーマート 参宮橋駅前店,,,,,,,
渋谷区,千駄ケ谷３丁目,-,東京都渋谷区千駄ヶ谷3-54,35.674829,139.70558,セブンイレブン 原宿外苑店,,,,,,,
渋谷区,千駄ケ谷２丁目,-,東京都渋谷区千駄ヶ谷2-32-4,35.676105,139.71246,ローソン 千駄ヶ谷二丁目店,,,,,,,
渋谷区,神宮前１丁目,-,東京都渋谷区神宮前1-5-8,35.670650,139.70663,ローソンサテライト 神宮前タワービルディング店,,,,,,,
渋谷区,南平台町,-,東京都渋谷区南平台町6-16,35.654700,139.69818,ローソン 渋谷南平台店,,,,,,,
渋谷区,代々木５丁目,-,東京都渋谷区代々木5-7-2,35.669848,139.68862,ローソン 代々木八幡駅北店,,,,,,,
渋谷区,東３丁目,-,東京都渋谷区東3-1-6,35.652083,139.71303,ローソン 広尾高校前店,,,,,,,
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2-24-12,35.658319,139.70223,ローソンサテライト +toks渋谷スクランブルスクエア2号店,,,,,,,
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2-24-12,35.658319,139.70223,ローソンサテライト +toks渋谷スクランブルスクエアミクシィ店,,,,,,,
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1 井の頭線ホーム,35.658574,139.69937,A LoT(アロット) 渋谷井の頭線ホーム店,,,,,,,
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1 井の頭線改札外コンコース,35.658574,139.69937,K-Shop渋谷店,,,,,,,
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2,35.659446,139.70709,メトロス 銀座線上りホーム中央店,,,,,,,
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1 渋谷駅南口改札外左側,35.658574,139.69937,KIOSK(キオスク) 渋谷10号,,,,,,,
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2,35.659446,139.70709,NEWDAYS(ニューデイズ) 渋谷中央口店,,,,,,,
渋谷区,千駄ケ谷１丁目,-,東京都渋谷区千駄ヶ谷1 千駄ケ谷駅1F・改札外,35.681196,139.71128,NewDays(ニューデイズ) 千駄ヶ谷店,,,,,,,
渋谷区,道玄坂１丁目,-,東京都渋谷区渋谷 渋谷駅2番線山手線内回りホーム,35.658034,139.70164,KIOSK(キオスク) 渋谷1号店,,,,,,,
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2,35.659446,139.70709,メトロス 渋谷駅 宮益坂口改札付近店,,,,,,,
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2,35.659446,139.70709,メトロス 銀座線JR改札付近店,,,,,,,
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2,35.659446,139.70709,メトロス 半蔵門線ホーム錦糸町寄り店,,,,,,,
渋谷区,道玄坂１丁目,-,東京都渋谷区 渋谷駅1番線ホーム,35.658046,139.70144,NewDays KIOSK 渋谷駅1番線ホーム店,,,,,,,
渋谷区,笹塚２丁目,-,東京都渋谷区笹塚2丁目25-6,35.673499,139.66267,ファミリーマート 渋谷笹塚二丁目西店,,,,,,,
渋谷区,笹塚２丁目,-,東京都渋谷区笹塚2-22-5,35.673751,139.66388,ファミリーマート 笹塚二丁目店,,,,,,,
渋谷区,笹塚３丁目,-,東京都渋谷区笹塚3丁目58-22 メゾン内山,35.677868,139.66632,ファミリーマート 笹塚三丁目北店,,,,,,,
渋谷区,笹塚１丁目,-,東京都渋谷区笹塚1丁目58-14,35.673520,139.66640,サンスマイル,,,,,,,
渋谷区,笹塚２丁目,-,東京都渋谷区笹塚2-15-1,35.674462,139.66661,セブンイレブン 渋谷笹塚2丁目店,,,,,,,
渋谷区,笹塚１丁目,-,東京都渋谷区笹塚1-57-22,35.673752,139.66668,セブンイレブン 渋谷笹塚駅前店,,,,,,,
渋谷区,笹塚１丁目,-,東京都渋谷区笹塚1-28-9,35.673010,139.66735,ローソン 笹塚駅前店,,,,,,,
渋谷区,笹塚１丁目,-,東京都渋谷区笹塚1-56-7,35.674217,139.66775,ローソン 笹塚テラス店,,,,,,,
渋谷区,笹塚１丁目,-,東京都渋谷区笹塚1-56-10,35.674272,139.66801,セブンイレブン 渋谷笹塚駅北店,,,,,,,
渋谷区,笹塚２丁目,-,東京都渋谷区笹塚2丁目10番5,35.675558,139.66830,セブンイレブン 笹塚2丁目10号通り店,,,,,,,
渋谷区,笹塚１丁目,-,東京都渋谷区笹塚1-55-16,35.674105,139.66873,ローソン 京王クラウン街笹塚店,,,,,,,
渋谷区,笹塚３丁目,-,東京都渋谷区笹塚3-41-1,35.679204,139.66906,セブンイレブン 笹塚店,,,,,,,
渋谷区,笹塚２丁目,-,東京都渋谷区笹塚2-4-3,35.675465,139.67000,ローソン 渋谷笹塚二丁目店,,,,,,,
渋谷区,笹塚１丁目,-,東京都渋谷区笹塚1丁目9番10号,35.673564,139.67016,ファミリーマート 渋谷笹塚一丁目店,,,,,,,
渋谷区,幡ケ谷１丁目,-,東京都渋谷区幡ヶ谷1-11-11,35.674207,139.67190,セブンイレブン 渋谷笹塚東店,,,,,,,
渋谷区,本町５丁目,-,東京都渋谷区本町5-44-7,35.682853,139.67423,セブンイレブン 渋谷本町店,,,,,,,
渋谷区,幡ケ谷３丁目,-,東京都渋谷区幡ヶ谷3丁目19番2号,35.679415,139.67503,ファミリーマート 幡ヶ谷三丁目店,,,,,,,
渋谷区,本町５丁目,-,東京都渋谷区本町5-39-2,35.681837,139.67541,99イチバ渋谷幡ヶ谷店,,,,,,,
渋谷区,大山町,-,東京都渋谷区大山町2-10,35.668122,139.67557,ローソン 渋谷大山町店,,,,,,,
渋谷区,幡ケ谷１丁目,-,東京都渋谷区幡ヶ谷1-31-10,35.675609,139.67559,ローソン 渋谷幡ヶ谷一丁目店,,,,,,,
渋谷区,幡ケ谷２丁目,-,東京都渋谷区幡ヶ谷2-14-9,35.677388,139.67610,セブンイレブン 渋谷幡ヶ谷駅前店,,,,,,,
渋谷区,幡ケ谷２丁目,-,東京都渋谷区幡ヶ谷2丁目13-4 豊生ビル,35.677509,139.67674,ファミリーマート 幡ヶ谷駅北口店,,,,,,,
渋谷区,本町６丁目,-,東京都渋谷区本町6-35-4,35.680094,139.67693,ミニストップ 渋谷本町6丁目店,,,,,,,
渋谷区,幡ケ谷２丁目,-,東京都渋谷区幡ヶ谷2-49-3,35.679754,139.67713,ローソン 幡ヶ谷二丁目店,,,,,,,
渋谷区,西原２丁目,-,東京都渋谷区西原2丁目31-5,35.676114,139.67718,ファミリーマート 幡ヶ谷駅南店,,,,,,,
渋谷区,本町４丁目,-,東京都渋谷区本町4丁目45番2号,35.685589,139.67764,ファミリーマート 幡ヶ谷本町店,,,,,,,
渋谷区,上原３丁目,-,東京都渋谷区上原3-15-2,35.665356,139.67850,セブンイレブン 渋谷上原3丁目店,,,,,,,
渋谷区,本町６丁目,-,東京都渋谷区本町6-8-3,35.682694,139.67870,ローソンストア100 LS渋谷本町六丁目店,,,,,,,
渋谷区,西原１丁目,-,東京都渋谷区西原1丁目15番10号,35.675033,139.67903,セブンイレブン 渋谷西原1丁目店,,,,,,,
渋谷区,上原３丁目,-,東京都渋谷区上原3丁目6-6オークハウス1F,35.667809,139.67923,ファミリーマート 上原三丁目店,,,,,,,
渋谷区,本町１丁目,-,東京都渋谷区本町1-21-12,35.678467,139.67971,ローソン 渋谷本町一丁目店,,,,,,,
渋谷区,本町４丁目,-,東京都渋谷区本町4-19-4,35.688277,139.67972,セブンイレブン 渋谷本町4丁目店,,,,,,,
渋谷区,西原３丁目,-,東京都渋谷区西原3-11-7,35.669577,139.68018,ファミリーマート 代々木上原駅前店,,,,,,,
渋谷区,本町３丁目,-,東京都渋谷区本町3-41-11,35.688269,139.68081,ファミリーマート 渋谷本町三丁目店,,,,,,,
渋谷区,西原３丁目,-,東京都渋谷区西原3ー7ー3,35.669986,139.68111,セブンイレブン 代々木上原駅前店,,,,,,,
渋谷区,本町１丁目,-,東京都渋谷区本町1丁目16-3,35.679004,139.68132,ファミリーマート 渋谷本町一丁目店,,,,,,,
渋谷区,本町２丁目,-,東京都渋谷区本町2ー12ー3,35.683186,139.68150,セブンイレブン 渋谷本町2丁目店,,,,,,,
渋谷区,上原２丁目,-,東京都渋谷区上原2-43-7,35.667267,139.68152,ローソン 渋谷上原二丁目店,,,,,,,
渋谷区,西原１丁目,-,東京都渋谷区西原1-42-2,35.676954,139.68230,ローソン JPローソン代々木局店,,,,,,,
渋谷区,上原２丁目,-,東京都渋谷区上原2-28-3,35.663289,139.68253,セブンイレブン 渋谷上原2丁目店,,,,,,,
渋谷区,本町３丁目,-,東京都渋谷区本町3-48-21,35.687748,139.68300,ローソンストア100 LS渋谷本町三丁目店,,,,,,,
渋谷区,本町１丁目,-,東京都渋谷区本町1-10-1,35.680172,139.68388,セブンイレブン 渋谷本町1丁目店,,,,,,,
渋谷区,本町１丁目,-,東京都渋谷区本町1-53-11,35.682856,139.68436,セブンイレブン 渋谷オペラ通り店,,,,,,,
渋谷区,初台２丁目,-,東京都渋谷区初台2-6-9,35.675128,139.68461,セブンイレブン 初台店,,,,,,,
渋谷区,本町２丁目,-,東京都渋谷区本町2丁目2-2,35.683832,139.68494,ファミリーマート 渋谷本町店,,,,,,,
渋谷区,本町３丁目,-,東京都渋谷区本町3-1-1,35.686604,139.68506,セブンイレブン 渋谷本町3丁目店,,,,,,,
渋谷区,本町１丁目,-,東京都渋谷区本町1-4-15,35.681465,139.68542,ファミリーマート 初台駅北口店,,,,,,,
渋谷区,元代々木町,-,東京都渋谷区元代々木町7-1,35.670087,139.68627,セブンイレブン 元代々木町店,,,,,,,
渋谷区,元代々木町,-,東京都渋谷区元代々木町49-25,35.673885,139.68663,ローソン 渋谷元代々木町店,,,,,,,
渋谷区,初台１丁目,-,東京都渋谷区初台1-10-7,35.678233,139.68682,ローソン 渋谷初台一丁目店,,,,,,,
渋谷区,初台１丁目,-,東京都渋谷区初台1丁目37-5,35.679827,139.68689,セブンイレブン 渋谷初台1丁目店,,,,,,,
渋谷区,富ケ谷２丁目,-,東京都渋谷区富ヶ谷2-9-18,35.665013,139.68691,セブンイレブン 渋谷富ヶ谷2丁目店,,,,,,,
渋谷区,上原１丁目,-,東京都渋谷区上原1-3-4,35.668274,139.68709,セブンイレブン 上原店,,,,,,,
渋谷区,元代々木町,-,東京都渋谷区元代々木町33-8,35.671608,139.68718,ローソン 元代々木町店,,,,,,,
渋谷区,初台１丁目,-,東京都渋谷区初台1-47-1,35.681753,139.68783,ローソン H初台一丁目店,,,,,,,
渋谷区,神山町,-,東京都渋谷区神山町24-3,35.662704,139.68792,セブンイレブン 神山店,,,,,,,
渋谷区,富ケ谷１丁目,-,東京都渋谷区富ヶ谷1-53-5,35.669070,139.68867,ナチュラルローソン 代々木八幡店,,,,,,,
渋谷区,代々木４丁目,-,東京都渋谷区代々木4-33-10トーシンビル1F,35.681860,139.68907,ファミリーマート 初台交差点前店,,,,,,,
渋谷区,富ケ谷１丁目,-,東京都渋谷区富ヶ谷1-6-9,35.669080,139.68933,ローソン 富ヶ谷一丁目店,,,,,,,
渋谷区,代々木４丁目,-,東京都渋谷区代々木4丁目31-6 西新宿松屋ビル,35.682814,139.68937,ファミリーマート 代々木四丁目店,,,,,,,
渋谷区,富ケ谷１丁目,-,東京都渋谷区富ヶ谷1丁目13-9,35.667433,139.69114,ファミリーマート 渋谷富ヶ谷一丁目店,,,,,,,
渋谷区,代々木３丁目,-,東京都渋谷区代々木3-26-2,35.684432,139.69183,セブンイレブン 代々木3丁目店,,,,,,,
渋谷区,代々木４丁目,-,東京都渋谷区代々木4丁目10-8,35.678555,139.69207,セブンイレブン 代々木参宮橋店,,,,,,,
渋谷区,富ケ谷１丁目,-,東京都渋谷区富ヶ谷1丁目19-4,35.665872,139.69209,セブンイレブン 渋谷代々木公園店,,,,,,,
渋谷区,神泉町,-,東京都渋谷区神泉町10-9,35.655037,139.69276,ナチュラルローソン 渋谷神泉町店,,,,,,,
渋谷区,代々木３丁目,-,東京都渋谷区代々木3-37-7,35.682061,139.69296,ローソン 代々木西参道店,,,,,,,
渋谷区,代々木３丁目,-,東京都渋谷区代々木3丁目29番3号,35.684753,139.69336,ファミリーマート 代々木三丁目店,,,,,,,
渋谷区,神山町,-,東京都渋谷区神山町7-13,35.664454,139.69343,ファミリーマート 渋谷神山町店,,,,,,,
渋谷区,神泉町,-,東京都渋谷区神泉町4-6,35.657273,139.69365,デイリーヤマザキ 神泉店,,,,,,,
渋谷区,円山町,-,東京都渋谷区円山町23-4,35.656978,139.69383,ローソン 神泉駅前店,,,,,,,
渋谷区,神山町,-,東京都渋谷区神山町6-4 ラビアンヌビル1階,35.664674,139.69407,ファミリーマート 渋谷NHK前店,,,,,,,
渋谷区,円山町,-,東京都渋谷区円山町11-10,35.659189,139.69418,ローソン 円山町店,,,,,,,
渋谷区,円山町,-,東京都渋谷区円山町10-15,35.659237,139.69431,COMMUNITY STORE(コミュニティ・ストア) 渋谷まつもと店,,,,,,,
渋谷区,神山町,-,東京都渋谷区神山町12-3,35.662805,139.69445,ローソン 神山店,,,,,,,
渋谷区,円山町,-,東京都渋谷区円山町28-1トウセン道玄坂第2ビル,35.656034,139.69472,ファミリーマート 道玄坂上店,,,,,,,
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町3-1 国立オリンピック青少年総合センター宿泊D棟1F,35.676571,139.69487,生活彩家 青少年総合センター店,,,,,,,
渋谷区,南平台町,-,東京都渋谷区南平台町16-28,35.654905,139.69493,セブンイレブン 渋谷南平台町店,,,,,,,
渋谷区,円山町,-,東京都渋谷区円山町19-1,35.656518,139.69508,ローソン 渋谷道玄坂上店,,,,,,,
渋谷区,円山町,-,東京都渋谷区円山町6-3,35.657344,139.69516,ファミリーマート 渋谷円山町店,,,,,,,
渋谷区,松涛１丁目,-,東京都渋谷区松濤1丁目29-1渋谷クロスロードビル1F,35.660073,139.69527,ファミリーマート 渋谷松濤一丁目店,,,,,,,
渋谷区,円山町,-,東京都渋谷区円山町2-3,35.658506,139.69528,ローソン 渋谷ランブリングストリート店,,,,,,,
渋谷区,円山町,-,東京都渋谷区円山町1ー19,35.659772,139.69528,セブンイレブン 渋谷円山町店,,,,,,,
渋谷区,円山町,-,東京都渋谷区円山町1-19,35.659772,139.69528,有限会社小島商店,,,,,,,
渋谷区,宇田川町,-,東京都渋谷区宇田川町37-11,35.662250,139.69556,セブンイレブン 渋谷宇田川町北店,,,,,,,
渋谷区,南平台町,-,東京都渋谷区南平台町15-1,35.655389,139.69556,ローソン H道玄坂上店,,,,,,,
渋谷区,代々木２丁目,-,東京都渋谷区代々木2-16-2,35.686390,139.69576,ミニストップ 代々木2丁目店,,,,,,,
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-19-9,35.656747,139.69588,ファミリーマート 渋谷道玄坂店,,,,,,,
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2-11-4,35.657722,139.69604,セブンイレブン 渋谷道玄坂2丁目店,,,,,,,
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2丁目11-1G SQUARE,35.657887,139.69619,ファミリーマート 道玄坂中央店,,,,,,,
渋谷区,代々木２丁目,-,東京都渋谷区代々木2-13-4,35.687155,139.69632,セブンイレブン 西新宿甲州街道店,,,,,,,
渋谷区,宇田川町,-,東京都渋谷区宇田川町34-3 サイトービル3,35.661082,139.69653,ファミリーマート 渋谷東急本店前店,,,,,,,
渋谷区,南平台町,-,東京都渋谷区南平台町3-7,35.655074,139.69663,ローソン 南平台店,,,,,,,
渋谷区,宇田川町,-,東京都渋谷区宇田川町39-2,35.662197,139.69680,ローソン 渋谷区井の頭通店,,,,,,,
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2-20-26,35.659295,139.69681,ローソン 道玄坂二丁目店,,,,,,,
渋谷区,宇田川町,-,東京都渋谷区宇田川町10-2,35.662626,139.69689,セブンイレブン 渋谷神南小学校西店,,,,,,,
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2-16-4,35.658737,139.69694,セブンイレブン 渋谷道玄坂店,,,,,,,
渋谷区,代々木２丁目,-,東京都渋谷区代々木2丁目20-17 海南ビル,35.686666,139.69712,ファミリーマート 代々木二丁目北店,,,,,,,
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-18-1,35.657579,139.69720,ナチュラルローソン 渋谷道玄坂一丁目店,,,,,,,
渋谷区,代々木２丁目,-,東京都渋谷区代々木2丁目11-17ラウンドクロス新宿,35.687578,139.69727,ファミリーマート 新宿甲州街道店,,,,,,,
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-12-5,35.657738,139.69734,ファミリーマート 渋谷マークシティ店,,,,,,,
渋谷区,代々木２丁目,-,東京都渋谷区代々木2-5-3,35.687258,139.69767,ローソン H代々木店,,,,,,,
渋谷区,宇田川町,-,東京都渋谷区宇田川町32-15,35.660900,139.69776,ファミリーマート 渋谷宇田川交番前店,,,,,,,
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2-10-12,35.658348,139.69778,セブンイレブン 渋谷道玄坂中央店,,,,,,,
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2-29-13,35.659677,139.69788,有限会社シンコー商事,,,,,,,
渋谷区,代々木１丁目,-,東京都渋谷区代々木1-10-1,35.681973,139.69792,ローソン 代々木一丁目店,,,,,,,
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2丁目29-8,35.659235,139.69793,ファミリーマート 道玄坂センタービル店,,,,,,,
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-12-1 渋谷マークシティ EAST MALL 2F,35.658003,139.69814,K-SHOP(ショップ) 渋谷マークシティ店,,,,,,,
渋谷区,代々木２丁目,-,東京都渋谷区代々木2-23-1,35.685713,139.69815,セブンイレブン 渋谷代々木2丁目店,,,,,,,
渋谷区,桜丘町,-,東京都渋谷区桜丘町31-15,35.656083,139.69815,ファミリーマート スバル桜丘246店,,,,,,,
渋谷区,代々木２丁目,-,東京都渋谷区代々木2-10-1,35.688072,139.69840,セブンイレブン 新宿駅西店,,,,,,,
渋谷区,宇田川町,-,東京都渋谷区宇田川町2-1,35.663638,139.69851,セブンイレブン 渋谷公園通り店,,,,,,,
渋谷区,宇田川町,-,東京都渋谷区宇田川町2-1,35.663638,139.69851,株式会社オリエンタルウィンド,,,,,,,
渋谷区,宇田川町,-,東京都渋谷区宇田川町1-1,35.664101,139.69851,セブンイレブン 渋谷区役所店,,,,,,,
渋谷区,宇田川町,-,東京都渋谷区宇田川町13-16,35.661459,139.69853,デイリーヤマザキ 渋谷宇田川町店,,,,,,,
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2丁目6-15,35.659069,139.69857,ファミリーマート 道玄坂二丁目店,,,,,,,
渋谷区,代々木２丁目,-,東京都渋谷区代々木2-6-3,35.687778,139.69860,ローソン 大江戸線新宿駅前店,,,,,,,
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2-6-11,35.658823,139.69864,ミニストップ 道玄坂2丁目店,,,,,,,
渋谷区,代々木２丁目,-,東京都渋谷区代々木2丁目29-14,35.684014,139.69875,ファミリーマート 南新宿駅前店,,,,,,,
渋谷区,宇田川町,-,東京都渋谷区宇田川町26-4,35.659978,139.69889,ファミリーマート 渋谷109前店,,,,,,,
渋谷区,宇田川町,-,東京都渋谷区宇田川町15番1号渋谷パルコDGビル,35.662117,139.69894,ファミリーマート パンゲアストア渋谷店,,,,,,,
渋谷区,代々木２丁目,-,東京都渋谷区代々木2丁目1-1 新宿マインズタワー,35.686607,139.69896,ファミリーマート 新宿マインズタワー店,,,,,,,
渋谷区,宇田川町,-,東京都渋谷区宇田川町3-3,35.662951,139.69898,ファミリーマート 渋谷公園通り店,,,,,,,
渋谷区,宇田川町,-,東京都渋谷区宇田川町25-4ダッキ-プラザ,35.660361,139.69904,ファミリーマート スバル渋谷センター街店,,,,,,,
渋谷区,鴬谷町,-,東京都渋谷区鶯谷町19-15,35.653506,139.69905,セブンイレブン 渋谷鶯谷町店,,,,,,,
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1丁目10番5号,35.657091,139.69911,セブンイレブン 渋谷道玄坂1丁目店,,,,,,,
渋谷区,代々木２丁目,-,東京都渋谷区代々木2丁目1-5,35.686135,139.69929,ニューデイズJR南新宿ビル,,,,,,,
渋谷区,桜丘町,-,東京都渋谷区桜丘町26-1,35.656358,139.69933,セブンイレブン 渋谷セルリアンタワー店,,,,,,,
渋谷区,猿楽町,-,東京都渋谷区猿楽町17-9,35.649174,139.69933,ファミリーマート 代官山店,,,,,,,
渋谷区,神南１丁目,-,東京都渋谷区神南1-6-12,35.664538,139.69949,デイリーヤマザキ 渋谷区神南店,,,,,,,
渋谷区,代々木２丁目,-,東京都渋谷区代々木2丁目7-5,35.687740,139.69954,ファミリーマート 新宿駅南店,,,,,,,
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1丁目7-1 第一渋観ビル,35.657645,139.69958,ファミリーマート 渋谷道玄坂プラザ通り店,,,,,,,
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-3-11,35.658269,139.69964,セブンイレブン 渋谷駅西店,,,,,,,
渋谷区,代々木１丁目,-,東京都渋谷区代々木1丁目53-1,35.684186,139.69995,ファミリーマート 山野学苑店,,,,,,,
