指標名,食べログアワード受賞レストラン,,,,,,,,,,,,,
出典,The Tabelog Award 2021,,,,,,,,,,,,,
年次,2021年,,,,,,,,,,,,,
URL,https://award.tabelog.com/restaurants,,,,,,,,,,,,,
備考,（2020年：275件、2021年度：208件）,,,,,,,,,,,,,
,,,,,,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,施設名（EN）,ジャンル,アワード,初選出,星数,夜予算,昼予算,URL
渋谷区,千駄ケ谷３丁目,-,東京都渋谷区千駄ヶ谷3-7-13 原宿東急アパートメントＢ１,35.67689,139.70428,Sinc鑽e, Sinc鑽e, フレンチ / 東京,BRONZE,-,3.9,"\15,000～\19,999",-,https://tabelog.com/tokyo/A1309/A130901/13194253/
渋谷区,千駄ケ谷３丁目,-,東京都渋谷区千駄ヶ谷3-30-9 モデリアブリュット 101,35.67757,139.70770,L'Octave Hayato KOBAYASHI, L'Octave Hayato KOBAYASHI, フレンチ / 東京,BRONZE,-,4.14,"\10,000～\14,999","\8,000～\9,999",https://tabelog.com/tokyo/A1309/A130901/13186978/
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5-23-3,35.66445,139.70468,玉笑, Tamawarai, そば / 東京,BRONZE,-,3.98,"\5,000～\5,999","\2,000～\2,999",https://tabelog.com/tokyo/A1306/A130601/13129390/
渋谷区,神宮前２丁目,-,東京都渋谷区神宮前2-5-4 SEIZAN外苑 B1,35.67239,139.71341,フロリレージュ, Floril鑒e, イノベーティブ・フュージョン / 東京,BRONZE,-,4.12,"\20,000～\29,999","\10,000～\14,999",https://tabelog.com/tokyo/A1306/A130601/13093814/
渋谷区,神宮前２丁目,-,東京都渋谷区神宮前2-19-12,35.67348,139.71015,樋口, Higuchi, 日本料理 / 東京,BRONZE,-,4.27,"\30,000～\39,999",-,https://tabelog.com/tokyo/A1306/A130601/13001215/
渋谷区,上原１丁目,-,東京都渋谷区上原1-17-7 フレニティハウス 2F,35.66899,139.68248,イル プレージョ, il Pregio, イタリアン / 東京,BRONZE,-,3.91,"\10,000～\14,999","\5,000～\5,999",https://tabelog.com/tokyo/A1318/A131811/13147391/
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2-3-1 青山ポニーハイム　２Ｆ,35.65992,139.70881,ラ・ブランシュ, La Blanche, フレンチ / 東京,BRONZE,-,3.93,"\15,000～\19,999","\10,000～\14,999",https://tabelog.com/tokyo/A1303/A130301/13002111/
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2-2-2 青山ルカビル B1F,35.66077,139.70853,ラチュレ, LATURE, フレンチ / 東京,SILVER,-,4.24,"\10,000～\14,999","\4,000～\4,999",https://tabelog.com/tokyo/A1303/A130301/13198692/
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1-5-9,35.66107,139.70578,くろ﨑, Kurosaki, 寿司 / 東京,BRONZE,-,4.12,"\30,000～\39,999","\30,000～\39,999",https://tabelog.com/tokyo/A1303/A130301/13178821/
渋谷区,広尾５丁目,-,東京都渋谷区広尾5-17-8 アプリシエ広尾 B1F,35.64946,139.72039,ボッテガ, BOTTEGA, イタリアン / 東京,BRONZE,-,4.03,"\10,000～\14,999",-,https://tabelog.com/tokyo/A1307/A130703/13204358/
渋谷区,広尾５丁目,-,東京都渋谷区広尾5-1-32 ST広尾 2F,35.64912,139.71907,Ode, Ode, フレンチ / 東京,BRONZE,-,3.98,"\15,000～\19,999","\8,000～\9,999",https://tabelog.com/tokyo/A1307/A130703/13213368/
渋谷区,広尾１丁目,-,東京都渋谷区広尾1-6-13,35.64873,139.71411,AMOUR, AMOUR, フレンチ / 東京,BRONZE,-,3.87,"\15,000～\19,999","\8,000～\9,999",https://tabelog.com/tokyo/A1303/A130302/13142028/
渋谷区,恵比寿西２丁目,-,東京都渋谷区恵比寿西2-13-16 ラングス代官山 1F,35.65081,139.70602,TACUBO, TACUBO, イタリアン / 東京,SILVER,-,4.38,"\20,000～\29,999",-,https://tabelog.com/tokyo/A1303/A130303/13109940/
渋谷区,恵比寿４丁目,-,東京都渋谷区恵比寿4-11-12,35.64509,139.71445,恵比寿 くろいわ, Kuroiwa, 日本料理 / 東京,BRONZE,-,4.02,"\20,000～\29,999","\15,000～\19,999",https://tabelog.com/tokyo/A1303/A130302/13186582/
渋谷区,恵比寿２丁目,-,東京都渋谷区恵比寿2-3-4,32.79847,130.36904,ペレグリーノ, PELLEGRINO, イタリアン / 東京,GOLD,-,4.34,"\20,000～\29,999","\20,000～\29,999",https://tabelog.com/tokyo/A1303/A130302/13072775/
渋谷区,恵比寿２丁目,-,東京都渋谷区恵比寿2-22-10 広尾リバーサイドＧ　１Ｆ,35.64792,139.72038,レストラン アラジン, Restaurant ALADDIN, フレンチ / 東京,BRONZE,-,3.94,"\10,000～\14,999","\5,000～\5,999",https://tabelog.com/tokyo/A1307/A130703/13004454/
渋谷区,恵比寿２丁目,-,東京都渋谷区恵比寿2-10-5 ROZIS 1F,35.64565,139.71684,鍈輝, Eiki, 焼鳥・鳥料理 / 東京,BRONZE,-,4.03,-,"\1,000～\1,999",https://tabelog.com/tokyo/A1303/A130302/13230923/
渋谷区,恵比寿１丁目,-,東京都渋谷区恵比寿1-21-13 BPRレジデンス恵比寿 B1F,35.64666,139.71453,MASA’S KITCHEN 恵比寿, MASA’S KITCHEN Ebisu, 中華料理 / 東京,BRONZE,-,3.91,"\10,000～\14,999","\1,000～\1,999",https://tabelog.com/tokyo/A1303/A130302/13054526/
渋谷区,恵比寿１丁目,-,東京都渋谷区恵比寿1-11-5 GEMS恵比寿 8F,35.64629,139.71182,蕃 YORONIKU, EBISU YORONIKU, 焼肉・すき焼き・しゃぶしゃぶ / 東京,SILVER,-,4.35,"\10,000～\14,999",-,https://tabelog.com/tokyo/A1303/A130302/13211927/
渋谷区,猿楽町,-,東京都渋谷区猿楽町3-9 アヴェニューサイド代官山1 2F,35.00521,135.77594,サンプリシテ, Simplicit・, フレンチ / 東京,BRONZE,-,4.07,"\20,000～\29,999","\8,000～\9,999",https://tabelog.com/tokyo/A1303/A130303/13216899/
渋谷区,猿楽町,-,東京都渋谷区猿楽町2-5 佐藤エステートビル 1F,35.65301,139.70479,ﾄta, ﾄta, フレンチ / 東京,BRONZE,-,3.91,"\8,000～\9,999","\1,000～\1,999",https://tabelog.com/tokyo/A1303/A130303/13150975/
渋谷区,宇田川町,-,東京都渋谷区宇田川町11-1 松沼ビル　１Ｆ,35.66260,139.69735,炭火焼 ゆうじ, Yuji, 焼肉・すき焼き・しゃぶしゃぶ / 東京,BRONZE,-,4.1,"\6,000～\7,999",-,https://tabelog.com/tokyo/A1303/A130301/13001794/
港区,赤坂４丁目,赤坂,東京都新宿区市谷台町18-5,35.67292,139.73180,麺庵ちとせ, Chitose, ラーメン / 東京,BRONZE,-,3.93,"\15,000～\19,999","\5,000～\5,999",https://tabelog.com/tokyo/A1305/A130504/13182327/
港区,南青山３丁目,-,東京都渋谷区神宮前2-3-18 建築家会館JIA館,35.66781,139.71725,傳, DEN, 創作料理 / 東京,SILVER,-,4.08,"\15,000～\19,999",-,https://tabelog.com/tokyo/A1306/A130603/13046855/
港区,六本木７丁目,六本木,東京都港区六本木7-9-9 リッモーネ六本木1階,35.66446,139.72999,ル スプートニク, le sputnik, フレンチ / 東京,BRONZE,-,3.88,"\20,000～\29,999","\10,000～\14,999",https://tabelog.com/tokyo/A1307/A130701/13184105/
港区,麻布十番３丁目,-,東京都港区六本木6-12-3 六本木ヒルズけやき坂通り 六本木ヒルズレジデンスＣ棟 3F,35.65358,139.73574,la Brianza, la Brianza, イタリアン / 東京,BRONZE,-,3.95,"\20,000～\29,999","\10,000～\14,999",https://tabelog.com/tokyo/A1307/A130701/13194346/
港区,六本木６丁目,六本木,東京都港区六本木6-12-2 六本木ヒルズ 棟 3F,35.65869,139.72921,すきやばし 次郎 六本木ヒルズ店, Sukiyabashi Jiro roppongi hills, 寿司 / 東京,BRONZE,-,4.18,"\30,000～\39,999","\20,000～\29,999",https://tabelog.com/tokyo/A1307/A130701/13004426/
港区,六本木６丁目,六本木,東京都港区六本木6-12-2 六本木ヒルズ レジデンスB棟 3F,35.65879,139.72927,茶寮 宮坂, Miyasaka, 日本料理 / 東京,BRONZE,-,4.07,"\15,000～\19,999","\4,000～\4,999",https://tabelog.com/tokyo/A1307/A130701/13216329/
港区,六本木４丁目,六本木,東京都港区六本木4-5-11 ランド六本木ビル B1,35.66471,139.73240,鮨 由う, Yu, 寿司 / 東京,BRONZE,-,3.98,"\20,000～\29,999","\15,000～\19,999",https://tabelog.com/tokyo/A1307/A130701/13201640/
港区,六本木４丁目,六本木,東京都港区六本木4-2-35 アーバンスタイル六本木 B1F,35.66472,139.73346,レストラン リューズ, RESTAURANT Ryuzu, フレンチ / 東京,BRONZE,-,4.01,"\15,000～\19,999","\8,000～\9,999",https://tabelog.com/tokyo/A1307/A130701/13122126/
港区,六本木３丁目,六本木,東京都港区六本木3-8-8 ＷＯＯビル　１Ｆ,35.66332,139.73473,味満ん, Ajiman, 魚介料理・海鮮料理 / 東京,BRONZE,-,4.44,"\50,000～\59,999",-,https://tabelog.com/tokyo/A1307/A130701/13001332/
港区,六本木３丁目,六本木,東京都港区六本木3-8-7 PALビル 1F,35.66333,139.73449,虎峰, Koho, 中華料理 / 東京,BRONZE,-,4.26,"\20,000～\29,999",-,https://tabelog.com/tokyo/A1307/A130701/13194122/
港区,六本木１丁目,虎ノ門,東京都港区六本木1-4-5 アークヒルズサウスタワー 1Ｆ,35.66536,139.73942,鮨 さいとう, Saito, 寿司 / 東京,GOLD,-,4.62,"\20,000～\29,999","\10,000～\14,999",https://tabelog.com/tokyo/A1308/A130802/13015251/
港区,六本木１丁目,虎ノ門,東京都港区六本木1-4-5 アークヒルズ サウスタワー 1F,35.66561,139.73945,鮨 しゅんじ, Syuunji, 寿司 / 東京,SILVER, BEST NEW ENTRY,4.28,"\30,000～\39,999","\30,000～\39,999",https://tabelog.com/tokyo/A1307/A130701/13246152/
港区,麻布台１丁目,虎ノ門,東京都港区麻布台1-11-10 日総ビル1F,35.56084,139.59161,SUGALABO, SUGALABO, フレンチ / 東京,SILVER,-,3.97,～\999,～\999,https://tabelog.com/tokyo/A1307/A130704/13182678/
港区,麻布十番３丁目,-,東京都港区麻布十番3-7-5 マスコビル麻布弐番館 1F,35.65363,139.73507,麻布十番 ふくだ, Fukuda, 日本料理 / 東京,BRONZE,-,4.23,"\30,000～\39,999",-,https://tabelog.com/tokyo/A1307/A130702/13174951/
港区,麻布十番３丁目,-,東京都港区麻布十番3-3-9 VORT麻布十番Ⅱ 4F,35.65358,139.73574,ラパルタメント ディ ナオキ, L'appartamento di NAOKI, イタリアン / 東京,BRONZE,-,3.95,"\20,000～\29,999","\10,000～\14,999",https://tabelog.com/tokyo/A1307/A130702/13120467/
港区,麻布十番２丁目,-,東京都港区麻布十番2-9-5,35.65501,139.73472,鮓 ふじなが, Fujinaga, 寿司 / 東京,BRONZE,-,4.29,"\40,000～\49,999","\50,000～\59,999",https://tabelog.com/tokyo/A1307/A130702/13209440/
港区,麻布十番２丁目,-,東京都港区麻布十番2-8-6 ラベイユ麻布十番 2F,35.65560,139.73473,たきや, Takiya, 天ぷら / 東京,SILVER,-,4.48,"\30,000～\39,999",-,https://tabelog.com/tokyo/A1307/A130702/13185763/
港区,麻布十番２丁目,-,東京都港区麻布十番2-7-2 ローズハウス 1F,35.65594,139.73358,麻布 かどわき, Kadowaki, 日本料理 / 東京,BRONZE,-,4.06,"\30,000～\39,999",-,https://tabelog.com/tokyo/A1307/A130702/13001664/
港区,麻布十番２丁目,-,東京都港区麻布十番2-19-10 PIA麻布十番2 3F,35.65478,139.73595,羊SUNRISE, Hitsuji Sunrise, 焼肉・すき焼き・しゃぶしゃぶ / 東京,BRONZE,-,3.98,"\10,000～\14,999",-,https://tabelog.com/tokyo/A1307/A130702/13202705/
港区,麻布十番２丁目,-,東京都港区麻布十番2-17-8 パークＩビル 1Ｆ,35.65405,139.73589,VIA BRIANZA, VIA BRIANZA, イタリアン / 東京,BRONZE,-,3.86,"\6,000～\7,999","\1,000～\1,999",https://tabelog.com/tokyo/A1307/A130702/13004549/
港区,麻布十番３丁目,-,東京都港区麻布十番1-5-5 湯建麻布十番ビル 3F,35.65363,139.73507,麻布 幸村, Yukimura, 日本料理 / 東京,BRONZE,-,4.23,"\30,000～\39,999",-,https://tabelog.com/tokyo/A1307/A130702/13005316/
港区,北青山３丁目,-,東京都港区北青山3-13-1 北青山関根ビル B1F,35.66408,139.70944,日本料理 太月, Tagetsu, 日本料理 / 東京,BRONZE,-,4.18,"\20,000～\29,999","\10,000～\14,999",https://tabelog.com/tokyo/A1306/A130602/13160021/
港区,白金台５丁目,-,東京都港区白金台5-4-7 1F,35.64181,139.72173,broc 長谷川稔Lab, broc Hasegawa Minoru Lab, フレンチ / 東京,BRONZE,-,4.08,"\40,000～\49,999",-,https://tabelog.com/tokyo/A1316/A131602/13236720/
港区,白金台５丁目,-,東京都港区白金台5-17-10,35.63750,139.72286,アルシミスト, restaurant l'Alchimiste, フレンチ / 東京,BRONZE,-,4.06,"\15,000～\19,999","\8,000～\9,999","（移転前）https://tabelog.com/tokyo/A1316/A131602/13128454/
（移転後2021/4/10-）https://tabelog.com/tokyo/A1316/A131602/13256112/"
港区,白金台５丁目,-,東京都港区白金台5-11-3 バルビゾン91 102,35.64140,139.71935,白金台こばやし, Kobayashi, 日本料理 / 東京,BRONZE,-,4.03,"\20,000～\29,999",-,https://tabelog.com/tokyo/A1303/A130302/13162454/
港区,白金台４丁目,-,東京都港区白金台4-2-7 bld桜なみき 2F,35.63936,139.72811,ShinoiS, ShinoiS, 中華料理 / 東京,SILVER, BEST NEW ENTRY,4.13,"\30,000～\39,999",-,https://tabelog.com/tokyo/A1316/A131602/13241948/
港区,白金６丁目,-,東京都港区白金6-5-5 モリハウス 1F,35.64435,139.72520,私厨房 勇, yung, 中華料理 / 東京,BRONZE,-,4.06,"\10,000～\14,999",-,https://tabelog.com/tokyo/A1316/A131602/13168401/
港区,白金４丁目,-,東京都港区白金4-1-7,35.64424,139.72673,蓮香, Renshan, 中華料理 / 東京,BRONZE,-,3.98,"\8,000～\9,999",-,https://tabelog.com/tokyo/A1316/A131602/13190771/
港区,白金３丁目,-,東京都港区白金3-14-10 ベルパラーゾシロカネ 1F,35.64516,139.72815,ラ クレリエール, La Clairiere, フレンチ / 東京,BRONZE,-,4.05,"\20,000～\29,999","\8,000～\9,999",https://tabelog.com/tokyo/A1316/A131602/13194179/
港区,白金３丁目,-,東京都港区白金3-14-1 第１マンション　１Ｆ,35.64534,139.72831,炭焼 金竜山, Kinryusan, 焼肉・すき焼き・しゃぶしゃぶ / 東京,BRONZE,-,4.35,"\10,000～\14,999","\10,000～\14,999",https://tabelog.com/tokyo/A1316/A131602/13001625/
港区,南麻布４丁目,-,東京都港区南麻布4-7-5,35.64958,139.72835,茶禅華, Sazenka, 中華料理 / 東京,GOLD,-,4.44,"\30,000～\39,999",-,https://tabelog.com/tokyo/A1307/A130703/13205298/
港区,南麻布４丁目,-,東京都港区南麻布4-5-66 2F,35.65110,139.72371,薫 HIROO, Kaoru HIROO, イノベーティブ・フュージョン / 東京,BRONZE,-,4.51,"\30,000～\39,999",-,https://tabelog.com/tokyo/A1307/A130703/13238442/
港区,南麻布４丁目,-,東京都港区南麻布4-5-66,34.68868,135.49609,長谷川 稔, Hasegawa Minoru, イノベーティブ・フュージョン / 東京,SILVER,-,4.22,"\60,000～\79,999",-,https://tabelog.com/tokyo/A1307/A130703/13220575/
港区,南麻布４丁目,-,東京都港区南麻布4-12-2 ピュアーレ広尾　２Ｆ,35.64734,139.72399,インカント, incanto, イタリアン / 東京,BRONZE,-,3.85,"\20,000～\29,999",-,https://tabelog.com/tokyo/A1307/A130703/13043684/
港区,南麻布２丁目,-,東京都港区南麻布2-10-13 OJハウス 101,35.64797,139.73588,いちかわ, Ichikawa, 寿司 / 東京,BRONZE,-,4,"\30,000～\39,999","\30,000～\39,999",https://tabelog.com/tokyo/A1316/A131602/13210722/
港区,南青山７丁目,-,東京都港区南青山7-13-13 フォレストビル B1F,35.65709,139.71801,南青山 七鳥目, Nana chome, 焼鳥・鳥料理 / 東京,BRONZE,-,4.08,"\8,000～\9,999",-,https://tabelog.com/tokyo/A1307/A130703/13200559/
港区,南青山７丁目,-,東京都港区南青山7-12-12 ムジカーサ南青山 1F,35.15701,136.91501,リストランテ ペガソ, PEGASO, イタリアン / 東京,BRONZE,-,4.29,"\15,000～\19,999",-,https://tabelog.com/tokyo/A1307/A130703/13152248/
港区,南青山７丁目,-,東京都港区南青山7-11-5 HOUSE7115 B1F,35.65846,139.71868,イル テアトリーノ ダ サローネ, IL TEATRINO DA SALONE, イタリアン / 東京,BRONZE,-,3.97,"\15,000～\19,999","\10,000～\14,999",https://tabelog.com/tokyo/A1307/A130703/13110652/
港区,南青山７丁目,-,東京都港区南青山7-10-10 パークアクシス南青山7丁目 1F,35.65879,139.71875,4000 Chinese Restaurant, 4000 Chinese Restaurant, 中華料理 / 東京,BRONZE,-,4.19,"\20,000～\29,999","\10,000～\14,999",https://tabelog.com/tokyo/A1307/A130703/13229559/
港区,南青山６丁目,-,東京都港区南青山6-6-22 ルナロッサ　Ｂ１Ｆ,35.66031,139.71759,よろにく, Yoroniku, 焼肉・すき焼き・しゃぶしゃぶ / 東京,SILVER,-,4.11,"\10,000～\14,999",-,https://tabelog.com/tokyo/A1306/A130602/13042979/
港区,白金台５丁目,-,東京都港区南青山6-4-6 青山ＡＬＬＥＹ 1F,35.64181,139.72173,プリズマ, PRISMA, イタリアン / 東京,BRONZE,-,4.08,"\40,000～\49,999",-,https://tabelog.com/tokyo/A1306/A130602/13123890/
港区,南青山４丁目,-,東京都港区南青山4-26-12 ボ・アード青山 B１Ｆ,35.66211,139.71821,御料理 宮坂, Miyasaka, 日本料理 / 東京,SILVER,-,4.48,"\30,000～\39,999",-,https://tabelog.com/tokyo/A1306/A130602/13184986/
港区,南青山４丁目,-,東京都港区南青山4-11-13,35.66568,139.71762,リストランテ 濱崎, RISTORANTE HAMASAKI, イタリアン / 東京,BRONZE,-,4.05,"\20,000～\29,999","\8,000～\9,999",https://tabelog.com/tokyo/A1306/A130602/13005340/
港区,南青山３丁目,-,東京都港区南青山3-4-6 AOYAMA346 101,35.66724,139.71727,いち太, Ichita, 日本料理 / 東京,BRONZE,-,4.11,"\20,000～\29,999","\20,000～\29,999",https://tabelog.com/tokyo/A1306/A130603/13176396/
港区,南青山３丁目,-,東京都港区南青山3-2-8 三南ビル　１Ｆ,35.66763,139.71795,海味, Umi, 寿司 / 東京,BRONZE,-,4.24,"\20,000～\29,999",-,https://tabelog.com/tokyo/A1306/A130603/13001179/
港区,南青山３丁目,-,東京都港区南青山3-2-4 セントラルNo6B-A,35.66781,139.71725,天ぷら 元吉, Motoyoshi, 天ぷら / 東京,BRONZE,-,4.08,"\15,000～\19,999",-,https://tabelog.com/tokyo/A1306/A130603/13035758/
港区,南青山３丁目,-,東京都港区南青山3-10-40 フィオラ南青山ビル 2F,35.66648,139.71422,ミモザ, Mimosa, 中華料理 / 東京,BRONZE,-,4.05,"\15,000～\19,999",-,https://tabelog.com/tokyo/A1306/A130602/13197047/
港区,南青山２丁目,-,東京都港区南青山2-6-15,35.67161,139.72191,NARISAWA, NARISAWA, 創作料理 / 東京,SILVER,-,4.18,"\30,000～\39,999","\30,000～\39,999",https://tabelog.com/tokyo/A1306/A130603/13005423/
港区,南青山２丁目,-,東京都港区南青山2-2-15 ウィン青山  1F,35.67142,139.72381,匠 進吾, Takumi Shingo, 寿司 / 東京,BRONZE,-,3.99,"\30,000～\39,999",-,https://tabelog.com/tokyo/A1306/A130603/13155925/
港区,南青山２丁目,-,東京都港区南青山2-14-14 南青山KFKビル B1F,35.67018,139.72025,L'EAU, L'EAU, フレンチ / 東京,BRONZE,-,3.98,"\15,000～\19,999","\6,000～\7,999",https://tabelog.com/tokyo/A1306/A130603/13228902/
港区,南青山２丁目,-,東京都港区南青山2-11-11 ARISTO南青山 1F,35.67131,139.72109,鮨 龍次郎, Ryujiro, 寿司 / 東京,BRONZE, BEST NEW ENTRY,4.29,"\30,000～\39,999","\15,000～\19,999",https://tabelog.com/tokyo/A1306/A130603/13240787/
港区,東麻布３丁目,-,東京都港区東麻布3-7-5,34.68921,135.50481,中国飯店 富麗華, FUREIKA, 中華料理 / 東京,SILVER,-,4.18,"\10,000～\14,999",-,https://tabelog.com/tokyo/A1307/A130702/13004967/
港区,東麻布１丁目,-,東京都港区東麻布1-29-15 東麻布296ビル 1F,34.70018,135.19215,鮨 すが弥, Sugaya, 寿司 / 東京,BRONZE,-,4,"\15,000～\19,999",-,https://tabelog.com/tokyo/A1314/A131401/13228776/
港区,赤坂６丁目,赤坂,東京都港区赤坂6-13-8,35.66986,139.73415,赤坂 菊乃井, Akasaka Kikunoi, 日本料理 / 東京,BRONZE,-,3.96,"\20,000～\29,999","\10,000～\14,999",https://tabelog.com/tokyo/A1308/A130801/13002514/
港区,赤坂４丁目,赤坂,東京都港区赤坂4-2-2 赤坂鳳月堂本店ビル  2F,35.67603,139.73565,すし匠 齋藤, Sushi Sho Saito, 寿司 / 東京,BRONZE,-,4.25,"\30,000～\39,999",-,https://tabelog.com/tokyo/A1308/A130801/13023988/
港区,赤坂４丁目,赤坂,東京都港区赤坂4-13-18,35.67292,139.73180,メゾン・ド・ユーロン, Maison de YULONG, 中華料理 / 東京,BRONZE,-,3.93,"\15,000～\19,999","\5,000～\5,999",https://tabelog.com/tokyo/A1308/A130801/13002871/
港区,赤坂３丁目,赤坂,東京都港区赤坂３丁目２１?６,35.67666,139.73617,もりかわ　（移転予定）, Morikawa, 日本料理 / 東京,BRONZE,-,4.08,"\50,000～\59,999",-,https://tabelog.com/tokyo/A1308/A130801/13002772/
港区,赤坂３丁目,赤坂,東京都港区赤坂3-9-12 メトロビル 4F,35.67686,139.73621,赤坂 らいもん, Raimon, 焼肉・すき焼き・しゃぶしゃぶ / 東京,SILVER,-,4.4,"\15,000～\19,999","\1,000～\1,999",https://tabelog.com/tokyo/A1308/A130801/13224635/
港区,赤坂３丁目,赤坂,東京都港区赤坂3-13-6 国際天野ビル 7F,35.67307,139.73761,赤坂 きた福, Akasaka Kitafuku, 魚介料理・海鮮料理 / 東京,BRONZE,-,3.99,"\40,000～\49,999",-,https://tabelog.com/tokyo/A1308/A130801/13149065/
港区,赤坂３丁目,赤坂,東京都港区赤坂3-11-7 ソシアル赤坂ビル  4F,35.67453,139.73762,赤坂 詠月, Eigetsu, 日本料理 / 東京,BRONZE,-,4.25,"\20,000～\29,999",-,https://tabelog.com/tokyo/A1308/A130801/13116523/
港区,赤坂１丁目,虎ノ門,東京都港区赤坂1-11-6 赤坂テラスハウス １階,35.66746,139.74236,松川, Matsukawa, 日本料理 / 東京,GOLD,-,4.65,"\50,000～\59,999","\50,000～\59,999",https://tabelog.com/tokyo/A1307/A130701/13124391/
港区,西麻布４丁目,-,東京都港区西麻布4-5-8,35.65652,139.72314,K+, Kagero+, イタリアン / 東京,BRONZE,-,4.17,"\15,000～\19,999",-,https://tabelog.com/tokyo/A1307/A130703/13213748/
港区,西麻布４丁目,-,東京都港区西麻布4-2-13 八幡ビル 3F,35.65864,139.72317,山上, Yamagami, 日本料理 / 東京,BRONZE,-,4,"\20,000～\29,999",-,https://tabelog.com/tokyo/A1307/A130703/13220317/
港区,西麻布４丁目,-,東京都港区西麻布4-18-17,35.65818,139.71871,鳥さわ22, Torisawa22, 焼鳥・鳥料理 / 東京,BRONZE,-,4.21,"\8,000～\9,999",-,https://tabelog.com/tokyo/A1307/A130703/13222625/
港区,西麻布４丁目,-,東京都港区西麻布4-11-28 麻布エンパイヤマンション B1F,35.65934,139.72251,とく山, Tokuyama, 日本料理 / 東京,BRONZE,-,3.92,"\20,000～\29,999",-,https://tabelog.com/tokyo/A1307/A130703/13002088/
港区,西麻布４丁目,-,東京都港区西麻布4-11-14 ＦＬＥＧ西麻布ＶＩＥＲＧＥ地階Ａ,35.65820,139.72267,臼杵ふぐ 山田屋 西麻布, Yamadaya Nishiazabu, 魚介料理・海鮮料理 / 東京,BRONZE,-,3.92,"\40,000～\49,999",-,https://tabelog.com/tokyo/A1307/A130703/13034857/
港区,西麻布３丁目,-,東京都港区西麻布3丁目17-23 プティコワン西麻布2F,35.65803,139.72394,グルマンディーズ, GOURMANDISE, フレンチ / 東京,SILVER,-,4.2,"\10,000～\14,999",-,https://tabelog.com/tokyo/A1307/A130701/13190448/
港区,西麻布３丁目,-,東京都港区西麻布3-21-3 オリンピアード麻布霞坂 2F,35.65986,139.72518,蒼 西麻布, Ao Nishiazabu, イノベーティブ・フュージョン / 東京,SILVER,BEST NEW ENTRY,4.29,"\20,000～\29,999",-,https://tabelog.com/tokyo/A1307/A130701/13243463/
港区,西麻布３丁目,-,東京都港区西麻布3-1-15 RFビルB1F,35.66011,139.72660,江戸前鮓 すし通, Sushi Tsu, 寿司 / 東京,BRONZE,-,3.88,"\20,000～\29,999","\10,000～\14,999",https://tabelog.com/tokyo/A1307/A130701/13061640/
港区,西麻布２丁目,-,東京都港区西麻布2-26-4,35.66021,139.71940,レフェルヴェソンス, L'Effervescence, フレンチ / 東京,SILVER,-,4.46,"\40,000～\49,999","\40,000～\49,999",https://tabelog.com/tokyo/A1306/A130602/13116356/
港区,西麻布２丁目,-,東京都港区西麻布2-25-24 NISHIAZABU FTビル MB1F,35.65983,139.72129,Crony, Crony, フレンチ / 東京,BRONZE,-,3.93,"\20,000～\29,999",-,https://tabelog.com/tokyo/A1307/A130701/13202768/
港区,西麻布２丁目,-,東京都港区西麻布2-24-7 西麻布MAビル 1F,35.66101,139.72181,AZUR et MASA UEKI, AZUR et MASA UEKI, フレンチ / 東京,BRONZE,-,4.07,"\20,000～\29,999","\10,000～\14,999",https://tabelog.com/tokyo/A1307/A130701/13206559/
港区,西麻布２丁目,-,東京都港区西麻布2-24-14 バルビゾン73 B1F,35.66016,139.72246,肉割烹 上, JO, 日本料理 / 東京,BRONZE,-,4.25,"\20,000～\29,999","\15,000～\19,999",https://tabelog.com/tokyo/A1307/A130701/13209614/
港区,西麻布２丁目,-,東京都港区西麻布2-15-1 三澤ビル Ｂ1Ｆ,35.66163,139.72093,豪龍久保, Goryukubo, 日本料理 / 東京,BRONZE,-,4.32,"\50,000～\59,999",-,https://tabelog.com/tokyo/A1306/A130602/13156859/
港区,西麻布１丁目,-,東京都港区西麻布1-4-44 シグマ西麻布Ⅱ１Ｆ,35.66210,139.72575,海鮮名菜　香宮, SHANGU, 中華料理 / 東京,BRONZE,-,3.94,"\20,000～\29,999","\4,000～\4,999",https://tabelog.com/tokyo/A1307/A130701/13132399/
港区,西麻布１丁目,-,東京都港区西麻布1-15-3 西麻布UOUビル 1F,35.66178,139.72327,山﨑, Yamazaki, 日本料理 / 東京,SILVER,-,4.31,"\20,000～\29,999",-,https://tabelog.com/tokyo/A1307/A130701/13225691/
港区,西新橋１丁目,虎ノ門,東京都港区西新橋1-23-7 プレシャスコート虎ノ門1F,35.66805,139.75155,新ばし 笹田, Sasada, 日本料理 / 東京,BRONZE,-,4.09,"\20,000～\29,999",-,https://tabelog.com/tokyo/A1301/A130103/13020781/
港区,西新橋１丁目,虎ノ門,東京都港区西新橋1-18-8 報徳ビル 1F,35.66759,139.75325,味享, Mitaka, 日本料理 / 東京,SILVER,-,4.29,"\30,000～\39,999","\20,000～\29,999",https://tabelog.com/tokyo/A1301/A130103/13228116/
