指標名,バス停,,,,,注：NAVITIMEの検索区分ではなく、緯度経度情報をもとに位置情報を掲載。,,,,,,,,
出典,NAVITIME,,,,,例：『東京駅〔八重洲南口〕』は中央区の一覧に掲載されているが、バス停の位置は千代田区。,,,,,,,,
年次,2021/2/2取得,,,,,　　『角筈二丁目バス停』は新宿区の一覧に掲載されているが、バス停の位置は渋谷区。,,,,,,,,
URL,https://www.navitime.co.jp/,,,,,　　『駒場リサーチキャンパス』は渋谷区駒場４丁目と掲載されているが誤りで、目黒区。,,,,,,,,
備考,路線ごとに1データあるので、単純な駅数が知りたい場合は「1÷路線数」を合計,,,,,,,,,,,,,
,,,,,,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,路線数,1÷路線数,事業者,路線名,方面①,方面①/URL,方面②,方面②/URL
千代田区,紀尾井町,赤坂,東京都千代田区紀尾井町１－３　,35.679605,139.736773,ザ・プリンスギャラリー　東京紀尾井町,3,0.33 ,東京-長野/池袋-軽井沢・佐久・小諸・上田,[高速バス],軽井沢駅/上田駅前方面,https://www.navitime.co.jp/diagram/bus/00062657/00020042/1/,,
千代田区,大手町１丁目,大丸有,東京都千代田区大手町１丁目９　,35.688568,139.764442,大手町フィナンシャルシティグランキューブ,3,0.33 ,深夜急行〔府中・国立系統〕,[京王バス],国立駅方面,https://www.navitime.co.jp/diagram/bus/00062659/00006674/1/,,
千代田区,大手町１丁目,大丸有,東京都千代田区大手町１丁目９　,35.688568,139.764442,大手町フィナンシャルシティグランキューブ,3,0.33 ,大手町・丸の内エリア-羽田空港,[空港連絡バス],羽田空港第３ターミナル（バス）方面,https://www.navitime.co.jp/diagram/bus/00062659/00018069/0/,,
千代田区,大手町１丁目,大丸有,東京都千代田区大手町１丁目９　,35.688568,139.764442,大手町フィナンシャルシティグランキューブ,3,0.33 ,東京-京都/東京ミッドナイトエクスプレス京都号,[高速バス],京都駅八条口方面,https://www.navitime.co.jp/diagram/bus/00062659/00019741/1/,,
千代田区,有楽町２丁目,大丸有,東京都千代田区有楽町２丁目５　,35.673269,139.762313,有楽町マリオン前,7,0.14 ,東京-千葉/マイタウン・ダイレクトバス〔新浦安〕,[高速バス],日の出七丁目方面,https://www.navitime.co.jp/diagram/bus/00078688/00009082/1/,,
千代田区,有楽町２丁目,大丸有,東京都千代田区有楽町２丁目５　,35.673269,139.762313,有楽町マリオン前,7,0.14 ,ミッドナイトアロー柏・我孫子,[東武バス],我孫子駅北口方面,https://www.navitime.co.jp/diagram/bus/00078688/00021696/1/,,
千代田区,有楽町２丁目,大丸有,東京都千代田区有楽町２丁目５　,35.673269,139.762313,有楽町マリオン前,7,0.14 ,深夜急行：船橋・北習志野・八千代緑が丘方面,[船橋新京成バス],鎌ヶ谷大仏（バス）方面,https://www.navitime.co.jp/diagram/bus/00078688/00032136/1/,,
千代田区,有楽町２丁目,大丸有,東京都千代田区有楽町２丁目５　,35.673269,139.762313,有楽町マリオン前,7,0.14 ,深夜急行バス〔新橋→成田空港〕,[ちばグリーンバス],成田空港第２ターミナル方面,https://www.navitime.co.jp/diagram/bus/00078688/00040409/1/,,
千代田区,有楽町２丁目,大丸有,東京都千代田区有楽町２丁目５　,35.673269,139.762313,有楽町マリオン前,7,0.14 ,深夜急行バス〔新橋→京成佐倉〕,[ちばグリーンバス],京成佐倉駅〔南口〕方面,https://www.navitime.co.jp/diagram/bus/00078688/00040422/1/,,
千代田区,有楽町２丁目,大丸有,東京都千代田区有楽町２丁目５　,35.673269,139.762313,有楽町マリオン前,7,0.14 ,新松戸・千葉ニュータウン・成田線〔深夜急行バス〕,[成田空港交通],成田空港第２ターミナル/新松戸駅方面,https://www.navitime.co.jp/diagram/bus/00078688/00081126/1/,,
千代田区,有楽町２丁目,大丸有,東京都千代田区有楽町２丁目５　,35.673269,139.762313,有楽町マリオン前,7,0.14 ,西船橋・千葉ニュータウン・成田線〔深夜急行バス〕,[成田空港交通],成田空港第２ターミナル/西船橋駅方面,https://www.navitime.co.jp/diagram/bus/00078688/00081127/1/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,東京-群馬/秋葉原・新宿・池袋-高崎・前橋,[高速バス],高崎駅東口/前橋駅南口方面,https://www.navitime.co.jp/diagram/bus/00178436/00020055/1/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,東京-大阪/東京特急ニュースター号,[高速バス],京都駅八条口/大阪駅前〔桜橋口ＪＲ線高架下〕方面,https://www.navitime.co.jp/diagram/bus/00178436/00020280/1/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,東京・神奈川-愛知/東名特急ニュースター号,[高速バス],名古屋駅〔大阪バス〕方面,https://www.navitime.co.jp/diagram/bus/00178436/00020403/1/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,東京-茨城/桜川・筑西ライナー,[高速バス],岩瀬駅方面,https://www.navitime.co.jp/diagram/bus/00178436/00020405/1/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,東京-高知〔高速バス〕,[高知駅前観光],仁井田（高知県）（バス）方面,https://www.navitime.co.jp/diagram/bus/00178436/00057004/1/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,東京-徳島〔高速バス〕,[高知駅前観光],徳島駅方面,https://www.navitime.co.jp/diagram/bus/00178436/00057005/1/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,TDR・東京-大阪〔4列シート〕〔高速バス〕,[中央交通バス],心斎橋〔新高速乗合バス〕方面,https://www.navitime.co.jp/diagram/bus/00178436/00057030/0/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,TDR・東京-大阪〔3列シート〕〔高速バス〕,[中央交通バス],心斎橋〔新高速乗合バス〕方面,https://www.navitime.co.jp/diagram/bus/00178436/00057031/0/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,東京・横浜-京都・梅田・USJ〔高速バス〕,[千葉みらい観光バス],ＵＳＪ方面,https://www.navitime.co.jp/diagram/bus/00178436/00057071/1/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,東京・横浜-名古屋〔高速バス〕,[千葉みらい観光バス],名古屋駅〔ゆりの噴水前〕方面,https://www.navitime.co.jp/diagram/bus/00178436/00057083/1/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,名古屋-東京・池袋・大宮〔3列〕〔高速バス〕,[さくら観光],名古屋駅〔ゆりの噴水前〕方面,https://www.navitime.co.jp/diagram/bus/00178436/00057101/0/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,大宮・東京-京都・梅田〔高速バス〕,[さくら観光],大阪梅田〔プラザモータープール〕方面,https://www.navitime.co.jp/diagram/bus/00178436/00057102/1/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,名古屋-東京・池袋・大宮〔4列〕〔高速バス〕,[さくら観光],名古屋駅〔ゆりの噴水前〕方面,https://www.navitime.co.jp/diagram/bus/00178436/00057103/0/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,梅田・京都-東京・大宮〔高速バス〕,[さくら観光],天王寺〔天王寺公園〕方面,https://www.navitime.co.jp/diagram/bus/00178436/00057105/0/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,仙台-東京・池袋・大宮〔4列〕〔高速バス〕,[さくら観光],仙台駅東口方面,https://www.navitime.co.jp/diagram/bus/00178436/00057106/0/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,東京-群馬〔高速バス〕,[さくら観光],草津温泉バスターミナル方面,https://www.navitime.co.jp/diagram/bus/00178436/00057107/1/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,梅田・京都鴨川-新宿・東京〔高速バス〕,[サンシャインエクスプレス],大阪梅田〔プラザモータープール〕方面,https://www.navitime.co.jp/diagram/bus/00178436/00057140/0/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,東京-梅田・三宮〔4列〕〔高速バス〕,[サンシャインエクスプレス],神戸三宮高架商店街前方面,https://www.navitime.co.jp/diagram/bus/00178436/00057142/1/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,伊勢・松阪・名古屋-横浜・東京〔高速バス〕,[青木バス],青木バス車庫方面,https://www.navitime.co.jp/diagram/bus/00178436/00057180/0/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,伊勢・松阪・津・名古屋-横浜・東京〔高速バス〕,[青木バス],青木バス車庫方面,https://www.navitime.co.jp/diagram/bus/00178436/00057181/0/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,TDL・東京-福井・加賀・小松〔高速バス〕,[中日本エクスプレス],小松駅（石川県）方面,https://www.navitime.co.jp/diagram/bus/00178436/00057191/1/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,TDR・池袋・東京-京都・大阪・兵庫〔高速バス〕,[神姫観光バス],姫路駅［南口］方面,https://www.navitime.co.jp/diagram/bus/00178436/00057202/1/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,新宿・横浜-奈良・梅田〔高速バス〕,[東京富士交通],大阪梅田〔プラザモータープール〕方面,https://www.navitime.co.jp/diagram/bus/00178436/00057214/1/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,新宿・八王子-京都・天王寺〔高速バス〕,[東京富士交通],天王寺〔天王寺公園〕方面,https://www.navitime.co.jp/diagram/bus/00178436/00057215/1/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,大宮・東京-梅田・天王寺,[広栄交通],天王寺〔天王寺公園〕方面,https://www.navitime.co.jp/diagram/bus/00178436/00057230/1/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,川越・東京-梅田・三宮〔高速バス〕,[広栄交通],神戸三宮高架商店街前方面,https://www.navitime.co.jp/diagram/bus/00178436/00057231/1/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,USJ・天王寺-東京・大宮〔高速バス〕,[広栄交通],ＵＳＪ方面,https://www.navitime.co.jp/diagram/bus/00178436/00057236/0/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,池袋・東京-梅田・難波・三ノ宮〔高速バス〕,[ユタカ交通],神戸三宮高架商店街前方面,https://www.navitime.co.jp/diagram/bus/00178436/00057253/1/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,難波・京都-池袋・TDS〔高速バス〕,[ユタカ交通],神戸三宮高架商店街前方面,https://www.navitime.co.jp/diagram/bus/00178436/00057260/0/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,池袋・東京・横浜-京都・梅田〔高速バス〕,[山一サービス],大阪梅田〔プラザモータープール〕方面,https://www.navitime.co.jp/diagram/bus/00178436/00057280/1/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,東京・新宿-長岡・新潟〔高速バス〕,[ウエスト観光バス],長岡駅大手口/新潟駅南口方面,https://www.navitime.co.jp/diagram/bus/00178436/00057281/1/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,海浜幕張・東京-名古屋〔高速バス〕,[武井観光],名古屋駅〔ゆりの噴水前〕方面,https://www.navitime.co.jp/diagram/bus/00178436/00057282/1/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,三ノ宮・梅田-東京・海浜幕張〔高速バス〕,[山一サービス],神戸三宮高架商店街前方面,https://www.navitime.co.jp/diagram/bus/00178436/00057283/0/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,名古屋-横浜・東京〔高速バス〕,[武井観光],名古屋駅〔ゆりの噴水前〕方面,https://www.navitime.co.jp/diagram/bus/00178436/00057285/0/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,海浜幕張・東京-新潟〔高速バス〕,[ウエスト観光バス],新潟大学前（バス）方面,https://www.navitime.co.jp/diagram/bus/00178436/00057286/1/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,TDR・東京・池袋・新宿-名古屋〔高速バス〕,[泉観光バス],名古屋南ささしまライブ方面,https://www.navitime.co.jp/diagram/bus/00178436/00057321/1/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,東京・横浜・長津田-名古屋〔高速バス〕,[杉崎観光バス],名古屋駅前〔ミッドランド〕方面,https://www.navitime.co.jp/diagram/bus/00178436/00057340/1/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,福井-大宮・東京・神奈川〔高速バス〕,[杉崎観光バス],福井駅東口方面,https://www.navitime.co.jp/diagram/bus/00178436/00057341/0/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,名古屋-海老名・横浜・東京〔高速バス〕,[杉崎観光バス],名古屋駅前〔ミッドランド〕方面,https://www.navitime.co.jp/diagram/bus/00178436/00057343/0/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,東京・横浜・長津田-浜松〔高速バス〕,[杉崎観光バス],アクトシティ浜松〔オークラホテル前〕方面,https://www.navitime.co.jp/diagram/bus/00178436/00057344/1/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,神奈川・東京・大宮-金沢・富山〔高速バス〕,[杉崎観光バス],金沢駅西口方面,https://www.navitime.co.jp/diagram/bus/00178436/00057345/1/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,三ノ宮・大阪-横浜・東京〔高速バス〕,[杉崎観光バス],神戸三宮高架商店街前方面,https://www.navitime.co.jp/diagram/bus/00178436/00057346/0/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,岡山-横浜・池袋・東京〔高速バス〕,[杉崎観光バス],岡山駅〔西口〕方面,https://www.navitime.co.jp/diagram/bus/00178436/00057347/0/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,東京・横浜・海老名-梅田・鳥取〔高速バス〕,[杉崎観光バス],鳥取ホテル鴻南閣方面,https://www.navitime.co.jp/diagram/bus/00178436/00057349/1/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,東京・小田原-大阪〔高速バス〕,[杉崎観光バス],天王寺〔天王寺公園〕方面,https://www.navitime.co.jp/diagram/bus/00178436/00057350/1/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,姫路・三ノ宮-横浜・池袋〔高速バス〕,[杉崎観光バス],姫路駅［南口］方面,https://www.navitime.co.jp/diagram/bus/00178436/00057351/0/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,金山・名古屋-横浜・東京〔高速バス〕,[杉崎観光バス],金山駅北口方面,https://www.navitime.co.jp/diagram/bus/00178436/00057352/0/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,東京-長野・須坂〔高速バス〕,[昌栄高速運輸],須坂インターバスターミナル方面,https://www.navitime.co.jp/diagram/bus/00178436/00057360/1/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,東京-軽井沢〔高速バス〕,[昌栄高速運輸],軽井沢駅北口方面,https://www.navitime.co.jp/diagram/bus/00178436/00057362/1/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,千葉-東京/袖ヶ浦-東京,[高速バス],袖ヶ浦駅北口方面,https://www.navitime.co.jp/diagram/bus/00178436/00026348/0/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,東京-大阪/関東→関西〔夜行便〕,[ウィラー(高速バス)],京都駅八条口/ＷＩＬＬＥＲバスターミナル大阪梅田方面,https://www.navitime.co.jp/diagram/bus/00178436/00040560/1/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,東京-石川・富山・福井/関東→石川・富山,[ウィラー(高速バス)],金沢駅西口/福井駅東口方面,https://www.navitime.co.jp/diagram/bus/00178436/00040568/1/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,東京-愛知他/関東→名古屋方面〔夜行便〕,[ウィラー(高速バス)],アクトシティ浜松〔オークラホテル前〕/名古屋駅〔則武１丁目〕方面,https://www.navitime.co.jp/diagram/bus/00178436/00040576/1/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,東京-盛岡・弘前・青森,[オリオンバス(高速バス)],青森駅前方面,https://www.navitime.co.jp/diagram/bus/00178436/00047696/1/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,東京-秋田,[オリオンバス(高速バス)],秋田駅東口方面,https://www.navitime.co.jp/diagram/bus/00178436/00047697/1/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,TDL-山形,[オリオンバス(高速バス)],蔵王温泉〔ホテル喜らく前〕方面,https://www.navitime.co.jp/diagram/bus/00178436/00047700/1/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,TDL-仙台・一関,[オリオンバス(高速バス)],一関駅東口方面,https://www.navitime.co.jp/diagram/bus/00178436/00047701/1/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,TDL-富山・金沢・福井,[オリオンバス(高速バス)],福井駅東口方面,https://www.navitime.co.jp/diagram/bus/00178436/00047703/1/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,TDL・横浜→名古屋・岐阜,[オリオンバス(高速バス)],岐阜駅北口方面,https://www.navitime.co.jp/diagram/bus/00178436/00047706/1/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,TDL-USJ・京阪神,[オリオンバス(高速バス)],明石駅北口〔駅前駐車場前〕方面,https://www.navitime.co.jp/diagram/bus/00178436/00047708/1/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,TDL・池袋-滋賀・京都・大阪,[オリオンバス(高速バス)],大阪梅田〔プラザモータープール〕方面,https://www.navitime.co.jp/diagram/bus/00178436/00047717/1/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,東京-広島,[オリオンバス(高速バス)],広島駅〔南口〕方面,https://www.navitime.co.jp/diagram/bus/00178436/00047718/1/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,東京-岡山・高知,[オリオンバス(高速バス)],高知駅方面,https://www.navitime.co.jp/diagram/bus/00178436/00047720/1/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,TDL-盛岡,[オリオンバス(高速バス)],盛岡駅西口方面,https://www.navitime.co.jp/diagram/bus/00178436/00047721/1/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,東京-出雲,[オリオンバス(高速バス)],出雲大社〔神門通り〕方面,https://www.navitime.co.jp/diagram/bus/00178436/00047722/1/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,東京-盛岡・八戸・三沢,[オリオンバス(高速バス)],七戸十和田駅北駅前広場方面,https://www.navitime.co.jp/diagram/bus/00178436/00047736/1/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,首都圏-盛岡・弘前・青森,[ジャムジャムライナー(高速バス)],青森駅前方面,https://www.navitime.co.jp/diagram/bus/00178436/00047780/1/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,東京-横手・大曲・秋田,[ジャムジャムライナー(高速バス)],秋田駅東口方面,https://www.navitime.co.jp/diagram/bus/00178436/00047781/1/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,首都圏-福島・仙台,[ジャムジャムライナー(高速バス)],仙台駅東口方面,https://www.navitime.co.jp/diagram/bus/00178436/00047782/1/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,東京-長岡・新潟,[ジャムジャムライナー(高速バス)],新潟駅南口方面,https://www.navitime.co.jp/diagram/bus/00178436/00047784/1/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,首都圏-富山・金沢,[ジャムジャムライナー(高速バス)],小松駅西口〔こまつアズスクエア〕方面,https://www.navitime.co.jp/diagram/bus/00178436/00047785/1/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,首都圏-豊橋・名古屋・白子,[ジャムジャムライナー(高速バス)],名古屋駅〔ゆりの噴水前〕/白子駅西口方面,https://www.navitime.co.jp/diagram/bus/00178436/00047786/1/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,首都圏-阪神,[ジャムジャムライナー(高速バス)],姫路駅［南口］方面,https://www.navitime.co.jp/diagram/bus/00178436/00047788/1/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,首都圏-京阪,[ジャムジャムライナー(高速バス)],大阪梅田〔プラザモータープール〕方面,https://www.navitime.co.jp/diagram/bus/00178436/00047789/1/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,首都圏-岡山・広島,[ジャムジャムライナー(高速バス)],広島駅〔南口〕方面,https://www.navitime.co.jp/diagram/bus/00178436/00047792/1/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,東京-岡山・倉敷,[ジャムジャムライナー(高速バス)],東福山駅南口方面,https://www.navitime.co.jp/diagram/bus/00178436/00047793/1/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,東京-郡山・福島,[さくら高速バス(高速バス)],福島駅西口方面,https://www.navitime.co.jp/diagram/bus/00178436/00047888/1/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,東京-会津若松,[さくら高速バス(高速バス)],会津若松駅前方面,https://www.navitime.co.jp/diagram/bus/00178436/00047889/1/,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３丁目８　,35.676651,139.765979,東京駅鍛冶橋駐車場,89,0.01 ,首都圏-名古屋〔池袋発着〕,[さくら高速バス(高速バス)],名古屋南ささしまライブ方面,https://www.navitime.co.jp/diagram/bus/00178436/00047890/1/,,
