指標名,薬局,,,,,,
出典,病院なび,,,,,,
年次,2021/2/15取得,,,,,,
URL,https://byoinnavi.jp/,,,,,,
備考,"（2019年度：889件、2020年度：1,315件）",,,,,,
,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,URL
港区,虎ノ門１丁目,虎ノ門,"東京都港区虎ノ門1-1-20

",35.670246,139.750658,セイジョー虎ノ門店,https://byoinnavi.jp/pharm/202539
港区,虎ノ門１丁目,虎ノ門,"東京都港区虎ノ門1-2-18

",35.669334,139.747472,日本調剤虎ノ門薬局,https://byoinnavi.jp/pharm/202540
港区,虎ノ門２丁目,虎ノ門,"東京都港区虎ノ門2-1-1 商船三井ビル1階

",35.669849,139.746873,わかば薬局虎の門,https://byoinnavi.jp/pharm/162548
港区,虎ノ門２丁目,虎ノ門,"東京都港区虎ノ門2-3-17 虎ノ門2丁目タワー1階

",35.668464,139.746793,ライオン薬局,https://byoinnavi.jp/pharm/162546
港区,虎ノ門２丁目,虎ノ門,"東京都港区虎ノ門2-10-4 ホテルオークラ本館1階

",35.667050,139.745465,子安ドラッグストアー ホテルオークラ店,https://byoinnavi.jp/pharm/162516
港区,虎ノ門２丁目,虎ノ門,"東京都港区虎ノ門2-5-21 寿ビル地下1階

",35.668849,139.747892,ご当地の虎ノ門前薬局,https://byoinnavi.jp/pharm/162515
港区,虎ノ門２丁目,虎ノ門,"東京都港区虎ノ門2-3-22 第1秋山ビルディング1階

",35.668838,139.746991,さくら薬局 虎ノ門店,https://byoinnavi.jp/pharm/162517
港区,虎ノ門２丁目,虎ノ門,"東京都港区虎ノ門2-3-20 虎ノ門YHKビル1階

",35.668718,139.746823,キリン薬局,https://byoinnavi.jp/pharm/162512
港区,虎ノ門２丁目,虎ノ門,"東京都港区虎ノ門2-5-1

",35.668894,139.747959,伯山堂薬局虎の門店,https://byoinnavi.jp/pharm/202543
港区,虎ノ門２丁目,虎ノ門,"東京都港区虎ノ門2-4-1

",35.668826,139.747682,セイジョー薬局虎ノ門調剤店,https://byoinnavi.jp/pharm/202542
港区,虎ノ門３丁目,虎ノ門,"東京都港区虎ノ門3-16-13

",35.663866,139.746617,アズドラッグ,https://byoinnavi.jp/pharm/202544
港区,虎ノ門４丁目,虎ノ門,"東京都港区虎ノ門4-3-1 城山トラストタワー1階

",35.664553,139.743194,ナチュラルローソンクオール薬局 城山トラストタワー店,https://byoinnavi.jp/pharm/181019
港区,虎ノ門４丁目,虎ノ門,"東京都港区虎ノ門4-3-1

",35.664553,139.743194,クオール(株),https://byoinnavi.jp/pharm/202545
港区,虎ノ門５丁目,虎ノ門,"東京都港区虎ノ門5-1-5 虎ノ門45MTビル地下1階

",35.663645,139.745257,トモズ 神谷町店,https://byoinnavi.jp/pharm/254873
渋谷区,広尾１丁目,-,"東京都渋谷区広尾1-11-5朝日広尾マンション201

",35.648207,139.716021,アサヒ薬局,https://byoinnavi.jp/pharm/201254
渋谷区,広尾４丁目,-,"東京都渋谷区広尾4-1-12

",35.654137,139.720451,(株)清水薬局 広尾ガーデンヒルズ店,https://byoinnavi.jp/pharm/201255
渋谷区,広尾５丁目,-,"東京都渋谷区広尾5-19-19

",35.648812,139.719629,原調剤薬局,https://byoinnavi.jp/pharm/201257
渋谷区,広尾５丁目,-,"東京都渋谷区広尾5-3-16

",35.650325,139.720564,ヒノミ薬局広尾2号店,https://byoinnavi.jp/pharm/201262
渋谷区,広尾５丁目,-,"東京都渋谷区広尾5-3-14

",35.650454,139.720996,ファルマルシェ薬局広尾,https://byoinnavi.jp/pharm/201261
渋谷区,広尾５丁目,-,"東京都渋谷区広尾5-25-8

",35.647644,139.722030,渋谷調剤薬局,https://byoinnavi.jp/pharm/201259
渋谷区,広尾５丁目,-,"東京都渋谷区広尾5-3-11

",35.650596,139.721461,(株)ドラッグ・オゾン 広尾店,https://byoinnavi.jp/pharm/201260
渋谷区,広尾５丁目,-,"東京都渋谷区広尾5-25-11

",35.647567,139.722306,広尾調剤薬局,https://byoinnavi.jp/pharm/201258
渋谷区,広尾５丁目,-,"東京都渋谷区広尾5-16-2

",35.650063,139.720705,どらっぐぱぱす広尾店,https://byoinnavi.jp/pharm/201256
港区,港南２丁目,-,"東京都港区港南2-15-2 品川ｲﾝﾀ-ｼﾃｨ 2階

",35.626151,139.742060,トモズ 品川インターシティ店,https://byoinnavi.jp/pharm/162575
港区,港南２丁目,-,"東京都港区港南2-6-7

",35.628503,139.742620,みらくる薬局 品川駅前店,https://byoinnavi.jp/pharm/275701
港区,港南２丁目,-,"東京都港区港南2-16-7-201-1

",35.624961,139.740378,トキワ調剤薬局,https://byoinnavi.jp/pharm/202537
港区,港南２丁目,-,"東京都港区港南2-16-1

",35.627788,139.740748,大東ホーム薬品(株),https://byoinnavi.jp/pharm/202536
港区,港南４丁目,-,"東京都港区港南4-6-7

",35.627605,139.750614,(株)湘南薬品 港南薬局,https://byoinnavi.jp/pharm/202538
江東区,高橋,-,"東京都江東区高橋13-15

",35.685514,139.798698,ひらた薬局,https://byoinnavi.jp/pharm/204308
新宿区,高田馬場１丁目,-,"東京都新宿区高田馬場1-6-16

",35.711664,139.707905,龍生堂薬局ワセダ東店,https://byoinnavi.jp/pharm/205779
新宿区,高田馬場１丁目,-,"東京都新宿区高田馬場1-6-22

",35.710965,139.707785,薬局高田馬場,https://byoinnavi.jp/pharm/205780
新宿区,高田馬場１丁目,-,"東京都新宿区高田馬場1-31-8

",35.710092,139.703175,天竜堂漢方薬局,https://byoinnavi.jp/pharm/205777
新宿区,高田馬場１丁目,-,"東京都新宿区高田馬場1-4-15

",35.711404,139.709231,スギ薬局高田馬場店,https://byoinnavi.jp/pharm/205778
新宿区,高田馬場１丁目,-,"東京都新宿区高田馬場1-26-12

",35.712847,139.705502,モグサヤ高橋保寿堂,https://byoinnavi.jp/pharm/205775
新宿区,高田馬場１丁目,-,"東京都新宿区高田馬場1-28-19

",35.711435,139.704787,わたなべファーマシー,https://byoinnavi.jp/pharm/205776
新宿区,高田馬場２丁目,-,"東京都新宿区高田馬場2-15-6

",35.713592,139.706805,はしむら薬局,https://byoinnavi.jp/pharm/205782
新宿区,高田馬場２丁目,-,"東京都新宿区高田馬場2-14-2

",35.712500,139.707121,マツモトキヨシ高田馬場2丁目店,https://byoinnavi.jp/pharm/205781
新宿区,高田馬場３丁目,-,"東京都新宿区高田馬場3-3-3

",35.713805,139.702385,コスメティック&ドラッグサクラ高田馬場店,https://byoinnavi.jp/pharm/205785
新宿区,高田馬場３丁目,-,"東京都新宿区高田馬場3-22-1

",35.712360,139.699304,薬ヒグチ新戸塚店,https://byoinnavi.jp/pharm/205784
新宿区,高田馬場３丁目,-,"東京都新宿区高田馬場3-2-5

",35.713936,139.703136,中西薬局,https://byoinnavi.jp/pharm/205783
新宿区,高田馬場４丁目,-,"東京都新宿区高田馬場4-4-18

",35.712655,139.701298,ケイワ薬局 高田馬場店(株)エスシーグループ,https://byoinnavi.jp/pharm/259860
新宿区,高田馬場４丁目,-,"東京都新宿区高田馬場4-20-11

",35.711228,139.699870,(有)小木仁寿堂,https://byoinnavi.jp/pharm/205787
新宿区,高田馬場４丁目,-,"東京都新宿区高田馬場4-4-2

",35.712007,139.703127,スミダ薬局高田馬場店,https://byoinnavi.jp/pharm/205789
港区,高輪１丁目,-,"東京都港区高輪1-3-1 第3白川ビル1階

",35.643745,139.735012,トモズ 白金高輪店,https://byoinnavi.jp/pharm/202620
港区,高輪２丁目,-,"東京都港区高輪2-15-8グレイスビル泉岳寺前102

",35.637544,139.738802,オーベル薬局高輪店,https://byoinnavi.jp/pharm/202621
港区,高輪３丁目,-,"東京都港区高輪3-25-29 前川ビル1階

",35.631475,139.737915,ニホンドウ漢方ブティック 品川本店,https://byoinnavi.jp/pharm/162576
港区,高輪３丁目,-,"東京都港区高輪3-11-5 高輪ビューハイツ1階

",35.631363,139.730457,ミナト薬局,https://byoinnavi.jp/pharm/162579
港区,高輪３丁目,-,"東京都港区高輪3-10-38

",35.631919,139.731090,アカビシ薬局,https://byoinnavi.jp/pharm/162563
港区,高輪３丁目,-,"東京都港区高輪3-9-11 ショパン高輪1階

",35.632121,139.731964,あさひ薬局 高輪店,https://byoinnavi.jp/pharm/162564
港区,高輪３丁目,-,"東京都港区高輪3-26-26

",35.628420,139.737933,(株)マスターズドラック,https://byoinnavi.jp/pharm/202624
港区,高輪３丁目,-,"東京都港区高輪3-5-19

",35.633627,139.731357,エノキ薬局,https://byoinnavi.jp/pharm/202625
港区,高輪３丁目,-,"東京都港区高輪3-23-17

",35.630571,139.737049,(株)南山堂,https://byoinnavi.jp/pharm/202623
港区,高輪４丁目,-,"東京都港区高輪4-10-18 ウィング高輪221

",35.628595,139.737129,品川マルゼン薬局,https://byoinnavi.jp/pharm/162566
港区,高輪４丁目,-,"東京都港区高輪4-10-30

",35.628047,139.735463,トモズエクスプレス品川プリンスホテル店,https://byoinnavi.jp/pharm/202626
千代田区,麹町１丁目,-,"東京都千代田区麹町1-8-7

",35.685091,139.742077,ツイン薬局半蔵門店,https://byoinnavi.jp/pharm/202999
千代田区,麹町１丁目,-,"東京都千代田区麹町1-8-6

",35.685231,139.742111,(有)バンビー薬局 一番町店,https://byoinnavi.jp/pharm/202998
千代田区,麹町１丁目,-,"東京都千代田区麹町1-3-5

",35.683858,139.742126,いまくま薬局,https://byoinnavi.jp/pharm/202997
千代田区,麹町５丁目,-,"東京都千代田区麹町五丁目2-1

",35.684515,139.734805,いずみ薬局 麹町店,https://byoinnavi.jp/pharm/260618
渋谷区,桜丘町,-,"東京都渋谷区桜丘町23-21渋谷区文化総合センター大和田L

",35.655510,139.699911,さくらが丘薬局,https://byoinnavi.jp/pharm/201202
渋谷区,桜丘町,-,"東京都渋谷区桜丘町3-24

",35.656721,139.702048,杉山薬品,https://byoinnavi.jp/pharm/201203
渋谷区,笹塚１丁目,-,"東京都渋谷区笹塚一丁目56番10号

",35.674272,139.668012,アイセイ薬局 笹塚店,https://byoinnavi.jp/pharm/271233
渋谷区,笹塚１丁目,-,"東京都渋谷区笹塚1-48-14笹塚ショッピングモール21

",35.673702,139.668725,笹塚鈴薬局 (株)エスシーグループ,https://byoinnavi.jp/pharm/201174
渋谷区,笹塚１丁目,-,"東京都渋谷区笹塚1-59-6

",35.673412,139.664828,笹塚薬局,https://byoinnavi.jp/pharm/201176
渋谷区,笹塚１丁目,-,"東京都渋谷区笹塚1-56-7

",35.674217,139.667753,眞誠薬局,https://byoinnavi.jp/pharm/201175
渋谷区,笹塚１丁目,-,"東京都渋谷区笹塚1-23-8

",35.673143,139.668025,幸仁薬局,https://byoinnavi.jp/pharm/201172
渋谷区,笹塚１丁目,-,"東京都渋谷区笹塚1-30-3

",35.673068,139.666497,ミツヤ笹塚薬局,https://byoinnavi.jp/pharm/201173
渋谷区,笹塚１丁目,-,"東京都渋谷区笹塚1-22-3

",35.673210,139.668412,サンドラッグ笹塚南口店,https://byoinnavi.jp/pharm/201171
渋谷区,笹塚２丁目,-,"東京都渋谷区笹塚2-17-1

",35.674474,139.665943,ミツヤ笹塚2丁目薬局,https://byoinnavi.jp/pharm/201181
渋谷区,笹塚２丁目,-,"東京都渋谷区笹塚2-12-15

",35.675085,139.667997,ミネ薬品笹塚店,https://byoinnavi.jp/pharm/201179
渋谷区,笹塚２丁目,-,"東京都渋谷区笹塚2-11-1

",35.675016,139.668553,あづみ薬店,https://byoinnavi.jp/pharm/201178
渋谷区,笹塚２丁目,-,"東京都渋谷区笹塚2-10-4

",35.675393,139.668264,スマイルドラッグ笹塚店,https://byoinnavi.jp/pharm/201177
江東区,三好２丁目,-,"東京都江東区三好2-8-10

",35.679724,139.803059,みよし薬局,https://byoinnavi.jp/pharm/204135
江東区,三好２丁目,-,"東京都江東区三好2-6-2

",35.679603,139.803301,(有)山吉,https://byoinnavi.jp/pharm/204134
江東区,三好３丁目,-,"東京都江東区三好3-8-8

",35.681094,139.804545,アスカ薬局,https://byoinnavi.jp/pharm/204136
港区,三田１丁目,-,"東京都港区三田1-3-33 三田ネクサスビル1階

",35.654520,139.743365,日生薬局 三田店,https://byoinnavi.jp/pharm/162557
港区,三田１丁目,-,"東京都港区三田1-4-28 三田国際ビル3階

",35.652624,139.744380,三立ファーマシー,https://byoinnavi.jp/pharm/162551
港区,三田２丁目,-,"東京都港区三田2-7-9サニークレスト三田1F

",35.651812,139.744712,中川薬局,https://byoinnavi.jp/pharm/162556
港区,三田３丁目,-,"東京都港区三田3-7-16 御田八幡ビル401

",35.643213,139.741491,バンビー薬局 田町店,https://byoinnavi.jp/pharm/162558
港区,三田５丁目,-,"東京都港区三田5-12-4

",35.645213,139.738217,大里厚養堂,https://byoinnavi.jp/pharm/202532
千代田区,三番町,-,"東京都千代田区三番町9-1

",35.689806,139.742613,あい薬品,https://byoinnavi.jp/pharm/202884
新宿区,四谷１丁目,-,"東京都新宿区四谷1-4-6

",35.686409,139.729345,HAIFUKIYA・DRUG・STORE,https://byoinnavi.jp/pharm/205792
新宿区,四谷１丁目,-,"東京都新宿区四谷1-20-2

",35.686943,139.727943,希望堂薬局四谷店,https://byoinnavi.jp/pharm/205791
新宿区,四谷１丁目,-,"東京都新宿区四谷1-2-5

",35.685772,139.728850,薬ヒグチ四谷駅前店,https://byoinnavi.jp/pharm/205790
新宿区,市谷甲良町,-,"東京都新宿区市谷甲良町2-21

",35.699178,139.728861,新生堂薬局,https://byoinnavi.jp/pharm/205601
新宿区,市谷山伏町,-,"東京都新宿区市谷山伏町2-2

",35.699794,139.727961,パール薬局,https://byoinnavi.jp/pharm/205602
新宿区,市谷台町,-,"東京都新宿区市谷台町9-3

",35.694020,139.718799,村田薬局,https://byoinnavi.jp/pharm/205603
江東区,枝川１丁目,-,"東京都江東区枝川1-6-12

",35.656954,139.804090,(有)枝川薬局 本店,https://byoinnavi.jp/pharm/204296
港区,芝２丁目,-,"東京都港区芝2-18-2

",35.651658,139.750832,ライオン薬局,https://byoinnavi.jp/pharm/162562
港区,芝２丁目,-,"東京都港区芝2-12-1

",35.651624,139.752600,薬局桑山清心堂,https://byoinnavi.jp/pharm/162549
港区,芝３丁目,-,"東京都港区芝3-15-5 ジョイヴィレッジ芝公園2階

",35.653607,139.745406,はなみずき薬局,https://byoinnavi.jp/pharm/181020
港区,芝４丁目,-,"東京都港区芝四丁目5-8 池藤ビル1F

",35.648800,139.751284,ハイジア薬局,https://byoinnavi.jp/pharm/258130
港区,芝４丁目,-,"東京都港区芝4-14-1

",35.647363,139.749136,三田薬局,https://byoinnavi.jp/pharm/162560
港区,芝５丁目,-,"東京都港区芝5-33-8 第一田町ビル地下1階

",35.646830,139.748731,ツヅノ薬局 田町店,https://byoinnavi.jp/pharm/162554
港区,芝５丁目,-,"東京都港区芝5-34-7 田町センタービル ピアタ内

",35.646143,139.746956,慶愛堂薬局,https://byoinnavi.jp/pharm/162550
港区,芝５丁目,-,"東京都港区芝5-31-16

",35.646681,139.746311,薬ヒグチ田町店,https://byoinnavi.jp/pharm/202597
港区,芝５丁目,-,"東京都港区芝5-25-11

",35.647591,139.744837,ヘルスケアストアセイジョー 三田店,https://byoinnavi.jp/pharm/202596
港区,芝５丁目,-,"東京都港区芝5-24-8

",35.647903,139.745489,山竜堂薬局,https://byoinnavi.jp/pharm/202595
港区,芝５丁目,-,"東京都港区芝5-23-3

",35.648378,139.745940,エビスヤ薬局,https://byoinnavi.jp/pharm/202594
港区,芝５丁目,-,"東京都港区芝5-20-20

",35.647864,139.746672,ミネドラッグ三田店,https://byoinnavi.jp/pharm/202593
港区,芝５丁目,-,"東京都港区芝5-13-14

",35.649127,139.744975,ドラッグストア・スマイル 三田店,https://byoinnavi.jp/pharm/202592
港区,芝浦１丁目,-,"東京都港区芝浦1-1-1 東芝ビル1階

",35.651638,139.757975,ゆりの木薬局 東芝ビル店,https://byoinnavi.jp/pharm/162561
港区,芝浦１丁目,-,"東京都港区芝浦1-2-2

",35.649595,139.756630,セガミ薬局芝浦店,https://byoinnavi.jp/pharm/202598
港区,芝浦２丁目,-,"東京都港区芝浦2-16-5 田町明鳳ビル1階

",35.644354,139.752258,芝浦薬局,https://byoinnavi.jp/pharm/162552
港区,芝浦３丁目,-,"東京都港区芝浦3-1-32

",35.644843,139.748594,田町駅前薬局,https://byoinnavi.jp/pharm/278359
港区,芝浦３丁目,-,"東京都港区芝浦3-2-29

",35.644766,139.750825,田町芝浦ファミリー薬局,https://byoinnavi.jp/pharm/276477
港区,芝浦３丁目,-,"東京都港区芝浦3-19-18 内村芝浦ビル1階

",35.641540,139.748565,十字堂薬局 芝浦店,https://byoinnavi.jp/pharm/181018
港区,芝浦３丁目,-,"東京都港区芝浦3-6-12

",35.642995,139.747672,ドラッグストア・スマイル 芝浦店,https://byoinnavi.jp/pharm/202602
港区,芝浦３丁目,-,"東京都港区芝浦3-16-4

",35.642024,139.749837,ドラッグストア・スマイル営業本部,https://byoinnavi.jp/pharm/202600
港区,芝浦３丁目,-,"東京都港区芝浦3-4-1

",35.643509,139.745437,サンドラッグ田町店,https://byoinnavi.jp/pharm/202601
港区,芝浦３丁目,-,"東京都港区芝浦3-13-2

",35.643133,139.749163,ドラッグストア・スマイル 田町東口店,https://byoinnavi.jp/pharm/202599
港区,芝公園１丁目,-,"東京都港区芝公園1-7-16 三堀ビル1F

",35.657169,139.751994,フレンド薬局芝大門店,https://byoinnavi.jp/pharm/181023
港区,芝公園１丁目,-,"東京都港区芝公園1-5-30

",35.658422,139.751686,慶應義塾大学薬学部附属薬局,https://byoinnavi.jp/pharm/162514
港区,芝公園３丁目,虎ノ門,"東京都港区芝公園3-4-30

",35.658854,139.746427,ザメディカルディスペンサリー,https://byoinnavi.jp/pharm/202604
港区,芝大門２丁目,-,"東京都港区芝大門2-7-10

",35.655032,139.753167,清水薬局 芝公園店,https://byoinnavi.jp/pharm/162520
港区,芝大門２丁目,-,"東京都港区芝大門2-3-15

",35.656014,139.753785,清水薬局,https://byoinnavi.jp/pharm/202589
港区,芝大門２丁目,-,"東京都港区芝大門2-5-1

",35.655535,139.754051,伯山堂薬局芝大門店,https://byoinnavi.jp/pharm/202591
港区,芝大門２丁目,-,"東京都港区芝大門2-2-1

",35.656571,139.753403,クリエイトS・D港区芝大門店,https://byoinnavi.jp/pharm/202588
港区,芝大門２丁目,-,"東京都港区芝大門2-4-3

",35.656519,139.754379,薬ヒグチ 大門店,https://byoinnavi.jp/pharm/202590
新宿区,若松町,-,"東京都新宿区若松町24-10

",35.700862,139.717073,ワカマツ薬局,https://byoinnavi.jp/pharm/271840
新宿区,若松町,-,"東京都新宿区若松町20-3

",35.701113,139.715839,戸山薬局,https://byoinnavi.jp/pharm/205804
新宿区,若松町,-,"東京都新宿区若松町3-3 井関ﾋﾞﾙ

",35.698717,139.718966,トモズ 女子医大前2号店,https://byoinnavi.jp/pharm/254544
新宿区,若松町,-,"東京都新宿区若松町3-2

",35.698620,139.719064,トモズ 女子医大前1号店,https://byoinnavi.jp/pharm/205808
新宿区,若松町,-,"東京都新宿区若松町9-7

",35.698895,139.718916,プラザ薬局女子医大通り店,https://byoinnavi.jp/pharm/205814
新宿区,若松町,-,"東京都新宿区若松町9-6

",35.698834,139.718947,ミキ薬局女子医大通り店,https://byoinnavi.jp/pharm/205813
新宿区,若松町,-,"東京都新宿区若松町9-12

",35.699258,139.718823,ミキ薬局若松町店,https://byoinnavi.jp/pharm/205812
新宿区,若松町,-,"東京都新宿区若松町6-16

",35.699471,139.721878,日生薬局牛込店,https://byoinnavi.jp/pharm/205811
新宿区,若松町,-,"東京都新宿区若松町31-4

",35.699976,139.719875,コスモス薬局,https://byoinnavi.jp/pharm/205809
新宿区,若松町,-,"東京都新宿区若松町6-11

",35.699561,139.721680,ノーブル薬局,https://byoinnavi.jp/pharm/205810
新宿区,若松町,-,"東京都新宿区若松町24-10

",35.700862,139.717073,第二新宿調剤薬局,https://byoinnavi.jp/pharm/205807
新宿区,若松町,-,"東京都新宿区若松町23-10

",35.701035,139.716560,紫山堂薬局若松町店,https://byoinnavi.jp/pharm/205806
新宿区,若松町,-,"東京都新宿区若松町22-23

",35.701081,139.716340,コクミン調剤薬局,https://byoinnavi.jp/pharm/205805
江東区,住吉１丁目,-,"東京都江東区住吉1-19-1

",35.690012,139.813201,ひなた薬局,https://byoinnavi.jp/pharm/204203
江東区,住吉１丁目,-,"東京都江東区住吉1-15-11

",35.689325,139.813386,どらっぐぱぱす 住吉店,https://byoinnavi.jp/pharm/204202
江東区,住吉２丁目,-,"東京都江東区住吉2-6-7

",35.688771,139.814822,スター調剤薬局 住吉店,https://byoinnavi.jp/pharm/204206
江東区,住吉２丁目,-,"東京都江東区住吉2-12-8

",35.689645,139.814460,サカエ薬品,https://byoinnavi.jp/pharm/204205
江東区,住吉２丁目,-,"東京都江東区住吉2-10-13

",35.689047,139.813781,漢方けづか薬局,https://byoinnavi.jp/pharm/204204
江東区,住吉２丁目,-,"東京都江東区住吉2-7-13

",35.688264,139.815565,くすりの福太郎 住吉店,https://byoinnavi.jp/pharm/204207
新宿区,住吉町,-,"東京都新宿区住吉町2-18ウィン四谷106

",35.692061,139.721606,あけぼの薬局,https://byoinnavi.jp/pharm/205658
新宿区,住吉町,-,"東京都新宿区住吉町9-4

",35.694078,139.721040,くすりセイジョー曙橋店,https://byoinnavi.jp/pharm/205659
新宿区,住吉町,-,"東京都新宿区住吉町11-23

",35.694805,139.720392,(有)市ヶ谷ファマシー あけぼの橋通り店,https://byoinnavi.jp/pharm/205656
新宿区,住吉町,-,"東京都新宿区住吉町2-11

",35.691978,139.720947,くすりの福太郎曙橋店,https://byoinnavi.jp/pharm/205657
新宿区,住吉町,-,"東京都新宿区住吉町1-16

",35.692198,139.722660,どらっぐぱぱす曙橋店,https://byoinnavi.jp/pharm/205655
渋谷区,渋谷１丁目,-,"東京都渋谷区渋谷1-5-5デュラス青山1F

",35.661115,139.706149,渋谷鈴薬局,https://byoinnavi.jp/pharm/201148
渋谷区,渋谷１丁目,-,"東京都渋谷区渋谷1-24-5

",35.660841,139.702023,ディアファーマシー渋谷薬局,https://byoinnavi.jp/pharm/201147
渋谷区,渋谷１丁目,-,"東京都渋谷区渋谷1-7-5

",35.660775,139.706242,薬ヒグチ宮益坂店,https://byoinnavi.jp/pharm/201149
渋谷区,渋谷１丁目,-,"東京都渋谷区渋谷1-22-4

",35.663311,139.703135,アキヤマ薬局,https://byoinnavi.jp/pharm/201146
渋谷区,渋谷１丁目,-,"東京都渋谷区渋谷1-11-1

",35.661049,139.704455,ナチュラルローソン クオール薬局渋谷一丁目店,https://byoinnavi.jp/pharm/201145
渋谷区,渋谷２丁目,-,"東京都渋谷区渋谷2-19-15

",35.659547,139.703670,薬ヒグチ渋谷店,https://byoinnavi.jp/pharm/201152
渋谷区,渋谷２丁目,-,"東京都渋谷区渋谷2-2-2

",35.660769,139.708532,ぱぱす薬局青山店,https://byoinnavi.jp/pharm/201153
渋谷区,渋谷２丁目,-,"東京都渋谷区渋谷2-24-1

",35.658942,139.701253,ニホンドウ漢方ブティック東急東横店,https://byoinnavi.jp/pharm/201154
渋谷区,渋谷２丁目,-,"東京都渋谷区渋谷2-15-1

",35.658771,139.705331,ミキ薬局渋谷店,https://byoinnavi.jp/pharm/201151
渋谷区,渋谷２丁目,-,"東京都渋谷区渋谷2-10-16

",35.660445,139.706915,青山通り薬局,https://byoinnavi.jp/pharm/201150
渋谷区,渋谷３丁目,-,"東京都渋谷区渋谷3-10-13 渋谷Rサンケイビル1F

",35.656812,139.705113,トモズ 渋谷並木橋店,https://byoinnavi.jp/pharm/201155
渋谷区,渋谷３丁目,-,"東京都渋谷区渋谷3-9-6

",35.657275,139.704989,雄飛堂薬局 渋谷店,https://byoinnavi.jp/pharm/201157
渋谷区,渋谷３丁目,-,"東京都渋谷区渋谷3-27-15

",35.656072,139.704669,いまくま薬局,https://byoinnavi.jp/pharm/201156
渋谷区,初台１丁目,-,"東京都渋谷区初台1-39-12

",35.680169,139.687101,ドラッグストア・スマイル初台店,https://byoinnavi.jp/pharm/201161
渋谷区,初台１丁目,-,"東京都渋谷区初台1-37-2

",35.680210,139.686523,クオール薬局初台店,https://byoinnavi.jp/pharm/201160
渋谷区,初台１丁目,-,"東京都渋谷区初台1-14-8

",35.679139,139.686040,宮田薬局,https://byoinnavi.jp/pharm/201158
渋谷区,初台１丁目,-,"東京都渋谷区初台1-29-2

",35.678538,139.682387,百草堂大薬房,https://byoinnavi.jp/pharm/201159
渋谷区,初台２丁目,-,"東京都渋谷区初台2-20-1

",35.677739,139.686792,北原薬品,https://byoinnavi.jp/pharm/201162
中央区,勝どき１丁目,-,"東京都中央区勝どき1-3-1 1F

",35.660833,139.776873,勝どき一丁目薬局,https://byoinnavi.jp/pharm/253503
中央区,勝どき３丁目,-,"東京都中央区勝どき3-5-5

",35.658700,139.776036,アイセイ薬局 勝どき店,https://byoinnavi.jp/pharm/269116
品川区,勝島１丁目,-,"東京都品川区勝島1-6-16

",35.597046,139.744576,ドラッグスギウィラ大井店,https://byoinnavi.jp/pharm/206469
品川区,小山２丁目,-,"東京都品川区小山2-9-15

",35.620509,139.709382,あおい薬局小山店,https://byoinnavi.jp/pharm/206271
品川区,小山３丁目,-,"東京都品川区小山3-2-1

",35.620560,139.702590,小山薬局,https://byoinnavi.jp/pharm/206273
品川区,小山３丁目,-,"東京都品川区小山3-23-21横山ビル1F

",35.618767,139.704969,土屋薬局武蔵小山,https://byoinnavi.jp/pharm/206275
品川区,小山３丁目,-,"東京都品川区小山3-8-4

",35.620334,139.707499,スギ薬局武蔵小山店,https://byoinnavi.jp/pharm/206278
品川区,小山３丁目,-,"東京都品川区小山3-26-1

",35.619787,139.703949,明倫堂薬局,https://byoinnavi.jp/pharm/206277
品川区,小山３丁目,-,"東京都品川区小山3-24-4

",35.618994,139.704834,コクミンドラッグ武蔵小山店,https://byoinnavi.jp/pharm/206276
品川区,小山３丁目,-,"東京都品川区小山3-21-14

",35.619308,139.705119,ドラッグフタバ武蔵小山駅前店,https://byoinnavi.jp/pharm/206274
品川区,小山３丁目,-,"東京都品川区小山3-1-2

",35.620142,139.702749,武蔵小山薬局,https://byoinnavi.jp/pharm/206272
品川区,小山４丁目,-,"東京都品川区小山4-4-19-1F

",35.618788,139.703336,小山調剤薬局,https://byoinnavi.jp/pharm/259754
品川区,小山４丁目,-,"東京都品川区小山4-2-2

",35.619496,139.702908,つかさ薬局,https://byoinnavi.jp/pharm/206279
品川区,小山５丁目,-,"東京都品川区小山5-7-8

",35.616480,139.702351,桑原薬局,https://byoinnavi.jp/pharm/206280
品川区,小山６丁目,-,"東京都品川区小山6-7-6

",35.614537,139.699971,西小山薬局,https://byoinnavi.jp/pharm/206287
品川区,小山６丁目,-,"東京都品川区小山六丁目6番2号

",35.614517,139.699302,藤本薬局,https://byoinnavi.jp/pharm/266183
品川区,小山６丁目,-,"東京都品川区小山6-6-2

",35.614517,139.699302,藤本薬局,https://byoinnavi.jp/pharm/206286
品川区,小山６丁目,-,"東京都品川区小山6-6-15

",35.614254,139.698743,友薬局,https://byoinnavi.jp/pharm/206285
品川区,小山６丁目,-,"東京都品川区小山6-5-6

",35.614677,139.698922,ヒノミドラッグ 西小山店,https://byoinnavi.jp/pharm/206284
品川区,小山６丁目,-,"東京都品川区小山6-4-14

",35.615447,139.699314,オレンジファーマシー・調剤薬局,https://byoinnavi.jp/pharm/206283
品川区,小山６丁目,-,"東京都品川区小山6-3-9

",35.615576,139.698949,あけぼの薬局西小山店,https://byoinnavi.jp/pharm/206282
品川区,小山台１丁目,-,"東京都品川区小山台1-22-10

",35.621952,139.705343,エーベル薬局こやま台店,https://byoinnavi.jp/pharm/206289
