,指標名,スタートアップ企業,,,,,,,,,,
,品川区,西五反田１丁目,-,東京都品川区西五反田1-3-8,35.6255176,139.7223877,株式会社けあらぶ,消費者向けサービス・販売,シニア向けのコミュニティサイト「MATCHSTER（マッチス...,2015/6/15,http://carelove.jp,調査継続
,品川区,西五反田１丁目,-,東京都品川区西五反田1-3-8 五反田PLACE7階,35.6255176,139.7223877,株式会社Kids Smile Holdings,ビジネスサービス,東京都、神奈川県、愛知県における認可保育所及び認可外保育施設...,2018/4/2,https://www.kidssmile-hd.co.jp/,
,品川区,西五反田１丁目,-,東京都品川区西五反田1-32-2 ALCOVE五反田 3F,35.6241838,139.7216193,HeaR株式会社,ビジネスサービス,「CX=Candidate Experience（候補者体験...,2018/8/24,https://hear.co.jp/,調査継続
,品川区,西五反田１丁目,-,東京都品川区西五反田1-21-8 KSS五反田ﾋﾞﾙ7F･8F,35.623006,139.7234474,株式会社GT-Agency,コンピューター - ソフトウェア,法人企業向け・一般ユーザ向けに占いや心理テストコンテンツの製...,2006/2/22,http://www.gt-agency.co.jp,調査継続
,品川区,西五反田１丁目,-,東京都品川区西五反田1-26-2 五反田ｻﾝﾊｲﾂ 1301号,35.6243188,139.7226141,株式会社レジデンツ,コンピューター - ソフトウェア,独自のRPGアプリとSNSサイトを組み合わせた携帯向けサービ...,2008/4/8,http://www.residents.co.jp/,調査不能(HPアクセス不能などの事由)
,品川区,西五反田１丁目,-,東京都品川区西五反田1-24-4 ﾀｷｹﾞﾝﾋﾞﾙ905,35.6236603,139.7222121,株式会社アグリゲート,消費者向けサービス・販売,食農領域で都市と地方を繋ぐために、生産〜販売・生産性向上に関...,2010/1/4,https://agrigate.co.jp/,調査継続
,品川区,西五反田１丁目,-,東京都品川区西五反田1-21-8 KSS五反田ﾋﾞﾙ6F,35.6229474,139.7234929,株式会社オンザボード,消費者向けサービス・販売,東北地方太平洋沖地震（東日本大震災）の被災者への個人間での支...,2011/2/8,http://www.on-the-board.co.jp/,未評価(会社登録のみ)
,品川区,西五反田１丁目,-,東京都品川区西五反田1-21-8 KSS五反田ﾋﾞﾙ5F,35.6229474,139.7234929,スタークス株式会社,ビジネスサービス,"物流クラウドソーシングサービス『リピロジ』の提供
リピート通...",2012/7/1,http://starx.co.jp,調査継続
,品川区,西五反田１丁目,-,東京都品川区西五反田1-25-1 KANOﾋﾞﾙ4F,35.6240014,139.7223917,株式会社ZEALS,コンピューター - ソフトウェア,LINE及びMessengerを活用した会話広告パッケージ「...,2014/4/1,http://zeals.co.jp/,調査継続
,品川区,西五反田１丁目,-,東京都品川区西五反田1-21-8 KSS五反田ﾋﾞﾙ6F,35.6229474,139.7234929,株式会社ここおる,コンピューター - ソフトウェア,メンタルヘルス関連の情報ポータル、コミュニティサイトの企画、...,2014/7/15,http://www.cocooru.co.jp/,調査継続
,品川区,西五反田１丁目,-,東京都品川区西五反田1-26-2-308号,35.6243044,139.7225478,株式会社XSHELL,コンピューター - ソフトウェア,趣味から事業レベルのプロダクトまで幅広く活用できるIoTプラ...,2014/8/12,http://xshell.io/,調査継続
,品川区,西五反田１丁目,-,東京都品川区西五反田1-23-7 五反田ｼﾃｨﾄﾗｽﾄﾋﾞﾙ9階,35.6232767,139.7228336,QNARY JAPAN株式会社,ビジネスサービス,企業のCEOやエグゼクティブ、企業ブランドのレピュテーション...,2016/3/1,https://www.qnary.co.jp/,調査継続
,品川区,西五反田１丁目,-,東京都品川区西五反田1-23-7 五反田ｼﾃｨﾄﾗｽﾄﾋﾞﾙ9F,35.6232767,139.7228336,コミューン株式会社,コンピューター - ITサービス,顧客体験を最適化するコミュニティタッチツール「COMMUNE...,2018/5/10,https://commmune.jp/,調査継続
,品川区,西五反田１丁目,-,東京都品川区西五反田1-11-1,35.6244894,139.7235079,株式会社スマートソフトウェア,コンピューター - ITサービス,ERPパッケージ「SAP R/3」のベーシス業務、及びSAP...,1995/5/19,http://www.smartsw.co.jp/,調査継続
,品川区,西五反田１丁目,-,東京都品川区西五反田1-18-9 五反田NTﾋﾞﾙ2F,35.6235461,139.7230131,株式会社アリカ,コンピューター - ソフトウェア,コンピューターソフトウェア、各種出版物、音楽録音物、映像物の...,1995/11/1,http://www.arika.co.jp/,調査継続
,品川区,西五反田１丁目,-,東京都品川区西五反田1-1-8 NMF五反田駅前ﾋﾞﾙ5階,35.6258705,139.7231048,株式会社マルチブック,コンピューター - ソフトウェア,多言語・多通貨・マルチ帳簿を実現したクラウド型業務ソフト「m...,2000/9/1,http://www.multibook.co.jp,調査継続
,品川区,西五反田１丁目,-,東京都品川区西五反田1-18-9 五反田NTﾋﾞﾙ8F,35.6235461,139.7230131,株式会社センティリオンシステム,コンピューター - ソフトウェア,"サーバホスティング、ソフトウェア開発事業
ネットワーク・サー...",2005/7/1,http://www.centsys.jp,調査継続
,品川区,西五反田１丁目,-,東京都品川区西五反田1-18-19 NTﾋﾞﾙ8F,35.6235461,139.7230131,株式会社オンライフ,ビジネスサービス,"モバイルサイト開発・運営コンサルティング
各種ポータルサイト...",2005/11/1,http://onlife.co.jp/,調査継続
,品川区,西五反田１丁目,-,東京都品川区西五反田1-13-7 ﾏﾙｷﾋﾞﾙ503,35.6239943,139.7241305,株式会社ウゴトル,コンピューター - ソフトウェア,ダンサー、スポーツ愛好家向けiOSアプリ「ウゴトル」開発と運...,2010/6/8,https://www.ugotoru.com/,調査継続
,品川区,西五反田１丁目,-,東京都品川区西五反田1-18-9 五反田NTﾋﾞﾙ 8F,35.6235461,139.7230131,株式会社カンバン娘,消費者向けサービス・販売,"飲食情報サイト運営
店の看板スタッフにフォーカスした飲食店情...",2011/3/1,,調査継続
,品川区,西五反田１丁目,-,東京都品川区西五反田1-1-8 NMF五反田駅前ﾋﾞﾙ7F,35.6258705,139.7231048,株式会社ビットエー,コンピューター - ITサービス,WEBサービス、アプリ開発をワンストップで提供,2011/7/1,https://bita.jp/,調査継続
,品川区,西五反田１丁目,-,東京都品川区西五反田1-11-1 ｱｲｵｽ五反田駅前6階,35.6244878,139.7235718,株式会社ホライズン・データ・ワークス,コンピューター - ITサービス,SGML、XBRL、HTML、XML変換サービスおよび、Wo...,2011/11/25,http://www.horizondataworks.com/,調査継続
,品川区,西五反田１丁目,-,東京都品川区西五反田1-11-1 AIOS五反田駅前ﾋﾞﾙ405,35.6244486,139.7235164,株式会社タップアラウンド,コンピューター - ソフトウェア,"位置情報測定＋分析ツール「TAPTrack」の展開
アプリ事...",2015/3/19,https://taparound.net/,調査継続
,品川区,西五反田１丁目,-,東京都品川区西五反田1-1-8 NMF五反田駅前ﾋﾞﾙ4F,35.6258705,139.7231048,プレイネクストラボ株式会社,ビジネスサービス,外国人技術者に係るオンライン採用プラットフォーム「Talen...,2016/1/25,http://www.playnext-lab.co.jp/,調査継続
