指標名,幼稚園～高校,,,公立,https://www.kyoiku.metro.tokyo.lg.jp/administration/statistics_and_research/list_of_public_school/school_lists2020.html,,,,,
新宿区,須賀町,-,東京都新宿区須賀町３,35.686806,139.721884,マリールイズ美容専門学校,私立,専修学校,03-3357-6621,2020/4/1
新宿区,下落合３丁目,-,東京都新宿区下落合３－１７－４２,35.721621,139.704023,目白ファッション＆アートカレッジ,私立,専修学校,03-3951-3958,2020/4/1
新宿区,西早稲田２丁目,-,東京都新宿区西早稲田２－４－６,35.708473,139.716289,早稲田医学院歯科衛生士専門学校 ,私立,専修学校,03-3204-4751,2020/4/1
新宿区,高田馬場１丁目,-,東京都新宿区高田馬場１－２３－９,35.711019,139.704996,早稲田外語専門学校,私立,専修学校,03-3208-8801,2020/4/1
新宿区,大久保３丁目,-,東京都新宿区大久保３－４－１,35.705887,139.706035,早稲田大学芸術学校,私立,専修学校,03-5286-3911,2020/4/1
新宿区,西早稲田２丁目,-,東京都新宿区西早稲田２－２０－７,35.709040,139.709534,早稲田美容専門学校,私立,専修学校,03-5291-7731,2020/4/1
新宿区,若松町,-,東京都新宿区若松町１７－１８,35.699157,139.714252,合気道学校,私立,各種学校,03-3203-9236,2020/4/1
新宿区,西新宿１丁目,-,東京都新宿区西新宿１－２１－１,35.688381,139.696009,キルビー学院,私立,各種学校,03-3342-6001,2020/4/1
新宿区,新宿１丁目,-,東京都新宿区新宿１－２９－１２,35.690573,139.713141,ＫＣＰ地球市民日本語学校,私立,各種学校,03-3356-2359,2020/4/1
新宿区,市谷左内町,-,東京都新宿区市谷左内町２１,35.693408,139.735211,江上料理学院,私立,各種学校,03-3269-0281,2020/4/1
新宿区,高田馬場２丁目,-,東京都新宿区高田馬場２－９－７,35.712530,139.707959,新宿日本語学校,私立,各種学校,03-5273-0044,2020/4/1
新宿区,下落合１丁目,-,東京都新宿区下落合１－１－６,35.715292,139.703782,千駄ヶ谷日本語学校,私立,各種学校,03-5337-7001,2020/4/1
新宿区,新宿１丁目,-,東京都新宿区新宿１－１１－１１,35.688661,139.713399,東京外語日本語学校,私立,各種学校,03-5361-8260,2020/4/1
新宿区,若松町,-,東京都新宿区若松町２－１,35.697345,139.720980,東京韓国学校初等部,私立,各種学校,03-3357-6061,2020/4/1
新宿区,若松町,-,東京都新宿区若松町２－１,35.697345,139.720980,東京韓国学校中・高等部,私立,各種学校,03-3357-6030,2020/4/1
新宿区,高田馬場４丁目,-,東京都新宿区高田馬場４－２３－２３,35.709919,139.701468,東京国際大学付属日本語学校,私立,各種学校,03-3371-6121,2020/4/1
新宿区,北新宿３丁目,-,東京都新宿区北新宿３－２２－７,35.703699,139.689734,日本学生支援機構東京日本語教育センター,私立,各種学校,03-3371-7265,2020/4/1
新宿区,下落合３丁目,-,東京都新宿区下落合３－１４－１６,35.721718,139.700304,日本聖書神学校,私立,各種学校,03-3951-1101,2020/4/1
新宿区,高田馬場１丁目,-,東京都新宿区高田馬場１－２９－５,35.710468,139.703997,一橋学院早慶外語,私立,各種学校,03-3363-2451,2020/4/1
渋谷区,東３丁目,-,東京都渋谷区東３－３－３,35.651628,139.711802,広尾,公立,幼稚園,03-3409-0714,2020/5/1
渋谷区,本町５丁目,-,東京都渋谷区本町５－１９－４,35.684271,139.674905,本町,公立,幼稚園,03-3377-1904,2020/5/1
渋谷区,広尾１丁目,-,東京都渋谷区広尾１－９－１７,35.649363,139.716734,臨川,公立,幼稚園,03-3442-6849,2020/5/1
渋谷区,千駄ケ谷２丁目,-,東京都渋谷区千駄ヶ谷２－４－１,35.675307,139.707318,千駄谷,公立,幼稚園,03-3402-8280,2020/5/1
渋谷区,代々木３丁目,-,東京都渋谷区代々木３－３２－１３,35.683064,139.692852,山谷,公立,幼稚園,03-3370-1410,2020/5/1
渋谷区,広尾１丁目,-,東京都渋谷区広尾１－９－１７,35.649363,139.716734,臨川,公立,小学校,03-3441-3012,2020/5/1
渋谷区,恵比寿西１丁目,-,東京都渋谷区恵比寿西１－２３－１,35.647373,139.706405,長谷戸,公立,小学校,03-3461-1203,2020/5/1
渋谷区,東３丁目,-,東京都渋谷区東３－３－３,35.651628,139.711802,広尾,公立,小学校,03-3400-3570,2020/5/1
渋谷区,猿楽町,-,東京都渋谷区猿楽町１２－３５,35.651134,139.701428,猿楽,公立,小学校,03-3461-0033,2020/5/1
渋谷区,恵比寿４丁目,-,東京都渋谷区恵比寿４－２１－１０,35.644164,139.714327,加計塚,公立,小学校,03-3441-5571,2020/5/1
渋谷区,東１丁目,-,東京都渋谷区東１－７－１０,35.655694,139.710305,常磐松,公立,小学校,03-3407-3225,2020/5/1
渋谷区,初台１丁目,-,東京都渋谷区初台１－３２－１２,35.679188,139.684235,幡代,公立,小学校,03-3370-2482,2020/5/1
渋谷区,上原３丁目,-,東京都渋谷区上原３－１３－２０,35.666278,139.679028,上原,公立,小学校,03-3467-4273,2020/5/1
渋谷区,笹塚２丁目,-,東京都渋谷区笹塚２－８－１,35.676184,139.669086,笹塚,公立,小学校,03-3377-2345,2020/5/1
渋谷区,西原２丁目,-,東京都渋谷区西原２－２２－１,35.673862,139.678502,西原,公立,小学校,03-3466-3351,2020/5/1
渋谷区,上原１丁目,-,東京都渋谷区上原１－４６－４,35.669002,139.687273,富谷,公立,小学校,03-3467-7892,2020/5/1
渋谷区,幡ケ谷３丁目,-,東京都渋谷区幡ヶ谷３－４９－１,35.680749,139.673314,中幡,公立,小学校,03-3376-1371,2020/5/1
渋谷区,千駄ケ谷２丁目,-,東京都渋谷区千駄ヶ谷２－４－１,35.675307,139.707318,千駄谷,公立,小学校,03-3401-1707,2020/5/1
渋谷区,千駄ケ谷５丁目,-,東京都渋谷区千駄ヶ谷５－９－１,35.682538,139.705882,鳩森,公立,小学校,03-3352-3780,2020/5/1
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前４－２０－１２,35.668001,139.707771,神宮前,公立,小学校,03-5412-0756,2020/5/1
渋谷区,宇田川町,-,東京都渋谷区宇田川町５－１,35.663126,139.697618,神南,公立,小学校,03-3464-0659,2020/5/1
渋谷区,本町４丁目,-,東京都渋谷区本町４－３－１,35.686031,139.681842,渋谷本町学園,公立,小学校,03-3373-3201,2020/5/1
渋谷区,代々木３丁目,-,東京都渋谷区代々木３－４７－１,35.681180,139.694753,代々木山谷,公立,小学校,03-3377-0012,2020/5/1
渋谷区,東４丁目,-,東京都渋谷区東４－１３－２５,35.654218,139.712285,広尾,公立,中学校,03-3400-2440,2020/5/1
渋谷区,鴬谷町,-,東京都渋谷区鶯谷町９－１,35.653334,139.703250,鉢山,公立,中学校,03-3463-1583,2020/5/1
渋谷区,上原３丁目,-,東京都渋谷区上原３－４１－２,35.667045,139.677782,上原,公立,中学校,03-3460-0666,2020/5/1
渋谷区,西原１丁目,-,東京都渋谷区西原１－４６－１,35.674302,139.683238,代々木,公立,中学校,03-3466-0181,2020/5/1
渋谷区,笹塚３丁目,-,東京都渋谷区笹塚３－１０－１,35.677782,139.668303,笹塚,公立,中学校,03-3376-3364,2020/5/1
渋谷区,松涛１丁目,-,東京都渋谷区松濤１－２０－４,35.661197,139.691139,松濤,公立,中学校,03-3469-2451,2020/5/1
渋谷区,本町４丁目,-,東京都渋谷区本町４－３－１,35.686031,139.681842,渋谷本町学園,公立,中学校,03-3373-3201,2020/5/1
渋谷区,神宮前１丁目,-,東京都渋谷区神宮前１－２４－６,35.673490,139.705523,原宿外苑,公立,中学校,03-3402-7526,2020/5/1
渋谷区,神宮前２丁目,-,東京都渋谷区神宮前２－１－８,35.672752,139.716165,青山,公立,高等学校,03-3404-7801,2020/5/1
渋谷区,東４丁目,-,東京都渋谷区東４－１４－１４,35.652964,139.712920,広尾,公立,高等学校,03-3400-1761,2020/5/1
渋谷区,鉢山町,-,東京都渋谷区鉢山町８－１,35.650076,139.698069,第一商業,公立,高等学校,03-3463-2606,2020/5/1
渋谷区,富ケ谷２丁目,-,東京都渋谷区富ヶ谷２－１０－１,35.665245,139.686359,東海大学付属望星高等学校（通信制）,私立,高等学校（通信制）,03-3467-8111,2020/4/1
渋谷区,渋谷４丁目,-,東京都渋谷区渋谷４－４－２５　,35.659029,139.709749,青山学院高等部,私立,高等学校（全日制）,03-3409-3880,2020/4/1
渋谷区,本町３丁目,-,東京都渋谷区本町３－２－２　　,35.687269,139.685203,関東国際高等学校,私立,高等学校（全日制）,03-3376-2244,2020/4/1
渋谷区,神宮前２丁目,-,東京都渋谷区神宮前２－２－３　,35.673831,139.714800,國學院高等学校,私立,高等学校（全日制）,03-3403-2331,2020/4/1
渋谷区,東１丁目,-,東京都渋谷区東１－１－１１　　,35.656548,139.710325,実践女子学園高等学校,私立,高等学校（全日制）,03-3409-1771,2020/4/1
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷１－２１－１８,35.663750,139.702968,渋谷教育学園渋谷高等学校,私立,高等学校（全日制）,03-3400-6363,2020/4/1
渋谷区,広尾３丁目,-,東京都渋谷区広尾３－７－１６　,35.655903,139.717288,東京女学館高等学校,私立,高等学校（全日制）,03-3400-0861,2020/4/1
渋谷区,笹塚３丁目,-,東京都渋谷区笹塚３－１９－９　,35.676645,139.666728,富士見丘高等学校,私立,高等学校（全日制）,03-3376-1481,2020/4/1
渋谷区,渋谷４丁目,-,東京都渋谷区渋谷４－４－２５　,35.659029,139.709749,青山学院中等部,私立,中学校,03-3407-7463,2020/4/1
渋谷区,東１丁目,-,東京都渋谷区東１－１－１１　　,35.656548,139.710325,実践女子学園中学校,私立,中学校,03-3409-1771,2020/4/1
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷１－２１－１８,35.663750,139.702968,渋谷教育学園渋谷中学校,私立,中学校,03-3400-6363,2020/4/1
渋谷区,広尾３丁目,-,東京都渋谷区広尾３－７－１６　,35.655903,139.717288,東京女学館中学校,私立,中学校,03-3400-0861,2020/4/1
渋谷区,笹塚３丁目,-,東京都渋谷区笹塚３－１９－９　,35.676645,139.666728,富士見丘中学校,私立,中学校,03-3376-1481,2020/4/1
渋谷区,渋谷４丁目,-,東京都渋谷区渋谷４－４－２５　,35.659029,139.709749,青山学院初等部,私立,小学校,03-3409-8111,2020/4/1
渋谷区,恵比寿２丁目,-,東京都渋谷区恵比寿２－３５－１,35.646746,139.723254,慶應義塾幼稚舎,私立,小学校,03-3441-7221,2020/4/1
渋谷区,広尾３丁目,-,東京都渋谷区広尾３－７－１６　,35.655903,139.717288,東京女学館小学校,私立,小学校,03-3400-0861,2020/4/1
渋谷区,渋谷４丁目,-,東京都渋谷区渋谷４－４－２５,35.659029,139.709749,青山学院幼稚園,私立,幼稚園,03-3409-6935,<NULL>
渋谷区,鴬谷町,-,東京都渋谷区鶯谷町１０－９,35.652153,139.701990,鶯谷さくら幼稚園,私立,幼稚園,03-3461-4492,<NULL>
渋谷区,上原２丁目,-,東京都渋谷区上原２－３７－１３,35.665414,139.679795,岸辺幼稚園,私立,幼稚園,03-3467-2388,<NULL>
渋谷区,笹塚２丁目,-,東京都渋谷区笹塚２－３０－１４,35.674136,139.662770,小鳩幼稚園,私立,幼稚園,03-3378-6600,<NULL>
渋谷区,笹塚１丁目,-,東京都渋谷区笹塚１－２８－６,35.672916,139.666953,笹塚幼稚園,私立,幼稚園,03-3466-0378,<NULL>
渋谷区,元代々木町,-,東京都渋谷区元代々木町２６－１,35.671166,139.686641,シオン幼稚園,私立,幼稚園,03-3466-4754,<NULL>
渋谷区,恵比寿２丁目,-,東京都渋谷区恵比寿２－３２－１８,35.645632,139.721513,渋谷同胞幼稚園,私立,幼稚園,03-3441-6592,<NULL>
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷１－２１－１８,35.663750,139.702968,渋谷幼稚園,私立,幼稚園,03-3400-6363,<NULL>
渋谷区,西原１丁目,-,東京都渋谷区西原１－１９－３,35.675571,139.678256,城西幼稚園,私立,幼稚園,03-3460-4858,<NULL>
渋谷区,本町６丁目,-,東京都渋谷区本町６－３４－１８,35.680694,139.678225,帝京めぐみ幼稚園,私立,幼稚園,03-3378-0520,<NULL>
渋谷区,神宮前１丁目,-,東京都渋谷区神宮前１－５－３,35.671693,139.706256,東郷幼稚園,私立,幼稚園,03-3402-9291,<NULL>
渋谷区,千駄ケ谷１丁目,-,東京都渋谷区千駄ケ谷１－１－２４,35.677598,139.709415,鳩の森八幡幼稚園,私立,幼稚園,03-3401-4080,<NULL>
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前３－４２－１,35.670849,139.713931,原宿幼稚園,私立,幼稚園,03-3401-2461,<NULL>
渋谷区,西原１丁目,-,東京都渋谷区西原１－１４－１７,35.675557,139.679753,福田幼稚園,私立,幼稚園,03-3466-5575,<NULL>
渋谷区,神山町,-,東京都渋谷区神山町２１－１１,35.662144,139.688794,松村幼稚園,私立,幼稚園,03-3467-5577,<NULL>
渋谷区,鴬谷町,-,東京都渋谷区鶯谷町７－９,35.654002,139.701697,青山製図専門学校,私立,専修学校,03-3463-0901,2020/4/1
渋谷区,神泉町,-,東京都渋谷区神泉町２－２,35.658034,139.693491,国際文化理容美容専門学校渋谷校,私立,専修学校,03-3462-1447,2020/4/1
渋谷区,桜丘町,-,東京都渋谷区桜丘町２３－２１渋谷区文化総合センター大和田９階,35.655518,139.699992,渋谷区医師会附属看護高等専修学校,私立,専修学校,03-3462-2318,2020/4/1
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷１－２１－７,35.663642,139.703702,渋谷ファッション＆アート専門学校,私立,専修学校,03-3409-2661,2020/4/1
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷１－２１－１０,35.663389,139.703623,住田美容専門学校,私立,専修学校,03-3409-6752,2020/4/1
渋谷区,千駄ケ谷３丁目,-,東京都渋谷区千駄ヶ谷３－６２－３,35.673108,139.703696,専修学校代々木ゼミナール造形学校,私立,専修学校,03-3405-4751,2020/4/1
渋谷区,代々木２丁目,-,東京都渋谷区代々木２－２５－７,35.685569,139.698805,専修学校代々木ゼミナール本部校,私立,専修学校,03-3379-5221,2020/4/1
渋谷区,恵比寿４丁目,-,東京都渋谷区恵比寿４－１９－２５,35.643898,139.712930,専門学校エビスビューティカレッジ,私立,専修学校,03-3441-5555,2020/4/1
渋谷区,神南１丁目,-,東京都渋谷区神南１－４－１７,35.665355,139.700043,専門学校桑沢デザイン研究所,私立,専修学校,03-3463-2431,2020/4/1
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷１－６－８,35.660962,139.705239,専門学校清水とき・きものアカデミア,私立,専修学校,03-3400-0286,2020/4/1
渋谷区,千駄ケ谷１丁目,-,東京都渋谷区千駄ヶ谷１－８－１７,35.678327,139.711065,専門学校東京クールジャパン,私立,専修学校,03-3401-9701,2020/4/1
渋谷区,代々木１丁目,-,東京都渋谷区代々木１－５６－１,35.684431,139.701652,専門学校東京スクール・オブ・ビジネス,私立,専修学校,03-3370-2222,2020/4/1
渋谷区,恵比寿南３丁目,-,東京都渋谷区恵比寿南３－１－５,35.645612,139.706805,専門学校東京声優アカデミー,私立,専修学校,03-3719-0811,2020/4/1
渋谷区,本町６丁目,-,東京都渋谷区本町６－２１－７,35.681119,139.679931,専門学校東洋公衆衛生学院,私立,専修学校,03-3376-8511,2020/4/1
渋谷区,桜丘町,-,東京都渋谷区桜丘町４－１６,35.654551,139.703943,専門学校日本デザイナー学院                           ,私立,専修学校,03-3770-5581,2020/4/1
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前５－２９－２,35.664453,139.703373,専門学校ヒコ・みづのジュエリーカレッジ,私立,専修学校,03-3499-0350,2020/4/1
渋谷区,桜丘町,-,東京都渋谷区桜丘町２３－１８,35.655917,139.699910,専門学校ビジョナリーアーツ,私立,専修学校,03-5728-4500,2020/4/1
渋谷区,千駄ケ谷５丁目,-,東京都渋谷区千駄ヶ谷５－１９－９,35.682565,139.703862,専門学校ミューズ音楽院,私立,専修学校,03-3341-6607,2020/4/1
渋谷区,代々木１丁目,-,東京都渋谷区代々木１－３１－２,35.681947,139.702517,専門学校ミューズモード音楽院,私立,専修学校,03-3375-6435,2020/4/1
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前３－１８－４,35.671317,139.710277,たかの友梨美容専門学校,私立,専修学校,03-3401-1011,2020/4/1
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷１－２０－５,35.663210,139.704426,東京サイクルデザイン専門学校,私立,専修学校,03-3499-0655,2020/4/1
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷２－１９－２１,35.659780,139.704770,東京スクールオブミュージック専門学校渋谷,私立,専修学校,03-5766-5181,2020/4/1
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷１－２４－６,35.660761,139.702014,東京ダンス＆アクターズ専門学校,私立,専修学校,03-5468-8982,2020/4/1
渋谷区,千駄ケ谷３丁目,-,東京都渋谷区千駄ヶ谷３－６２－８,35.673538,139.703822,東京デザイン専門学校,私立,専修学校,03-3497-0701,2020/4/1
渋谷区,本町４丁目,-,東京都渋谷区本町４－２０－７,35.688182,139.679134,東放学園音響専門学校,私立,専修学校,03-3299-7981,2020/4/1
渋谷区,桜丘町,-,東京都渋谷区桜丘町４－１６,35.654551,139.703943,日本写真芸術専門学校,私立,専修学校,03-3770-5585,2020/4/1
渋谷区,桜丘町,-,東京都渋谷区桜丘町２０－１,35.655191,139.700871,日本柔道整復専門学校,私立,専修学校,03-3461-4740,2020/4/1
渋谷区,桜丘町,-,東京都渋谷区桜丘町２０－１　,35.655191,139.700871,日本鍼灸理療専門学校,私立,専修学校,03-3461-4787,2020/4/1
渋谷区,広尾４丁目,-,東京都渋谷区広尾４－１－３,35.653689,139.719238,日本赤十字社助産師学校　,私立,専修学校,03-3400-1311,2020/4/1
渋谷区,千駄ケ谷５丁目,-,東京都渋谷区千駄ヶ谷５－７－３,35.681680,139.706261,日本デザイン福祉専門学校,私立,専修学校,03-3356-1501,2020/4/1
渋谷区,千駄ケ谷５丁目,-,東京都渋谷区千駄ケ谷５－２５－４,35.684882,139.703383,服部栄養専門学校,私立,専修学校,03-3356-7171,2020/4/1
渋谷区,代々木３丁目,-,東京都渋谷区代々木３－２２－１,35.685606,139.693857,文化外国語専門学校,私立,専修学校,03-3299-2011,2020/4/1
渋谷区,代々木３丁目,-,東京都渋谷区代々木３－２２－１,35.685606,139.693857,文化服装学院,私立,専修学校,03-3299-2211,2020/4/1
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前３－２６－１,35.670952,139.708757,べルエポック美容専門学校,私立,専修学校,03-3423-9090,2020/4/1
渋谷区,松涛２丁目,-,東京都渋谷区松濤２－１６－５,35.658075,139.690380,ヤマザキ動物専門学校,私立,専修学校,03-5454-1101,2020/4/1
渋谷区,代々木１丁目,-,東京都渋谷区代々木１－５３－１,35.684186,139.699952,山野医療専門学校,私立,専修学校,03-3378-0111,2020/4/1
渋谷区,円山町,-,東京都渋谷区円山町２８－５,35.655749,139.694299,山手調理製菓専門学校,私立,専修学校,03-5456-0777,2020/4/1
渋谷区,代々木１丁目,-,東京都渋谷区代々木１－５３－１,35.684186,139.699952,山野美容専門学校,私立,専修学校,03-3379-0111,2020/4/1
渋谷区,広尾４丁目,-,東京都渋谷区広尾４－３－１,35.651925,139.721313,聖心インターナショナルスクール,私立,各種学校,03-3400-3951,2020/4/1
渋谷区,千駄ケ谷５丁目,-,東京都渋谷区千駄ケ谷５－３０－１６,35.685681,139.704302,東京工学院日本語学校,私立,各種学校,03-3352-3851,2020/4/1
渋谷区,南平台町,-,東京都渋谷区南平台町１６－２６,35.654568,139.694690,東京日本語学校,私立,各種学校,03-3463-7261,2020/4/1
渋谷区,上原３丁目,-,東京都渋谷区上原３－２８－１８,35.664618,139.674907,ドルトンスクール東京,私立,各種学校,03-3465-4301,2020/4/1
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷１－２１－１８,35.663750,139.702968,ブリティッシュ･スクール･イン東京,私立,各種学校,03-5467-4321,2020/4/1
渋谷区,千駄ケ谷３丁目,-,東京都渋谷区千駄ヶ谷３－１０－６,35.678347,139.704593,山野日本語学校,私立,各種学校,03-5772-5112,2020/4/1
港区,芝浦３丁目,-,東京都港区芝浦３丁目３−６,35.644059,139.747245,東京工業大学附属科学技術高等学校,国立,高等学校,03-3453-2251,2021/2/1
港区,三田１丁目,-,東京都港区三田１－４－５２,35.652996,139.742143,赤羽,公立,幼稚園,03-3452-0246,2020/5/1
港区,芝浦４丁目,-,東京都港区芝浦４－８－１８,35.638049,139.746250,芝浦,公立,幼稚園,03-3452-0574,2020/5/1
港区,白金３丁目,-,東京都港区白金３－１３－８,35.645003,139.728889,三光,公立,幼稚園,03-3444-4233,2020/5/1
港区,港南４丁目,-,東京都港区港南４－３－２７,35.629240,139.748825,港南,公立,幼稚園,03-3471-7347,2020/5/1
港区,麻布台１丁目,虎ノ門,東京都港区麻布台１－５－１５,35.661831,139.738403,麻布,公立,幼稚園,03-3583-1858,2020/5/1
港区,元麻布３丁目,-,東京都港区元麻布３－８－１５,35.657252,139.731153,南山,公立,幼稚園,03-3408-4785,2020/5/1
港区,南麻布３丁目,-,東京都港区南麻布３－９－３３,35.649869,139.729870,本村,公立,幼稚園,03-3446-3677,2020/5/1
港区,赤坂９丁目,六本木,東京都港区赤坂９－７－８,35.667805,139.731423,中之町,公立,幼稚園,03-3405-7619,2020/5/1
港区,南青山４丁目,-,東京都港区南青山４－１８－１７,35.663551,139.717061,青南,公立,幼稚園,03-3402-0758,2020/5/1
港区,白金台３丁目,-,東京都港区白金台３－７－１,35.635589,139.726564,白金台,公立,幼稚園,03-3443-5666,2020/5/1
港区,高輪２丁目,-,東京都港区高輪２－１２－３１,35.635407,139.735301,高輪,公立,幼稚園,03-3447-3356,2020/5/1
港区,台場１丁目,-,東京都港区台場１－１－５,35.633781,139.776996,にじのはし,公立,幼稚園,03-5500-2577,2020/5/1
港区,芝２丁目,-,東京都港区芝２－２１－３,35.650998,139.750109,芝,公立,小学校,03-3456-3072,2020/5/1
港区,三田１丁目,-,東京都港区三田１－４－５２,35.652996,139.742143,赤羽,公立,小学校,03-3451-1988,2020/5/1
港区,芝浦４丁目,-,東京都港区芝浦４－８－１８,35.638049,139.746250,芝浦,公立,小学校,03-3451-4992,2020/5/1
港区,高輪２丁目,-,東京都港区高輪２－８－２４,35.636218,139.734755,高輪台,公立,小学校,03-5447-0616,2020/5/1
港区,白金台１丁目,-,東京都港区白金台１－４－２６,35.636823,139.728533,白金,公立,小学校,03-3441-5407,2020/5/1
港区,港南４丁目,-,東京都港区港南４－３－２８,35.629322,139.749788,港南,公立,小学校,03-3474-1501,2020/5/1
港区,麻布台１丁目,虎ノ門,東京都港区麻布台１－５－１５,35.661831,139.738403,麻布,公立,小学校,03-3583-0014,2020/5/1
港区,元麻布３丁目,-,東京都港区元麻布３－８－１５,35.657252,139.731153,南山,公立,小学校,03-3403-5773,2020/5/1
港区,南麻布３丁目,-,東京都港区南麻布３－９－３３,35.649869,139.729870,本村,公立,小学校,03-3473-1462,2020/5/1
港区,西麻布３丁目,-,東京都港区西麻布３－１１－１６,35.656485,139.724907,笄,公立,小学校,03-3404-1530,2020/5/1
港区,南麻布１丁目,-,東京都港区南麻布１－８－１１,35.650883,139.735828,東町,公立,小学校,03-3451-7726,2020/5/1
港区,南青山２丁目,-,東京都港区南青山２－２１－２,35.669832,139.718954,青山,公立,小学校,03-3403-5588,2020/5/1
港区,南青山４丁目,-,東京都港区南青山４－２１－１５,35.663591,139.716031,青南,公立,小学校,03-3404-8608,2020/5/1
港区,芝公園３丁目,虎ノ門,東京都港区芝公園３－２－４,35.661301,139.749721,御成門,公立,小学校,03-3431-2766,2020/5/1
港区,赤坂８丁目,赤坂,東京都港区赤坂８－１３－２９,35.669304,139.731199,赤坂,公立,小学校,03-3404-8602,2020/5/1
港区,台場１丁目,-,東京都港区台場１－１－５,35.633781,139.776996,港陽,公立,小学校,03-5500-2572,2020/5/1
港区,三田４丁目,-,東京都港区三田４－１１－３８,35.643201,139.738051,御田,公立,小学校,03-3451-3997,2020/5/1
港区,白金４丁目,-,東京都港区白金４－１－１２,35.643746,139.726832,白金の丘,公立,小学校,03-3441-5363,2020/5/1
港区,西新橋３丁目,虎ノ門,東京都港区西新橋３－２５－３０,35.661614,139.750407,御成門,公立,中学校,03-3436-3568,2020/5/1
港区,白金４丁目,-,東京都港区白金４－１－１２,35.643746,139.726832,白金の丘,公立,中学校,03-3441-5361,2020/5/1
港区,高輪１丁目,-,東京都港区高輪１－１６－２５,35.641995,139.734192,高松,公立,中学校,03-3441-6239,2020/5/1
港区,港南４丁目,-,東京都港区港南４－３－３,35.630926,139.748895,港南,公立,中学校,03-3471-0238,2020/5/1
港区,西麻布４丁目,-,東京都港区西麻布４－１４－８,35.656821,139.720349,高陵,公立,中学校,03-3409-7687,2020/5/1
港区,南青山１丁目,-,東京都港区南青山１－１８－１２,35.667638,139.724863,赤坂,公立,中学校,03-3402-9306,2020/5/1
港区,北青山１丁目,-,東京都港区北青山１－１－９,35.674278,139.722143,青山,公立,中学校,03-3404-7522,2020/5/1
港区,台場１丁目,-,東京都港区台場１－１－５,35.633781,139.776996,港陽,公立,中学校,03-5500-2575,2020/5/1
港区,六本木６丁目,六本木,東京都港区六本木６－８－１６,35.660923,139.732143,六本木,公立,中学校,03-3404-8855,2020/5/1
港区,三田４丁目,-,東京都港区三田４－１３－１３,35.645238,139.740864,三田,公立,中学校,03-5441-7348,2020/5/1
港区,三田１丁目,-,東京都港区三田１－４－４６,35.652332,139.742967,三田,公立,高等学校,03-3453-1991,2020/5/1
港区,六本木６丁目,六本木,東京都港区六本木６－１６－３６,35.657783,139.731189,六本木,公立,高等学校,03-5411-7327,2020/5/1
港区,海岸１丁目,-,東京都港区海岸１－８－２５,35.656470,139.760575,芝商業,公立,高等学校,03-3431-0760,2020/5/1
港区,港南３丁目,-,東京都港区港南３－９－４５,35.632365,139.751071,港特別支援学校,公立,特別支援学校,03-3471-9191,2020/5/1
港区,南青山２丁目,-,東京都港区南青山２－３３－７７,35.669089,139.722491,青山特別支援学校,公立,特別支援学校,03-3475-3922,2020/5/1
港区,南麻布５丁目,-,東京都港区南麻布５－６－８,35.653576,139.726644,愛育学園（特別支援学校）（幼・小）,私立,特別支援学校,03-3473-8319,2020/4/1
港区,元麻布２丁目,-,東京都港区元麻布２－３－２９　,35.654171,139.727721,麻布高等学校,私立,高等学校（全日制）,03-3446-6541,2020/4/1
港区,三田２丁目,-,東京都港区三田２－１７－２３　,35.648149,139.739895,慶應義塾女子高等学校,私立,高等学校（全日制）,03-5427-1674,2020/4/1
港区,芝公園３丁目,虎ノ門,東京都港区芝公園３－５－３７　,35.661015,139.747204,芝高等学校,私立,高等学校（全日制）,03-3431-2629,2020/4/1
港区,白金台２丁目,-,東京都港区白金台２－２６－５　,35.632035,139.729970,頌栄女子学院高等学校,私立,高等学校（全日制）,03-3441-2005,2020/4/1
港区,白金４丁目,-,東京都港区白金４－１１－１　　,35.642892,139.726462,聖心女子学院高等科,私立,高等学校（全日制）,03-3444-7671,2020/4/1
港区,芝公園３丁目,虎ノ門,東京都港区芝公園３－１－３６　,35.661035,139.748099,正則高等学校,私立,高等学校（全日制）,03-3431-0913,2020/4/1
港区,高輪２丁目,-,東京都港区高輪２－１－３２　　,35.638488,139.736678,高輪高等学校,私立,高等学校（全日制）,03-3441-7201,2020/4/1
港区,高輪２丁目,-,東京都港区高輪２－２－１６　　,35.638186,139.735352,東海大学付属高輪台高等学校,私立,高等学校（全日制）,03-3448-4011,2020/4/1
港区,芝４丁目,-,東京都港区芝４－１－３０　　　,35.649733,139.749412,東京女子学園高等学校,私立,高等学校（全日制）,03-3451-0912,2020/4/1
