指標名,スーパー,,,,,
出典,NAVITIME,,,,,
年次,2021/2/3取得,,,,,
URL,https://www.navitime.co.jp/,,,,,
備考,（2019年度：327件、2020年度：458件）,,,,,
,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名
新宿区,東榎町,-,東京都新宿区東榎町10-3,35.70508,139.729403,業務スーパー 新宿榎店
新宿区,新小川町,-,東京都新宿区新小川町4-11,35.705599,139.743368,いなげや 飯田橋店
新宿区,西五軒町,-,東京都新宿区西五軒町8-8 サンセール神楽坂,35.70722,139.737065,まいばすけっと 西五軒町店
新宿区,東五軒町,-,東京都新宿区東五軒町6-31 ライオンズマンション飯田橋,35.708081,139.740371,まいばすけっと 東五軒町店
新宿区,水道町,-,東京都新宿区水道町4-13,35.70848,139.736183,マルエツ 江戸川橋店
新宿区,大久保３丁目,-,東京都新宿区大久保3-10-1,35.708575,139.705118,maruetsu(マルエツ) オレンジコート店
新宿区,北新宿４丁目,-,東京都新宿区北新宿4-8-16,35.709444,139.693543,いなげや 新宿小滝橋店
新宿区,高田馬場１丁目,-,東京都新宿区高田馬場1-2-15 早稲田永谷マンション 1F,35.709564,139.709116,まいばすけっと 西早稲田駅前店
新宿区,西早稲田３丁目,-,東京都新宿区西早稲田3-12-15,35.709926,139.715403,三徳西早稲田店
新宿区,西早稲田１丁目,-,東京都新宿区西早稲田1-9-22 ワセダハウス,35.711129,139.720617,まいばすけっと 西早稲田1丁目店
新宿区,西早稲田３丁目,-,東京都新宿区西早稲田3-20-2 mh西早稲田,35.711155,139.711772,まいばすけっと 西早稲田3丁目店
新宿区,高田馬場１丁目,-,東京都新宿区高田馬場1-28-7,35.71198,139.704625,ピーコックストア 高田馬場店
新宿区,高田馬場２丁目,-,東京都新宿区高田馬場2-13-2 プライムゲート 1F,35.712255,139.707565,成城石井 高田馬場店
新宿区,高田馬場３丁目,-,東京都新宿区高田馬場3-23-1,35.712308,139.698524,maruetsu(マルエツ) プチ 高田馬場店
新宿区,西早稲田３丁目,-,東京都新宿区西早稲田3-6-4 さくらアヴェニュー内,35.712725,139.716813,まいばすけっと 面影橋駅東店
新宿区,高田馬場３丁目,-,東京都新宿区高田馬場3-12-10,35.712821,139.700186,オオゼキ 高田馬場店
新宿区,高田馬場３丁目,-,東京都新宿区高田馬場3-3-8,35.713657,139.701559,西友 高田馬場店
新宿区,中落合１丁目,-,東京都新宿区中落合1-6-13,35.716692,139.690413,マルエツ プチ 中落合一丁目店
新宿区,西落合２丁目,-,東京都新宿区西落合2-20-6,35.720058,139.674657,まいばすけっと 新井薬師前駅北店
新宿区,西落合２丁目,-,東京都新宿区西落合2-7-16 プルミエ内,35.720209,139.678527,まいばすけっと 西落合2丁目店
新宿区,下落合４丁目,-,東京都新宿区下落合4丁目21-18,35.721742,139.696712,オーケー下落合店
新宿区,下落合３丁目,-,東京都新宿区下落合3-14-21,35.722069,139.700115,ピーコックストア 目白店
新宿区,西落合３丁目,-,東京都新宿区西落合3-1-1,35.722785,139.683702,コープみらい ミニコープ西落合店
新宿区,下落合３丁目,-,東京都新宿区下落合3-19-2 フイユ・ドール目白内,35.722913,139.703434,まいばすけっと 目白駅西店
渋谷区,千駄ケ谷３丁目,-,東京都渋谷区千駄ヶ谷3-33-2,35.6771728,139.7067081,OK(オーケー) 千駄ヶ谷店
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2-24-12 渋谷スクランブルスクエア B1,35.6584287,139.7021686,Gourmand Market KINOKUNIYA(ゲルマンマーケットキノクニヤ) 渋谷スクランブルスクエア店
渋谷区,富ケ谷１丁目,-,東京都渋谷区富ヶ谷1-49-21,35.6683703,139.688172,Bio c'Bon(ビオセボン) 富ヶ谷店
渋谷区,神宮前１丁目,-,東京都渋谷区神宮前1丁目14-30,35.6707367,139.7034229,EATALY原宿店
渋谷区,恵比寿南２丁目,-,東京都渋谷区恵比寿南2-3-3-101,35.64538,139.707872,ピーコックストア 恵比寿南店
渋谷区,恵比寿南１丁目,-,東京都渋谷区恵比寿南1-6-1 アトレ恵比寿西館 B1F,35.646613,139.709676,ザ・ガーデン自由が丘 アトレ恵比寿店
渋谷区,恵比寿南１丁目,-,東京都渋谷区恵比寿南1-6-1 アトレ恵比寿西館 4F,35.646613,139.709676,成城石井 アトレ恵比寿西館店
渋谷区,恵比寿４丁目,-,東京都渋谷区恵比寿南1丁目5-5,35.646693,139.710147,KINOKUNIYA entree恵比寿駅店
渋谷区,恵比寿１丁目,-,東京都渋谷区恵比寿1丁目8-14,35.647814,139.709836,杉の木屋恵比寿店
渋谷区,恵比寿西１丁目,-,東京都渋谷区恵比寿西1-6-1,35.648166,139.708263,ピーコックストア 恵比寿店
渋谷区,広尾５丁目,-,東京都渋谷区広尾5-1-32,35.649165,139.719025,miniピアゴ 広尾5丁目店
渋谷区,代官山町,-,東京都渋谷区代官山町17-6 代官山アドレス・ディセ 1F,35.649238,139.702916,ピーコックストア 代官山店
渋谷区,広尾５丁目,-,東京都渋谷区広尾5-17-10 East Westビル1階,35.649585,139.720401,Picard(ピカール) 広尾店
渋谷区,代官山町,-,東京都渋谷区代官山町13-1 ログロード代官山 2号棟,35.64992,139.704762,THE MART AT FRED SEGAL(ザ・マート・アット・フレッド・シーガル)
渋谷区,広尾５丁目,-,東京都渋谷区広尾5-6-6,35.650158,139.722116,MEIDI-YA STORE広尾ストアー
渋谷区,広尾３丁目,-,東京都渋谷区広尾3丁目12-33,35.652981,139.71367,若羽食品
渋谷区,鴬谷町,-,東京都渋谷区鶯谷町7-9,35.654002,139.701697,maruetsu(マルエツ) プチ 渋谷鶯谷町店
渋谷区,広尾４丁目,-,東京都渋谷区広尾4-1-11,35.654752,139.720591,ナショナル麻布 広尾ガーデンヒルズ
渋谷区,東１丁目,-,東京都渋谷区東1-26-22,35.654818,139.707545,ライフ 渋谷東店
渋谷区,円山町,-,東京都渋谷区円山町26-7 TKフラッツ渋谷,35.655818,139.693927,maruetsu(マルエツ) プチ 渋谷神泉店
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷3-21-3 SHIBUYA STREAM 2F,35.657164,139.703221,Precce Shibuya DELIMARKET(プレッセ シブヤ デリマーケット) 渋谷ストリーム店
渋谷区,円山町,-,東京都渋谷区円山町16-4,35.657617,139.693905,まいばすけっと 神泉駅前店
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-12-1 渋谷マークシティ B1F・渋谷東急フードショー内,35.658003,139.698143,成城石井SELECT(セレクト) 渋谷マークシティ店
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-12-1 渋谷マークシティ B1F,35.658003,139.698143,北野エース 渋谷 東急フードショー店
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1-23-21 渋谷キャスト,35.662858,139.702549,東急ストア フードステーション渋谷キャスト店
渋谷区,富ケ谷１丁目,-,東京都渋谷区富ヶ谷1-18-8,35.666025,139.69223,maruetsu(マルエツ) プチ 富ヶ谷一丁目店
渋谷区,富ケ谷１丁目,-,東京都渋谷区富ヶ谷1-35-20,35.66733,139.688466,肉のハナマサ 富ヶ谷店
渋谷区,上原１丁目,-,東京都渋谷区上原1丁目18-12,35.66875,139.682652,マルエツ代々木上原店
渋谷区,富ケ谷１丁目,-,東京都渋谷区富ヶ谷1-3-8,35.669172,139.689123,マルマンストア 代々木八幡店
渋谷区,西原３丁目,-,東京都渋谷区西原3丁目8-5,35.6696,139.680826,OdakyuOX代々木上原店
渋谷区,元代々木町,-,東京都渋谷区元代々木町5-5 宇佐見ビル,35.669825,139.686857,まいばすけっと 代々木八幡駅西店
渋谷区,神宮前１丁目,-,東京都渋谷区神宮前1丁目18-22,35.669995,139.70264,ビオセボン明治神宮前メトロピア店
渋谷区,西原３丁目,-,東京都渋谷区西原3-20-7,35.670283,139.681208,丸正食品 代々木上原駅前店
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前3-42-2,35.670542,139.713989,ビオセボン 外苑西通り店
渋谷区,笹塚１丁目,-,東京都渋谷区笹塚1-20-5 ドルチェ京王I,35.672805,139.668777,まいばすけっと 笹塚駅南店
渋谷区,笹塚２丁目,-,東京都渋谷区笹塚2-26-2,35.673278,139.662283,業務スーパー 笹塚店
渋谷区,笹塚１丁目,-,東京都渋谷区笹塚1-47-1 メルクマール京王笹塚1F,35.673529,139.667815,成城石井 フレンテ笹塚店
渋谷区,笹塚１丁目,-,東京都渋谷区笹塚1-47-1 フレンテ笹塚 1F,35.673529,139.667815,九州屋 京王フレンテ笹塚店
渋谷区,神宮前２丁目,-,東京都渋谷区神宮前2-19-13 プロミネントビル原宿,35.673531,139.710435,まいばすけっと 神宮前2丁目商店街店
渋谷区,笹塚１丁目,-,東京都渋谷区笹塚1-57-10,35.673991,139.666949,ライフ 笹塚店
渋谷区,初台２丁目,-,東京都渋谷区初台2-5-7,35.674317,139.686369,OK(オーケー) 初台店
渋谷区,笹塚２丁目,-,東京都渋谷区笹塚2-12-11,35.674988,139.667844,サミットストア 笹塚店
渋谷区,幡ケ谷２丁目,-,東京都渋谷区幡ヶ谷2丁目21-1,35.676468,139.673137,まいばすけっと 幡ヶ谷2丁目店
渋谷区,千駄ケ谷３丁目,-,東京都渋谷区千駄ヶ谷3-23-5 第8FMGビル,35.676653,139.707902,まいばすけっと 千駄ヶ谷3丁目店
渋谷区,幡ケ谷１丁目,-,東京都渋谷区幡ヶ谷1-3-1,35.676836,139.676354,ダイエー幡ケ谷店
渋谷区,幡ケ谷１丁目,-,東京都渋谷区幡ヶ谷1-3-1,35.676836,139.676354,株式会社グルメシティ関東幡ケ谷店
渋谷区,幡ケ谷２丁目,-,東京都渋谷区幡ヶ谷2-35-1,35.67723,139.670772,サンディ幡ヶ谷店
渋谷区,幡ケ谷２丁目,-,東京都渋谷区幡ヶ谷2-17-1,35.677293,139.675342,ライフ 幡ヶ谷店
渋谷区,幡ケ谷２丁目,-,東京都渋谷区幡ヶ谷2-17-1,35.677293,139.675342,株式会社ライフコーポレーション 幡ヶ谷店
渋谷区,笹塚３丁目,-,東京都渋谷区笹塚3丁目9-3,35.677337,139.669344,地産マルシェ笹塚店
渋谷区,代々木４丁目,-,東京都渋谷区代々木4-50-8,35.678124,139.691654,マルマンストア 参宮橋店
渋谷区,代々木４丁目,-,東京都渋谷区代々木4-5-7 参宮橋ビル内,35.678528,139.693034,まいばすけっと 参宮橋駅前店
渋谷区,千駄ケ谷１丁目,-,東京都渋谷区千駄ヶ谷1-5-1,35.678635,139.709185,mini(ミニ)ピアゴ 千駄ヶ谷1丁目店
渋谷区,幡ケ谷２丁目,-,東京都渋谷区幡ヶ谷2-3-10,35.679309,139.677581,Santoku(サントク) 幡ヶ谷店
渋谷区,本町１丁目,-,東京都渋谷区本町1-7-16 初台ハイツ,35.68047,139.684262,まいばすけっと 初台駅西店
渋谷区,本町５丁目,-,東京都渋谷区本町5-39-2,35.681837,139.675411,mini(ミニ)ピアゴ 渋谷本町5丁目店
渋谷区,代々木１丁目,-,東京都渋谷区代々木1-9-6,35.681941,139.697319,mini(ミニ)ピアゴ 代々木1丁目店
渋谷区,代々木１丁目,-,東京都渋谷区代々木1-39-11,35.682562,139.700262,マルマンストア 南新宿店
渋谷区,千駄ケ谷５丁目,-,東京都渋谷区千駄ヶ谷5丁目22-3,35.683537,139.704003,miniピアゴ代々木駅東口店
渋谷区,本町２丁目,-,東京都渋谷区本町2-33-2,35.684089,139.6825,FRESCO VengaVenga(フレスコベンガベンガ) ダイヤ店
渋谷区,本町２丁目,-,東京都渋谷区本町2-33-2,35.684089,139.6825,株式会社ファミリーセンターダイヤ
渋谷区,本町２丁目,-,東京都渋谷区本町2-4-12 アルファサイト,35.684154,139.684051,まいばすけっと 渋谷本町2丁目店
渋谷区,本町３丁目,-,東京都渋谷区本町3-52-6,35.686755,139.684057,mini(ミニ)ピアゴ 渋谷本町3丁目店
渋谷区,本町４丁目,-,東京都渋谷区本町4-22-10,35.68754,139.678457,サミットストア 渋谷本町店
渋谷区,千駄ケ谷５丁目,-,東京都渋谷区千駄ヶ谷5-24-2 新宿高島屋 B1F食料品フロア,35.687627,139.702338,KINOKUNIYA(キノクニヤ) 新宿高島屋店
港区,台場２丁目,-,東京都港区台場2-2-1,35.6299001,139.779845,OK お台場店
港区,麻布十番２丁目,-,東京都港区麻布十番2-5,35.656349,139.7335091,ダイエー麻布十番店
港区,赤坂５丁目,赤坂,東京都港区赤坂5-3-1 akasaka BizTower SHOPS&DININGB1F,35.6731403,139.7363725,成城石井 赤坂Bizタワー店
港区,東麻布２丁目,-,東京都港区東麻布2-29-1 コンフォリア麻布EAST1F,35.6559475,139.7419588,成城石井 東麻布店
港区,六本木６丁目,六本木,東京都港区六本木6 六本木けやき坂通り1・2F,35.6602384,139.7300767,リンコス 六本木ヒルズ店
港区,白金台５丁目,-,東京都港区白金台(有料)5-2-25,35.6426487,139.7209269,maruetsu(マルエツ) プチ 白金台(有料)プラチナ通り店
港区,新橋２丁目,虎ノ門広域,東京都港区新橋2 東口地下街1 ウィング新橋 B1F,35.6661898,139.7590517,もとまちユニオン ウィング新橋店
港区,海岸１丁目,-,東京都港区海岸1-10-30 アトレ竹芝タワー棟1F,35.6559605,139.7628777,Bio c' Bon(ビオセボン) アトレ竹芝店
港区,麻布十番２丁目,-,東京都港区麻布十番2丁目2-10,35.655463,139.735639,成城石井麻布十番店
港区,高輪４丁目,-,東京都港区高輪4丁目11-16,35.6269353,139.7363829,京急ストア高輪店
港区,港南４丁目,-,東京都港区港南4-6-7,35.627605,139.750614,maruetsu(マルエツ) 港南ワールドシティ店
港区,高輪３丁目,-,東京都港区高輪3-26-26 ウィング高輪 EAST B1F,35.62842,139.737933,京急ストア ウィング高輪店
港区,港南２丁目,-,東京都港区高輪3-26-27 ルミネ ザ・キッチン品川店 1F,35.628773,139.738444,KINOKUNIYA entree(紀伊国屋アントレ) ルミネ゙・キッチン品川店
港区,台場１丁目,-,東京都港区台場1-5-3,35.629689,139.777783,maruetsu(マルエツ) お台場店
港区,港南４丁目,-,東京都港区港南4-2-5,35.630951,139.748034,maruetsu(マルエツ) プチ 港南シティタワー店
港区,高輪１丁目,-,東京都港区高輪1-27-37,35.635908,139.73239,リンコス 高輪店
港区,白金台３丁目,-,東京都港区白金台3丁目16-8,35.636153,139.723196,いなげや白金台店
港区,白金台４丁目,-,東京都港区白金台4-7-8 KDXレジデンス白金 I,35.637832,139.72551,maruetsu(マルエツ) プチ 白金台店
港区,芝浦４丁目,-,東京都港区芝浦4-22-2 芝浦アイランド,35.641017,139.752791,ピーコックストア 芝浦アイランド店
港区,三田４丁目,-,東京都港区三田4-9-7 コンフォリア三田伊皿子坂 1F,35.64138,139.737922,ピーコックストア 三田伊皿子店
港区,芝浦３丁目,-,東京都港区芝浦3-15-9,35.642179,139.747934,肉のハナマサ 芝浦店
港区,芝浦３丁目,-,東京都港区芝浦3-14-19 相鉄フレッサイン東京田町ANNEX,35.642531,139.747755,まいばすけっと芝浦3丁目店
港区,高輪１丁目,-,東京都港区高輪1-5-1,35.643481,139.736235,ピーコックストア 高輪魚籃坂店
港区,芝浦３丁目,-,東京都港区芝浦3-4-1 グランパーク B1,35.643509,139.745437,ピーコックストア グランパーク田町店
港区,白金１丁目,-,東京都港区白金1-17-2,35.644393,139.733901,クイーンズ伊勢丹白金高輪店
港区,芝浦３丁目,-,東京都港区芝浦3-1-21 msb Tamachi 田町ステーションタワーS 1F,35.644916,139.749185,ライフ msb Tamachi店
港区,三田５丁目,-,東京都港区三田5-11-12,35.645698,139.738488,サミットストア 三田店
港区,芝４丁目,-,東京都港区芝4-16-2 カテリーナ三田イーストアーク 101,35.647671,139.751026,maruetsu(マルエツ) プチ 芝四丁目店
港区,南麻布２丁目,-,東京都港区南麻布2-11-10 OJビル内,35.647677,139.735758,まいばすけっと 南麻布古川橋店
港区,芝４丁目,-,東京都港区芝4-10-3 住友生命三田ビル,35.648354,139.751765,まいばすけっと 芝4丁目店
港区,三田２丁目,-,東京都港区三田2-14-5,35.648996,139.744365,マルエツ プチ 三田二丁目店
港区,芝２丁目,-,東京都港区芝2-29-12 トーホー東京芝ビル,35.649475,139.752671,まいばすけっと 三田駅東店
港区,芝浦１丁目,-,東京都港区芝浦1-2-2 シーバンスア・モール1F,35.649595,139.75663,成城石井 芝浦シーバンス店
港区,三田２丁目,-,東京都港区三田2-11-15 三田川崎ビル,35.650289,139.744498,まいばすけっと 三田2丁目店
港区,芝２丁目,-,東京都港区芝2-12-16 Ocean 1st,35.651551,139.75256,まいばすけっと 芝2丁目店
港区,麻布十番３丁目,-,東京都港区麻布十番3丁目9-5,35.652695,139.734145,ナニワヤ
港区,浜松町２丁目,-,東京都港区浜松町2-13-14 サンワード浜松町,35.653196,139.756249,まいばすけっと 浜松町駅南店
港区,浜松町２丁目,-,東京都港区浜松町2-9-6,35.653901,139.756372,マルエツプチ 浜松町二丁目店
港区,麻布十番２丁目,-,東京都港区麻布十番2-9-2,35.655056,139.734454,Bio c' Bon(ビオセボン) 麻布十番店
港区,東麻布２丁目,-,東京都港区東麻布2-32-13,35.656021,139.73998,日進ワールドデリカテッセン
港区,東麻布１丁目,-,東京都港区東麻布1-8-1 東麻布ISビル,35.657036,139.742997,まいばすけっと 東麻布1丁目店
港区,西麻布３丁目,-,東京都港区西麻布3-13-14,35.657044,139.724084,まいばすけっと 西麻布店
港区,東麻布１丁目,-,東京都港区東麻布1-9-15 東麻布1丁目ビル,35.657619,139.744198,maruetsu(マルエツ) プチ 東麻布店
港区,浜松町１丁目,-,東京都港区浜松町1-27-1,35.657682,139.755163,フォトエコー
港区,海岸１丁目,-,東京都港区海岸1-1-1,35.658228,139.758707,maruetsu(マルエツ) プチ 汐留シオサイト店
港区,西麻布３丁目,-,東京都港区西麻布3-3-23 フィルドア西麻布,35.658239,139.7271,まいばすけっと 西麻布3丁目店
港区,南青山７丁目,-,東京都港区南青山7-3-1,35.65878,139.715685,東食品株式会社
港区,浜松町１丁目,-,東京都港区浜松町1-3-1 浜離宮 ザ タワー,35.659639,139.757438,マルエツ プチ浜松町一丁目店
港区,浜松町１丁目,-,東京都港区浜松町1-2-17 ストークベル浜松町,35.659801,139.755971,まいばすけっと 浜松町1丁目店
港区,東新橋２丁目,虎ノ門広域,東京都港区東新橋2丁目8-5,35.661388,139.757034,miniピアゴ東新橋2丁目店
港区,新橋５丁目,虎ノ門広域,東京都港区新橋5-15-5 交通ビル,35.662082,139.755838,まいばすけっと 新橋5丁目店
港区,六本木７丁目,六本木,東京都港区六本木7-15-14 塩業会館ビル 1F,35.662502,139.729823,明治屋六本木ストアー
港区,新橋５丁目,虎ノ門広域,東京都港区新橋5丁目8-3,35.663694,139.755316,全日食チェーンしろいち
港区,北青山３丁目,-,東京都港区北青山3-11-7 AoビルB1F,35.663792,139.710655,KINOKUNIYA INTERNATIONAL(紀ノ国屋インターナショナル)
港区,六本木１丁目,虎ノ門,東京都港区六本木1-7-10 パークコート六本木ヒルトップ,35.663792,139.740201,まいばすけっと 六本木1丁目店
港区,六本木３丁目,六本木,東京都港区六本木3-7-1-101 THE ROPPONGI TOKYO PLAZA,35.663913,139.734812,もとまちユニオン 六本木店
港区,北青山３丁目,-,東京都港区北青山3-6-12 地下鉄表参道駅,35.664957,139.711936,OMO KINOKUNIYA エチカ表参道店
港区,北青山３丁目,-,東京都港区北青山3丁目6-12,35.664957,139.711936,KINOKUNIYA entreeエチカ表参道店
港区,虎ノ門４丁目,虎ノ門,東京都港区虎ノ門4-1-17 神谷町プライムプレイス B1F,35.665065,139.744067,maruetsu(マルエツ) プチ 城山ヒルズ店
港区,赤坂９丁目,六本木,東京都港区赤坂9-7-3 東京ミッドタウンガレリアB1F,35.665548,139.730402,Precce Premium(プレッセ プレミアム) 東京ミッドタウン店
港区,西新橋２丁目,虎ノ門,東京都港区西新橋2-23-1 第3東洋海事ビル1F,35.665607,139.753116,肉のハナマサ 西新橋店
港区,六本木１丁目,虎ノ門,東京都港区六本木1-4-5 アークヒルズサウスタワーB1F アークキッチン内,35.665612,139.739446,福島屋 六本木店
港区,虎ノ門１丁目,虎ノ門,東京都港区虎ノ門1-17-1 虎ノ門ヒルズ・ビジネスタワーB1F,35.668201,139.749583,福島屋 虎ノ門ヒルズ ビジネスタワー店
港区,北青山２丁目,-,東京都港区北青山2-13-5 青山サンクレストビル 1F,35.669969,139.71609,ヴィル マルシェ 青山店
港区,南青山１丁目,-,東京都港区南青山1-3-2 青山1丁目タワー 1F,35.671601,139.725579,まいばすけっと 青山一丁目店
港区,赤坂２丁目,赤坂,東京都港区赤坂2-15-18-B1F,35.67163,139.738306,ファミリーデパート 吉池 総合食品フロア
港区,赤坂２丁目,赤坂,東京都港区赤坂2-15-18-1F,35.67163,139.738306,ファミリーデパート 吉池 食品専門店
港区,赤坂２丁目,赤坂,東京都港区赤坂2-12-32 サンテラス赤坂,35.671698,139.739431,肉のハナマサ 赤坂店
港区,赤坂２丁目,赤坂,東京都港区赤坂2-14-27,35.672218,139.737175,maruetsu(マルエツ) プチ 赤坂店
港区,赤坂４丁目,赤坂,東京都港区赤坂4-3-6,35.674417,139.736132,ビオセボン赤坂店
江東区,平野２丁目,-,東京都江東区平野2-115,35.6772047,139.8029173,OK(オーケー) 平野店
江東区,牡丹２丁目,-,東京都江東区牡丹2-11-11,35.670608,139.795675,オオゼキ 門仲牡丹店
江東区,清澄１丁目,-,東京都江東区清澄1-3-9 プレノ清澄庭園内,35.6813543,139.7934166,まいばすけっと 清澄1丁目店
江東区,有明２丁目,-,東京都江東区有明2-1-8 住友不動産ショッピングシティ有明ガーデン内,35.6384022,139.7930874,AEON STYLE(イオンスタイル) 有明ガーデン
江東区,常盤２丁目,-,東京都江東区常盤2-13-14,35.6846083,139.7983559,mini(ミニ)ピアゴ 常盤2丁目店
江東区,亀戸５丁目,-,東京都江東区亀戸5-33-18 ハウスガスコン,35.6984637,139.8305753,まいばすけっと 江東亀戸5丁目店
江東区,南砂２丁目,-,東京都江東区南砂2丁目6-11,35.6727092,139.8200222,新イキイキ生鮮市場東陽町店
江東区,青海１丁目,-,東京都江東区青海1-1-10 ダイバーシティ東京プラザ2F,35.62536,139.775989,スーパーマーケット成城石井 / Village(ビレッジ)成城石井 ダイバーシティ東京プラザ店
江東区,有明１丁目,-,東京都江東区有明1-4-20 ブリリア有明スカイタワー102,35.63666,139.786425,文化堂有明店
江東区,辰巳１丁目,-,東京都江東区辰巳1-1-34,35.64767,139.809016,Y's mart(ワイズマート) 辰巳店
江東区,東雲１丁目,-,東京都江東区東雲1-9-10 イオン東雲店ショッピングセンター内,35.64871,139.802146,AEONBIKE(イオンバイク) 東雲店
江東区,辰巳２丁目,-,東京都江東区辰巳2-4-10,35.653644,139.8142,METRO(メトロ) 辰巳店
江東区,豊洲５丁目,-,東京都江東区豊洲5-5-1 シエルタワー1F,35.653689,139.796035,サカガミ グランルパ豊洲店
江東区,豊洲４丁目,-,東京都江東区豊洲4-6-2,35.655429,139.798276,たつみチェーン豊洲店
江東区,豊洲２丁目,-,東京都江東区豊洲2-4-9 ららぽーと豊洲施設内,35.655525,139.793146,成城石井 ららぽーと豊洲
江東区,豊洲２丁目,-,東京都江東区豊洲2-4-9 ららぽーと豊洲施設内,35.655525,139.793146,フードストアあおき ららぽーと豊洲
江東区,豊洲３丁目,-,東京都江東区豊洲3-4-8 スーパービバホーム豊洲2F,35.657036,139.798028,文化堂豊洲店
江東区,潮見２丁目,-,東京都江東区潮見2-7-9,35.658427,139.81727,maruetsu(マルエツ) 潮見店
江東区,塩浜１丁目,-,東京都江東区塩浜1-1-13,35.659784,139.800244,Akafudado(赤札堂) 塩浜店
江東区,塩浜２丁目,-,東京都江東区塩浜2-12-7 グリーンハイツ青葉,35.663196,139.810628,まいばすけっと 塩浜2丁目店
江東区,木場１丁目,-,東京都江東区木場1-5-30,35.66618,139.804265,イトーヨーカドー 木場店
江東区,東陽１丁目,-,東京都江東区東陽1-25-2 掛川ビル内,35.667227,139.811255,まいばすけっと 東陽1丁目店
江東区,東陽３丁目,-,東京都江東区東陽3-3-6 前川ビル,35.66911,139.808968,まいばすけっと 木場駅前店
江東区,富岡１丁目,-,東京都江東区富岡1-26-18 田崎ビル,35.669697,139.800231,まいばすけっと 江東富岡1丁目店
江東区,東陽３丁目,-,東京都江東区東陽3-23-26,35.669782,139.813519,Akafudado(赤札堂) 東陽町店
江東区,富岡２丁目,-,東京都江東区富岡2丁目1-11,35.670309,139.800593,エンゼルファミリー門前仲町店
江東区,富岡２丁目,-,東京都江東区富岡2-4-1 京徳第一ビル,35.671184,139.800824,まいばすけっと 富岡八幡店
江東区,南砂２丁目,-,東京都江東区南砂2-3-12,35.671232,139.821422,OK 南砂店
江東区,南砂６丁目,-,東京都江東区南砂6-7-15,35.671598,139.835639,AEON STYLE(イオン スタイル) 南砂店
江東区,東陽５丁目,-,東京都江東区東陽5-29-38 緑森ビル内,35.67221,139.813938,まいばすけっと 東陽5丁目店
江東区,富岡２丁目,-,東京都江東区富岡2-9-6,35.672327,139.80195,大黒屋 門前仲町店
江東区,南砂２丁目,-,東京都江東区南砂2-6-3 サンライズ東陽ビル1F,35.672403,139.819902,タイヨー イキイキ ミニ
江東区,東陽４丁目,-,東京都江東区東陽4-12-30,35.672673,139.819194,西友 東陽町店
江東区,東砂７丁目,-,東京都江東区東砂7-19-12,35.672978,139.836478,Y's mart Discover(ワイズディスカ) 東砂店
江東区,門前仲町２丁目,-,東京都江東区門前仲町2-10-1,35.673502,139.796022,赤札堂 深川店
江東区,東陽６丁目,-,東京都江東区東陽6-3-1,35.675323,139.814346,サミットストア イースト21店
江東区,東砂７丁目,-,東京都江東区東砂7-18-10 ヴィラロイヤル南砂,35.675328,139.837168,まいばすけっと 東砂7丁目店
江東区,東砂５丁目,-,東京都江東区東砂5-3-13 NV東砂5(MB),35.675529,139.841177,まいばすけっと 江東旧葛西橋店
江東区,南砂２丁目,-,東京都江東区南砂2-28-3 山英ビル,35.675586,139.821688,まいばすけっと 南砂2丁目店
江東区,深川２丁目,-,東京都江東区深川2-30-9 ウガイビル,35.67624,139.799799,まいばすけっと 深川2丁目店
江東区,東砂５丁目,-,東京都江東区東砂5-4-15,35.67648,139.840324,まいばすけっと 江東東砂5丁目店
江東区,深川１丁目,-,東京都江東区深川1-6-2 ホームセンターコーナン江東深川店内,35.677333,139.795962,食品館あおば 深川店
江東区,北砂４丁目,-,東京都江東区北砂4-41-8 ディ・リエネッソ,35.678735,139.834297,まいばすけっと 北砂丸八通り店
江東区,北砂４丁目,-,東京都江東区北砂4-9-10,35.679331,139.829232,mini(ミニ)ピアゴ 北砂4丁目店
江東区,北砂４丁目,-,東京都江東区北砂4丁目9-10,35.679331,139.829232,miniピアゴ北砂4丁目店
江東区,北砂３丁目,-,東京都江東区北砂3-30-10 川田ビル,35.679431,139.828156,まいばすけっと 砂町銀座西店
江東区,南砂１丁目,-,東京都江東区南砂1-8-1,35.679441,139.822389,OK(オーケー) 尾高橋店
江東区,北砂４丁目,-,東京都江東区北砂4-25-2,35.679651,139.832457,Akafudado(赤札堂) 砂町店
江東区,北砂４丁目,-,東京都江東区北砂4-26-4 野村ビル,35.679835,139.833149,まいばすけっと 北砂4丁目店
江東区,石島,-,東京都江東区石島13番11号,35.680713,139.813458,業務スーパー 石島店
江東区,白河４丁目,-,東京都江東区白河4-3-1 101,35.681978,139.807574,maruetsu(マルエツ) 清澄白河店
江東区,北砂２丁目,-,東京都江東区北砂2丁目17-1,35.682223,139.825726,イトーヨーカドーアリオ北砂店
江東区,白河１丁目,-,東京都江東区白河1-7-13,35.682675,139.799144,Akafudado(赤札堂) 清澄店
