指標名,神社・寺院・教会,,,,,,
出典,NAVITIME,,,,,,
年次,2021/2/2取得,,,,,,
URL,https://www.navitime.co.jp/,,,,,,
備考,（2019年度：685件。2020年度：609件）,,,,,,
,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,カテゴリ
新宿区,西新宿５丁目,-,東京都新宿区西新宿5丁目12-5,35.69283,139.68551,久遠寺,寺院
新宿区,新宿２丁目,-,東京都新宿区新宿2-9-2,35.69012,139.70832,太宗寺,寺院
新宿区,愛住町,-,東京都新宿区愛住町10-3,35.69002,139.71924,法雲寺,寺院
新宿区,須賀町,-,東京都新宿区須賀町10-2,35.68539,139.7221,宗福寺,寺院
新宿区,須賀町,-,東京都新宿区須賀町11-4,35.68539,139.7221,西応寺,寺院
新宿区,須賀町,-,東京都新宿区須賀町12-6,35.68539,139.7221,松巌寺,寺院
新宿区,若葉２丁目,-,東京都新宿区若葉2-8-3,35.68491,139.72485,愛染院,寺院
新宿区,若葉２丁目,-,東京都新宿区若葉2-7-8,35.68491,139.72485,真成院,寺院
新宿区,若葉１丁目,-,東京都新宿区若葉1-1-6,35.68409,139.72648,法蔵寺,寺院
新宿区,市谷八幡町,-,東京都新宿区市谷八幡町15,35.6927134,139.7337533,市谷亀岡八幡宮,神社
新宿区,若宮町,-,東京都新宿区若宮町18,35.6997266,139.7401047,神楽坂若宮八幡神社,神社
新宿区,榎町,-,東京都新宿区榎町56,35.7041692,139.7287797,稲荷神社,神社
新宿区,坂町,#N/A,東京都新宿区坂町22,35.6907555,139.7272033,桝箕稲荷神社,神社
新宿区,喜久井町,-,東京都新宿区喜久井町20,35.7031397,139.7222392,池立神社,神社
新宿区,大京町,-,東京都新宿区大京町6,35.6857499,139.7185037,大京神社,神社
新宿区,岩戸町,-,東京都新宿区岩戸町14-2,35.7011034,139.7370053,稲荷神社,神社
新宿区,早稲田鶴巻町,-,東京都新宿区早稲田鶴巻町530,35.706989,139.722374,天祖神社,神社
新宿区,若松町,-,東京都新宿区若松町45,35.7002611,139.717307,稲荷神社,神社
新宿区,早稲田鶴巻町,-,東京都新宿区早稲田鶴巻町568,35.70827,139.726241,元赤城神社,神社
新宿区,内藤町,-,東京都新宿区内藤町1,35.6870899,139.7152822,多武峯内藤神社,神社
新宿区,原町１丁目,-,東京都新宿区原町1-42,35.7006301,139.7258251,天祖神社,神社
新宿区,原町３丁目,-,東京都新宿区原町3-20,35.6999931,139.722633,稲荷神社,神社
新宿区,下落合２丁目,-,東京都新宿区下落合2丁目7-12,35.71817,139.70242,氷川神社,神社
新宿区,下落合２丁目,-,東京都新宿区下落合2-10-5,35.71817,139.70242,稲荷神社,神社
新宿区,西早稲田３丁目,-,東京都新宿区西早稲田3-5-43,35.71207,139.71362,水稲荷神社,神社
新宿区,西早稲田３丁目,-,東京都新宿区西早稲田3-17-36,35.71207,139.71362,天祖神社,神社
新宿区,高田馬場１丁目,-,東京都新宿区高田馬場1-12-6,35.7111,139.70641,新宿諏訪神社,神社
新宿区,西早稲田２丁目,-,東京都新宿区西早稲田2-1-11,35.70882,139.71297,穴八幡宮,神社
新宿区,西早稲田２丁目,-,東京都新宿区西早稲田2-1-11,35.70882,139.71297,穴八幡神社,神社
新宿区,天神町,-,東京都新宿区天神町75-13,35.70543,139.73066,北野神社,神社
新宿区,赤城元町,-,東京都新宿区赤城元町1-10,35.70466,139.73638,赤城神社,神社
新宿区,筑土八幡町,-,東京都新宿区筑土八幡町2-1,35.70423,139.74017,筑土八幡神社,神社
新宿区,北新宿３丁目,-,東京都新宿区北新宿3-16-18,35.70377,139.69087,鎧神社,神社
新宿区,大久保２丁目,-,東京都新宿区大久保2丁目27-18,35.70277,139.70569,夫婦木神社,神社
新宿区,百人町１丁目,-,東京都新宿区百人町1-11-16,35.69988,139.69924,皆中稲荷神社,神社
新宿区,余丁町,-,東京都新宿区余丁町8-5,35.69651,139.71555,厳島神社抜弁天,神社
新宿区,余丁町,-,東京都新宿区余丁町8-5,35.69651,139.71555,厳島神社,神社
新宿区,余丁町,-,東京都新宿区余丁町12-18,35.69651,139.71555,稲荷神社,神社
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町2-17-5,35.69642,139.70363,稲荷鬼王神社,神社
新宿区,西新宿８丁目,-,東京都新宿区西新宿8丁目14-10,35.69585,139.69244,成子天神社,神社
新宿区,新宿６丁目,-,東京都新宿区新宿6-21-1,35.69536,139.70973,西向天神社,神社
新宿区,新宿５丁目,-,東京都新宿区新宿5-17-3,35.69305,139.70812,花園神社,神社
新宿区,西新宿２丁目,-,東京都新宿区西新宿2-11-2,35.68939,139.69173,熊野神社(十二社熊野神社),神社
新宿区,須賀町,-,東京都新宿区須賀町5-6,35.68539,139.7221,須賀神社,神社
渋谷区,千駄ケ谷５丁目,-,東京都渋谷区千駄ヶ谷5丁目18-11,35.68539,139.703,天理教鶉山分教会,教会
渋谷区,代々木２丁目,-,東京都渋谷区代々木2丁目26-8,35.68534,139.69835,代々木中部教会,教会
渋谷区,代々木１丁目,-,東京都渋谷区代々木1丁目45-12,35.68238,139.6999,東京に在る教会,教会
渋谷区,本町１丁目,-,東京都渋谷区本町1-30-7,35.68094,139.6829,ジャパンゴスペルワーク,教会
渋谷区,千駄ケ谷１丁目,-,東京都渋谷区千駄ヶ谷1-3-9,35.67951,139.71108,グレース宣教会東京千駄ヶ谷チャペル,教会
渋谷区,幡ケ谷２丁目,-,東京都渋谷区幡ヶ谷2-17-12,35.67795,139.67526,天理教 分教会 本義,教会
渋谷区,笹塚３丁目,-,東京都渋谷区笹塚3丁目28-2,35.67761,139.66801,天理教東右京分教会,教会
渋谷区,初台２丁目,-,東京都渋谷区初台2丁目8-5,35.67594,139.68573,天理教本明王分教会,教会
渋谷区,西原１丁目,-,東京都渋谷区西原1丁目19-3,35.67537,139.68121,日本基督教団 城西教会,教会
渋谷区,西原１丁目,-,東京都渋谷区西原1丁目3-7,35.67537,139.68121,妙道会教団,教会
渋谷区,幡ケ谷１丁目,-,東京都渋谷区幡ヶ谷1丁目29-6,35.67486,139.67338,幡ケ谷キリスト教会,教会
渋谷区,代々木５丁目,-,東京都渋谷区代々木5丁目16-3,35.67378,139.68965,カトリック東京大司教区 初台教会,教会
渋谷区,笹塚１丁目,-,東京都渋谷区笹塚1丁目36-1,35.67342,139.66786,天理教 分教会 本冨久,教会
渋谷区,元代々木町,-,東京都渋谷区元代々木町26-1,35.67187,139.68547,日本基督教団 代々木教会,教会
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前3-42-1,35.67056,139.7106,原宿教会,教会
渋谷区,大山町,-,東京都渋谷区大山町1-19,35.66897,139.67595,東京ジャーミイ・トルコ文化センター,教会
渋谷区,富ケ谷１丁目,-,東京都渋谷区富ヶ谷1-35-9,35.66734,139.69016,日本基督教団 ベテル教会,教会
渋谷区,富ケ谷１丁目,-,東京都渋谷区富ヶ谷1-30-17,35.66734,139.69016,東京キリストの教会,教会
渋谷区,上原３丁目,-,東京都渋谷区上原3-18-3,35.66611,139.67694,日本基督教団代々木上原教会,教会
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5-7-7,35.66461,139.7062,東京ユニオンチャーチ,教会
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5-6-3,35.66461,139.7062,東京第一科学者キリスト教教会,教会
渋谷区,神山町,-,東京都渋谷区神山町16-1,35.66387,139.69152,パーフェクトリバティー教団 東京中央教会,教会
渋谷区,宇田川町,-,東京都渋谷区宇田川町19-5,35.66221,139.69737,日本基督教団 東京山手教会,教会
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1-17-17,35.66186,139.70422,美竹教会,教会
渋谷区,松涛１丁目,-,東京都渋谷区松濤1-25-6,35.66091,139.69314,渋谷日本基督会,教会
渋谷区,松涛１丁目,-,東京都渋谷区松濤1丁目1-2,35.66091,139.69314,宗教法人世界平和統一家庭連合,教会
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2-22-16,35.65961,139.7055,高校生聖書伝道協会,教会
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2-14-12,35.65961,139.7055,渋谷教会,教会
渋谷区,桜丘町,-,東京都渋谷区桜丘町28-8,35.65545,139.70067,末日聖徒イエス・キリスト教会 教会教育システムエリアオフィス,教会
渋谷区,広尾３丁目,-,東京都渋谷区広尾3丁目8-8,35.65486,139.71535,日本ユダヤ教団,教会
渋谷区,南平台町,-,東京都渋谷区南平台町9-14,35.65393,139.69617,日本キリスト教団 聖ヶ丘教会,教会
渋谷区,南平台町,-,東京都渋谷区南平台町18-13,35.65393,139.69617,カトリック東京大司教区 渋谷教会,教会
渋谷区,広尾２丁目,-,東京都渋谷区広尾2丁目1-7,35.65153,139.7154,日本聖公会東京教区 渋谷聖公会聖ミカエル教会,教会
渋谷区,広尾２丁目,-,東京都渋谷区広尾2-12-12,35.65153,139.7154,広尾教会,教会
渋谷区,鉢山町,-,東京都渋谷区鉢山町9-2,35.65135,139.6983,東京バプテスト教会,教会
渋谷区,代官山町,-,東京都渋谷区代官山町8-2,35.65062,139.70427,日本基督教団 本多記念教会,教会
渋谷区,代官山町,-,東京都渋谷区代官山町14-3,35.65062,139.70427,代官山教会,教会
渋谷区,広尾５丁目,-,東京都渋谷区広尾5-9-7,35.6499,139.71995,21世紀キリスト教会  広尾チャペル,教会
渋谷区,恵比寿西１丁目,-,東京都渋谷区恵比寿西1-19-4,35.64778,139.70558,東京国際基督教会,教会
渋谷区,恵比寿西１丁目,-,東京都渋谷区恵比寿西1丁目33-9,35.64778,139.70558,日本基督改革派東京恩寵教会,教会
渋谷区,恵比寿２丁目,-,東京都渋谷区恵比寿2丁目21-16,35.64638,139.72026,天理教 分教会 本豊,教会
渋谷区,恵比寿４丁目,-,東京都渋谷区恵比寿4丁目12-11,35.64496,139.71341,金光教麻布教会,教会
渋谷区,恵比寿南３丁目,-,東京都渋谷区恵比寿南3-11-16,35.64489,139.7059,聖徒教会,教会
渋谷区,本町２丁目,-,東京都渋谷区本町2丁目44-3,35.6838,139.68246,荘厳寺,寺院
渋谷区,代々木３丁目,-,東京都渋谷区代々木3-27-5,35.68309,139.69396,正春寺,寺院
渋谷区,代々木４丁目,-,東京都渋谷区代々木4-23-13,35.68021,139.69122,立正寺,寺院
渋谷区,千駄ケ谷１丁目,-,東京都渋谷区千駄ヶ谷1-13-11,35.67951,139.71108,聖輪寺,寺院
渋谷区,幡ケ谷２丁目,-,東京都渋谷区幡ヶ谷2-36-1,35.67795,139.67526,清岸寺,寺院
渋谷区,千駄ケ谷２丁目,-,東京都渋谷区千駄ヶ谷2丁目24-1,35.67613,139.71065,仙寿院,寺院
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町1-1,35.67459,139.69765,明治神宮 神楽殿,寺院
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前3丁目8-9,35.67056,139.7106,妙円寺,寺院
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前6-25-12,35.66593,139.70351,長泉寺,寺院
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷3丁目5-8,35.65582,139.7051,東福寺,寺院
渋谷区,東４丁目,-,東京都渋谷区東4丁目10-33,35.65563,139.71236,吸江寺,寺院
渋谷区,東２丁目,-,東京都渋谷区東2丁目6-16,35.65333,139.7096,宝泉寺,寺院
渋谷区,鴬谷町,-,東京都渋谷区鶯谷町10-15,35.65283,139.70161,乗泉寺,寺院
渋谷区,広尾２丁目,-,東京都渋谷区広尾2丁目22-15,35.65153,139.7154,真如苑東京本部,寺院
渋谷区,広尾２丁目,-,東京都渋谷区広尾2丁目5-11,35.65153,139.7154,東北寺,寺院
渋谷区,東３丁目,-,東京都渋谷区東3丁目22-12,35.65033,139.71005,清流寺・浄土真宗本願寺派,寺院
渋谷区,広尾５丁目,-,東京都渋谷区広尾5-1-21,35.6499,139.71995,香林院,寺院
渋谷区,広尾５丁目,-,東京都渋谷区広尾5丁目1-21,35.6499,139.71995,祥雲寺,寺院
渋谷区,恵比寿１丁目,-,東京都渋谷区恵比寿1-18-1,35.64719,139.71385,台雲寺,寺院
渋谷区,猿楽,#N/A,東京都渋谷区猿楽29-9,35.6481745,139.7000287,猿楽神社,神社
渋谷区,代々木２丁目,-,東京都渋谷区代々木2-26-5 バロール代々木 510,35.68534,139.69835,金吾龍神社,神社
渋谷区,代々木３丁目,-,東京都渋谷区代々木3-8-10,35.68309,139.69396,平田神社,神社
渋谷区,千駄ケ谷１丁目,-,東京都渋谷区千駄ケ谷1-1-24,35.67951,139.71108,鳩森八幡神社,神社
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町1-1,35.67459,139.69765,明治神宮,神社
渋谷区,代々木５丁目,-,東京都渋谷区代々木5-1-1,35.67378,139.68965,代々木八幡宮,神社
渋谷区,神宮前１丁目,-,東京都渋谷区神宮前1-5-3,35.67194,139.70541,東郷神社,神社
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5丁目26-6,35.66461,139.7062,穏田神社,神社
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1-12-16,35.66186,139.70422,宮益御嶽神社,神社
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷3-5-12,35.65582,139.7051,金王八幡宮,神社
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷3丁目4-7,35.65582,139.7051,豊栄稲荷神社,神社
渋谷区,東２丁目,-,東京都渋谷区東2-5-6,35.65333,139.7096,渋谷氷川神社,神社
渋谷区,東３丁目,-,東京都渋谷区東3-14-20,35.65033,139.71005,稲荷神社,神社
渋谷区,恵比寿西１丁目,-,東京都渋谷区恵比寿西1-11-1,35.64778,139.70558,恵比寿神社,神社
港区,元麻布３丁目,-,東京都港区元麻布3-12-10,35.656194,139.7315136,麻布セント・メアリー教会,教会
港区,赤坂８丁目,赤坂,東京都港区赤坂8丁目12-42,35.6709,139.72817,聖パウロ女子修道会,教会
港区,赤坂６丁目,赤坂,東京都港区赤坂6-9-6,35.66938,139.73541,赤坂教会,教会
港区,虎ノ門１丁目,虎ノ門,東京都港区虎ノ門1-16-4 アーバン虎ノ門ビル 3F,35.66847,139.74962,日本基督教団 芝教会,教会
港区,赤坂１丁目,虎ノ門,東京都港区赤坂1-14-3,35.66842,139.74208,霊南坂教会,教会
港区,赤坂１丁目,虎ノ門,東京都港区赤坂1-14-9,35.66842,139.74208,神霊教 本部,教会
港区,南青山３丁目,-,東京都港区南青山3-14-23,35.66646,139.71537,南青山ル・アンジェ教会,教会
港区,六本木４丁目,六本木,東京都港区六本木4-2-37,35.66506,139.7339,カトリック東京大司教区 フランシスカンチャペルセンター,教会
港区,六本木４丁目,六本木,東京都港区六本木4丁目2-39,35.66506,139.7339,聖ヨゼフ修道院,教会
港区,新橋４丁目,虎ノ門広域,東京都港区新橋4-24-9,35.66437,139.75601,金光教 芝教会,教会
港区,麻布台１丁目,虎ノ門,東京都港区麻布台1-11-4,35.66134,139.7403,霊友会 福祉センター,教会
港区,六本木５丁目,六本木,東京都港区六本木5-6-15,35.6603,139.73482,日本基督教団 鳥居坂教会,教会
港区,六本木６丁目,六本木,東京都港区六本木6-16-44,35.6603,139.73028,六本木ルーテル教会,教会
港区,芝公園３丁目,虎ノ門,東京都港区芝公園3-6-18,35.66004,139.74715,聖アンデレ教会,教会
港区,西麻布４丁目,-,東京都港区西麻布4丁目11-14,35.65776,139.72116,麻布霞町教会,教会
港区,西麻布４丁目,-,東京都港区西麻布4-9-2,35.65776,139.72116,神道大教,教会
港区,西麻布３丁目,-,東京都港区西麻布3丁目21-6,35.65771,139.72555,カトリック東京大司教区 麻布教会,教会
港区,東麻布２丁目,-,東京都港区東麻布2丁目13-6,35.65682,139.74086,カトリック・グアダルペ宣教会日本管区本部,教会
港区,元麻布２丁目,-,東京都港区元麻布2丁目14-16,35.65376,139.72899,日本基督教団 安藤記念教会,教会
港区,南麻布５丁目,-,東京都港区南麻布5-10-37,35.65338,139.72461,天理教 分教会 南東,教会
港区,芝３丁目,-,東京都港区芝3-20-2,35.6524,139.74728,金光教 御田教会,教会
港区,南麻布３丁目,-,東京都港区南麻布3-14-12,35.64931,139.7305,天理教 分教会 新橋,教会
港区,南麻布４丁目,-,東京都港区南麻布4丁目5-6,35.64885,139.72572,日本基督教団 麻布南部坂教会,教会
港区,芝４丁目,-,東京都港区芝4丁目7-8,35.64835,139.75087,立正佼成会港教会,教会
港区,三田４丁目,-,東京都港区三田4丁目8-19,35.644,139.73911,キリスト友会東京月会,教会
港区,三田４丁目,-,東京都港区三田4-1-35,35.644,139.73911,西蔵院,教会
港区,高輪３丁目,-,東京都港区高輪3丁目15-15,35.63185,139.7344,日本キリスト教団高輪教会,教会
港区,高輪４丁目,-,東京都港区高輪4-7-1,35.62664,139.73454,カトリック東京大司教区 高輪教会,教会
港区,高輪４丁目,-,東京都港区高輪4-1-5,35.62664,139.73454,仏所護念会高輪教会,教会
港区,元赤坂１丁目,赤坂,東京都港区元赤坂1丁目4-7,35.6774,139.73394,豊川稲荷東京別院,寺院
港区,元赤坂１丁目,赤坂,東京都港区元赤坂1-4-7,35.6774,139.73394,豊川稲荷別院,寺院
港区,赤坂４丁目,赤坂,東京都港区赤坂4丁目3-5,35.67475,139.73358,浄土寺,寺院
港区,北青山２丁目,-,東京都港区北青山2丁目10-26,35.67205,139.71784,高徳寺,寺院
港区,北青山２丁目,-,東京都港区北青山2丁目12-8,35.67205,139.71784,持法寺,寺院
港区,赤坂７丁目,赤坂,東京都港区赤坂7丁目6-20,35.67183,139.73078,報土寺,寺院
港区,赤坂７丁目,赤坂,東京都港区赤坂7丁目6-10,35.67183,139.73078,専福寺,寺院
港区,赤坂７丁目,赤坂,東京都港区赤坂7丁目6-29,35.67183,139.73078,種徳寺,寺院
港区,南青山１丁目,-,東京都港区南青山1-26-1,35.66981,139.72523,教運寺,寺院
港区,赤坂１丁目,虎ノ門,東京都港区赤坂1-11-3,35.66842,139.74208,澄泉寺,寺院
港区,赤坂１丁目,虎ノ門,東京都港区赤坂1-11-3,35.66842,139.74208,正福寺,寺院
港区,南青山２丁目,-,東京都港区南青山2-26-38,35.66732,139.72199,浄土宗 梅窓院,寺院
港区,南青山２丁目,-,東京都港区南青山2丁目26-38,35.66732,139.72199,青山梅窓院墓苑,寺院
港区,南青山２丁目,-,東京都港区南青山2-8-25,35.66732,139.72199,龍泉寺,寺院
港区,六本木２丁目,六本木,東京都港区六本木2丁目1-20,35.66706,139.73718,永昌寺,寺院
港区,六本木４丁目,六本木,東京都港区六本木4-2-10,35.66506,139.7339,妙像寺,寺院
港区,六本木１丁目,虎ノ門,東京都港区六本木1-3-45,35.66504,139.74079,道源寺,寺院
港区,虎ノ門３丁目,虎ノ門,東京都港区虎ノ門3丁目10-10,35.66432,139.74706,栄閑院猿寺,寺院
港区,虎ノ門３丁目,虎ノ門,東京都港区虎ノ門3丁目13-6,35.66432,139.74706,天徳寺,寺院
港区,虎ノ門３丁目,虎ノ門,東京都港区虎ノ門3丁目11-7,35.66432,139.74706,栄立院,寺院
港区,虎ノ門３丁目,虎ノ門,東京都港区虎ノ門3丁目10-8,35.66432,139.74706,興昭院,寺院
港区,虎ノ門３丁目,虎ノ門,東京都港区虎ノ門3丁目11-5,35.66432,139.74706,光岳院,寺院
港区,虎ノ門３丁目,虎ノ門,東京都港区虎ノ門3丁目10-13,35.66432,139.74706,栄寿寺,寺院
港区,虎ノ門３丁目,虎ノ門,東京都港区虎ノ門3-23-10,35.66432,139.74706,光円寺,寺院
港区,六本木７丁目,六本木,東京都港区六本木7-18-5,35.66418,139.72778,出雲大社東京分祠,寺院
港区,六本木７丁目,六本木,東京都港区六本木7丁目6-13,35.66418,139.72778,法庵寺,寺院
港区,愛宕２丁目,虎ノ門,東京都港区愛宕2丁目4-7,35.66276,139.74824,青松寺,寺院
港区,西麻布２丁目,-,東京都港区西麻布2丁目21-34,35.66184,139.72037,大本山永平寺別院長谷寺,寺院
港区,西麻布２丁目,-,東京都港区西麻布2-24-23,35.66184,139.72037,大安寺,寺院
港区,西麻布２丁目,-,東京都港区西麻布2-24-22,35.66184,139.72037,慈眼院,寺院
港区,六本木６丁目,六本木,東京都港区六本木6丁目15-16,35.6603,139.73028,妙経寺,寺院
港区,芝公園３丁目,虎ノ門,東京都港区芝公園3-1-8,35.66004,139.74715,雲晴院,寺院
港区,芝公園３丁目,虎ノ門,東京都港区芝公園3丁目5-4,35.66004,139.74715,金地院,寺院
港区,芝公園３丁目,虎ノ門,東京都港区芝公園3丁目1-13,35.66004,139.74715,安蓮社 総務,寺院
港区,芝公園３丁目,虎ノ門,東京都港区芝公園3丁目5-24,35.66004,139.74715,光宝寺,寺院
港区,麻布台２丁目,-,東京都港区麻布台2-3-22,35.65879,139.74177,一乗寺,寺院
港区,芝公園１丁目,-,東京都港区芝公園1-7-15,35.65875,139.75152,花岳院,寺院
港区,芝公園１丁目,-,東京都港区芝公園1-3-16,35.65875,139.75152,天光院,寺院
港区,芝公園１丁目,-,東京都港区芝公園1丁目8-9,35.65875,139.75152,常照院,寺院
港区,芝大門１丁目,-,東京都港区芝大門1-14-3,35.65861,139.75381,東京 佛願寺,寺院
港区,芝大門１丁目,-,東京都港区芝大門1-10-16,35.65861,139.75381,源宝院,寺院
港区,元麻布３丁目,-,東京都港区元麻布3-1-37,35.65686,139.72994,専称寺,寺院
港区,東麻布１丁目,-,東京都港区東麻布1-1-5,35.65666,139.74378,心光院,寺院
港区,芝公園４丁目,-,東京都港区芝公園4-7-35,35.65645,139.74762,増上寺,寺院
港区,芝公園４丁目,-,東京都港区芝公園4丁目7-35,35.65645,139.74762,芝増上寺,寺院
港区,芝公園４丁目,-,東京都港区芝公園4丁目9-8,35.65645,139.74762,妙定院,寺院
港区,芝公園２丁目,-,東京都港区芝公園2丁目3-2,35.65515,139.75139,安養院,寺院
港区,芝公園２丁目,-,東京都港区芝公園2-11-1,35.65515,139.75139,日新窟,寺院
港区,芝公園２丁目,-,東京都港区芝公園2丁目3-5,35.65515,139.75139,浄運院,寺院
港区,芝公園２丁目,-,東京都港区芝公園2丁目2-3,35.65515,139.75139,天陽院,寺院
港区,元麻布１丁目,-,東京都港区元麻布1-6-21,35.65404,139.73266,麻布山 善福寺,寺院
港区,元麻布１丁目,-,東京都港区元麻布1-1-10,35.65404,139.73266,大法寺,寺院
港区,元麻布１丁目,-,東京都港区元麻布1丁目7-2,35.65404,139.73266,善通寺,寺院
港区,芝２丁目,-,東京都港区芝2丁目30-8,35.65124,139.75162,法泉寺,寺院
港区,南麻布３丁目,-,東京都港区南麻布3丁目10-15,35.64931,139.7305,延命院,寺院
港区,南麻布３丁目,-,東京都港区南麻布3丁目10-7,35.64931,139.7305,若松寺,寺院
港区,南麻布３丁目,-,東京都港区南麻布3丁目18-8,35.64931,139.7305,春桃院,寺院
港区,南麻布３丁目,-,東京都港区南麻布3-4-6,35.64931,139.7305,遍照寺,寺院
港区,南麻布４丁目,-,東京都港区南麻布4-2-35,35.64885,139.72572,天現寺,寺院
港区,南麻布４丁目,-,東京都港区南麻布4丁目11-25,35.64885,139.72572,光林寺,寺院
港区,南麻布２丁目,-,東京都港区南麻布2丁目9-42,35.64819,139.73514,浄専寺,寺院
港区,三田５丁目,-,東京都港区三田5丁目9-23,35.64626,139.7378,龍源寺,寺院
港区,三田４丁目,-,東京都港区三田4-11-19,35.644,139.73911,玉鳳寺,寺院
港区,三田４丁目,-,東京都港区三田4-7-29,35.644,139.73911,長松寺,寺院
港区,三田４丁目,-,東京都港区三田4丁目16-23,35.644,139.73911,済海寺,寺院
港区,三田４丁目,-,東京都港区三田4-1-38,35.644,139.73911,大松寺,寺院
港区,三田４丁目,-,東京都港区三田4-12-6,35.644,139.73911,大増寺,寺院
港区,三田４丁目,-,東京都港区三田4丁目3-24,35.644,139.73911,慈眼寺・曹洞宗,寺院
港区,三田４丁目,-,東京都港区三田4丁目12-15,35.644,139.73911,実相寺,寺院
港区,三田４丁目,-,東京都港区三田4丁目11-30,35.644,139.73911,常教寺,寺院
港区,三田４丁目,-,東京都港区三田4-11-31,35.644,139.73911,荘厳寺,寺院
港区,三田４丁目,-,東京都港区三田4丁目8-23,35.644,139.73911,薬王寺,寺院
港区,三田４丁目,-,東京都港区三田4丁目8-38,35.644,139.73911,宝徳寺,寺院
港区,三田４丁目,-,東京都港区三田4丁目7-30,35.644,139.73911,忍願寺,寺院
港区,三田４丁目,-,東京都港区三田4丁目4-14,35.644,139.73911,明福寺,寺院
港区,三田４丁目,-,東京都港区三田4丁目5-12,35.644,139.73911,仙翁寺,寺院
港区,三田４丁目,-,東京都港区三田4丁目3-20,35.644,139.73911,宗教法人林泉寺,寺院
港区,三田４丁目,-,東京都港区三田4丁目8-36,35.644,139.73911,徳玄寺,寺院
港区,三田４丁目,-,東京都港区三田4丁目1-27,35.644,139.73911,大聖院,寺院
港区,三田４丁目,-,東京都港区三田4-11-14,35.644,139.73911,南台寺,寺院
港区,三田４丁目,-,東京都港区三田4丁目11-8,35.644,139.73911,清久寺,寺院
港区,三田４丁目,-,東京都港区三田4丁目1-9,35.644,139.73911,長運寺,寺院
港区,三田３丁目,-,東京都港区三田3丁目4-7,35.64395,139.74289,蓮乗寺,寺院
港区,白金４丁目,-,東京都港区白金4丁目3-9,35.64218,139.72724,西光寺,寺院
港区,白金２丁目,-,東京都港区白金2丁目2-6,35.64141,139.73106,立行寺,寺院
港区,高輪１丁目,-,東京都港区高輪1丁目23-28,35.64034,139.735,源昌寺,寺院
港区,高輪１丁目,-,東京都港区高輪1丁目27-22,35.64034,139.735,圓眞寺,寺院
港区,高輪１丁目,-,東京都港区高輪1-27-21,35.64034,139.735,黄梅院,寺院
港区,高輪１丁目,-,東京都港区高輪1丁目5-24,35.64034,139.735,等覚寺,寺院
港区,高輪１丁目,-,東京都港区高輪1丁目23-3,35.64034,139.735,光台院,寺院
港区,高輪２丁目,-,東京都港区高輪2-11-1,35.63746,139.73687,泉岳寺,寺院
港区,高輪２丁目,-,東京都港区高輪2-8-2,35.63746,139.73687,承教寺,寺院
港区,高輪２丁目,-,東京都港区高輪2-2-26,35.63746,139.73687,保安寺,寺院
港区,高輪２丁目,-,東京都港区高輪2-14-25,35.63746,139.73687,正覚寺,寺院
港区,白金台３丁目,-,東京都港区白金台3丁目2-19,35.63615,139.72526,瑞聖寺,寺院
港区,白金台３丁目,-,東京都港区白金台3丁目17-5,35.63615,139.72526,妙圓寺,寺院
港区,高輪３丁目,-,東京都港区高輪3-15-18,35.63185,139.7344,高野山東京別院,寺院
港区,高輪３丁目,-,東京都港区高輪3丁目16-16,35.63185,139.7344,東禅寺,寺院
港区,高輪３丁目,-,東京都港区高輪3丁目14-22,35.63185,139.7344,円福寺,寺院
港区,赤坂４丁目,赤坂,東京都港区赤坂4-13-17,35.67475,139.73358,末廣稲荷神社,神社
港区,赤坂８丁目,赤坂,東京都港区赤坂8丁目11-27,35.6709,139.72817,乃木神社,神社
港区,赤坂６丁目,赤坂,東京都港区赤坂6-10-12,35.66938,139.73541,赤坂氷川神社,神社
港区,虎ノ門１丁目,虎ノ門,東京都港区虎ノ門1丁目2-7,35.66847,139.74962,金刀比羅宮,神社
港区,六本木２丁目,六本木,東京都港区六本木2-1-16,35.66706,139.73718,久国神社,神社
港区,新橋２丁目,虎ノ門広域,東京都港区新橋2-15-5,35.66691,139.75712,烏森神社,神社
港区,南青山３丁目,-,東京都港区南青山3-4-11,35.66646,139.71537,稲荷神社,神社
港区,北青山３丁目,-,東京都港区北青山3-5-26,35.66626,139.71228,秋葉神社,神社
港区,愛宕１丁目,虎ノ門,東京都港区愛宕1-5-3,35.66518,139.74896,愛宕神社,神社
港区,虎ノ門４丁目,虎ノ門,東京都港区虎ノ門4-1-3,35.66498,139.74436,葺城稲荷神社,神社
