指標名,観光地,,,,,,,,
出典,Tripadvisor,,,,,,,,
年次,2021/2/17 取得,,,,,,,,
URL,https://www.tripadvisor.jp/,,,,,,,,
備考,"（2019年度：2,042件、2020年度：2,985件）",,,,,,,,
,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,カテゴリ,星,レビュー数
港区,六本木６丁目,六本木,東京都港区六本木６－１０－１,35.660065,139.729078,東京シティビュー　(六本木ヒルズ展望台）,名所・有名スポット,4.5,"1,748件"
港区,六本木６丁目,六本木,東京都港区六本木６－１０－１,35.660561,139.729630,六本木ヒルズ ショップ＆レストラン,,4,"1,875件"
港区,六本木６丁目,六本木,東京都港区,35.662525,139.731094,六本木歓楽街,名所・有名スポット,4,805件
港区,六本木６丁目,六本木,東京都港区六本木６－１０－１六本木ヒルズ森タワー５２Ｆ５３Ｆ,35.660462,139.729279,森アーツセンターギャラリー,美術館・博物館,4,137件
港区,六本木６丁目,六本木,東京都港区六本木,35.658840,139.728348,六本木さくら坂,名所・有名スポット,4,92件
港区,六本木６丁目,六本木,東京都港区六本木６－１０,35.660286,139.730637,毛利庭園,自然・公園,4,61件
港区,六本木６丁目,六本木,東京都港区六本木６－１０－１,35.659214,139.729995,六本木けやき坂通り,名所・有名スポット,4,26件
港区,六本木６丁目,六本木,東京都港区六本木６－９－１,35.660164,139.730606,テレビ朝日,,3.5,154件
港区,六本木６丁目,六本木,東京都港区六本木６－１６－４６,35.658289,139.729009,さくら坂公園,自然・公園,4,20件
港区,六本木６丁目,六本木,東京都港区六本木６丁目１１－１六本木ヒルズ,35.660484,139.729248,六本木ヒルズ盆祭り,,3.5,21件
港区,六本木６丁目,六本木,東京都港区六本木６－６－９ピラミデビル１階,35.661979,139.731464,ペロタン東京,美術館・博物館,4.5,4件
港区,六本木６丁目,六本木,東京都港区六本木６－５－２４ｃｏｍｐｌｅｘ６６５２階,35.661610,139.731033,小山登美夫ギャラリー,美術館・博物館,5,2件
港区,六本木６丁目,六本木,東京都港区六本木６－７－１４,35.661850,139.732694,朝日神社,名所・有名スポット,3.5,6件
港区,六本木６丁目,六本木,東京都港区六本木６－１０－１六本木ヒルズ,35.660427,139.729202,Maman Spider Sculpture,名所・有名スポット,4,8件
港区,六本木６丁目,六本木,東京都港区六本木６－１０－１３Ｆ,35.660172,139.729468,六本木ヒルズADギャラリー,美術館・博物館,4,2件
港区,六本木６丁目,六本木,東京都港区六本木６－７－２０,35.661804,139.732010,長耀寺,名所・有名スポット,3,4件
港区,六本木６丁目,六本木,東京都港区六本木６－６－９ピラミデビル３Ｆ,35.661858,139.731552,OTA FINE ARTS,美術館・博物館,4,1件
港区,六本木６丁目,六本木,東京都港区六本木６－５－２４ｃｏｍｐｌｅｘ６６５２Ｆ,35.661541,139.731125,シュウゴアーツ,美術館・博物館,5,1件
港区,六本木６丁目,六本木,東京都港区六本木６－５－２４ｃｏｍｐｌｅｘ６６５３Ｆ,35.661602,139.731033,タカ イシイギャラリー東京,美術館・博物館,5,1件
港区,六本木６丁目,六本木,東京都港区六本木６丁目７番１８号,35.661793,139.732301,法典寺,名所・有名スポット,3,3件
港区,六本木６丁目,六本木,東京都港区六本木６－８－１５,35.660798,139.732634,六本木トリコロールシアター,シアター,1,1件
港区,六本木６丁目,六本木,東京都港区六本木６丁目１５－１６,35.658681,139.728141,妙経寺,名所・有名スポット,2.5,2件
港区,六本木６丁目,六本木,東京都港区六本木６丁目１６－５０さくら坂公園,35.658348,139.728760,乃木大将生誕之地,名所・有名スポット,2.5,3件
港区,六本木６丁目,六本木,東京都港区六本木６－６－９ピラミデビル３Ｆ,35.661922,139.731491,ワコウ ワークス オブ アート,美術館・博物館,,
港区,六本木６丁目,六本木,東京都港区六本木６－１０－１３六本木ヒルズ西棟２Ｆ－３Ｆ,35.659631,139.729059,ユナイテッド アローズ 六本木ヒルズ店,,,
港区,六本木７丁目,六本木,東京都港区六本木７－２２－２,35.664791,139.726425,国立新美術館,美術館・博物館,4.5,"1,301件"
港区,六本木７丁目,六本木,東京都港区六本木７丁目１８－５,35.662254,139.728821,出雲大社 東京分祠,名所・有名スポット,3.5,64件
港区,六本木７丁目,六本木,東京都港区六本木７－１３－２アーバンビル７階,35.664272,139.730850,バーレスク アネックス ヤバイ,シアター,5,10件
港区,六本木７丁目,六本木,東京都港区六本木７－７－７,35.664841,139.728943,天祖神社 龍土神明宮,名所・有名スポット,3.5,21件
港区,六本木７丁目,六本木,東京都港区六本木７－２２－２国立新美術館地下１階,35.665188,139.726166,SOUVENIR FROM TOKYO,美術館・博物館,3.5,9件
港区,六本木７丁目,六本木,東京都港区六本木７－１４－６,35.663605,139.731598,深広寺,名所・有名スポット,3,3件
港区,六本木７丁目,六本木,東京都港区六本木７－６－１３,35.664067,139.728254,法庵寺,名所・有名スポット,3,5件
港区,六本木７丁目,六本木,東京都港区六本木７－１４－１２,35.663326,139.731323,光専寺,名所・有名スポット,3,2件
江東区,越中島１丁目,-,東京都江東区越中島１,35.669151,139.788989,越中島船着場,名所・有名スポット,3,1件
江東区,猿江１丁目,-,東京都江東区猿江１－２２－１２,36.043526,140.178482,日先神社,名所・有名スポット,3,6件
江東区,東陽１丁目,-,東京都江東区東陽１,35.665081,139.811264,南開橋,名所・有名スポット,3.5,2件
江東区,永代１丁目,-,東京都中央区新川,35.676205,139.787689,永代橋,,4,127件
江東区,永代１丁目,-,東京都江東区永代１－１４,35.676025,139.791443,紀文稲荷神社,,3.5,4件
江東区,永代２丁目,-,東京都江東区永代１－１４,35.672436,139.791794,佐久間象山 砲術塾 跡,名所・有名スポット,3,5件
江東区,永代２丁目,-,東京都江東区永代２－３７,35.674423,139.791199,渋沢栄一宅跡,名所・有名スポット,3,2件
江東区,永代２丁目,-,東京都江東区永代２丁目３７,35.674412,139.791412,渋澤倉庫発祥の地,名所・有名スポット,3,3件
江東区,永代２丁目,-,東京都江東区永代２－２２－４,35.672215,139.792282,於芳稲荷神社,名所・有名スポット,3,1件
江東区,越中島１丁目,-,東京都江東区越中島１－２－１８,35.670570,139.791656,深川スポーツセンター,レジャー施設,3.5,11件
江東区,越中島１丁目,-,東京都江東区越中島１－３－２３,35.668736,139.789902,江東区 越中島プール,レジャー施設,,
江東区,越中島２丁目,-,東京都江東区越中島２－１－６,35.667776,139.792537,東京海洋大学越中島キャンパス,名所・有名スポット,4,23件
江東区,越中島２丁目,-,東京都江東区越中島２－１－６,35.667267,139.792160,明治丸,名所・有名スポット,4,11件
江東区,越中島２丁目,-,東京都江東区越中島２丁目,35.667431,139.789597,中の島公園,自然・公園,3.5,5件
江東区,猿江１丁目,-,東京都江東区猿江１－１１－１５,35.686431,139.813507,重願寺,名所・有名スポット,3,4件
江東区,猿江１丁目,-,東京都江東区猿江１－１,35.684856,139.810699,猿江船改番所跡,名所・有名スポット,3,1件
江東区,猿江２丁目,-,東京都江東区猿江２－２－１７,35.685879,139.814163,猿江神社,名所・有名スポット,4,14件
江東区,猿江２丁目,-,東京都江東区,35.684830,139.818008,小名木川,自然・公園,3.5,15件
江東区,猿江２丁目,-,東京都江東区亀戸,35.685234,139.820251,水辺の散歩道,自然・公園,4,3件
江東区,猿江２丁目,-,東京都江東区猿江２－１５－１０,35.686615,139.818573,TG深川体育館,レジャー施設,3,1件
江東区,猿江２丁目,-,東京都江東区猿江２丁目５－１４,35.686207,139.814178,猿江稲荷社,名所・有名スポット,3,3件
江東区,猿江２丁目,-,東京都江東区猿江２丁目１６,35.686344,139.820251,釜屋堀子育地蔵堂,名所・有名スポット,3,1件
江東区,塩浜１丁目,-,東京都江東区塩浜１－４－４,35.661869,139.802155,浜園公園,自然・公園,3,1件
江東区,塩浜２丁目,-,東京都江東区塩浜２丁目,35.661869,139.810944,しおかぜ橋,名所・有名スポット,3.5,9件
江東区,塩浜２丁目,-,東京都江東区塩浜２－１０－１４,35.664055,139.809113,塩浜公園,自然・公園,3,6件
江東区,塩浜２丁目,-,東京都江東区塩浜２－１８－４,35.661915,139.812744,しおかぜ橋塩浜公園,自然・公園,3.5,3件
江東区,牡丹１丁目,-,東京都江東区牡丹１－１２－９,35.670773,139.794403,黒船稲荷神社,名所・有名スポット,3,2件
江東区,牡丹１丁目,-,東京都江東区牡丹１－６－５,35.670422,139.793942,於三稲荷&古木弁財天,名所・有名スポット,3,1件
江東区,牡丹１丁目,-,東京都江東区牡丹２－２,35.670643,139.794952,古石場川親水公園,名所・有名スポット,3,2件
江東区,牡丹２丁目,-,東京都江東区牡丹２－１－２,35.669655,139.795151,牡丹町公園,自然・公園,2.5,3件
江東区,牡丹３丁目,-,東京都江東区牡丹３－１２－２,35.669472,139.797781,住吉神社,名所・有名スポット,2.5,2件
江東区,亀戸２丁目,-,東京都江東区亀戸２丁目,35.697915,139.824724,亀戸駅前公園,自然・公園,3,19件
江東区,亀戸２丁目,-,東京都江東区亀戸２－６,35.699879,139.819595,亀戸銭座跡モニュメント,名所・有名スポット,3,7件
江東区,亀戸３丁目,-,東京都江東区亀戸３－６－１,35.703029,139.820662,亀戸天神社,名所・有名スポット,4,461件
江東区,亀戸３丁目,-,東京都江東区亀戸３－５７－２２,35.704041,139.825333,亀戸香取神社,名所・有名スポット,3.5,82件
江東区,亀戸３丁目,-,東京都江東区亀戸３‐３４‐２,35.705650,139.819473,萩寺　龍眼寺,名所・有名スポット,3.5,22件
江東区,亀戸３丁目,-,東京都江東区亀戸３－３８－３５,35.706577,139.820969,江東天祖神社,名所・有名スポット,4,8件
江東区,亀戸３丁目,-,東京都江東区亀戸３－４３－３,35.702934,139.822754,普門院,名所・有名スポット,2,12件
江東区,亀戸３丁目,-,東京都江東区亀戸３－６１－９,35.702164,139.824799,亀戸香取勝運商店街,名所・有名スポット,3.5,7件
江東区,亀戸３丁目,-,東京都港区虎ノ門３－２５－１,35.704140,139.822617,光明寺,名所・有名スポット,3,4件
江東区,亀戸３丁目,-,東京都江東区東砂１丁目４－１０,35.704182,139.822603,松本久四郎墓,名所・有名スポット,3,1件
江東区,亀戸４丁目,-,東京都江東区亀戸４－１８－８,35.701656,139.825500,亀戸梅屋敷,,3.5,33件
江東区,亀戸４丁目,-,東京都江東区亀戸４－１１－２１,35.701118,139.831558,亀戸水神宮,名所・有名スポット,3,19件
江東区,亀戸４丁目,-,東京都品川区上大崎１－１０－３０,35.702660,139.830521,常光寺,名所・有名スポット,3,5件
江東区,亀戸５丁目,-,東京都江東区亀戸５－１－１,35.697667,139.826349,アトレ亀戸,,3.5,28件
江東区,亀戸６丁目,-,東京都江東区亀戸６丁目３３－１０,35.694046,139.829910,堅川河川敷公園フットサル場,レジャー施設,3.5,10件
江東区,亀戸６丁目,-,東京都江東区亀戸６－３１,35.695831,139.828064,亀戸緑道公園,自然・公園,3,13件
江東区,亀戸６丁目,-,東京都江東区亀戸６－３３－１０,35.694072,139.829721,竪川河川敷公園,自然・公園,4,2件
江東区,亀戸７丁目,-,東京都中央区京橋２－８－５,35.694432,139.833252,東京中央アート,美術館・博物館,,
江東区,亀戸８丁目,-,東京都江東区亀戸８丁目,35.700727,139.836379,亀戸中央公園,自然・公園,4,57件
江東区,亀戸８丁目,-,東京都江東区亀戸８,35.702969,139.835761,江東新橋,名所・有名スポット,3.5,4件
江東区,亀戸８丁目,-,東京都江東区亀戸８－２２－１,35.700226,139.836533,亀戸スポーツセンター,レジャー施設,3.5,3件
江東区,亀戸９丁目,-,東京都江東区亀戸９－１５－７,35.695770,139.844574,亀戸浅間神社,名所・有名スポット,4,7件
江東区,古石場１丁目,-,東京都江東区古石場１－４－１０高畠ビル１Ｆ,35.669655,139.792862,深川ワイナリー,,4.5,12件
江東区,古石場１丁目,-,東京都江東区古石場１－２－１０,35.670086,139.792740,妙栄稲荷大善神,名所・有名スポット,3,2件
江東区,古石場２丁目,-,東京都江東区古石場２－１３－２４階,35.666924,139.798981,古石場図書館,,3,7件
江東区,高橋,-,東京都江東区高橋,35.685417,139.799515,高橋のらくろード,,3,5件
江東区,佐賀２丁目,-,東京都江東区佐賀２－４－８,35.678829,139.791138,佐賀稲荷神社,名所・有名スポット,3,5件
江東区,佐賀２丁目,-,東京都江東区佐賀２,35.678894,139.789200,隅田川大橋,,3.5,4件
江東区,三好１丁目,-,東京都江東区三好１－６－３,35.680518,139.800197,長専院,名所・有名スポット,3,16件
江東区,三好１丁目,-,東京都江東区三好１－２－１１,35.679523,139.800003,圓隆院,,3.5,5件
江東区,三好１丁目,-,東京都港区三田４丁目１１－２６,35.680546,139.799805,正覚院,名所・有名スポット,2.5,3件
江東区,三好１丁目,-,東京都江東区三好１－４－５,35.679514,139.800820,勢至院,名所・有名スポット,2.5,2件
江東区,三好１丁目,-,東京都江東区三好１－５－１２,35.680428,139.801010,済生院 雙樹寺,名所・有名スポット,2.5,3件
江東区,三好１丁目,-,東京都江東区三好１－３－１８,35.679240,139.800498,一乗院,名所・有名スポット,2.5,2件
江東区,三好１丁目,-,東京都江東区三好１－４－１４,35.679893,139.801010,松林院,名所・有名スポット,2.5,2件
江東区,三好１丁目,-,東京都江東区三好１－３－１９,35.679371,139.800339,唱行院,名所・有名スポット,3,1件
江東区,三好１丁目,-,東京都江東区三好１－６－１３,35.680233,139.800278,成等院,名所・有名スポット,2,1件
江東区,三好１丁目,-,東京都江東区三好１丁目２－８,35.679737,139.800018,法性寺,名所・有名スポット,2,1件
江東区,三好２丁目,-,東京都江東区三好２－７－５,35.679951,139.803726,龍光院,名所・有名スポット,3,13件
江東区,三好２丁目,-,東京都江東区三好２－１７－１４,35.680514,139.803353,雲光院,,3.5,5件
江東区,三好２丁目,-,東京都江東区三好２－１６－７,35.680821,139.802891,善徳寺,名所・有名スポット,3,4件
江東区,三好２丁目,-,東京都江東区三好２－１７－１３,35.680931,139.803619,一言院,名所・有名スポット,2.5,4件
江東区,三好２丁目,-,東京都江東区三好２－７－２,35.679958,139.803329,照光院,名所・有名スポット,2.5,3件
江東区,三好２丁目,-,東京都江東区三好２－１０－４,35.680115,139.801453,潮江院,名所・有名スポット,2.5,2件
江東区,三好２丁目,-,東京都江東区三好２－１１－１４,35.680447,139.801361,摂心院,名所・有名スポット,2.5,2件
江東区,三好３丁目,-,東京都江東区三好３－７－５,35.680534,139.804306,良信院,名所・有名スポット,2.5,3件
江東区,三好４丁目,-,東京都江東区三好４－１－１,35.679642,139.808105,東京都現代美術館,美術館・博物館,4,248件
江東区,枝川１丁目,-,東京都江東区枝川１－８－５,35.657921,139.802200,あさなぎ公園,自然・公園,2.5,6件
江東区,枝川１丁目,-,東京都江東区枝川１－２,35.659103,139.802643,えだがわこどもの広場,自然・公園,3,4件
江東区,枝川３丁目,-,東京都江東区枝川３－３－５,35.659115,139.808243,枝川三丁目公園,自然・公園,3,7件
江東区,若洲１丁目,-,東京都江東区若洲１丁目,35.614201,139.831146,東京ゲートブリッジ,名所・有名スポット,4,174件
江東区,若洲３丁目,-,東京都江東区若洲,35.619702,139.834000,若洲海浜公園,自然・公園,4,73件
江東区,若洲３丁目,-,東京都江東区若洲,35.617657,139.832260,江東区立若洲公園キャンプ場,自然・公園,3.5,38件
江東区,住吉２丁目,-,東京都江東区毛利２－１３,35.688786,139.817123,猿江御材木蔵跡,名所・有名スポット,2.5,2件
江東区,常盤１丁目,-,東京都江東区常盤１‐６‐３,35.686020,139.794250,芭蕉記念館,美術館・博物館,3.5,46件
江東区,常盤１丁目,-,東京都江東区常盤１－１－３,35.683849,139.793930,芭蕉庵史跡展望庭園,自然・公園,3.5,34件
江東区,常盤１丁目,-,東京都江東区清澄一丁目,35.683544,139.794678,萬年橋,名所・有名スポット,3.5,14件
江東区,常盤１丁目,-,東京都江東区常盤１－３,35.684032,139.794342,芭蕉稲荷神社,名所・有名スポット,3,16件
江東区,常盤１丁目,-,東京都江東区常盤１－１－２,35.683941,139.794015,正木稲荷神社,名所・有名スポット,3,14件
江東区,常盤１丁目,-,東京都江東区常盤１－２,35.683716,139.794447,ケルンの眺め,名所・有名スポット,3.5,7件
江東区,常盤１丁目,-,東京都江東区常盤１－１,35.683846,139.794510,川船番所跡,名所・有名スポット,3,6件
江東区,常盤１丁目,-,東京都江東区常盤１－１－１２Ｆ,35.683895,139.793991,深川番所ギャラリー,名所・有名スポット,2,2件
江東区,常盤２丁目,-,東京都江東区常盤２－１２,35.684021,139.798370,二代目中村芝翫宅跡,名所・有名スポット,3,6件
江東区,新砂１丁目,-,東京都江東区新砂１－１－１竹中工務店東京本店１Ｆ,35.668365,139.820084,ギャラリー エークワッド,美術館・博物館,4,5件
江東区,新砂１丁目,-,東京都江東区新砂１丁目２−２,35.668133,139.821991,洲崎球場跡,,4,2件
江東区,新砂３丁目,-,東京都江東区新砂３－４－３１,35.665287,139.834076,SUNAMO,,3.5,29件
江東区,新砂３丁目,-,東京都江東区新砂,35.654514,139.842087,新砂リバーステーション,,3.5,2件
江東区,新砂３丁目,-,東京都江東区新砂３,35.665422,139.845871,清砂大橋,,3.5,2件
江東区,新砂３丁目,-,東京都江東区新砂３－４－１,35.666300,139.837664,新砂めぐみ公園,自然・公園,,
江東区,新大橋１丁目,-,東京都江東区新大橋１丁目,35.687541,139.792276,新大橋,名所・有名スポット,4,8件
江東区,新大橋３丁目,-,東京都江東区新大橋３－１８－１,35.688156,139.796631,新大橋三丁目児童遊園,自然・公園,2,2件
江東区,新大橋３丁目,-,東京都江東区新大橋３丁目１,35.686378,139.795670,八名川公園,自然・公園,2.5,3件
江東区,新大橋３丁目,-,東京都江東区新大橋３－１－４,35.686497,139.795303,八名川稲荷神社,名所・有名スポット,3,2件
江東区,新木場１丁目,-,東京都江東区新木場１－７－２２新木場タワー３Ｆ・４Ｆ,35.645432,139.831696,木材・合板博物館,美術館・博物館,4,18件
江東区,新木場１丁目,-,東京都江東区新木場１－６－２４,35.645409,139.828391,新木場1stRing,レジャー施設,4.5,6件
江東区,新木場２丁目,-,東京都江東区新木場２,35.642094,139.823517,新木場公園,自然・公園,3.5,29件
江東区,新木場２丁目,-,東京都江東区新木場２－２－１０,35.642200,139.825317,STUDIO COAST,シアター,4,4件
江東区,新木場４丁目,-,東京都江東区新木場４－８－１,35.640457,139.840454,新木場緑道公園,自然・公園,3,1件
江東区,森下１丁目,-,東京都江東区森下１－３－１７,35.686489,139.797318,深川神明宮,名所・有名スポット,3.5,44件
江東区,森下１丁目,-,東京都江東区森下１,35.686096,139.797546,伊東深水誕生の地,名所・有名スポット,2.5,6件
江東区,森下２丁目,-,東京都江東区森下２－２２－９,35.688667,139.798828,長慶寺,名所・有名スポット,3,3件
江東区,森下２丁目,-,東京都江東区森下２－３１,35.689834,139.799446,大久保稲荷神社,名所・有名スポット,2,1件
江東区,森下３丁目,-,東京都江東区森下３－１２－１７江東区森下文化センター１Ｆ,35.685091,139.802309,田河水泡・のらくろ館,美術館・博物館,3.5,32件
江東区,森下３丁目,-,東京都江東区森下３－１２－１７,35.685238,139.801895,江東区森下文化センター,,3.5,2件
江東区,森下３丁目,-,東京都江東区森下３－１３,35.685467,139.802444,近代の輸出陶磁器製造所跡,,3.5,2件
江東区,森下３丁目,-,東京都江東区森下３－１,35.684135,139.800888,幸福の魚 GOMBESSA,,3.5,2件
江東区,森下３丁目,-,東京都江東区森下３－１２－１７江東区森下文化センター２Ｆ,35.685162,139.802155,工匠壱番館,美術館・博物館,,
江東区,森下５丁目,-,東京都江東区森下５丁目１５,35.686031,139.809387,八百霊地蔵尊,名所・有名スポット,3,2件
江東区,森下５丁目,-,東京都江東区森下５丁目１－７,35.685325,139.807291,ノーベル賞受賞顕彰記念碑 大村智先生,名所・有名スポット,3,2件
江東区,森下５丁目,-,東京都江東区森下５－１－７東京都立墨田工業高等学校,35.685223,139.807053,ノーベル賞受賞顕彰記念碑,,4,1件
江東区,深川１丁目,-,東京都江東区深川１－９,35.678036,139.797624,採荼庵跡,名所・有名スポット,3,10件
江東区,深川１丁目,-,東京都江東区深川１－８－１０,35.676922,139.796722,小津安二郎誕生の地,名所・有名スポット,3,4件
江東区,深川２丁目,-,東京都江東区深川２－１６－３,35.675629,139.796402,深川 ゑんま堂,名所・有名スポット,3.5,52件
江東区,深川２丁目,-,東京都江東区深川２－１６－７,35.676197,139.796555,浄土宗 心行寺,名所・有名スポット,3.5,23件
江東区,深川２丁目,-,東京都江東区深川２－１５－２０,35.675514,139.797516,玄信寺,名所・有名スポット,3,1件
江東区,深川２丁目,-,東京都江東区深川２－１６－２７,35.675299,139.796492,陽岳寺,名所・有名スポット,3,2件
江東区,深川２丁目,-,東京都江東区深川２－１９－１３,35.677013,139.797501,増林寺,名所・有名スポット,2.5,3件
江東区,深川２丁目,-,東京都江東区深川２－２２－１１,35.676937,139.798907,慧然寺,名所・有名スポット,3,2件
江東区,清澄１丁目,-,東京都江東区清澄１－５付近,35.681816,139.793579,陸奥宗光宅跡,名所・有名スポット,3,8件
江東区,清澄１丁目,-,東京都江東区清澄１－２－１,35.680935,139.791824,平賀源内電気実験の地,名所・有名スポット,3,8件
江東区,清澄１丁目,-,東京都江東区清澄１－２－３７,35.680546,139.792633,セメント工業発祥の地,,3,5件
江東区,清澄１丁目,-,東京都江東区清澄１丁目２,35.680553,139.792740,明治27年に製造されたコンクリートブロック,名所・有名スポット,3.5,5件
江東区,清澄１丁目,-,東京都江東区清澄１丁目８,35.682995,139.793579,大黒稲荷明神,名所・有名スポット,1.5,2件
江東区,清澄２丁目,-,東京都江東区清澄３－３－９,35.680317,139.795212,清澄公園,自然・公園,3.5,56件
江東区,清澄２丁目,-,東京都江東区清澄２－１２－１２,35.682793,139.796936,深川稲荷神社,名所・有名スポット,3.5,23件
江東区,清澄３丁目,-,東京都江東区清澄３－３－９,35.680989,139.797591,清澄庭園,自然・公園,4.5,399件
江東区,清澄３丁目,-,東京都江東区清澄３－３－３９,35.679131,139.796768,深川図書館,,3.5,15件
江東区,清澄３丁目,-,東京都江東区清澄３－４－２３,35.681431,139.797852,本誓寺,名所・有名スポット,3.5,16件
江東区,清澄３丁目,-,東京都江東区清澄３－４－６,35.681801,139.797714,臨川寺,名所・有名スポット,3.5,10件
江東区,清澄３丁目,-,東京都港区芝公園１－８－９,35.681332,139.797943,常照院,名所・有名スポット,3,5件
江東区,清澄３丁目,-,東京都江東区清澄３－９－７,35.682701,139.797760,三穂道別稲荷神社,名所・有名スポット,3,4件
江東区,清澄３丁目,-,東京都江東区清澄３－４－１１,35.681721,139.798386,江月院,名所・有名スポット,3,4件
江東区,清澄３丁目,-,東京都江東区清澄３－４－２３,35.681488,139.797618,呂一官の墓,名所・有名スポット,3,3件
江東区,青海１丁目,-,東京都港区台場,35.623398,139.775085,シンボルプロムナード公園,自然・公園,3.5,24件
江東区,青海１丁目,-,東京都江東区青海１－３－８お台場パレットタウン,35.626413,139.783120,チームラボボーダレス,美術館・博物館,4.5,"1,321件"
江東区,青海１丁目,-,東京都江東区青海１－１－１０,35.625046,139.775452,ダイバーシティ東京 プラザ,,4,907件
江東区,青海１丁目,-,東京都江東区青海１－１－１０ダイバーシティ東京プラザ内,35.624306,139.775543,ユニコーンガンダム立像,名所・有名スポット,4,175件
江東区,青海１丁目,-,東京都江東区青海１,35.624725,139.779633,パレットタウン,遊園地・テーマパーク,4,122件
江東区,青海１丁目,-,東京都江東区青海１－３－１５,35.624760,139.779861,ヴィーナスフォート,名所・有名スポット,3.5,567件
江東区,青海１丁目,-,東京都江東区青海１－１－１０ダイバーシティ東京プラザ２Ｆ,35.625282,139.775528,うんこミュージアム TOKYO,美術館・博物館,4,12件
江東区,青海１丁目,-,東京都江東区青海１－３－１１,35.626144,139.781952,Zepp東京,シアター,3.5,21件
江東区,青海１丁目,-,東京都江東区青海１－１,35.625965,139.782257,自由の炎像,名所・有名スポット,3.5,19件
江東区,青海１丁目,-,東京都江東区青海１お台場レインボータウン,35.625114,139.775558,痛Gふぇすたinお台場,,3.5,15件
江東区,青海１丁目,-,東京都江東区青海１－３－８お台場パレットタウン２階,35.626568,139.783020,森ビルデジタルアートミュージアム,美術館・博物館,4.5,12件
江東区,青海１丁目,-,東京都江東区青海１－３－１２,35.625935,139.781383,トヨタシティショウケース,美術館・博物館,4,13件
江東区,青海１丁目,-,東京都江東区青海１－３－１５ヴィーナスフォート３Ｆ,35.625328,139.780624,カジノヴィーナス,レジャー施設,4,4件
江東区,青海１丁目,-,東京都江東区青海１－１－１０,35.625420,139.775955,Zeppダイバーシティ東京,シアター,3,4件
江東区,青海１丁目,-,東京都江東区青海１－１－１０ダイバーシティ東京プラザ５階,35.625317,139.775467,Little Planet × XFLAG ダイバーシティ東京プラザ,遊園地・テーマパーク,4,1件
江東区,青海１丁目,-,東京都江東区青海１,35.624695,139.782475,パレットタウン船着場,名所・有名スポット,3.5,3件
江東区,青海１丁目,-,東京都江東区青海１－２－１,35.627411,139.778610,お台場Skyツーリストインフォメーション,,3.5,3件
江東区,青海１丁目,-,東京都江東区青海１丁目３－１５,35.625338,139.780225,コリーン・ウィルコックスギャラリー,美術館・博物館,,
江東区,青海２丁目,-,東京都江東区青海２－３－６,35.619270,139.776718,日本科学未来館,美術館・博物館,4,"1,080件"
江東区,青海２丁目,-,東京都江東区青海２－３８テレコムセンタービルＥＡＳＴ２１Ｆ,35.617126,139.780243,テレコムセンター展望台,名所・有名スポット,4,43件
江東区,青海２丁目,-,東京都江東区青海２－４３青海フロンティアビル２０階,35.617886,139.779022,東京みなと館,美術館・博物館,4,14件
江東区,青海２丁目,-,東京都江東区青海２－７－１１,35.616596,139.776184,東京税関 情報ひろば,美術館・博物館,3.5,6件
江東区,青海２丁目,-,東京都江東区青海２－４－２４青梅フロンティアビル２０階,35.617657,139.778412,TOKYOミナトリエ,美術館・博物館,4,2件
江東区,青海３丁目,-,東京都江東区青海３－４－１９,35.607403,139.786087,ザ ブルードッグ ギャラリー,美術館・博物館,,
江東区,青海４丁目,-,東京都港区台場１－４お台場海浜公園内,35.620583,139.780548,オリンピック・シンボル,,4,4件
江東区,青海４丁目,-,東京都江東区青海３,35.608276,139.791382,暁ふ頭公園,名所・有名スポット,3.5,7件
江東区,千石１丁目,-,東京都江東区千石１丁目６,35.676360,139.812293,千石地蔵尊,名所・有名スポット,3,1件
江東区,千石２丁目,-,東京都江東区北砂６～東陽６,35.676384,139.817184,仙台堀川公園,自然・公園,4,25件
江東区,千田,-,東京都江東区千田１２－８,35.682167,139.814717,宇迦八幡宮,名所・有名スポット,3.5,5件
江東区,扇橋１丁目,-,東京都江東区猿江１－５－１８,35.684499,139.813291,扇橋閘門,名所・有名スポット,3.5,14件
江東区,扇橋１丁目,-,東京都江東区扇橋１丁目２０－１,35.683979,139.810898,民営機械製粉業発祥の地,名所・有名スポット,3,2件
江東区,扇橋２丁目,-,東京都江東区扇橋２－８－１０,35.683521,139.814301,西岸寺,名所・有名スポット,3,4件
江東区,大島１丁目,-,東京都江東区大島１丁目２,35.686753,139.820799,化学肥料創業記念碑,名所・有名スポット,3,3件
江東区,大島３丁目,-,東京都江東区大島３－３１－７,35.690086,139.830978,亀出神社,名所・有名スポット,3,3件
江東区,大島３丁目,-,東京都江東区大島４－２,35.690014,139.828715,大島緑道公園,自然・公園,3,1件
江東区,大島５丁目,-,東京都江東区大島５－３９－２６,35.686375,139.836624,大島稲荷神社,,3,9件
江東区,大島５丁目,-,東京都江東区大島５－３９－２６,35.686653,139.836624,勝智院,名所・有名スポット,2,6件
江東区,大島６丁目,-,東京都江東区大島７－３－９,35.690693,139.837738,サンロード中の橋商店街,名所・有名スポット,3.5,16件
江東区,大島７丁目,-,東京都江東区大島７－２４－１,35.690823,139.840897,東大島神社,,3.5,7件
江東区,大島８丁目,-,東京都江東区大島８－３８－３２,35.687008,139.842819,宝塔寺,名所・有名スポット,3,1件
