指標名,ミシュラン掲載レストラン,,,,,,,,,,,,
出典,ミシュランガイド東京 2021,,,,,,,,,,,,
年次,2021年,,,,,,,,,,,,
URL,https://japanguide.michelin.co.jp/restaurant/tokyo/,,,,,,,,,,,,
備考,,,,,,,,,,,,,
,,,,,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,店舗名,星数,カテゴリ,エリア,URL,価格帯,電話番号,その他
千代田区,神田神保町２丁目,-,東京都千代田区神田神保町 2-2-32,35.696319,139.75704,アルテレーゴ,★,イタリア料理 ,神保町,https://alterego.tokyo/,"夜＝17,000円",要予約,カウンター席が主体
千代田区,内幸町１丁目,-,東京都千代田区内幸町 1-1-1 帝国ホテル本館 M2F,35.672274,139.75836,レ セゾン,★,フランス料理 ,有楽町・日比谷,https://www.imperialhotel.co.jp/,"昼＝9,000-48,000円　夜＝20,000-48,000円",要予約,-
千代田区,内神田１丁目,-,東京都千代田区内神田 1-15-7,35.691934,139.76558,西洋料理 七條,ビブグルマン,洋食 ,神田,-,"昼＝1,500-2,500円　夜＝2,500-6,000円",-,-
千代田区,富士見２丁目,-,東京都千代田区富士見 2-12-16,35.698825,139.74459,餃子の店 おけ以,ビブグルマン,餃子 ,飯田橋,-,"昼＝1,500円以下　夜＝2,000-3,000円",-,-
千代田区,平河町２丁目,-,東京都千代田区平河町 2-16-15 ザ・キタノホテル 2F,35.679275,139.74097,サンパウ,★,スペイン料理 ,永田町,-,"昼＝8,500-39,000円　夜＝19,000-39,000円",要予約,-
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町 1-1-2 東京ミッドタウン日比谷 7F,35.673577,139.75918,龍吟,★★★,日本料理 ,有楽町・日比谷,http://www.nihonryori-ryugin.com/,"夜＝49,000円",要予約,-
新宿区,神楽坂３丁目,-,東京都新宿区神楽坂 3-6,35.700960,139.74020,エスタシオン,ビブグルマン,スペイン料理 ,神楽坂,-,"夜＝5,000-6,000円",要予約,-
新宿区,神楽坂５丁目,-,東京都新宿区神楽坂 5-37,35.701319,139.73921,神楽坂 石かわ,★★★,日本料理 ,神楽坂,http://www.kagurazaka-ishikawa.co.jp/,"昼＝43,000円　夜＝43,000円",要予約,-
新宿区,若宮町,-,東京都新宿区若宮町 35-4,35.699282,139.73843,懐石 小室,★★,日本料理 ,神楽坂,-,"昼＝10,000-19,000円　夜＝43,000-73,000円",要予約,カウンター席が主体
新宿区,神楽坂３丁目,-,東京都新宿区神楽坂 3-4,35.700732,139.74098,虎白,★★★,日本料理 ,神楽坂,https://kagurazaka-kohaku.jp/,"昼＝43,000円　夜＝43,000円",要予約,-
新宿区,荒木町,-,東京都新宿区荒木町 16,35.691583,139.72462,曙橋 かず,ビブグルマン,日本料理 ,四谷（四ツ谷）,https://www.akebonobashikazu.com/,"夜＝5,500-8,000円",要予約,カウンター席が主体
新宿区,白銀町,-,東京都新宿区白銀町 12-5,35.703129,139.73932,中国菜 智林,ビブグルマン,中国料理 ,神楽坂,-,"昼＝2,000-8,000円　夜＝5,000-8,000円",要予約,-
新宿区,箪笥町,-,東京都新宿区箪笥町 27,35.700100,139.73290,ボルト オー・クリヨー・ド・ヴァン,ビブグルマン,フランス料理 ,神楽坂,-,"夜＝4,000-8,000円",要予約,カウンター席が主体
新宿区,神楽坂６丁目,-,東京都新宿区神楽坂 6-23,35.703797,139.73688,季彩や ひで,ビブグルマン,居酒屋 ,神楽坂,-,"夜＝5,000-9,000円",要予約,-
新宿区,神楽坂３丁目,-,東京都新宿区神楽坂 3-6,35.700960,139.74020,蕎楽亭,ビブグルマン,蕎麦 ,神楽坂,http://kyourakutei.com/,"昼＝1,000-5,000円　夜＝2,000-5,000円",-,-
新宿区,納戸町,-,東京都新宿区納戸町 22,35.698151,139.73257,ル・マンジュ・トゥー,★★,フランス料理 ,神楽坂,https://www.le-mange-tout.com/,"夜＝20,000円",要予約,-
新宿区,神楽坂５丁目,-,東京都新宿区神楽坂 5-7,35.702169,139.73901,波濤,★,寿司 ,神楽坂,-,"昼＝34,000円　夜＝34,000円",要予約,カウンター席が主体
新宿区,神楽坂１丁目,-,東京都新宿区神楽坂 1-11-8,35.700038,139.74160,中国菜 膳楽房,ビブグルマン,中国料理 ,神楽坂,-,"昼＝1,000-7,000円　夜＝4,000-7,000円",要予約,-
新宿区,四谷１丁目,-,東京都新宿区四谷 1-8 中川ビル B1F,35.686574,139.72821,おでんや Den,ビブグルマン,おでん ,四谷（四ツ谷）,-,"夜＝3,000-5,000円",要予約,カウンター席が主体
新宿区,荒木町,-,東京都新宿区荒木町 1 なかばやしビル 2F,35.689065,139.72188,懐石 大原,★,日本料理 ,四谷（四ツ谷）,-,"昼＝8,500-13,000円　夜＝13,000-19,000円",要予約,-
新宿区,舟町,-,東京都新宿区舟町 15,35.691820,139.72153,すし処 志げる,ビブグルマン,寿司 ,四谷（四ツ谷）,-,"夜＝3,000-8,000円",要予約,カウンター席が主体
新宿区,荒木町,-,東京都新宿区荒木町 7,35.689098,139.72212,酒肴 タキギヤ,ビブグルマン,居酒屋 ,四谷（四ツ谷）,-,"夜＝3,500-6,000円",要予約,-
新宿区,荒木町,-,東京都新宿区荒木町 10,35.689402,139.72250,荒木町 たつや,★,日本料理 ,四谷（四ツ谷）,-,"夜＝10,000円",要予約,カウンター席が主体
新宿区,横寺町,-,東京都新宿区横寺町 37-39,35.701181,139.73621,梅香,ビブグルマン,中国料理 ,神楽坂,-,"昼＝2,000-9,000円　夜＝3,000-9,000円",要予約,-
新宿区,下落合３丁目,-,東京都新宿区下落合 3-2-16,35.722061,139.70454,田のじ,ビブグルマン,おでん ,目白,-,"夜＝3,000-5,000円",要予約,-
新宿区,下落合３丁目,-,東京都新宿区下落合 3-15-25,35.722302,139.70235,秋田料理 五城目,ビブグルマン,居酒屋 ,目白,https://akitagojome.com/,"夜＝4,000-6,000円",要予約,-
新宿区,河田町,-,東京都新宿区河田町 10-10,35.698401,139.71761,小笠原伯爵邸,★,スペイン料理 ,市ヶ谷,-,"昼＝8,500円　夜＝13,000-22,000円",要予約,-
新宿区,荒木町,-,東京都新宿区荒木町 6-39 Garden Tree 2F,35.689236,139.72263,遊猿,ビブグルマン,中国料理 ,四谷（四ツ谷）,-,"昼＝1,500円以下　夜＝6,000-8,000円",-,-
新宿区,荒木町,-,東京都新宿区荒木町 10-17,35.690182,139.72237,青華 こばやし,★,日本料理 ,四谷（四ツ谷）,-,"昼＝22,000-39,000円　夜＝28,000-39,000円",要予約,カウンター席が主体
新宿区,荒木町,-,東京都新宿区荒木町 1-1 2F,35.688707,139.72187,荒木町 ろっかん,ビブグルマン,日本料理 ,四谷（四ツ谷）,-,"昼＝5,000-9,500円　夜＝5,000-9,500円",要予約,カウンター席が主体
新宿区,荒木町,-,東京都新宿区荒木町 8-1,35.689523,139.72192,四谷 うえ村,★,日本料理 ,四谷（四ツ谷）,-,"夜＝19,000円",要予約,カウンター席が主体
新宿区,荒木町,-,東京都新宿区荒木町 10-14,35.689491,139.72255,燗コーヒー 藤々,ビブグルマン,居酒屋 ,四谷（四ツ谷）,-,"夜＝5,000-8,000円",要予約,カウンター席が主体
新宿区,荒木町,-,東京都新宿区荒木町 3-21 宮内ビル 2F,35.688591,139.72297,多仁本,★,日本料理 ,四谷（四ツ谷）,-,"昼＝19,000円　夜＝19,000円",要予約,カウンター席が主体
新宿区,荒木町,-,東京都新宿区荒木町 9-1,35.689694,139.72217,焼鳥 おがわ,ビブグルマン,焼鳥 ,四谷（四ツ谷）,-,"夜＝5,000-7,000円",要予約,カウンター席が主体
新宿区,荒木町,-,東京都新宿区荒木町 3-22,35.688876,139.72263,車力門 ちゃわんぶ,ビブグルマン,とんかつ ,四谷（四ツ谷）,-,"昼＝3,000-5,000円　夜＝3,000-8,000円",要予約,-
新宿区,高田馬場２丁目,-,東京都新宿区高田馬場 2-9-12,35.712172,139.70796,ラミティエ,ビブグルマン,フランス料理 ,高田馬場,-,"昼＝1,500-2,000円　夜＝4,000円",要予約,-
新宿区,高田馬場２丁目,-,東京都新宿区高田馬場 2-13-9,35.712903,139.70751,とんかつ ひなた,ビブグルマン,とんかつ ,高田馬場,-,"昼＝1,500-5,000円　夜＝1,500-5,000円",-,カウンター席が主体
新宿区,住吉町,-,東京都新宿区住吉町 2-18,35.692061,139.72161,曙橋 まる富,★,日本料理 ,四谷（四ツ谷）,-,"夜＝16,000円",要予約,カウンター席が主体
新宿区,新宿１丁目,-,東京都新宿区新宿 1-24-7,35.689985,139.71388,スクレ・サレ,ビブグルマン,フランス料理 ,新宿,-,"昼＝5,000-7,000円　夜＝5,000-7,000円",要予約,カウンター席が主体
新宿区,新宿２丁目,-,東京都新宿区新宿 2-4-1,35.688749,139.70828,Sobahouse 金色不如帰,★,ラーメン ,新宿,-,"昼＝1,500円以下　夜＝1,500円以下",-,カウンター席が主体
新宿区,新宿３丁目,-,東京都新宿区新宿 3-32-5 日原ビル B1F,35.690205,139.70400,新宿割烹 中嶋,★,日本料理 ,新宿,http://www.shinjyuku-nakajima.com/,"昼＝1,000-5,500円　夜＝11,000-15,000円",要予約,カウンター席が主体
新宿区,神楽坂４丁目,-,東京都新宿区神楽坂 4-3-7,35.701798,139.74010,ルグドゥノム ブション リヨネ,★,フランス料理 ,神楽坂,http://lyondelyon.com/,"昼＝2,500-8,500円　夜＝6,000-13,000円",要予約,-
新宿区,神楽坂４丁目,-,東京都新宿区神楽坂 4-3-11 神楽坂つなしょうテラス 2F,35.701998,139.74000,ふしきの,★,日本料理 ,神楽坂,https://fushikino.com/,"夜＝19,000-22,000円",要予約,カウンター席が主体
新宿区,神楽坂５丁目,-,東京都新宿区神楽坂 5-43-2,35.702250,139.73940,エンジン,ビブグルマン,中国料理 ,神楽坂,-,"昼＝2,000-3,500円　夜＝5,000-8,000円",要予約,-
新宿区,百人町１丁目,-,東京都新宿区百人町 1-24-7,35.698671,139.69756,スパイシー カレー 魯珈,ビブグルマン,カレー ,大久保,-,"昼＝1,500円以下　夜＝1,500円以下",-,カウンター席が主体
渋谷区,恵比寿西１丁目,-,東京都渋谷区恵比寿西 1-30-12,35.648470,139.70567,アビス,★,フランス料理 ,表参道・青山,https://abysse.jp/,"昼＝15,000円　夜＝19,000円",要予約,-
渋谷区,恵比寿西２丁目,-,東京都渋谷区恵比寿西 2-13-16,35.650842,139.70602,タクボ,★,イタリア料理 ,代官山,https://tacubo.com/,"昼＝16,000-23,000円　夜＝19,000-28,000円",要予約,カウンター席が主体
渋谷区,宇田川町,-,東京都渋谷区宇田川町 41-26 パピエビル 2F,35.662784,139.69529,ポークビンダルー食べる副大統領,ビブグルマン,カレー ,渋谷,-,"昼＝1,500円以下",-,カウンター席が主体
渋谷区,猿楽町,-,東京都渋谷区猿楽町 3-9 アヴェニューサイド代官山1 2F,35.652048,139.70430,サンプリシテ,★,フランス料理 ,代官山,http://www.simplicite123.com/,"昼＝8,000円　夜＝20,000円",要予約,カウンター席が主体
渋谷区,猿楽町,-,東京都渋谷区猿楽町 2-5,35.652985,139.70483,アタ,ビブグルマン,フランス料理 ,代官山,http://ata1789.com/,"夜＝6,000-8,000円",要予約,-
渋谷区,猿楽町,-,東京都渋谷区猿楽町 2-3,35.653121,139.70488,レザンファン ギャテ,★,フランス料理 ,代官山,http://terrine-gates.com/,"昼＝4,000-8,000円　夜＝9,500-16,000円",要予約,-
渋谷区,猿楽町,-,東京都渋谷区猿楽町 17-16 代官山フォーラム B1F,35.649496,139.69873,メゾン ポール・ボキューズ,★,フランス料理 ,代官山,https://www.hiramatsurestaurant.jp/,"昼＝5,500-8,000円　夜＝15,000-31,000円",要予約,-
渋谷区,恵比寿２丁目,-,東京都渋谷区恵比寿 2-23-3,35.647673,139.72028,おでこ,★,フランス料理 ,恵比寿,-,"夜＝9,000-12,000円",要予約,-
渋谷区,恵比寿２丁目,-,東京都渋谷区恵比寿 2-10-5,35.645674,139.71682,鍈輝,ビブグルマン,焼鳥 ,恵比寿,-,"夜＝5,000-7,000円",要予約,カウンター席が主体
渋谷区,恵比寿西２丁目,-,東京都渋谷区恵比寿西 2-7-2,35.650374,139.70720,ル・コック,★,フランス料理 ,恵比寿,http://www.lecoq.co.jp,"夜＝10,000-13,000円",要予約,-
渋谷区,恵比寿西２丁目,-,東京都渋谷区恵比寿西 2-17-5 サンビレッジ代官山 2F,35.648940,139.70597,レクテ,★,フランス料理 ,恵比寿,http://www.recte.jp/,"昼＝5,500-15,000円　夜＝16,000-19,000円",要予約,-
渋谷区,恵比寿南１丁目,-,東京都渋谷区恵比寿南 1-17-17 Time Zone テラスビル 4F,35.644780,139.71042,匠 鮨 おわな,★,寿司 ,恵比寿,-,"昼＝9,000円　夜＝22,000円",要予約,カウンター席が主体
渋谷区,恵比寿南１丁目,-,東京都渋谷区恵比寿南 1-17-2 Rホール 3F,35.644575,139.71043,韓国食堂 入ル 坂上ル,ビブグルマン,韓国料理 ,恵比寿,https://yamazakihajime.com/,"夜＝4,000-6,500円",要予約,-
渋谷区,元代々木町,-,東京都渋谷区元代々木町 8-8,35.670144,139.68535,ル・キャバレ,ビブグルマン,フランス料理 ,代々木上原,http://restaurant-lecabaret.com/,"夜＝5,000-6,000円",要予約,-
渋谷区,広尾５丁目,-,東京都渋谷区広尾 5-1-32 ST広尾 2F,35.649165,139.71903,オード,★,フランス料理 ,広尾,https://restaurant-ode.com/,"昼＝8,500-19,000円　夜＝19,000円",要予約,カウンター席が主体
渋谷区,広尾５丁目,-,東京都渋谷区広尾 5-25-4 宝ビル 1F,35.647870,139.72117,天てんぷら うち津,★★,天ぷら ,広尾,http://tempura-uchitsu.com/,"夜＝31,000円",要予約,カウンター席が主体
渋谷区,広尾５丁目,-,東京都渋谷区広尾 5-14-14,35.650054,139.72141,ラ・トルチュ,ビブグルマン,フランス料理 ,広尾,-,"昼＝3,500-6,500円　夜＝5,500-8,500円",要予約,-
渋谷区,広尾５丁目,-,東京都渋谷区広尾 5-22-3,35.648621,139.71791,中華香彩 ジャスミン,ビブグルマン,中国料理 ,広尾,-,"昼＝1,000-4,000円　夜＝5,000-9,000円",要予約,-
渋谷区,広尾５丁目,-,東京都渋谷区広尾 5-17-8 アプリシエ広尾 B1F,35.649444,139.72039,ボッテガ,★,イタリア料理 ,広尾,https://www.bottega-cucina.com/,"夜＝10,000-12,000円",要予約,カウンター席が主体
渋谷区,桜丘町,-,東京都渋谷区桜丘町 28-2,35.655542,139.69921,高太郎,ビブグルマン,日本料理 ,渋谷,-,"夜＝5,000-6,000円",要予約,カウンター席が主体
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷 1-5-9,35.661072,139.70579,くろ﨑,★,寿司 ,渋谷,-,"夜＝35,000円",要予約,カウンター席が主体
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2-3-2,35.659824,139.70878,琉球チャイニーズダイニング Tama,ビブグルマン,沖縄料理 ,表参道・青山,https://www.tama2007.jp/,"夜＝4,000-6,000円",要予約,-
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷 2-2-2 青山ルカビル B1F,35.660769,139.70853,ラチュレ,★,フランス料理 ,表参道・青山,https://www.lature.jp/,"昼＝6,000-8,500円　夜＝12,000-17,000円",要予約,-
渋谷区,上原１丁目,-,東京都渋谷区上原 1-1-20,35.668397,139.68752,四季ごはん 晴れ間。,ビブグルマン,日本料理 ,代々木上原,http://ha-re-ma.com/,"夜＝3,000-5,000円",要予約,-
渋谷区,上原１丁目,-,東京都渋谷区上原 1-29-5 BIT代々木上原 B1F,35.668386,139.67997,コンチェルト,ビブグルマン,イタリア料理 ,代々木上原,https://uehara-concerto.com/,"昼＝3,000-5,500円　夜＝5,000-7,000円",要予約,-
渋谷区,上原１丁目,-,東京都渋谷区上原 1-33-12 ちとせビル 2F,35.669204,139.68074,中戸川,ビブグルマン,居酒屋 ,代々木上原,-,"夜＝4,000-6,000円",要予約,-
渋谷区,上原１丁目,-,東京都渋谷区上原 1-32-15,35.668822,139.67995,笹吟,ビブグルマン,居酒屋 ,代々木上原,-,"夜＝4,000-6,000円",要予約,-
渋谷区,上原１丁目,-,東京都渋谷区上原 1-33-12 ちとせビル 2F,35.669204,139.68074,キガルニワショク弾,ビブグルマン,居酒屋 ,代々木上原,-,"夜＝4,000-6,000円",要予約,-
渋谷区,上原１丁目,-,東京都渋谷区上原 1-35-3,35.669548,139.68211,sio,★,フランス料理 ,代々木上原,http://sio-yoyogiuehara.com/,"昼＝8,500円　夜＝13,000-17,000円",要予約,-
渋谷区,上原２丁目,-,東京都渋谷区上原 2-48-11 ハニハラビル B1F,35.667771,139.68196,初代 割烹 高橋,ビブグルマン,日本料理 ,代々木上原,http://takahashi104.com/,"昼＝4,000-8,500円　夜＝5,500-9,000円",要予約,-
渋谷区,神宮前２丁目,-,東京都渋谷区神宮前 2-13-1,35.674964,139.71246,ビストロ ティロワ,ビブグルマン,フランス料理 ,原宿,-,"昼＝2,500-3,000円　夜＝5,000-7,000円",要予約,-
渋谷区,神宮前２丁目,-,東京都渋谷区神宮前 2-5-4 Seizan外苑 B1F,35.672384,139.71358,フロリレージュ,★★,フランス料理 ,外苑前・青山一丁目,https://www.aoyama-florilege.jp/,"昼＝9,500円　夜＝19,000円",要予約,カウンター席が主体
渋谷区,神宮前２丁目,-,東京都渋谷区神宮前 2-17-6,35.672611,139.71027,ベポカ,ビブグルマン,ペルー料理 ,原宿,http://www.bepocah.com/ja/,"夜＝6,000-9,000円",要予約,-
渋谷区,神宮前２丁目,-,東京都渋谷区神宮前 2-3-30,35.674454,139.71341,神宮の蕎麦,ビブグルマン,蕎麦 ,外苑前・青山一丁目,https://jingunosoba.com/,"昼＝1,500-4,000円　夜＝1,500-4,000円",-,-
渋谷区,神宮前２丁目,-,東京都渋谷区神宮前 2-19-12,35.673519,139.71034,樋口,★★,日本料理 ,原宿,-,"夜＝25,000-37,000円",要予約,カウンター席が主体
渋谷区,神宮前２丁目,-,東京都渋谷区神宮前 2-3-18,35.673223,139.71275,傳,★★,イノベーティブ ,外苑前・青山一丁目,https://www.jimbochoden.com/,"夜＝19,000円",要予約,-
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前 3-42-11,35.671812,139.71394,焼鳥 今井,ビブグルマン,焼鳥 ,外苑前・青山一丁目,https://yakitoriimai.jp/,"夜＝6,000-9,000円",要予約,カウンター席が主体
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前 3-42-12,35.671914,139.71391,アンディ,ビブグルマン,ベトナム料理 ,外苑前・青山一丁目,-,"昼＝6,000-9,000円　夜＝6,000-9,000円",要予約,-
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前 3-42-5,35.670941,139.71383,ブラマソーレ,ビブグルマン,イタリア料理 ,外苑前・青山一丁目,-,"昼＝1,500-3,500円　夜＝5,000-7,000円",要予約,-
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前 3-42-11,35.671812,139.71394,とんかつ 七井戸,ビブグルマン,とんかつ ,外苑前・青山一丁目,-,"昼＝1,500-2,500円",-,-
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前 5-23-3,35.664459,139.70484,玉笑,★,蕎麦 ,表参道・青山,-,"昼＝2,000-4,000円　夜＝3,000-10,000円",-,-
渋谷区,西原２丁目,-,東京都渋谷区西原 2-27-4 升本ビル 2F,35.675226,139.67836,您好,ビブグルマン,餃子 ,代々木上原,-,"夜＝3,000-4,000円",要予約,-
渋谷区,西原３丁目,-,東京都渋谷区西原 3-2-3,35.670449,139.68260,ジーテン,ビブグルマン,中国料理 ,代々木上原,-,"夜＝4,000-6,500円",要予約,-
渋谷区,西原３丁目,-,東京都渋谷区西原 3-21-2,35.670646,139.68187,按田餃子,ビブグルマン,餃子 ,代々木上原,-,"朝／夜＝1,000-2,500円",-,カウンター席が主体
渋谷区,千駄ケ谷３丁目,-,東京都渋谷区千駄ヶ谷 3-7-13 原宿東急アパートメント B1F,35.676906,139.70432,シンシア,★,フランス料理 ,原宿,-,"夜＝17,000円",要予約,-
渋谷区,代官山町,-,東京都渋谷区代官山町 14-10 LUZ代官山 B1F,35.650102,139.70429,ファロ,ビブグルマン,イタリア料理 ,代官山,https://falo-daikanyama.com/,"夜＝5,000-7,000円",要予約,カウンター席が主体
渋谷区,代官山町,-,東京都渋谷区代官山町 12-19 第3横芝ビル B1F,35.650806,139.70353,アロセリア サル イ アモール,ビブグルマン,スペイン料理 ,代官山,-,"昼＝2,500-5,000円　夜＝4,000-5,000円",要予約,-
渋谷区,代々木４丁目,-,東京都渋谷区代々木 4-6-2 宍戸ビル B1F,35.678277,139.69285,レガーロ,★,イタリア料理 ,初台,http://www.regalo-ristorante.com/,"昼＝5,500-7,500円　夜＝8,500-10,000円",要予約,-
渋谷区,代々木５丁目,-,東京都渋谷区代々木 5-55-7,35.677670,139.69223,ロス レイエス マーゴス,ビブグルマン,スペイン料理 ,代々木上原,https://www.los-reyes-magos.net/,"夜＝4,500-7,000円",要予約,-
渋谷区,代々木５丁目,-,東京都渋谷区代々木 5-66-4,35.671373,139.69053,ヨヨナム,ビブグルマン,ベトナム料理 ,代々木上原,-,"昼＝1,500-2,000円　夜＝3,500-6,000円",要予約,-
渋谷区,東４丁目,-,東京都渋谷区東 4-6-5 ヴァビル 3F,35.656410,139.71385,熟成鮨 万,★,寿司 ,広尾,https://www.yorozu-sushi.com/,"夜＝26,000円",要予約,カウンター席が主体
渋谷区,富ケ谷１丁目,-,東京都渋谷区富ヶ谷 1-51-12 代々木公園ハウス B1F,35.668729,139.68910,千真野,ビブグルマン,居酒屋 ,代々木上原,-,"夜＝5,000-6,000円",要予約,-
渋谷区,富ケ谷１丁目,-,東京都渋谷区富ヶ谷 1-51-10,35.668625,139.68907,クリスチアノ,ビブグルマン,ポルトガル料理 ,代々木上原,-,"夜＝4,000-5,000円",要予約,-
渋谷区,富ケ谷１丁目,-,東京都渋谷区富ヶ谷 1-3-12 サンシティ富ヶ谷 3F,35.669291,139.68906,静流,ビブグルマン,日本料理 ,代々木上原,-,"夜＝6,000-8,000円",要予約,カウンター席が主体
渋谷区,富ケ谷１丁目,-,東京都渋谷区富ヶ谷 1-3-12 サンシティ富ヶ谷 4F,35.669291,139.68906,マル・デ・クリスチアノ,ビブグルマン,ポルトガル料理 ,代々木上原,-,"夜＝4,000-5,000円",要予約,-
渋谷区,富ケ谷２丁目,-,東京都渋谷区富ヶ谷 2-22-5,35.662983,139.68446,七草,★,日本料理 ,代々木上原,https://www.nana-kusa.net/,"夜＝8,000円",要予約,-
渋谷区,本町１丁目,-,東京都渋谷区本町 1-58-7,35.682076,139.68236,すし 宗達,ビブグルマン,寿司 ,初台,-,"夜＝5,000-9,000円",要予約,カウンター席が主体
港区,白金３丁目,-,東京都港区白金 3-14-10,35.645161,139.72815,ラ クレリエール,★,フランス料理 ,白金・白金台,https://www.la-clairiere.tokyo/,"昼＝6,500-25,000円　夜＝11,000-25,000円",要予約,-
港区,南麻布４丁目,-,東京都港区南麻布 4-2-34,35.647613,139.72382,青草窠,★★,日本料理 ,広尾,-,"昼＝8,500-43,000円　夜＝31,000-43,000円",要予約,-
港区,東麻布１丁目,-,東京都港区東麻布 1-29-15,35.655327,139.74262,鮨 すが弥,★,寿司 ,麻布十番,-,"夜＝39,000円",要予約,カウンター席が主体
港区,愛宕２丁目,虎ノ門,東京都港区愛宕 2-3-1 フォレストタワー 2F,35.663454,139.74896,醍醐,★★,精進料理 ,芝公園・東京タワー周辺,-,"昼＝16,000-25,000円　夜＝19,000-25,000円",要予約,-
港区,元赤坂１丁目,赤坂,東京都港区元赤坂 1-5-8 虎屋第二ビル B1F,35.677704,139.73349,懐石 辻留,★★,日本料理 ,赤坂,http://www.tsujitome.com/,"昼＝19,000-43,000円　夜＝31,000-53,000円",要予約,-
港区,元麻布３丁目,-,"東京都港区元麻布 3-6-34
東京都港区愛宕 1-1-1 虎ノ門ヒルズ レジデンシャルタワー 1F （移転先）",35.657063,139.72870,かんだ,★★★,日本料理 ,西麻布,http://www.nihonryori-kanda.com/,"夜＝37,000円",要予約,カウンター席が主体
港区,虎ノ門１丁目,虎ノ門,東京都港区虎ノ門 1-11-5 森谷ビル B1F,35.668792,139.75037,シャルキュ,ビブグルマン,フランス料理 ,虎ノ門,-,"夜＝4,000-6,000円",要予約,-
港区,虎ノ門５丁目,虎ノ門,東京都港区虎ノ門 5-2-8 サクシード虎ノ門 B1F,35.662648,139.74444,おかもと,★★,日本料理 ,神谷町,-,"昼＝7,000-40,000円　夜＝28,000-40,000円",要予約,カウンター席が主体
港区,三田２丁目,-,東京都港区三田 2-17-29 グランデ三田 B1F,35.647463,139.74012,晴山,★★,日本料理 ,田町・三田,https://seizan-mita.com/,"昼＝19,000円　夜＝25,000-37,000円",要予約,-
港区,三田３丁目,-,東京都港区三田 3-3-2 豊田ビル 2F,35.647285,139.74361,焼鳥 嘉とう,ビブグルマン,焼鳥 ,田町・三田,-,"夜＝4,000-6,000円",要予約,カウンター席が主体
港区,芝２丁目,-,東京都港区芝 2-9-13,35.651899,139.75115,食事 太華,ビブグルマン,日本料理 ,田町・三田,http://www.taika-shiba.com/,"夜＝6,000-8,000円",要予約,-
港区,芝大門１丁目,-,東京都港区芝大門 1-6-5,35.657916,139.75418,レ ジャルダン デ ドディーヌ,ビブグルマン,フランス料理 ,浜松町・大門,-,"昼＝1,000-2,500円　夜＝3,000-5,000円",-,-
港区,芝大門１丁目,-,東京都港区芝大門 1-2-2,35.660118,139.75445,御成門 はる,★,日本料理 ,浜松町・大門,-,"夜＝19,000円",要予約,カウンター席が主体
港区,新橋２丁目,虎ノ門広域,東京都港区新橋 2-15-13,35.666502,139.75616,ティキ プラカ,ビブグルマン,スペイン料理 ,新橋,https://txikiplaka.owst.jp/,"夜＝4,000-5,000円",要予約,-
港区,新橋２丁目,虎ノ門広域,東京都港区新橋 2-11-5,35.667053,139.75541,新橋 かま田,ビブグルマン,おでん ,新橋,-,"夜＝4,000-5,000円",要予約,-
港区,新橋３丁目,虎ノ門広域,東京都港区新橋 3-6-13,35.666302,139.75525,ひろ作,★,日本料理 ,新橋,-,"昼＝4,000-19,000円　夜＝44,000-55,000円",要予約,-
港区,新橋５丁目,虎ノ門広域,東京都港区新橋 5-8-13,35.663558,139.75509,Curry and Rice 幸正,ビブグルマン,カレー ,新橋,-,"昼＝1,500円以下　夜＝1,000-2,000円",-,-
港区,新橋５丁目,虎ノ門広域,東京都港区新橋 5-32-4,35.662436,139.75473,荒井商店,ビブグルマン,ペルー料理 ,新橋,-,"昼＝1,000-3,500円　夜＝4,000-5,000円",-,-
港区,西新橋１丁目,虎ノ門,東京都港区西新橋 1-23-7,35.668172,139.75154,新ばし 笹田,★,日本料理 ,新橋,-,"夜＝22,000円",要予約,カウンター席が主体
港区,西麻布１丁目,-,東京都港区西麻布 1-7-2 アデッソ西麻布 2F,35.660846,139.72625,蕎麦 おさめ,ビブグルマン,蕎麦 ,麻布十番,http://soba-osame.com/,"夜＝3,000-5,000円",要予約,-
港区,西麻布１丁目,-,東京都港区西麻布 1-11-10,35.660432,139.72431,Takumi,★,フランス料理 ,西麻布,http://restaurant-takumi.com/,"昼＝8,000円　夜＝16,000円",要予約,-
港区,西麻布１丁目,-,東京都港区西麻布 1-2-14 デュオ・スカーラ西麻布 WEST B1F,35.660993,139.72663,マ・キュイジーヌ,ビブグルマン,フランス料理 ,西麻布,-,"夜＝6,000-8,000円",要予約,-
港区,西麻布１丁目,-,東京都港区西麻布 1-15-3,35.661811,139.72327,山﨑,★,日本料理 ,西麻布,-,"夜＝34,000円",要予約,カウンター席が主体
