指標名,コワーキング施設,,,参考情報,「TOKYOテレワークアプリ」に掲載されているサテライトオフィス一覧も公開されている。,,
出典,コワーキングスペース検索,,,,https://catalog.data.metro.tokyo.lg.jp/dataset/t000012d0000000019/resource/26213e3e-9275-4208-b7e7-be71a6d35a60,,
年次,2021/1/15取得,,,,,,
URL,https://coworking-search.jp/zenkoku/,,,,,,
備考,より掲載数の多い出典に変更。,,,,,,
,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,URL
中央区,八重洲２丁目,日八京,東京都中央区八重洲2-4-10 第一幸田ビル 5F,35.6782524,139.7693013,ウィズスクエア八重洲店,https://coworking-search.jp/space/397/
中央区,八重洲２丁目,日八京,東京都中央区八重洲2丁目4-13 ユニゾ八重洲二丁目ビル 7F,35.6781442,139.7689419,NewWork 東京八重洲2nd,https://coworking-search.jp/space/2042/
中央区,八重洲２丁目,日八京,東京都中央区八重洲2丁目8-7 福岡ビル4F,35.6765862,139.7679635,DIAGONAL RUN TOKYO,https://coworking-search.jp/space/1214/
中央区,八重洲１丁目,日八京,東京都中央区八重洲1-5-9 八重洲アメレックスビル 3階,35.6817591,139.7713381,HUB cafe,https://coworking-search.jp/space/1624/
中央区,八重洲１丁目,日八京,東京都中央区八重洲1-5-9 八重洲アメレックスビル 2F・3F,35.6817769,139.7713194,東京VIPラウンジ,https://coworking-search.jp/space/1816/
中央区,八重洲１丁目,日八京,東京都中央区八重洲1-8-17 新槇町ビル6F,35.680826,139.769837,ビジネストランスファー 八重洲,https://coworking-search.jp/space/511/
中央区,八重洲１丁目,日八京,東京都中央区八重洲1-4-16 東京建物八重洲ビル3階,35.6823667,139.7711983,+OURS 八重洲,https://coworking-search.jp/space/909/
中央区,入船１丁目,,東京都中央区入船一丁目1番24号 ドルフィンkoto入船ビル 6 / 7F,35.673445,139.7770894,はぐみっく子連れコワーキングスペース,https://coworking-search.jp/space/1623/
中央区,日本橋富沢町,,東京都中央区日本橋富沢町4-10 京成日本橋富沢町ビル3階,35.6880171,139.783061,BIZcomfort 日本橋人形町,https://coworking-search.jp/space/1903/
中央区,日本橋箱崎町,,東京都中央区日本橋箱崎町1-2 FtFビル 2Ｆ,35.6791105,139.7840473,箱崎インキュベーションセンター,https://coworking-search.jp/space/1526/
中央区,日本橋大伝馬町,,東京都中央区日本橋大伝馬町13-1 Creative Hub 131 6階,35.6904783,139.7805323,コワーキングスペース「Community Dimension」,https://coworking-search.jp/space/1609/
中央区,日本橋大伝馬町,,"東京都中央区日本橋大伝馬町13-7 日本橋大富ビル2,3F",35.6909217,139.7810438,日本橋ビジネスセンター・ノースポイント,https://coworking-search.jp/space/176/
中央区,日本橋人形町３丁目,,東京都中央区日本橋人形町3-6-8,35.6869002,139.7814793,グリーンオフィス人形町,https://coworking-search.jp/space/665/
中央区,日本橋人形１丁目,,東京都中央区日本橋人形町1-2-12 WARMLIGHTビル3階,35.6851361,139.7808744,ShareOffice assets 日本橋,https://coworking-search.jp/space/1171/
中央区,日本橋小網町,,東京都中央区日本橋小網町11-9 ザ・パークレックス小網町第2ビル5階,35.6825953,139.7811237,flat5,https://coworking-search.jp/space/1780/
中央区,日本橋小網町,,東京都中央区日本橋小網町11-5 リードシー日本橋小網町ビル8F,35.6827619,139.7812547,BIZcomfort 日本橋小網町,https://coworking-search.jp/space/1899/
中央区,日本橋小網町,,東京都中央区日本橋小網町8-2 BIZMARKS 日本橋茅場町,35.6821058,139.7804885,BIZMARKS 日本橋茅場町,https://coworking-search.jp/space/818/
中央区,日本橋室町１丁目,日八京,東京都中央区日本橋室町1丁目5-3 福島ビル5F,35.6858279,139.7744481,Cross Transit 日本橋,https://coworking-search.jp/space/1846/
中央区,日本橋茅場町１丁目,,東京都中央区日本橋茅場町1-5-8 東京証券会館1階,35.6806096,139.7793462,CAFE SALVADOR BUSINESS SALON,https://coworking-search.jp/space/1743/
中央区,日本橋茅場２丁目,,東京都中央区日本橋茅場町2-17-9 日本橋イヅミビル5F,35.6785127,139.7806044,勉強カフェ 日本橋茅場町スタジオ,https://coworking-search.jp/space/1586/
中央区,日本橋兜町,,東京都中央区日本橋兜町18-5 日本橋兜町ビル2F,35.678912,139.7756915,日本橋ビジネスセンター,https://coworking-search.jp/space/180/
中央区,日本橋蛎殻町１丁目,,"東京都中央区日本橋蛎殻町1-28-4 岩崎ビル2F,4F,5F",35.6828452,139.7830011,いいオフィス 日本橋 by FUKUMITOYA,https://coworking-search.jp/space/1878/
中央区,日本橋蛎殻町１丁目,,東京都中央区日本橋蛎殻町1-24-4 井川ビル2F,35.6815746,139.7840548,ソーシャルビジネスラボ,https://coworking-search.jp/space/1098/
中央区,日本橋蛎殻町１丁目,,東京都中央区日本橋蛎殻町1-13-1 ユニゾ蛎殻町北島ビル B1F-A,35.6837381,139.7820021,日本橋第2ビジネスセンター,https://coworking-search.jp/space/182/
中央区,日本橋３丁目,日八京,東京都中央区日本橋3-2-14 日本橋KNビル 4F,35.6804229,139.7714509,ウィズスクエア日本橋店,https://coworking-search.jp/space/396/
中央区,日本橋３丁目,日八京,東京都中央区日本橋3丁目2番14号 新槇町ビル別館第一,35.6804194,139.7713419,東京アントレサロン,https://coworking-search.jp/space/324/
中央区,日本橋２丁目,日八京,東京都中央区日本橋2-1-3 アーバンネット日本橋二丁目ビル,35.6826041,139.7725962,EXPERT OFFICE 東京,https://coworking-search.jp/space/590/
中央区,日本橋２丁目,日八京,東京都中央区日本橋2-8-6 太陽生命ひまわり日本橋ビル 6F,35.6814381,139.7751334,NewWork 日本橋,https://coworking-search.jp/space/2152/
中央区,日本橋１丁目,日八京,東京都中央区日本橋1-4-1 日本橋一丁目三井ビルディング5階（COREDO日本橋）,35.6825249,139.7746156,WASEDA NEO,https://coworking-search.jp/space/1622/
中央区,日本橋１丁目,日八京,東京都中央区日本橋1-6-7 日本橋関谷ビル6F,35.6826583,139.775372,シェアル,https://coworking-search.jp/space/784/
中央区,築地４丁目,,東京都中央区築地4丁目1番1号 東劇ビル8階,35.6677103,139.7686424,銀座アントレサロン3号店 東劇ビル,https://coworking-search.jp/space/1376/
中央区,築地４丁目,,東京都中央区築地4丁目7番3号 築地ファーストビル6階,35.6669049,139.7699004,銀座アントレサロン5号店 築地ファーストビル,https://coworking-search.jp/space/1378/
中央区,築地３丁目,,東京都中央区築地3-7-1 TSUKIJI GRANDE 2F,35.6679528,139.7736346,DMZ WORK 築地,https://coworking-search.jp/space/2100/
中央区,築地１丁目,,"東京都中央区築地1-7-10 2F, 3F, 4F",35.669525,139.7706192,TIMBER's DESK 銀座,https://coworking-search.jp/space/814/
中央区,新川２丁目,,東京都中央区新川2-21-10 リードシー八丁堀ビル2F/3F,35.6734477,139.7821579,BIZcomfort 日本橋新川,https://coworking-search.jp/space/1893/
中央区,新川１丁目,,東京都中央区新川1-3-7 ストークマンション新川301,35.6784789,139.7820424,女性専用の会員制コワーキングスペース「Bright One」,https://coworking-search.jp/space/1782/
中央区,新川１丁目,,東京都中央区新川1-6-12 AIビル茅場町2〜5F,35.6771735,139.7810523,日本橋茅場町ビジネスセンター,https://coworking-search.jp/space/179/
中央区,新川１丁目,,東京都中央区新川1-3-4 PAビル5F,35.6786384,139.7820823,コワーキングスペース 茅場町 Co-Edo®,https://coworking-search.jp/space/1852/
中央区,新川１丁目,,東京都中央区新川1-25-2 新川STビル2F,35.6767438,139.7841595,Future Tech Hub,https://coworking-search.jp/space/1529/
中央区,銀座７丁目,,東京都中央区銀座7丁目13番5号 NREG銀座ビル1階,35.6679654,139.7646689,銀座アントレサロン1号店 NREG銀座ビル,https://coworking-search.jp/space/325/
中央区,銀座７丁目,,東京都中央区銀座7丁目13番6号 サガミビル2階,35.6678815,139.7645491,銀座アントレサロン2号店 サガミビル,https://coworking-search.jp/space/1375/
中央区,銀座６丁目,,東京都中央区銀座6-12-2,35.6692929,139.7648908,Addroom-Ginza-,https://coworking-search.jp/space/349/
中央区,銀座６丁目,,東京都中央区銀座6-4-8 曽根ビルB1F,35.6710129,139.7614447,コワーク大内,https://coworking-search.jp/space/1626/
中央区,銀座６丁目,,"東京都中央区銀座6-13-16 銀座ウォールビル パセラリゾーツ銀座店 B2,B3F",35.6692757,139.7651962,おしごとパセラ 銀座店,https://coworking-search.jp/space/2204/
中央区,銀座６丁目,,東京都中央区銀座6-14-8 銀座石井ビル4～7F,35.668438,139.765266,THE OFFICE 銀座,https://coworking-search.jp/space/175/
中央区,銀座６丁目,,東京都中央区銀座6丁目12番10号 旭ビル3階,35.6687739,139.7642695,銀座アントレサロン4号店 旭ビル,https://coworking-search.jp/space/1377/
中央区,銀座６丁目,,東京都中央区銀座6丁目13-5 三愛・星名ビル2階,35.6690554,139.7651342,いいオフィス 銀座 by MeRISE,https://coworking-search.jp/space/1876/
中央区,銀座６丁目,,東京都中央区銀座6-16-12 丸高ビル3F,35.6679808,139.7656473,ベンチャーデスク銀座,https://coworking-search.jp/space/798/
中央区,銀座５丁目,,東京都中央区銀座5-6-12 みゆきビル,35.6708894,139.7635508,bizcube 銀座,https://coworking-search.jp/space/341/
中央区,銀座４丁目,,東京都中央区銀座四丁目10-10 銀座山王ビル 8F,35.6700318,139.767005,リロワークス 東銀座,https://coworking-search.jp/space/1625/
中央区,銀座３丁目,,東京都中央区銀座3-14-13 第一厚生館ビル5F,35.669922,139.769179,銀座ビジネスセンター,https://coworking-search.jp/space/178/
中央区,銀座３丁目,,東京都中央区銀座3-11-3,35.6711954,139.7691716,LEAGUE銀座,https://coworking-search.jp/space/449/
中央区,銀座１丁目,,東京都中央区銀座1-8−19 キラリトギンザ11F,35.6743361,139.768675,BINARYSTAR 銀座,https://coworking-search.jp/space/1569/
中央区,銀座１丁目,,"東京都中央区銀座1-13-1 ヒューリック銀座一丁目ビル4,5F",35.674116,139.769809,ヒューリック銀座一丁目ビル,https://coworking-search.jp/space/174/
中央区,京橋３丁目,日八京,東京都中央区京橋3-3-13 平和ビル3号館 3F,35.6756199,139.7681032,コワーキングスペース『THE HUB 有楽町EAST』,https://coworking-search.jp/space/2143/
中央区,京橋２丁目,日八京,東京都中央区京橋2-2-1 京橋エドグラン3・4F,35.6773686,139.7694908,SENQ 京橋,https://coworking-search.jp/space/955/
新宿区,矢来町,,東京都新宿区矢来町16,35.7019788,139.7307353,神楽坂クロススタジオ,https://coworking-search.jp/space/1607/
新宿区,四谷本塩町,,東京都新宿区本塩町７ 新井ビル１階,-1,-1,Froh Coworking 四ツ谷,https://coworking-search.jp/space/1096/
新宿区,天神町７丁目,,東京都新宿区天神町7-11,35.7048095,139.7314238,BIZcomfort 神楽坂天神,https://coworking-search.jp/space/1907/
新宿区,袋町,,東京都新宿区袋町5番地1 FARO神楽坂,35.7012638,139.7382427,FARO神楽坂,https://coworking-search.jp/space/1863/
新宿区,早稲田鶴巻町,,東京都新宿区早稲田鶴巻町518 早稲田玉井ビル 3階,35.7081886,139.7224523,GARAGE 早稲田,https://coworking-search.jp/space/1496/
新宿区,早稲田町,,東京都新宿区早稲田町12-5 ニュー早稲田ビル 5F,35.7055012,139.722634,BIZcomfort 早稲田,https://coworking-search.jp/space/2123/
新宿区,西新宿８丁目,,東京都新宿区西新宿8-3-1 西新宿GFビル1～4F,35.695158,139.693916,西新宿ビジネスセンター,https://coworking-search.jp/space/194/
新宿区,西新宿７丁目,,東京都新宿区西新宿7-1-12,35.6947206,139.6989928,クロスオフィス新宿注目物件,https://coworking-search.jp/space/2279/
新宿区,西新宿７丁目,,東京都新宿区西新宿7-18-18 新宿税理士ビル1F,35.6958064,139.6968722,勉強カフェ 新宿ベースポイントスタジオ,https://coworking-search.jp/space/1958/
新宿区,西新宿７丁目,,東京都新宿区西新宿7-22-3 BPビル,35.695027,139.695231,BASE POINT,https://coworking-search.jp/space/2211/
新宿区,西新宿７丁目,,東京都新宿区西新宿7-2-5 TH西新宿ビル 5階／6階,35.6952873,139.6987152,知恵の場オフィス 本館,https://coworking-search.jp/space/1856/
新宿区,西新宿７丁目,,東京都新宿区西新宿7-4-4 武蔵ビル5F,35.6960056,139.6985962,HAPON 西新宿,https://coworking-search.jp/space/638/
新宿区,西新宿７丁目,,東京都新宿区西新宿7-4-7 イマス浜田ビル 5階,35.6961429,139.6985363,知恵の場オフィス 別館,https://coworking-search.jp/space/1857/
新宿区,西新宿６丁目,,東京都新宿区西新宿6-5-1 新宿アイランドタワー20F,35.6931316,139.6931422,モバフ新宿アイランド,https://coworking-search.jp/space/1574/
新宿区,西新宿３丁目,,東京都新宿区西新宿3-2-9 新宿ワシントンビル本館 2F,35.6869211,139.6933196,コワーキングスペース『THE HUB 新宿ワシントン』,https://coworking-search.jp/space/2125/
新宿区,西新宿１丁目,,東京都新宿区西新宿1-12-11 山銀ビル4F,35.6899904,139.6971402,新宿VIPラウンジ,https://coworking-search.jp/space/1817/
新宿区,西新宿１丁目,,東京都新宿区西新宿1-1-6,35.6885715,139.6996971,12 SHINJUKU,https://coworking-search.jp/space/1981/
新宿区,西新宿１丁目,,東京都新宿区西新宿1-17-1 日本生命新宿西口ビル 9F,35.6892945,139.6983967,NewWork 新宿,https://coworking-search.jp/space/1360/
新宿区,西新宿１丁目,,東京都新宿区西新宿1-18-2晴花ビル６F,35.6888088,139.6985905,ビジョンオフィス新宿,https://coworking-search.jp/space/1551/
新宿区,西新宿１丁目,,東京都新宿区西新宿1-25-1 新宿センタービル49階,35.6917502,139.6954187,+OURS 新宿,https://coworking-search.jp/space/1534/
新宿区,神楽坂６丁目,,東京都新宿区神楽坂6−８ 文悠ビルB1,35.7028965,139.7373309,BOOK&OFFICE 文悠,https://coworking-search.jp/space/1989/
新宿区,神楽坂２丁目,,東京都新宿区神楽坂2-12,35.7012331,139.7415478,TOKI CAFE,https://coworking-search.jp/space/2137/
新宿区,新宿５丁目,,東京都新宿区新宿5-15-14,35.6936972,139.7073474,INBOUND LEAGUE,https://coworking-search.jp/space/995/
新宿区,新宿４丁目,,東京都新宿区新宿4-3-15 レイフラット新宿B棟3F,35.6886342,139.7036224,コワーキングスペース「THE HUB 新宿」,https://coworking-search.jp/space/1135/
新宿区,新宿３丁目,,東京都新宿区新宿3-26-14 新宿ミニムビルⅠ 4階,35.6917856,139.7023452,TSUTAYA BOOK APARTMENT,https://coworking-search.jp/space/1608/
新宿区,新宿３丁目,,東京都新宿区新宿3丁目1-24 京王新宿三丁目ビル 1F,35.6901997,139.7053776,HAKADORU 新宿三丁目店,https://coworking-search.jp/space/2237/
新宿区,新宿２丁目,,東京都新宿区新宿2-11-7-5F,35.6904187,139.7073269,CO-Work&...新宿,https://coworking-search.jp/space/2059/
新宿区,新宿２丁目,,東京都新宿区新宿2丁目12番13号 新宿アントレサロンビル 2F,35.6906234,139.7080111,新宿アントレサロン,https://coworking-search.jp/space/326/
新宿区,新宿１丁目,,東京都新宿区新宿1-36-12 サンカテリーナビル6F,35.690833,139.710567,新宿ビジネスセンター,https://coworking-search.jp/space/195/
新宿区,舟町,,"東京都新宿区舟町7 舟町ビル1F,3F",35.689166,139.7203413,ワイムポート新宿舟町,https://coworking-search.jp/space/1881/
新宿区,市谷八幡町,,東京都新宿区市谷八幡町2-1 大手町建物市ヶ谷ビル3階,35.6923297,139.7348892,海外ビジネス特化型コワーキングスペース「Digima 〜出島〜BASE」市ヶ谷,https://coworking-search.jp/space/1605/
新宿区,四谷３丁目,,東京都新宿区四谷3-12,35.6876129,139.7192422,ワイムビジネスプラザ四谷,https://coworking-search.jp/space/464/
新宿区,四谷１丁目,,東京都新宿区四谷1-13-15 URBANE BUILDING SAKAS8 C棟,35.6849857,139.7280256,lifework space KANPAI Hütte,https://coworking-search.jp/space/2040/
新宿区,四谷１丁目,,東京都新宿区四谷1-9 天龍ビル 6階,35.6860101,139.7282639,フレンドリンクメンバーズオフィス,https://coworking-search.jp/space/1611/
新宿区,高田馬場１丁目,,東京都新宿区高田馬場1-26-12 高田馬場ビル802号室,35.712847,139.7055021,おとな自習室 高田馬場,https://coworking-search.jp/space/1965/
新宿区,高田馬場１丁目,,東京都新宿区高田馬場1-28-10 三慶ビル4F,35.7120999,139.7047189,シェアオフィス＆コワーキングスペース「CASE Shinjuku」,https://coworking-search.jp/space/899/
新宿区,高田馬場１丁目,,東京都新宿区高田馬場１丁目３２−１０ 新宿消費生活センター分館 併設,35.7108583,139.7037415,新宿区立高田馬場創業支援センター,https://coworking-search.jp/space/1172/
新宿区,歌舞伎町１丁目,,東京都新宿区歌舞伎町1-1-15 東信同和ビル9階,35.6930793,139.7045598,東信ビジネスセンター,https://coworking-search.jp/space/1744/
渋谷区,富ヶ谷１丁目,,東京都渋谷区富ヶ谷1-6-8 モリービル3F,35.6690231,139.6895075,MAKERS COFFEE,https://coworking-search.jp/space/1620/
渋谷区,道玄坂１丁目,,東京都渋谷区道玄坂一丁目12番5号 渋谷マークシティ4階 クリエーションスクエアしぶや内,35.6578627,139.6975798,Coin Space 渋谷マークシティ店 by 渋谷区観光協会,https://coworking-search.jp/space/1333/
渋谷区,道玄坂１丁目,,東京都渋谷区道玄坂一丁目12番5号 渋谷マークシティ,35.6578627,139.6975798,Coin Space 渋谷マークシティ2号店,https://coworking-search.jp/space/1334/
渋谷区,道玄坂１丁目,,東京都渋谷区道玄坂1-15-3 プリメーラ道玄坂1F,35.6572942,139.6977186,Printworks Studio Shibuya,https://coworking-search.jp/space/1783/
渋谷区,桜丘町,,東京都渋谷区桜丘町30-4 渋谷アジアマンション202号室,35.6556044,139.6983768,「StartUp４４田寮」渋谷,https://coworking-search.jp/space/1615/
渋谷区,桜丘町,,東京都渋谷区桜丘町26-1 セルリアンタワー15階,35.656351,139.6993749,エグゼクティブセンター 渋谷セルリアンタワー,https://coworking-search.jp/space/159/
渋谷区,桜丘町,,東京都渋谷区桜丘町12-10,35.6543774,139.7014392,ブロックチェーンに特化したコワーキングスペース『Neutrino』,https://coworking-search.jp/space/1383/
渋谷区,恵比寿西１丁目,,"東京都渋谷区恵比寿西一丁目33番6号 JP noie 恵比寿西 1F,2F",35.6470003,139.7040431,co-ba 恵比寿,https://coworking-search.jp/space/2096/
渋谷区,恵比寿西１丁目,,東京都渋谷区恵比寿西1-7-4 エビスファーストビル 4階,35.6477646,139.7089482,E-コワーキング,https://coworking-search.jp/space/2227/
渋谷区,恵比寿２丁目,,東京都渋谷区恵比寿2-28-7,35.6450765,139.721193,ベンチャーシティ恵比寿,https://coworking-search.jp/space/401/
渋谷区,宇田川町,,東京都渋谷区宇田川町3‐7ヒューリック渋谷公園通りビル,35.66254,139.6989951,la billage SHIBUYA注目物件,https://coworking-search.jp/space/2268/
渋谷区,宇田川町,,東京都渋谷区宇田川町36-6 ワールド宇田川ビル 6F,35.6617877,139.6974793,Agora Tokyo コワーキング スペース,https://coworking-search.jp/space/831/
渋谷区,宇田川町,,東京都渋谷区宇田川町3-1 渋谷東武ホテル内 地下1階,35.6631313,139.6990171,勉強カフェ 渋谷スタジオ,https://coworking-search.jp/space/1583/
渋谷区,代々木３丁目,,東京都渋谷区代々木3-1-11 パシフィックスクエア代々木2F,35.6822604,139.6957442,Creators Mall 代々木,https://coworking-search.jp/space/198/
渋谷区,代々木３丁目,,東京都渋谷区代々木3-1-11 パシフィックスクエア代々木 4F,35.6822604,139.6957442,Business Mall 代々木,https://coworking-search.jp/space/196/
渋谷区,代々木３丁目,,東京都渋谷区代々木3-1-11 パシフィックスクエア代々木 3F,35.6822604,139.6957442,Business Lounge 代々木,https://coworking-search.jp/space/197/
渋谷区,代々木２丁目,,東京都渋谷区代々木2-5-1 羽田ビル905号室,35.687146,139.697598,おとな自習室 新宿,https://coworking-search.jp/space/1964/
渋谷区,代々木２丁目,,東京都渋谷区代々木2-30-4,35.6837024,139.6985503,YCS 代々木,https://coworking-search.jp/space/833/
渋谷区,代々木２丁目,,東京都渋谷区代々木2-14-1 新宿松本ビル6F,35.686855,139.6967414,勉強カフェ 新宿スタジオ,https://coworking-search.jp/space/1584/
渋谷区,代々木１丁目,,東京都渋谷区代々木1-43-11,35.6825344,139.6991247,BIZcomfort 代々木,https://coworking-search.jp/space/2203/
渋谷区,代々木１丁目,,東京都渋谷区代々木1-13-4 代々木ブラウンビル4F,35.6820274,139.6998926,コワーキングスペース「spAce4510」,https://coworking-search.jp/space/1606/
渋谷区,円山町５丁目,,東京都渋谷区円山町5-5 Navi渋谷Ⅴ 3階,35.6567387,139.6952619,渋谷アントレサロン,https://coworking-search.jp/space/1487/
渋谷区,広尾１丁目,,東京都渋谷区広尾1-3-18 広尾オフィスビル11F,35.6488966,139.7123726,恵比寿ビジネスセンター,https://coworking-search.jp/space/199/
渋谷区,東１丁目,,東京都渋谷区東1-3-1,35.6575282,139.7081479,タマリバ,https://coworking-search.jp/space/1777/
渋谷区,西原１丁目,,"東京都渋谷区西原1-50-8 1F, B1F",35.6744984,139.6852244,BathHaus,https://coworking-search.jp/space/1778/
渋谷区,道玄坂２丁目,,東京都渋谷区道玄坂2丁目17-2 トップ美奄 2F,35.6586625,139.6965654,KOBUSHI BEER LOUNGE & BAR,https://coworking-search.jp/space/2201/
渋谷区,道玄坂１丁目,,東京都渋谷区道玄坂1丁目22−7 道玄坂ピア2F,35.6560383,139.6954849,FabCafe MTRL 渋谷,https://coworking-search.jp/space/1253/
渋谷区,代官山町,,東京都渋谷区代官山町9-10 SodaCCo 4-6F,35.6516941,139.7047019,クリエイター専用シェアオフィス『co-lab 代官山』,https://coworking-search.jp/space/1937/
渋谷区,代官山町,,東京都渋谷区代官山町20-23 TENOHA代官山,35.6484983,139.7020595,TENOHA 代官山,https://coworking-search.jp/space/1614/
渋谷区,代官山町,,東京都渋谷区代官山町14-9 ヴァイシャーリー B1F/1F/3F,35.6502148,139.7043759,いいオフィス 代官山 by N'sLounge,https://coworking-search.jp/space/2073/
渋谷区,千駄ヶ谷４丁目,,東京都渋谷区千駄ケ谷4-23-5 JPR千駄ヶ谷ビル 2F,35.6809355,139.7068626,AURORA GARDEN,https://coworking-search.jp/space/2141/
渋谷区,千駄ヶ谷３丁目,,東京都渋谷区千駄ヶ谷3-28-8 鳩森ビル303,35.6776615,139.7083897,ジーエルベース・コワーキングスペース 千駄ヶ谷,https://coworking-search.jp/space/1156/
渋谷区,千駄ヶ谷３丁目,,東京都渋谷区千駄ヶ谷3-15-3,35.6764629,139.7069699,マフィス北参道,https://coworking-search.jp/space/1344/
渋谷区,千駄ヶ谷１丁目,,東京都渋谷区千駄ヶ谷1-13-11,35.6771714,139.7119006,THE FORUM 千駄ヶ谷,https://coworking-search.jp/space/1575/
渋谷区,神南１丁目,,東京都渋谷区神南1丁目13-4 IDOビル,35.6631787,139.700451,Creative House,https://coworking-search.jp/space/837/
渋谷区,神南１丁目,,東京都渋谷区神南1-21-3 渋谷モディ4F,35.6615867,139.7004778,Coin Space 渋谷モディ店,https://coworking-search.jp/space/1546/
渋谷区,神南１丁目,,"東京都渋谷区神南1-20-2 第一清水ビル 2階, 3階",35.6619118,139.7001166,co-ba 神南,https://coworking-search.jp/space/2095/
渋谷区,神南１丁目,,東京都渋谷区神南1-20-13 ​​ザ・ミレニアルズ渋谷内,35.6622153,139.6996339,.andwork 渋谷,https://coworking-search.jp/space/1342/
渋谷区,神南１丁目,,東京都渋谷区神南1-19-8 渋谷区勤労福祉会館2階,35.6624998,139.6994279,Coin Space 渋谷神南店,https://coworking-search.jp/space/1335/
渋谷区,神南１丁目,,東京都渋谷区神南1-12-16 和光ビル5F,35.6625783,139.7005408,RESONANCE POINT 渋谷,https://coworking-search.jp/space/640/
渋谷区,神泉町,,東京都渋谷区神泉町8-1 鈴屋ビルB1F,35.6551291,139.6940454,basement cafe 神泉,https://coworking-search.jp/space/1415/
渋谷区,神宮前６丁目,,東京都渋谷区神宮前6丁目4-1 原宿八角館ビル 6階,35.6681081,139.7055372,Biz Platto,https://coworking-search.jp/space/2136/
渋谷区,神宮前６丁目,,東京都渋谷区神宮前6-33-14 神宮ハイツ408号,35.6681049,139.7041011,ファッション系コワーキングスペース『coromoza』神宮前,https://coworking-search.jp/space/1257/
渋谷区,神宮前６丁目,,東京都渋谷区神宮前6-33-14 神宮ハイツ1F-201,35.6681699,139.7041514,TURN harajuku,https://coworking-search.jp/space/902/
渋谷区,神宮前６丁目,,東京都渋谷区神宮前6-19-15 高野第1ビル5階,35.6634031,139.7024156,ShareOffice BIGness 渋谷,https://coworking-search.jp/space/1870/
渋谷区,神宮前６丁目,,東京都渋谷区神宮前6-17-10 原宿アールビル2F,35.6652746,139.7033032,モバフ原宿,https://coworking-search.jp/space/1573/
渋谷区,神宮前６丁目,,東京都渋谷区神宮前6-10-9 原宿董友ビル4階,35.6673596,139.704879,サクラサク（女性専用）,https://coworking-search.jp/space/1570/
渋谷区,神宮前４丁目,,東京都渋谷区神宮前4-26-28,35.6692073,139.7078749,ドロップイン原宿,https://coworking-search.jp/space/977/
渋谷区,神宮前３丁目,,東京都渋谷区神宮前3-25-18,35.6718151,139.7084509,THE SHARE 神宮前,https://coworking-search.jp/space/1093/
渋谷区,神宮前３丁目,,東京都渋谷区神宮前3-18-16,35.6700865,139.7089031,MARIA HOUSE,https://coworking-search.jp/space/1603/
渋谷区,神宮前２丁目,,東京都渋谷区神宮前2丁目18-21,35.6728554,139.7098407,kurkku home 神宮前,https://coworking-search.jp/space/1979/
渋谷区,神宮前１丁目,,"東京都渋谷区神宮前1-5-8 神宮前タワービルディング 13階,14階",35.6706882,139.7066941,エグゼクティブセンター 神宮前タワービル,https://coworking-search.jp/space/1860/
渋谷区,神宮前１丁目,,東京都渋谷区神宮前1-20-2 FOUND HARAJUKU 3階,35.6716401,139.7048481,W CAFE,https://coworking-search.jp/space/1577/
渋谷区,渋谷４丁目,,東京都渋谷区渋谷4-5-5,35.6586212,139.7087804,COHSA SHIBUYA,https://coworking-search.jp/space/2017/
渋谷区,渋谷３丁目,,東京都渋谷区渋谷3-6-2 エクラート渋谷5F,35.6579485,139.705028,コワーキングスぺース「THE HUB 渋谷」,https://coworking-search.jp/space/1136/
渋谷区,渋谷３丁目,,東京都渋谷区渋谷3-6-1 イースト渋谷ビル 9F,35.6579131,139.7048391,NewWork 渋谷イースト9F,https://coworking-search.jp/space/564/
渋谷区,渋谷３丁目,,東京都渋谷区渋谷3-6-1 イースト渋谷ビル 3F,35.6579131,139.7048391,NewWork 渋谷イースト3F,https://coworking-search.jp/space/2151/
渋谷区,渋谷３丁目,,東京都渋谷区渋谷3-5-16 渋谷3丁目スクエアビル2F,35.6580069,139.7068138,Katana 渋谷オフィス,https://coworking-search.jp/space/1554/
渋谷区,渋谷３丁目,,東京都渋谷区渋谷3-28-8 第三久我屋ビル8F,35.6560492,139.7042606,STUDY LOUNGE,https://coworking-search.jp/space/1756/
渋谷区,渋谷３丁目,,東京都渋谷区渋谷3-27-15 坂上ビル7階,35.6560717,139.704669,Lightning spot 渋谷,https://coworking-search.jp/space/1395/
渋谷区,渋谷３丁目,,東京都渋谷区渋谷3-26-16 第五叶ビル 5F,35.6541646,139.7055808,co-ba 渋谷,https://coworking-search.jp/space/2094/
渋谷区,渋谷２丁目,,東京都渋谷区渋谷2丁目2-17 TranceWORKS青山ビル,35.6607532,139.7083126,トランスワークス青山,https://coworking-search.jp/space/1542/
渋谷区,渋谷２丁目,,東京都渋谷区渋谷2丁目10-15,35.6603253,139.7066894,EXPERT OFFICE 渋谷,https://coworking-search.jp/space/165/
渋谷区,渋谷２丁目,,東京都渋谷区渋谷2-24-12 渋谷スクランブルスクエア 11F,35.6584287,139.7021686,SHARE LOUNGE,https://coworking-search.jp/space/2195/
渋谷区,渋谷２丁目,,東京都渋谷区渋谷2-22-8 名取ビル 3～5階,35.6584833,139.7035063,アットビジネスセンター渋谷東口駅前,https://coworking-search.jp/space/2222/
