指標名,バス停,,,,,,,,,,,,
出典,NAVITIME,,,,,,,,,,,,
年次,2020/3/10取得,,,,,,,,,,,,
URL,https://www.navitime.co.jp/,,,,,,,,,,,,
備考,路線ごとに1データあるので、単純な駅数が知りたい場合は「1÷路線数」を合計,,,,,,,,,,,,
,,,,,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,路線数,1÷路線数,事業者,路線名,方面①,方面②,およそ住所
新宿区,新宿７丁目,-,東京都新宿区新宿７-２０-１２,35.700931,139.70987,都営戸山ハイツ前,3,0.33 ,都営バス,橋６３,新橋駅前方面,,東京都新宿区戸山
新宿区,新宿７丁目,-,東京都新宿区新宿７-２０-１２,35.700931,139.70987,都営戸山ハイツ前,3,0.33 ,都営バス,飯６２,都営飯田橋駅前方面,,東京都新宿区戸山
新宿区,新宿７丁目,-,東京都新宿区新宿７-２５-５,35.6977,139.709875,東新宿保健センター前,2,0.50 ,都営バス,宿７５,三宅坂方面,新宿駅西口方面,東京都新宿区新宿
新宿区,新宿７丁目,-,東京都新宿区新宿７-２５-５,35.6977,139.709875,東新宿保健センター前,2,0.50 ,都営バス,高７１,九段下（バス）方面,高田馬場駅前方面,東京都新宿区新宿
新宿区,新宿７丁目,-,東京都新宿区新宿７-２-１,35.69774,139.713169,抜弁天,2,0.50 ,都営バス,宿７５,三宅坂方面,新宿駅西口方面,東京都新宿区新宿
新宿区,新宿７丁目,-,東京都新宿区新宿７-２-１,35.69774,139.713169,抜弁天,2,0.50 ,都営バス,高７１,九段下（バス）方面,高田馬場駅前方面,東京都新宿区新宿
新宿区,新宿６丁目,-,東京都新宿区新宿６-２９-８,35.697259,139.707334,東新宿駅前,7,0.14 ,空港連絡バス,羽田空港-新宿駅・池袋駅〔深夜早朝便〕,羽田空港国際線ターミナル〔バス〕方面,,東京都新宿区新宿
新宿区,新宿６丁目,-,東京都新宿区新宿６-２９-８,35.697259,139.707334,東新宿駅前,7,0.14 ,都営バス,宿７４,東京女子医大前（東京都）方面,新宿駅西口方面,東京都新宿区新宿
新宿区,新宿６丁目,-,東京都新宿区新宿６-２９-８,35.697259,139.707334,東新宿駅前,7,0.14 ,都営バス,宿７５,三宅坂方面,新宿駅西口方面,東京都新宿区新宿
新宿区,新宿６丁目,-,東京都新宿区新宿６-２９-８,35.697259,139.707334,東新宿駅前,7,0.14 ,都営バス,早７７,早稲田（東京都）方面,新宿駅西口方面,東京都新宿区新宿
新宿区,新宿６丁目,-,東京都新宿区新宿６-２９-８,35.697259,139.707334,東新宿駅前,7,0.14 ,都営バス,池８６〔渋谷方面〕,渋谷駅東口〔都営バス〕方面,,東京都新宿区新宿
新宿区,新宿６丁目,-,東京都新宿区新宿６-２９-８,35.697259,139.707334,東新宿駅前,7,0.14 ,都営バス,高７１,九段下（バス）方面,高田馬場駅前方面,東京都新宿区新宿
新宿区,新宿６丁目,-,東京都新宿区新宿６-２９-８,35.697259,139.707334,東新宿駅前,7,0.14 ,都営バス,池８６〔池袋方面〕,池袋駅東口方面,,東京都新宿区新宿
新宿区,新宿５丁目,-,東京都新宿区新宿５-１７-１５,35.692758,139.704603,新宿五丁目,6,0.17 ,新宿WEバス,新宿御苑ルート,新宿駅西口〔小田急百貨店前〕/バスタ新宿〔新宿駅新南口〕方面,,東京都新宿区新宿
新宿区,新宿５丁目,-,東京都新宿区新宿５-１７-１５,35.692758,139.704603,新宿五丁目,6,0.17 ,都営バス,宿７４,東京女子医大前（東京都）方面,新宿駅西口方面,東京都新宿区新宿
新宿区,新宿５丁目,-,東京都新宿区新宿５-１７-１５,35.692758,139.704603,新宿五丁目,6,0.17 ,都営バス,宿７５,三宅坂方面,新宿駅西口方面,東京都新宿区新宿
新宿区,新宿５丁目,-,東京都新宿区新宿５-１７-１５,35.692758,139.704603,新宿五丁目,6,0.17 ,都営バス,早７７,早稲田（東京都）方面,新宿駅西口方面,東京都新宿区新宿
新宿区,新宿５丁目,-,東京都新宿区新宿５-１７-１５,35.692758,139.704603,新宿五丁目,6,0.17 ,都営バス,白６１,新宿駅西口方面,練馬駅方面,東京都新宿区新宿
新宿区,新宿５丁目,-,東京都新宿区新宿５-１７-１５,35.692758,139.704603,新宿五丁目,6,0.17 ,都営バス,品９７〔休日〕,新宿駅西口方面,新宿二丁目（新宿区）/品川駅高輪口方面,東京都新宿区新宿
新宿区,新宿４丁目,-,東京都新宿区新宿４-３-２０,35.689108,139.703787,新宿四丁目,3,0.33 ,都営バス,池８６〔渋谷方面〕,渋谷駅東口〔都営バス〕方面,,東京都新宿区新宿
新宿区,新宿４丁目,-,東京都新宿区新宿４-３-２０,35.689108,139.703787,新宿四丁目,3,0.33 ,都営バス,渋８８出入,新宿車庫前方面,渋谷駅西口〔都営バス〕方面,東京都新宿区新宿
新宿区,新宿４丁目,-,東京都新宿区新宿４-３-２０,35.689108,139.703787,新宿四丁目,3,0.33 ,都営バス,池８６〔池袋方面〕,池袋駅東口方面,,東京都新宿区新宿
新宿区,新宿３丁目,-,東京都新宿区新宿３-５-４,35.691511,139.705136,新宿伊勢丹前,3,0.33 ,都営バス,早７７,早稲田（東京都）方面,,東京都新宿区新宿
新宿区,新宿３丁目,-,東京都新宿区新宿３-５-４,35.691511,139.705136,新宿伊勢丹前,3,0.33 ,都営バス,池８６〔渋谷方面〕,渋谷駅東口〔都営バス〕方面,,東京都新宿区新宿
新宿区,新宿３丁目,-,東京都新宿区新宿３-５-４,35.691511,139.705136,新宿伊勢丹前,3,0.33 ,都営バス,池８６〔池袋方面〕,池袋駅東口方面,,東京都新宿区新宿
新宿区,新宿３丁目,-,東京都新宿区新宿３-２３-１８,35.692698,139.700823,新宿駅東口,5,0.20 ,関東バス,深夜急行バス〔銀座-三鷹〕,三鷹駅〔北口〕方面,,東京都新宿区新宿
新宿区,新宿３丁目,-,東京都新宿区新宿３-２３-１８,35.692698,139.700823,新宿駅東口,5,0.20 ,関東バス,深夜急行バス〔銀座-吉祥寺〕,吉祥寺駅〔北口〕方面,,東京都新宿区新宿
新宿区,新宿３丁目,-,東京都新宿区新宿３-２３-１８,35.692698,139.700823,新宿駅東口,5,0.20 ,新宿WEバス,新宿御苑ルート〔新宿通り経由〕,新宿駅西口〔小田急百貨店前〕/バスタ新宿〔新宿駅新南口〕方面,,東京都新宿区新宿
新宿区,新宿３丁目,-,東京都新宿区新宿３-２３-１８,35.692698,139.700823,新宿駅東口,5,0.20 ,都営バス,品９７,新宿駅西口方面,品川駅高輪口方面,東京都新宿区新宿
新宿区,新宿３丁目,-,東京都新宿区新宿３-２３-１８,35.692698,139.700823,新宿駅東口,5,0.20 ,都営バス,早７７,早稲田（東京都）方面,,東京都新宿区新宿
新宿区,新宿３丁目,-,東京都新宿区新宿３-２-２,35.690291,139.706134,新宿三丁目,4,0.25 ,新宿WEバス,新宿御苑ルート,新宿駅西口〔小田急百貨店前〕/バスタ新宿〔新宿駅新南口〕方面,,東京都新宿区新宿
新宿区,新宿３丁目,-,東京都新宿区新宿３-２-２,35.690291,139.706134,新宿三丁目,4,0.25 ,新宿WEバス,新宿御苑ルート〔新宿通り経由〕,新宿駅西口〔小田急百貨店前〕/バスタ新宿〔新宿駅新南口〕方面,,東京都新宿区新宿
新宿区,新宿３丁目,-,東京都新宿区新宿３-２-２,35.690291,139.706134,新宿三丁目,4,0.25 ,都営バス,品９７,新宿駅西口方面,品川駅高輪口方面,東京都新宿区新宿
新宿区,新宿３丁目,-,東京都新宿区新宿３-２-２,35.690291,139.706134,新宿三丁目,4,0.25 ,都営バス,品９７〔休日〕,新宿駅西口方面,新宿二丁目（新宿区）/品川駅高輪口方面,東京都新宿区新宿
新宿区,新宿３丁目,-,東京都新宿区新宿３-３０-１３,35.691225,139.704072,新宿追分,2,0.50 ,新宿WEバス,新宿御苑ルート〔新宿通り経由〕,新宿駅西口〔小田急百貨店前〕/バスタ新宿〔新宿駅新南口〕方面,,東京都新宿区新宿
新宿区,新宿３丁目,-,東京都新宿区新宿３-３０-１３,35.691225,139.704072,新宿追分,2,0.50 ,都営バス,品９７,新宿駅西口方面,品川駅高輪口方面,東京都新宿区新宿
新宿区,新宿１丁目,-,東京都新宿区新宿１-１０-４,35.688053,139.713309,新宿一丁目(新宿区),1,1.00 ,都営バス,品９７,新宿駅西口方面,品川駅高輪口方面,東京都新宿区新宿
新宿区,新宿１丁目,-,東京都新宿区新宿１-３４-１３,35.691499,139.710881,新宿一丁目北,1,1.00 ,都営バス,白６１,新宿駅西口方面,練馬駅方面,東京都新宿区新宿
新宿区,新宿１丁目,-,東京都新宿区新宿１-６-１０,35.688638,139.710457,新宿二丁目(新宿区),2,0.50 ,都営バス,品９７,新宿駅西口方面,品川駅高輪口方面,東京都新宿区新宿
新宿区,新宿１丁目,-,東京都新宿区新宿１-６-１０,35.688638,139.710457,新宿二丁目(新宿区),2,0.50 ,都営バス,品９７〔休日〕,新宿駅西口方面,,東京都新宿区新宿
港区,新橋６丁目,虎ノ門広域,東京都港区新橋６-１９-２１,35.661159,139.753105,愛宕警察署,1,1.00 ,ちぃばす,芝ルート,みなとパーク芝浦方面,新橋駅〔ちぃばす〕方面,東京都港区新橋
港区,新橋６丁目,虎ノ門広域,東京都港区新橋６-２２-６,35.660531,139.754612,新橋六丁目,3,0.33 ,都営バス,橋８６,新橋駅前方面,目黒駅前方面,東京都港区新橋
港区,新橋６丁目,虎ノ門広域,東京都港区新橋６-２２-６,35.660531,139.754612,新橋六丁目,3,0.33 ,都営バス,浜９５,東京タワー〔構内〕方面,品川駅港南口方面,東京都港区新橋
港区,新橋６丁目,虎ノ門広域,東京都港区新橋６-２２-６,35.660531,139.754612,新橋六丁目,3,0.33 ,都営バス,都０６,新橋駅前方面,渋谷駅前方面,東京都港区新橋
港区,新橋５丁目,虎ノ門広域,東京都港区新橋５-１４-２,35.662386,139.756909,新橋五丁目,2,0.50 ,都営バス,橋８６,新橋駅前方面,目黒駅前方面,東京都港区東新橋
港区,新橋５丁目,虎ノ門広域,東京都港区新橋５-１４-２,35.662386,139.756909,新橋五丁目,2,0.50 ,都営バス,都０６,新橋駅前方面,渋谷駅前方面,東京都港区東新橋
港区,新橋２丁目,虎ノ門広域,東京都港区新橋２-１５-１０,35.666212,139.756609,烏森神社,1,1.00 ,ちぃばす,芝ルート,新橋駅〔ちぃばす〕方面,,東京都港区新橋
港区,新橋２丁目,虎ノ門広域,東京都港区新橋２-１７-７,35.66688,139.758567,新橋駅前,15,0.07 ,京急バス,深夜急行：大船・鎌倉・逗子行き,鎌倉駅/逗子駅方面,,東京都港区新橋
港区,新橋２丁目,虎ノ門広域,東京都港区新橋２-１７-７,35.66688,139.758567,新橋駅前,15,0.07 ,京急バス,深夜急行：上大岡・金沢文庫行き,上大岡駅/金沢文庫駅方面,,東京都港区新橋
港区,新橋２丁目,虎ノ門広域,東京都港区新橋２-１７-７,35.66688,139.758567,新橋駅前,15,0.07 ,空港連絡バス,羽田空港-大井町・品川・新橋〔深夜/早朝〕,羽田空港国際線ターミナル〔バス〕方面,,東京都港区新橋
港区,新橋２丁目,虎ノ門広域,東京都港区新橋２-１７-７,35.66688,139.758567,新橋駅前,15,0.07 ,高速バス,深夜急行バス〔新橋→成田空港〕,成田空港第２ターミナル方面,,東京都港区新橋
港区,新橋２丁目,虎ノ門広域,東京都港区新橋２-１７-７,35.66688,139.758567,新橋駅前,15,0.07 ,高速バス,深夜急行バス〔新橋→京成佐倉〕,京成佐倉駅〔南口〕方面,,東京都港区新橋
港区,新橋２丁目,虎ノ門広域,東京都港区新橋２-１７-７,35.66688,139.758567,新橋駅前,15,0.07 ,成田空港交通,新松戸・千葉ニュータウン・成田線〔深夜急行バス〕,成田空港第２ターミナル/新松戸駅方面,,東京都港区新橋
港区,新橋２丁目,虎ノ門広域,東京都港区新橋２-１７-７,35.66688,139.758567,新橋駅前,15,0.07 ,成田空港交通,西船橋・千葉ニュータウン・成田線〔深夜急行バス〕,成田空港第２ターミナル/西船橋駅方面,,東京都港区新橋
港区,新橋２丁目,虎ノ門広域,東京都港区新橋２-１７-７,35.66688,139.758567,新橋駅前,15,0.07 ,西東京バス,深夜急行〔八王子・高尾方面行き〕,恩方営業所方面,,東京都港区新橋
港区,新橋２丁目,虎ノ門広域,東京都港区新橋２-１７-７,35.66688,139.758567,新橋駅前,15,0.07 ,船橋新京成バス,深夜急行：船橋・北習志野・八千代緑が丘方面,鎌ヶ谷大仏（バス）方面,,東京都港区新橋
港区,新橋２丁目,虎ノ門広域,東京都港区新橋２-１７-７,35.66688,139.758567,新橋駅前,15,0.07 ,都営バス,市０１,豊洲市場方面,,東京都港区新橋
港区,新橋２丁目,虎ノ門広域,東京都港区新橋２-１７-７,35.66688,139.758567,新橋駅前,15,0.07 ,都営バス,橋６３,小滝橋車庫前方面,,東京都港区新橋
港区,新橋２丁目,虎ノ門広域,東京都港区新橋２-１７-７,35.66688,139.758567,新橋駅前,15,0.07 ,都営バス,橋８６,目黒駅前方面,,東京都港区新橋
港区,新橋２丁目,虎ノ門広域,東京都港区新橋２-１７-７,35.66688,139.758567,新橋駅前,15,0.07 ,都営バス,渋８８,渋谷駅前方面,,東京都港区新橋
港区,新橋２丁目,虎ノ門広域,東京都港区新橋２-１７-７,35.66688,139.758567,新橋駅前,15,0.07 ,都営バス,都０１,渋谷駅前方面,,東京都港区新橋
港区,新橋２丁目,虎ノ門広域,東京都港区新橋２-１７-７,35.66688,139.758567,新橋駅前,15,0.07 ,都営バス,都０６,渋谷駅前方面,,東京都港区新橋
港区,新橋１丁目,虎ノ門広域,東京都港区新橋１-１１-５,35.667436,139.759302,新橋(東京都),2,0.50 ,都営バス,業１０(新橋-とうきょうスカイツリー駅前),とうきょうスカイツリー駅前方面,,東京都港区新橋
港区,新橋１丁目,虎ノ門広域,東京都港区新橋１-１１-５,35.667436,139.759302,新橋(東京都),2,0.50 ,都営バス,業１０〔夜間〕,銀座四丁目（東京都）/とうきょうスカイツリー駅前方面,,東京都港区新橋
港区,新橋１丁目,虎ノ門広域,東京都港区新橋１-１６-６,35.66794,139.756854,新橋駅北口,4,0.25 ,ちぃばす,芝ルート,みなとパーク芝浦方面,,東京都港区新橋
港区,新橋１丁目,虎ノ門広域,東京都港区新橋１-１６-６,35.66794,139.756854,新橋駅北口,4,0.25 ,都営バス,渋８８,新橋駅前方面,渋谷駅前方面,東京都港区新橋
港区,新橋１丁目,虎ノ門広域,東京都港区新橋１-１６-６,35.66794,139.756854,新橋駅北口,4,0.25 ,都営バス,都０１,新橋駅前方面,渋谷駅前方面,東京都港区新橋
港区,新橋１丁目,虎ノ門広域,東京都港区新橋１-１６-６,35.66794,139.756854,新橋駅北口,4,0.25 ,都営バス,深夜０１,渋谷駅前方面,,東京都港区新橋
新宿区,信濃町,-,東京都新宿区信濃町３１-２,35.68113,139.719356,信濃町駅前,1,1.00 ,都営バス,品９７,新宿駅西口方面,品川駅高輪口方面,東京都新宿区信濃町
渋谷区,上原３丁目,-,東京都渋谷区上原３-２３-１,35.664107,139.677251,駒場リサーチキャンパス,1,1.00 ,東急バス,渋55,幡ヶ谷折返所方面,,東京都渋谷区上原
渋谷区,上原３丁目,-,東京都渋谷区上原３-６-１２,35.668105,139.680111,古賀音楽博物館,4,0.25 ,ハチ公バス,丘を越えてルート〔上原方面〕,代々木上原駅方面,,東京都渋谷区上原
渋谷区,上原３丁目,-,東京都渋谷区上原３-６-１２,35.668105,139.680111,古賀音楽博物館,4,0.25 ,ハチ公バス,丘を越えてルート〔渋谷方面〕,渋谷駅西口〔ハチ公バス〕方面,,東京都渋谷区上原
渋谷区,上原３丁目,-,東京都渋谷区上原３-６-１２,35.668105,139.680111,古賀音楽博物館,4,0.25 ,京王バス,渋69/渋68,渋谷駅方面,笹塚駅/大原一丁目（東京都）方面,東京都渋谷区上原
渋谷区,上原３丁目,-,東京都渋谷区上原３-６-１２,35.668105,139.680111,古賀音楽博物館,4,0.25 ,京王バス,渋60,笹塚駅方面,渋谷駅方面,東京都渋谷区上原
渋谷区,上原３丁目,-,東京都渋谷区上原３-２６-９,35.664023,139.675283,松蔭学園前,1,1.00 ,東急バス,渋55,幡ヶ谷折返所方面,渋谷駅方面,東京都渋谷区上原
渋谷区,上原２丁目,-,東京都渋谷区上原２-４-８,35.667904,139.683535,上原二丁目,3,0.33 ,ハチ公バス,丘を越えてルート〔上原方面〕,代々木上原駅方面,,東京都渋谷区上原
渋谷区,上原２丁目,-,東京都渋谷区上原２-４-８,35.667904,139.683535,上原二丁目,3,0.33 ,京王バス,渋69/渋68,渋谷駅方面,笹塚駅/大原一丁目（東京都）方面,東京都渋谷区上原
渋谷区,上原２丁目,-,東京都渋谷区上原２-４-８,35.667904,139.683535,上原二丁目,3,0.33 ,京王バス,渋60,笹塚駅方面,渋谷駅方面,東京都渋谷区上原
中央区,勝どき５丁目,-,東京都中央区勝どき５-３-１０,35.656113,139.773023,新島橋,4,0.25 ,江戸バス(中央区),南循環〔勝どき駅→中央区役所〕,豊海町/聖路加国際病院方面,,東京都中央区勝どき
中央区,勝どき５丁目,-,東京都中央区勝どき５-３-１０,35.656113,139.773023,新島橋,4,0.25 ,都営バス,都０４,豊海水産埠頭方面,東京駅丸の内南口方面,東京都中央区勝どき
中央区,勝どき５丁目,-,東京都中央区勝どき５-３-１０,35.656113,139.773023,新島橋,4,0.25 ,都営バス,門３３,亀戸駅前方面,豊海水産埠頭方面,東京都中央区勝どき
中央区,勝どき５丁目,-,東京都中央区勝どき５-３-１０,35.656113,139.773023,新島橋,4,0.25 ,都営バス,直行０２,東京駅八重洲口方面,,東京都中央区勝どき
中央区,勝どき５丁目,-,東京都中央区勝どき５-１１-１１,35.655107,139.771494,豊海区民館入口,3,0.33 ,都営バス,都０４,豊海水産埠頭方面,東京駅丸の内南口方面,東京都中央区勝どき
中央区,勝どき５丁目,-,東京都中央区勝どき５-１１-１１,35.655107,139.771494,豊海区民館入口,3,0.33 ,都営バス,門３３,亀戸駅前方面,豊海水産埠頭方面,東京都中央区勝どき
中央区,勝どき５丁目,-,東京都中央区勝どき５-１１-１１,35.655107,139.771494,豊海区民館入口,3,0.33 ,都営バス,直行０２,東京駅八重洲口方面,,東京都中央区勝どき
中央区,勝どき４丁目,-,東京都中央区勝どき４-１０-１,35.657841,139.775516,勝どき三丁目,4,0.25 ,江戸バス(中央区),南循環〔勝どき駅→中央区役所〕,聖路加国際病院/中央区役所（東京都）方面,,東京都中央区勝どき
中央区,勝どき４丁目,-,東京都中央区勝どき４-１０-１,35.657841,139.775516,勝どき三丁目,4,0.25 ,都営バス,都０４,豊海水産埠頭方面,東京駅丸の内南口方面,東京都中央区勝どき
中央区,勝どき４丁目,-,東京都中央区勝どき４-１０-１,35.657841,139.775516,勝どき三丁目,4,0.25 ,都営バス,門３３,亀戸駅前方面,豊海水産埠頭方面,東京都中央区勝どき
中央区,勝どき４丁目,-,東京都中央区勝どき４-１０-１,35.657841,139.775516,勝どき三丁目,4,0.25 ,都営バス,直行０２,東京駅八重洲口方面,,東京都中央区勝どき
中央区,勝どき２丁目,-,東京都中央区勝どき２-１４-３,35.65865,139.778361,勝どき駅前,11,0.09 ,江戸バス(中央区),南循環〔勝どき駅→中央区役所〕,聖路加国際病院/中央区役所（東京都）方面,,東京都中央区勝どき
中央区,勝どき２丁目,-,東京都中央区勝どき２-１４-３,35.65865,139.778361,勝どき駅前,11,0.09 ,都営バス,市０１,豊洲市場方面,新橋駅前方面,東京都中央区勝どき
中央区,勝どき２丁目,-,東京都中央区勝どき２-１４-３,35.65865,139.778361,勝どき駅前,11,0.09 ,都営バス,東１５,東京駅八重洲口方面,深川車庫前方面,東京都中央区勝どき
中央区,勝どき２丁目,-,東京都中央区勝どき２-１４-３,35.65865,139.778361,勝どき駅前,11,0.09 ,都営バス,業１０(新橋-とうきょうスカイツリー駅前),とうきょうスカイツリー駅前方面,,東京都中央区勝どき
中央区,勝どき２丁目,-,東京都中央区勝どき２-１４-３,35.65865,139.778361,勝どき駅前,11,0.09 ,都営バス,都０３,晴海埠頭方面,四谷駅方面,東京都中央区勝どき
中央区,勝どき２丁目,-,東京都中央区勝どき２-１４-３,35.65865,139.778361,勝どき駅前,11,0.09 ,都営バス,都０４,豊海水産埠頭方面,東京駅丸の内南口方面,東京都中央区勝どき
中央区,勝どき２丁目,-,東京都中央区勝どき２-１４-３,35.65865,139.778361,勝どき駅前,11,0.09 ,都営バス,都０５-１,晴海埠頭方面,東京駅丸の内南口方面,東京都中央区勝どき
中央区,勝どき２丁目,-,東京都中央区勝どき２-１４-３,35.65865,139.778361,勝どき駅前,11,0.09 ,都営バス,門３３,亀戸駅前方面,豊海水産埠頭方面,東京都中央区勝どき
中央区,勝どき２丁目,-,東京都中央区勝どき２-１４-３,35.65865,139.778361,勝どき駅前,11,0.09 ,都営バス,都０５-２,東京ビッグサイト〔バス〕方面,東京駅丸の内南口方面,東京都中央区勝どき
中央区,勝どき２丁目,-,東京都中央区勝どき２-１４-３,35.65865,139.778361,勝どき駅前,11,0.09 ,都営バス,深夜１３,有明一丁目方面,東京駅丸の内南口方面,東京都中央区勝どき
中央区,勝どき２丁目,-,東京都中央区勝どき２-１４-３,35.65865,139.778361,勝どき駅前,11,0.09 ,都営バス,直行０２,東京駅八重洲口方面,,東京都中央区勝どき
中央区,勝どき１丁目,-,東京都中央区勝どき１-３-８,35.660554,139.77642,勝どき橋南詰,7,0.14 ,都営バス,東１５,東京駅八重洲口方面,深川車庫前方面,東京都中央区勝どき
中央区,勝どき１丁目,-,東京都中央区勝どき１-３-８,35.660554,139.77642,勝どき橋南詰,7,0.14 ,都営バス,業１０(新橋-とうきょうスカイツリー駅前),とうきょうスカイツリー駅前方面,新橋（東京都）方面,東京都中央区勝どき
中央区,勝どき１丁目,-,東京都中央区勝どき１-３-８,35.660554,139.77642,勝どき橋南詰,7,0.14 ,都営バス,都０３,晴海埠頭方面,四谷駅方面,東京都中央区勝どき
中央区,勝どき１丁目,-,東京都中央区勝どき１-３-８,35.660554,139.77642,勝どき橋南詰,7,0.14 ,都営バス,都０４,東京駅丸の内南口方面,,東京都中央区勝どき
中央区,勝どき１丁目,-,東京都中央区勝どき１-３-８,35.660554,139.77642,勝どき橋南詰,7,0.14 ,都営バス,都０５-１,晴海埠頭方面,東京駅丸の内南口方面,東京都中央区勝どき
中央区,勝どき１丁目,-,東京都中央区勝どき１-３-８,35.660554,139.77642,勝どき橋南詰,7,0.14 ,都営バス,都０５-２,東京ビッグサイト〔バス〕方面,東京駅丸の内南口方面,東京都中央区勝どき
中央区,勝どき１丁目,-,東京都中央区勝どき１-３-８,35.660554,139.77642,勝どき橋南詰,7,0.14 ,都営バス,深夜１３,有明一丁目方面,東京駅丸の内南口方面,東京都中央区勝どき
渋谷区,初台２丁目,-,東京都渋谷区初台２-２６-９,35.674334,139.687793,初台坂下,3,0.33 ,京王バス,渋63/渋64,中野駅（東京都）方面,渋谷駅方面,東京都渋谷区初台
渋谷区,初台２丁目,-,東京都渋谷区初台２-２６-９,35.674334,139.687793,初台坂下,3,0.33 ,京王バス,渋61,渋谷駅方面,,東京都渋谷区初台
渋谷区,初台２丁目,-,東京都渋谷区初台２-２６-９,35.674334,139.687793,初台坂下,3,0.33 ,都営バス/京王バス,渋６６,渋谷駅方面,阿佐ヶ谷駅前方面,東京都渋谷区初台
渋谷区,初台２丁目,-,東京都渋谷区初台２-１３-１５,35.676391,139.683232,代々木郵便局,1,1.00 ,ハチ公バス,春の小川ルート,笹塚駅方面,渋谷区役所方面,東京都渋谷区初台
渋谷区,初台１丁目,-,東京都渋谷区初台１-３８-１２,35.680527,139.686731,初台駅,1,1.00 ,京王バス,渋61,渋谷駅方面,,東京都渋谷区初台
渋谷区,初台１丁目,-,東京都渋谷区初台１-４-４,35.679187,139.688575,初台坂上,2,0.50 ,京王バス,渋63/渋64,中野駅（東京都）方面,渋谷駅方面,東京都渋谷区初台
渋谷区,初台１丁目,-,東京都渋谷区初台１-４-４,35.679187,139.688575,初台坂上,2,0.50 ,都営バス/京王バス,渋６６,渋谷駅方面,阿佐ヶ谷駅前方面,東京都渋谷区初台
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷３-１５-５,35.655678,139.706108,並木橋(渋谷区),5,0.20 ,都営バス,田８７,田町駅前方面,渋谷駅前方面,東京都渋谷区渋谷
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷３-１５-５,35.655678,139.706108,並木橋(渋谷区),5,0.20 ,都営バス,都０６,新橋駅前方面,渋谷駅前方面,東京都渋谷区渋谷
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷３-１５-５,35.655678,139.706108,並木橋(渋谷区),5,0.20 ,東急バス,渋72[縁日],五反田駅方面,渋谷駅東口〔東急〕方面,東京都渋谷区渋谷
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷３-１５-５,35.655678,139.706108,並木橋(渋谷区),5,0.20 ,東急バス,渋71,洗足駅方面,渋谷駅東口〔東急〕方面,東京都渋谷区渋谷
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷３-１５-５,35.655678,139.706108,並木橋(渋谷区),5,0.20 ,東急バス,渋72,五反田駅方面,渋谷駅東口〔東急〕方面,東京都渋谷区渋谷
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷２-２３-５,35.659005,139.702028,渋谷駅前,7,0.14 ,都営バス,学０３,日赤医療センター前（東京都）方面,,東京都渋谷区渋谷
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷２-２３-５,35.659005,139.702028,渋谷駅前,7,0.14 ,都営バス,渋８８,新橋駅前方面,,東京都渋谷区渋谷
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷２-２３-５,35.659005,139.702028,渋谷駅前,7,0.14 ,都営バス,田８７,田町駅前方面,,東京都渋谷区渋谷
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷２-２３-５,35.659005,139.702028,渋谷駅前,7,0.14 ,都営バス,都０１,新橋駅前方面,,東京都渋谷区渋谷
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷２-２３-５,35.659005,139.702028,渋谷駅前,7,0.14 ,都営バス,都０６,新橋駅前方面,,東京都渋谷区渋谷
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷２-２３-５,35.659005,139.702028,渋谷駅前,7,0.14 ,都営バス,ＲＨ０１,六本木ヒルズ方面,,東京都渋谷区渋谷
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷２-２３-５,35.659005,139.702028,渋谷駅前,7,0.14 ,都営バス,深夜０１,新橋駅北口方面,,東京都渋谷区渋谷
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷２-２２-７,35.65832,139.703643,渋谷駅東口〔ハチ公バス〕,1,1.00 ,ハチ公バス,夕やけこやけルート(区役所-恵比寿),恵比寿ガーデンプレイス方面,,東京都渋谷区渋谷
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷２-２２-１,35.658555,139.702628,渋谷駅東口〔東急〕,3,0.33 ,東急バス,渋72[縁日],五反田駅方面,,東京都渋谷区渋谷
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷２-２２-１,35.658555,139.702628,渋谷駅東口〔東急〕,3,0.33 ,東急バス,渋71,洗足駅方面,,東京都渋谷区渋谷
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷２-２２-１,35.658555,139.702628,渋谷駅東口〔東急〕,3,0.33 ,東急バス,渋72,五反田駅方面,,東京都渋谷区渋谷
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷２-１２-１９,35.658316,139.707491,渋谷三丁目,1,1.00 ,都営バス,学０３,日赤医療センター前（東京都）方面,,東京都渋谷区渋谷
