指標名,バス停,,,,,,,,,,,,
出典,NAVITIME,,,,,,,,,,,,
年次,2020/3/10取得,,,,,,,,,,,,
URL,https://www.navitime.co.jp/,,,,,,,,,,,,
備考,路線ごとに1データあるので、単純な駅数が知りたい場合は「1÷路線数」を合計,,,,,,,,,,,,
,,,,,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,路線数,1÷路線数,事業者,路線名,方面①,方面②,およそ住所
千代田区,八重洲２丁目,日八京,東京都中央区八重洲２-１-４,35.679893,139.7697,東京駅八重洲口前,60,0.02 ,平和交通,マイタウンライナー外房大網線〔深夜急行〕,大網駅/山田インター入口方面,,東京都中央区八重洲
千代田区,八重洲２丁目,日八京,東京都中央区八重洲２-１-４,35.679893,139.7697,東京駅八重洲口前,60,0.02 ,平和交通,マイタウンライナー成田線〔深夜急行〕,ＪＲ佐倉駅〔北口〕/ＪＲ成田駅〔東口〕方面,,東京都中央区八重洲
千代田区,八重洲２丁目,日八京,東京都中央区八重洲２-１-４,35.679893,139.7697,東京駅八重洲口前,60,0.02 ,平和交通,マイタウンライナー千葉ニュータウン線〔深夜急行〕,新鎌ケ谷駅/印旛日本医大駅方面,,東京都中央区八重洲
千代田区,八重洲２丁目,日八京,東京都中央区八重洲２-１-４,35.679893,139.7697,東京駅八重洲口前,60,0.02 ,平和交通,マイタウンライナー勝田台・ユーカリが丘線〔深夜急行〕,ユーカリが丘駅北入口方面,,東京都中央区八重洲
千代田区,八重洲２丁目,日八京,東京都中央区八重洲２-１-４,35.679893,139.7697,東京駅八重洲口前,60,0.02 ,平和交通,マイタウンライナー内房五井線〔深夜急行〕,おゆみ野駅/五井駅東口方面,,東京都中央区八重洲
千代田区,八重洲２丁目,日八京,東京都中央区八重洲２-１-４,35.679893,139.7697,東京駅八重洲口前,60,0.02 ,平和交通,マイタウンライナー蘇我線〔深夜急行〕,蘇我駅西口方面,,東京都中央区八重洲
千代田区,八重洲２丁目,日八京,東京都中央区八重洲２-１-４,35.679893,139.7697,東京駅八重洲口前,60,0.02 ,平和交通,マイタウンライナー幕張ベイエリア・稲毛線〔深夜急行〕,西小中台団地方面,,東京都中央区八重洲
中央区,八重洲２丁目,日八京,東京都中央区八重洲２-１-４,35.679893,139.7697,東京駅八重洲口前,60,0.02 ,平和交通,マイタウンライナーおゆみ野／ちはら台線,ちはら台駅方面,,東京都中央区八重洲
中央区,八重洲２丁目,日八京,東京都中央区八重洲２-１-４,35.679893,139.7697,東京駅八重洲口前,60,0.02 ,平和交通,マイタウンライナー外房大網線〔深夜急行〕,大網駅/山田インター入口方面,,東京都中央区八重洲
中央区,八重洲２丁目,日八京,東京都中央区八重洲２-１-４,35.679893,139.7697,東京駅八重洲口前,60,0.02 ,平和交通,マイタウンライナー成田線〔深夜急行〕,ＪＲ佐倉駅〔北口〕/ＪＲ成田駅〔東口〕方面,,東京都中央区八重洲
中央区,八重洲２丁目,日八京,東京都中央区八重洲２-１-４,35.679893,139.7697,東京駅八重洲口前,60,0.02 ,平和交通,マイタウンライナー千葉ニュータウン線〔深夜急行〕,新鎌ケ谷駅/印旛日本医大駅方面,,東京都中央区八重洲
中央区,八重洲２丁目,日八京,東京都中央区八重洲２-１-４,35.679893,139.7697,東京駅八重洲口前,60,0.02 ,平和交通,マイタウンライナー勝田台・ユーカリが丘線〔深夜急行〕,ユーカリが丘駅北入口方面,,東京都中央区八重洲
中央区,八重洲２丁目,日八京,東京都中央区八重洲２-１-４,35.679893,139.7697,東京駅八重洲口前,60,0.02 ,平和交通,マイタウンライナー内房五井線〔深夜急行〕,おゆみ野駅/五井駅東口方面,,東京都中央区八重洲
中央区,八重洲２丁目,日八京,東京都中央区八重洲２-１-４,35.679893,139.7697,東京駅八重洲口前,60,0.02 ,平和交通,マイタウンライナー蘇我線〔深夜急行〕,蘇我駅西口方面,,東京都中央区八重洲
中央区,八重洲２丁目,日八京,東京都中央区八重洲２-１-４,35.679893,139.7697,東京駅八重洲口前,60,0.02 ,平和交通,マイタウンライナー幕張ベイエリア・稲毛線〔深夜急行〕,西小中台団地方面,,東京都中央区八重洲
千代田区,八重洲２丁目,日八京,東京都中央区八重洲２-１-４,35.679893,139.7697,東京駅八重洲口前,60,0.02 ,平和交通/あすか交通,幕張ベイエリア線〔幕張メッセ経由〕,あすか交通本社方面,,東京都中央区八重洲
千代田区,八重洲２丁目,日八京,東京都中央区八重洲２-１-４,35.679893,139.7697,東京駅八重洲口前,60,0.02 ,平和交通/あすか交通,幕張ベイエリア線,平和交通本社方面,,東京都中央区八重洲
中央区,八重洲２丁目,日八京,東京都中央区八重洲２-１-４,35.679893,139.7697,東京駅八重洲口前,60,0.02 ,平和交通/あすか交通,幕張ベイエリア線〔幕張メッセ経由〕,あすか交通本社方面,,東京都中央区八重洲
中央区,八重洲２丁目,日八京,東京都中央区八重洲２-１-４,35.679893,139.7697,東京駅八重洲口前,60,0.02 ,平和交通/あすか交通,幕張ベイエリア線,平和交通本社方面,,東京都中央区八重洲
中央区,八重洲２丁目,日八京,東京都中央区八重洲２-１-１,35.67994,139.769177,東京駅八重洲南口〔空港リムジン〕,1,1.00 ,空港連絡バス,２３区内エリア-羽田空港(東京),羽田空港国際線ターミナル〔バス〕方面,,東京都中央区八重洲
渋谷区,幡ケ谷３丁目,-,東京都渋谷区幡ケ谷３-２２-１,35.678922,139.673951,七号通り,2,0.50 ,ハチ公バス,春の小川ルート,渋谷区役所方面,,東京都渋谷区幡ヶ谷
渋谷区,幡ケ谷３丁目,-,東京都渋谷区幡ケ谷３-２２-１,35.678922,139.673951,七号通り,2,0.50 ,京王バス,宿41/宿45,中野車庫/中野駅（東京都）方面,新宿駅西口方面,東京都渋谷区幡ヶ谷
渋谷区,幡ケ谷３丁目,-,東京都渋谷区幡ケ谷３-１１-３,35.680988,139.67477,中幡小学校,1,1.00 ,ハチ公バス,春の小川ルート,笹塚駅方面,,東京都渋谷区幡ヶ谷
渋谷区,幡ケ谷３丁目,-,東京都渋谷区幡ケ谷３-３２-３,35.678848,139.671629,幡ヶ谷保健相談所,1,1.00 ,ハチ公バス,春の小川ルート,笹塚駅方面,,東京都渋谷区幡ヶ谷
渋谷区,幡ケ谷２丁目,-,東京都渋谷区幡ケ谷２-３６-１,35.677398,139.671001,笹塚中学,4,0.25 ,ハチ公バス,春の小川ルート,笹塚駅方面,渋谷区役所方面,東京都渋谷区幡ヶ谷
渋谷区,幡ケ谷２丁目,-,東京都渋谷区幡ケ谷２-３６-１,35.677398,139.671001,笹塚中学,4,0.25 ,京王バス,宿41/宿45/中81他,中野車庫方面,新宿駅西口方面,東京都渋谷区幡ヶ谷
渋谷区,幡ケ谷２丁目,-,東京都渋谷区幡ケ谷２-３６-１,35.677398,139.671001,笹塚中学,4,0.25 ,京王バス,渋63/宿45,渋谷駅方面,中野駅（東京都）方面,東京都渋谷区幡ヶ谷
渋谷区,幡ケ谷２丁目,-,東京都渋谷区幡ケ谷２-３６-１,35.677398,139.671001,笹塚中学,4,0.25 ,京王バス,中81他,笹塚駅方面,,東京都渋谷区幡ヶ谷
渋谷区,幡ケ谷２丁目,-,東京都渋谷区幡ケ谷２-２１-４,35.675968,139.672627,幡ヶ谷原町,3,0.33 ,京王バス,渋63,中野駅（東京都）方面,渋谷駅方面,東京都渋谷区幡ヶ谷
渋谷区,幡ケ谷２丁目,-,東京都渋谷区幡ケ谷２-２１-４,35.675968,139.672627,幡ヶ谷原町,3,0.33 ,小田急バス,宿44(武蔵境駅-新宿駅),新宿駅西口方面,武蔵境駅南口方面,東京都渋谷区幡ヶ谷
渋谷区,幡ケ谷２丁目,-,東京都渋谷区幡ケ谷２-２１-４,35.675968,139.672627,幡ヶ谷原町,3,0.33 ,都営バス/京王バス,渋６６,渋谷駅方面,阿佐ヶ谷駅前方面,東京都渋谷区幡ヶ谷
渋谷区,幡ケ谷１丁目,-,東京都渋谷区幡ケ谷１-２-５,35.677279,139.677024,幡ヶ谷駅,3,0.33 ,京王バス,渋63,中野駅（東京都）方面,渋谷駅方面,東京都渋谷区幡ヶ谷
渋谷区,幡ケ谷１丁目,-,東京都渋谷区幡ケ谷１-２-５,35.677279,139.677024,幡ヶ谷駅,3,0.33 ,小田急バス,宿44(武蔵境駅-新宿駅),新宿駅西口方面,武蔵境駅南口方面,東京都渋谷区幡ヶ谷
渋谷区,幡ケ谷１丁目,-,東京都渋谷区幡ケ谷１-２-５,35.677279,139.677024,幡ヶ谷駅,3,0.33 ,都営バス/京王バス,渋６６,渋谷駅方面,阿佐ヶ谷駅前方面,東京都渋谷区幡ヶ谷
渋谷区,幡ケ谷１丁目,-,東京都渋谷区幡ケ谷１-２３-９,35.673926,139.67422,幡ヶ谷折返所,1,1.00 ,東急バス,渋55,渋谷駅方面,,東京都渋谷区幡ヶ谷
港区,白金台５丁目,-,東京都港区白金台５-１８-１０,35.636499,139.722924,白金台五丁目,4,0.25 ,都営バス,品９３,目黒駅前方面,大井競馬場前（バス）方面,東京都港区白金台
港区,白金台５丁目,-,東京都港区白金台５-１８-１０,35.636499,139.722924,白金台五丁目,4,0.25 ,都営バス,橋８６,新橋駅前方面,目黒駅前方面,東京都港区白金台
港区,白金台５丁目,-,東京都港区白金台５-１８-１０,35.636499,139.722924,白金台五丁目,4,0.25 ,都営バス,黒７７,千駄ヶ谷駅前方面,目黒駅前方面,東京都港区白金台
港区,白金台５丁目,-,東京都港区白金台５-１８-１０,35.636499,139.722924,白金台五丁目,4,0.25 ,東急バス,東98,等々力操車所方面,東京駅丸の内南口方面,東京都港区白金台
港区,白金台５丁目,-,東京都港区白金台５-３-２,35.642781,139.721353,白金六丁目,2,0.50 ,都営バス,橋８６,新橋駅前方面,目黒駅前方面,東京都港区白金台
港区,白金台５丁目,-,東京都港区白金台５-３-２,35.642781,139.721353,白金六丁目,2,0.50 ,都営バス,黒７７,千駄ヶ谷駅前方面,目黒駅前方面,東京都港区白金台
港区,白金台４丁目,-,東京都港区白金台４-２０-５,35.63994,139.722516,東大医科研病院西門,2,0.50 ,都営バス,橋８６,新橋駅前方面,目黒駅前方面,東京都港区白金台
港区,白金台４丁目,-,東京都港区白金台４-２０-５,35.63994,139.722516,東大医科研病院西門,2,0.50 ,都営バス,黒７７,千駄ヶ谷駅前方面,目黒駅前方面,東京都港区白金台
港区,白金台４丁目,-,東京都港区白金台４-７-６,35.637925,139.726183,白金台駅前,2,0.50 ,都営バス,品９３,目黒駅前方面,大井競馬場前（バス）方面,東京都港区白金台
港区,白金台４丁目,-,東京都港区白金台４-７-６,35.637925,139.726183,白金台駅前,2,0.50 ,東急バス,東98,等々力操車所方面,東京駅丸の内南口方面,東京都港区白金台
港区,白金台３丁目,-,東京都港区白金台３-３-１,35.636721,139.728365,白金小学校前,1,1.00 ,都営バス,品９３,目黒駅前方面,大井競馬場前（バス）方面,東京都港区白金台
港区,白金台２丁目,-,東京都港区白金台２-２６-１２,35.631446,139.72999,高輪台駅前,1,1.00 ,都営バス,反９４,赤羽橋駅前方面,五反田駅方面,東京都港区高輪
港区,白金台２丁目,-,東京都港区白金台２-１０-２,35.633784,139.731075,白金台二丁目,1,1.00 ,都営バス,反９４,赤羽橋駅前方面,五反田駅方面,東京都港区高輪
港区,白金台２丁目,-,東京都港区白金台２-６-９,35.635915,139.731393,明治学院前,2,0.50 ,都営バス,反９４,赤羽橋駅前方面,五反田駅方面,東京都港区高輪
港区,白金台２丁目,-,東京都港区白金台２-６-９,35.635915,139.731393,明治学院前,2,0.50 ,都営バス,品９３,目黒駅前方面,大井競馬場前（バス）方面,東京都港区高輪
港区,白金台１丁目,-,東京都港区白金台１-１-４９,35.639289,139.732129,白金台一丁目,1,1.00 ,都営バス,反９４,赤羽橋駅前方面,五反田駅方面,東京都港区高輪
渋谷区,白金６丁目,-,東京都港区白金６-２３-１,35.644465,139.721708,恵比寿三丁目,3,0.33 ,都営バス,橋８６,新橋駅前方面,目黒駅前方面,東京都渋谷区恵比寿
渋谷区,白金６丁目,-,東京都港区白金６-２３-１,35.644465,139.721708,恵比寿三丁目,3,0.33 ,都営バス,田８７,田町駅前方面,渋谷駅前方面,東京都渋谷区恵比寿
渋谷区,白金６丁目,-,東京都港区白金６-２３-１,35.644465,139.721708,恵比寿三丁目,3,0.33 ,都営バス,黒７７,千駄ヶ谷駅前方面,目黒駅前方面,東京都渋谷区恵比寿
港区,白金６丁目,-,東京都港区白金６-６-２,35.644438,139.725735,北里研究所前,1,1.00 ,都営バス,田８７,田町駅前方面,渋谷駅前方面,東京都港区白金
港区,白金３丁目,-,東京都港区白金３-１９-９,35.643801,139.730358,三光坂下,1,1.00 ,都営バス,田８７,田町駅前方面,渋谷駅前方面,東京都港区白金
港区,白金３丁目,-,東京都港区白金３-１-１,35.647274,139.731366,四ノ橋,2,0.50 ,都営バス,品９７,新宿駅西口方面,品川駅高輪口方面,東京都港区南麻布
港区,白金３丁目,-,東京都港区白金３-１-１,35.647274,139.731366,四ノ橋,2,0.50 ,都営バス,都０６,新橋駅前方面,渋谷駅前方面,東京都港区南麻布
港区,白金２丁目,-,東京都港区白金２-５-１６,35.640251,139.73115,清正公前,1,1.00 ,東急バス,東98,等々力操車所方面,東京駅丸の内南口方面,東京都港区白金台
新宿区,納戸町,-,東京都新宿区納戸町５-４,35.69776,139.73412,納戸町,1,1.00 ,都営バス,橋６３,新橋駅前方面,小滝橋車庫前方面,東京都新宿区納戸町
中央区,日本橋本町４丁目,日八京,東京都中央区日本橋本町４-９-１,35.689505,139.775734,本町三丁目(中央区),1,1.00 ,都営バス,東４２甲(南千住車庫前-東京駅八重洲口),東京駅八重洲口方面,南千住駅西口方面,東京都中央区日本橋本町
中央区,日本橋堀留町１丁目,-,東京都中央区日本橋堀留町１-８-１１,35.687547,139.781091,堀留町,1,1.00 ,都営バス,秋２６,秋葉原駅前方面,,東京都中央区日本橋堀留町
中央区,日本橋浜町３丁目,-,東京都中央区日本橋浜町３-１９-４,35.684316,139.789354,清洲橋,1,1.00 ,都営バス,秋２６,秋葉原駅前方面,葛西駅前方面,東京都中央区日本橋浜町
中央区,日本橋浜町２丁目,-,東京都中央区日本橋浜町２-３３-２,35.688268,139.786369,久松町,1,1.00 ,都営バス,秋２６,葛西駅前方面,,東京都中央区日本橋浜町
中央区,日本橋浜町２丁目,-,東京都中央区日本橋浜町２-２３-３,35.6857,139.787729,浜町中の橋,2,0.50 ,都営バス,秋２６,秋葉原駅前方面,葛西駅前方面,東京都中央区日本橋浜町
中央区,日本橋浜町２丁目,-,東京都中央区日本橋浜町２-２３-３,35.6857,139.787729,浜町中の橋,2,0.50 ,都営バス,錦１１,築地駅前方面,亀戸駅前方面,東京都中央区日本橋浜町
中央区,日本橋浜町２丁目,-,東京都中央区日本橋浜町２-５４-５,35.686434,139.789945,浜町二丁目(東京都),1,1.00 ,都営バス,錦１１,築地駅前方面,亀戸駅前方面,東京都中央区日本橋浜町
中央区,日本橋箱崎町,-,東京都中央区日本橋箱崎町４１-９,35.681862,139.787303,東京シティ・エアターミナル,3,0.33 ,空港連絡バス,成田空港-東京駅・日本橋エリア,東京駅八重洲南口〔空港リムジン〕/東京駅八重洲北口〔鉄鋼ビル〕方面,,東京都中央区日本橋箱崎町
中央区,日本橋箱崎町,-,東京都中央区日本橋箱崎町４１-９,35.681862,139.787303,東京シティ・エアターミナル,3,0.33 ,空港連絡バス,２３区内エリア-成田空港(東京駅・日本橋),成田空港第１ターミナル北ウィング方面,,東京都中央区日本橋箱崎町
中央区,日本橋箱崎町,-,東京都中央区日本橋箱崎町４１-９,35.681862,139.787303,東京シティ・エアターミナル,3,0.33 ,空港連絡バス,２３区内エリア-羽田空港(お台場・浅草),羽田空港国際線ターミナル〔バス〕方面,,東京都中央区日本橋箱崎町
中央区,日本橋馬喰町１丁目,-,東京都中央区日本橋馬喰町１-１１-１０,35.694448,139.783854,浅草橋,2,0.50 ,都営バス,東４２甲(南千住車庫前-東京駅八重洲口),東京駅八重洲口方面,南千住駅西口方面,東京都中央区日本橋馬喰町
中央区,日本橋馬喰町１丁目,-,東京都中央区日本橋馬喰町１-１１-１０,35.694448,139.783854,浅草橋,2,0.50 ,都営バス,東４２甲(浅草橋駅前-東神田),東神田（東京都）方面,,東京都中央区日本橋馬喰町
中央区,日本橋馬喰町１丁目,-,東京都中央区日本橋馬喰町１-５-７,35.69262,139.781494,馬喰町(東京都),3,0.33 ,都営バス,東４２甲(南千住車庫前-東京駅八重洲口),東京駅八重洲口方面,南千住駅西口方面,東京都中央区日本橋馬喰町
中央区,日本橋馬喰町１丁目,-,東京都中央区日本橋馬喰町１-５-７,35.69262,139.781494,馬喰町(東京都),3,0.33 ,都営バス,東４２甲(浅草橋駅前-東神田),浅草橋駅前方面,,東京都中央区日本橋馬喰町
中央区,日本橋馬喰町１丁目,-,東京都中央区日本橋馬喰町１-５-７,35.69262,139.781494,馬喰町(東京都),3,0.33 ,都営バス,秋２６,葛西駅前方面,,東京都中央区日本橋馬喰町
中央区,日本橋人形町３丁目,-,東京都中央区日本橋人形町３-７-８,35.686772,139.781752,人形町三丁目,1,1.00 ,都営バス,秋２６,秋葉原駅前方面,,東京都中央区日本橋人形町
中央区,日本橋人形町１丁目,-,東京都中央区日本橋人形町１-１５-６,35.684397,139.783846,水天宮前(中央区),3,0.33 ,江戸バス(中央区),北循環〔浜町駅→中央区役所〕,中央区役所（東京都）方面,,東京都中央区日本橋人形町
中央区,日本橋人形町１丁目,-,東京都中央区日本橋人形町１-１５-６,35.684397,139.783846,水天宮前(中央区),3,0.33 ,都営バス,秋２６,秋葉原駅前方面,,東京都中央区日本橋人形町
中央区,日本橋人形町１丁目,-,東京都中央区日本橋人形町１-１５-６,35.684397,139.783846,水天宮前(中央区),3,0.33 ,都営バス,錦１１,築地駅前方面,亀戸駅前方面,東京都中央区日本橋人形町
中央区,日本橋小網町,-,東京都中央区日本橋小網町１０-７,35.682399,139.780827,蛎殻町,1,1.00 ,都営バス,錦１１,築地駅前方面,亀戸駅前方面,東京都中央区日本橋小網町
中央区,日本橋小伝馬町,-,東京都中央区日本橋小伝馬町１２-４,35.690765,139.778541,小伝馬町,2,0.50 ,都営バス,東４２甲(南千住車庫前-東京駅八重洲口),東京駅八重洲口方面,南千住駅西口方面,東京都中央区日本橋小伝馬町
中央区,日本橋小伝馬町,-,東京都中央区日本橋小伝馬町１２-４,35.690765,139.778541,小伝馬町,2,0.50 ,都営バス,秋２６,秋葉原駅前方面,,東京都中央区日本橋小伝馬町
中央区,日本橋室町３丁目,日八京,東京都中央区日本橋室町３-３-３,35.687854,139.773431,ＪＲ新日本橋駅［中外製薬前］,2,0.50 ,江戸バス(中央区),北循環〔中央区役所→浜町駅〕,浜町駅［明治座前］/水天宮前（中央区）方面,,東京都中央区日本橋室町
中央区,日本橋室町３丁目,日八京,東京都中央区日本橋室町３-３-３,35.687854,139.773431,ＪＲ新日本橋駅［中外製薬前］,2,0.50 ,日の丸自動車,メトロリンク日本橋,東京駅八重洲口/ＪＲ新日本橋駅［中外製薬前］方面,,東京都中央区日本橋室町
中央区,日本橋室町３丁目,日八京,東京都中央区日本橋室町３-４-４,35.688247,139.77351,室町三丁目,1,1.00 ,都営バス,東４２甲(南千住車庫前-東京駅八重洲口),東京駅八重洲口方面,南千住駅西口方面,東京都中央区日本橋室町
中央区,日本橋室町２丁目,日八京,東京都中央区日本橋室町２-１-１,35.687055,139.77312,マンダリンオリエンタル東京,1,1.00 ,空港連絡バス,２３区内エリア-成田空港(東京駅・日本橋),成田空港第１ターミナル北ウィング方面,,東京都中央区日本橋室町
中央区,日本橋室町２丁目,日八京,東京都中央区日本橋室町２-１-２,35.687265,139.772801,三井記念美術館,1,1.00 ,日の丸自動車,メトロリンク日本橋,ＪＲ新日本橋駅［中外製薬前］/東京駅八重洲口方面,,東京都中央区日本橋室町
中央区,日本橋室町２丁目,日八京,東京都中央区日本橋室町２-２-１,35.686651,139.773951,日本橋室町一丁目,1,1.00 ,日の丸自動車,メトロリンク日本橋,東京駅八重洲口/ＪＲ新日本橋駅［中外製薬前］方面,,東京都中央区日本橋室町
中央区,日本橋室町１丁目,日八京,東京都中央区日本橋室町１-３-８,35.685361,139.774203,地下鉄三越前駅,1,1.00 ,日の丸自動車,メトロリンク日本橋,ＪＲ新日本橋駅［中外製薬前］/東京駅八重洲口方面,,東京都中央区日本橋室町
中央区,日本橋室町１丁目,日八京,東京都中央区日本橋室町１-６-５,35.685429,139.774316,日本橋三越,2,0.50 ,都営バス,東４２甲(南千住車庫前-東京駅八重洲口),東京駅八重洲口方面,南千住駅西口方面,東京都中央区日本橋室町
中央区,日本橋室町１丁目,日八京,東京都中央区日本橋室町１-６-５,35.685429,139.774316,日本橋三越,2,0.50 ,都営バス,Ｓ-１,東京駅丸の内北口方面,錦糸町駅前方面,東京都中央区日本橋室町
中央区,日本橋茅場町１丁目,-,東京都中央区日本橋茅場町１-１１-２,35.679921,139.78013,茅場町,3,0.33 ,都営バス,東２０,錦糸町駅前方面,東京駅丸の内北口方面,東京都中央区日本橋茅場町
中央区,日本橋茅場町１丁目,-,東京都中央区日本橋茅場町１-１１-２,35.679921,139.78013,茅場町,3,0.33 ,都営バス,東２２,錦糸町駅前方面,東京駅丸の内北口方面,東京都中央区日本橋茅場町
中央区,日本橋茅場町１丁目,-,東京都中央区日本橋茅場町１-１１-２,35.679921,139.78013,茅場町,3,0.33 ,都営バス,錦１１,築地駅前方面,亀戸駅前方面,東京都中央区日本橋茅場町
中央区,日本橋兜町,-,東京都中央区日本橋兜町１２-３,35.680981,139.777575,兜町,9,0.11 ,都営バス,東２０,錦糸町駅前方面,東京駅丸の内北口方面,東京都中央区日本橋兜町
中央区,日本橋兜町,-,東京都中央区日本橋兜町１２-３,35.680981,139.777575,兜町,9,0.11 ,都営バス,東２２,錦糸町駅前方面,東京駅丸の内北口方面,東京都中央区日本橋兜町
中央区,日本橋兜町,-,東京都中央区日本橋兜町１２-３,35.680981,139.777575,兜町,9,0.11 ,平和交通,マイタウンライナー外房大網線〔深夜急行〕,大網駅/山田インター入口方面,,東京都中央区日本橋兜町
中央区,日本橋兜町,-,東京都中央区日本橋兜町１２-３,35.680981,139.777575,兜町,9,0.11 ,平和交通,マイタウンライナー成田線〔深夜急行〕,ＪＲ佐倉駅〔北口〕/ＪＲ成田駅〔東口〕方面,,東京都中央区日本橋兜町
中央区,日本橋兜町,-,東京都中央区日本橋兜町１２-３,35.680981,139.777575,兜町,9,0.11 ,平和交通,マイタウンライナー千葉ニュータウン線〔深夜急行〕,新鎌ケ谷駅/印旛日本医大駅方面,,東京都中央区日本橋兜町
中央区,日本橋兜町,-,東京都中央区日本橋兜町１２-３,35.680981,139.777575,兜町,9,0.11 ,平和交通,マイタウンライナー勝田台・ユーカリが丘線〔深夜急行〕,ユーカリが丘駅北入口方面,,東京都中央区日本橋兜町
中央区,日本橋兜町,-,東京都中央区日本橋兜町１２-３,35.680981,139.777575,兜町,9,0.11 ,平和交通,マイタウンライナー内房五井線〔深夜急行〕,おゆみ野駅/五井駅東口方面,,東京都中央区日本橋兜町
中央区,日本橋兜町,-,東京都中央区日本橋兜町１２-３,35.680981,139.777575,兜町,9,0.11 ,平和交通,マイタウンライナー蘇我線〔深夜急行〕,蘇我駅西口方面,,東京都中央区日本橋兜町
中央区,日本橋兜町,-,東京都中央区日本橋兜町１２-３,35.680981,139.777575,兜町,9,0.11 ,平和交通,マイタウンライナー幕張ベイエリア・稲毛線〔深夜急行〕,西小中台団地方面,,東京都中央区日本橋兜町
中央区,日本橋３丁目,日八京,東京都中央区日本橋３-４-１０,35.679303,139.771648,通り三丁目,3,0.33 ,都営バス,東１５,東京駅八重洲口方面,深川車庫前方面,東京都中央区日本橋
中央区,日本橋３丁目,日八京,東京都中央区日本橋３-４-１０,35.679303,139.771648,通り三丁目,3,0.33 ,都営バス,東１６(東京駅八重洲口-東京ビッグサイト),東京ビッグサイト〔バス〕方面,東京駅八重洲口方面,東京都中央区日本橋
中央区,日本橋３丁目,日八京,東京都中央区日本橋３-４-１０,35.679303,139.771648,通り三丁目,3,0.33 ,都営バス,深夜１４,深川車庫前方面,東京駅八重洲口方面,東京都中央区日本橋
中央区,日本橋３丁目,日八京,東京都中央区日本橋３-４-１２,35.679753,139.771125,東京駅八重洲通り,9,0.11 ,高速バス,東京-山形/ＴＯＫＹＯサンライズ,山交ビルバスターミナル方面,,東京都中央区日本橋
中央区,日本橋３丁目,日八京,東京都中央区日本橋３-４-１２,35.679753,139.771125,東京駅八重洲通り,9,0.11 ,高速バス,東京-山形/レインボー,米沢駅東口方面,,東京都中央区日本橋
中央区,日本橋３丁目,日八京,東京都中央区日本橋３-４-１２,35.679753,139.771125,東京駅八重洲通り,9,0.11 ,高速バス,東京・神奈川-京都・大阪/フライングライナー,京都駅八条口〔近鉄改札前〕/湊町バスターミナル〔ＯＣＡＴ〕方面,,東京都中央区日本橋
中央区,日本橋３丁目,日八京,東京都中央区日本橋３-４-１２,35.679753,139.771125,東京駅八重洲通り,9,0.11 ,高速バス,東京-大阪/フライングスニーカー大阪,京都駅八条口〔近鉄改札前〕/大阪駅前〔東梅田駅〕方面,,東京都中央区日本橋
中央区,日本橋３丁目,日八京,東京都中央区日本橋３-４-１２,35.679753,139.771125,東京駅八重洲通り,9,0.11 ,高速バス,東京-岡山/ままかりライナー,岡山駅〔西口〕/倉敷駅北口方面,,東京都中央区日本橋
中央区,日本橋３丁目,日八京,東京都中央区日本橋３-４-１２,35.679753,139.771125,東京駅八重洲通り,9,0.11 ,高速バス,東京-岡山/ルブラン,岡山駅〔西口〕方面,,東京都中央区日本橋
中央区,日本橋３丁目,日八京,東京都中央区日本橋３-４-１２,35.679753,139.771125,東京駅八重洲通り,9,0.11 ,高速バス,東京-群馬/四万温泉号,渋川駅前/四万温泉方面,,東京都中央区日本橋
中央区,日本橋３丁目,日八京,東京都中央区日本橋３-４-１２,35.679753,139.771125,東京駅八重洲通り,9,0.11 ,高速バス,東京-宮城/ニュースター号,仙台駅西口〔旧仙台ホテル前〕方面,,東京都中央区日本橋
中央区,日本橋３丁目,日八京,東京都中央区日本橋３-４-１２,35.679753,139.771125,東京駅八重洲通り,9,0.11 ,高速バス,東京-石川/きまっし号,金沢駅前［都ホテル前］方面,,東京都中央区日本橋
中央区,日本橋３丁目,日八京,東京都中央区日本橋３-８-２,35.68035,139.772503,日本橋三丁目(東京都),1,1.00 ,日の丸自動車,メトロリンク日本橋,東京駅八重洲口/ＪＲ新日本橋駅［中外製薬前］方面,,東京都中央区日本橋
中央区,日本橋２丁目,日八京,東京都中央区日本橋２-３-４,35.681329,139.772083,ＶＩＰラウンジ東京駅八重洲北口,12,0.08 ,高速バス（ＶＩＰライナー）,グランシアファースト〔大宮-天王寺〕,堺東駅前方面,,東京都中央区日本橋
中央区,日本橋２丁目,日八京,東京都中央区日本橋２-３-４,35.681329,139.772083,ＶＩＰラウンジ東京駅八重洲北口,12,0.08 ,高速バス（ＶＩＰライナー）,チェリッシュ〔首都圏-京阪〕,ＶＩＰラウンジなんば方面,,東京都中央区日本橋
中央区,日本橋２丁目,日八京,東京都中央区日本橋２-３-４,35.681329,139.772083,ＶＩＰラウンジ東京駅八重洲北口,12,0.08 ,高速バス（ＶＩＰライナー）,グランシア〔首都圏-京阪〕,ＶＩＰラウンジなんば方面,,東京都中央区日本橋
中央区,日本橋２丁目,日八京,東京都中央区日本橋２-３-４,35.681329,139.772083,ＶＩＰラウンジ東京駅八重洲北口,12,0.08 ,高速バス（ＶＩＰライナー）,ＶＩＰライナー１・２便,ＶＩＰラウンジなんば方面,,東京都中央区日本橋
