指標名,観光地,,,,,,,,
出典,Tripadvisor,,,,,,,,
年次,2020/3/10取得,,,,,,,,
URL,https://www.tripadvisor.jp/,,,,,,,,
備考,レビュー数やカテゴリでフィルターかけたほうがいい,,,,,,,,
,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,カテゴリ,星,レビュー数
中央区,京橋２丁目,日八京,東京都 中央区 京橋2-8-2,35.677521,139.7710755,千代春画廊,"ショッピング, 美術館・博物館, アートギャラリー",3,1
中央区,京橋２丁目,日八京,東京都 中央区 京橋2-7-11,35.676675,139.77162,吉野美術,"美術館・博物館, ショッピング, アートギャラリー",-,0
中央区,京橋２丁目,日八京,東京都 中央区 京橋2-6-8,35.67654,139.771575,金井画廊,"ショッピング, 美術館・博物館, アートギャラリー",3,1
中央区,京橋２丁目,日八京,東京都 中央区 京橋2-6-21,35.676873,139.770495,ペンステーションミュージアム,"美術館・博物館, 専門美術館",3.5,21
中央区,京橋２丁目,日八京,東京都 中央区 京橋2-6-16,35.676549,139.7707785,林田画廊,"美術館・博物館, ショッピング, アートギャラリー",3,1
中央区,京橋２丁目,日八京,東京都 中央区 京橋2-6-13,35.676396,139.771179,エトワール画廊,"ショッピング, 美術館・博物館, アートギャラリー",3,1
中央区,京橋２丁目,日八京,東京都 中央区 京橋2-6-10,35.676369,139.771467,GallerySeek,"美術館・博物館, ショッピング, アートギャラリー",-,0
中央区,京橋２丁目,日八京,東京都 中央区 京橋2-6-10,35.676369,139.771467,ギャラリー麟,"美術館・博物館, ショッピング, アートギャラリー",-,0
中央区,京橋２丁目,日八京,東京都 中央区 京橋2-5-7 日土地京橋ビル1F,35.676063,139.7710305,宝くじドリーム館,"美術館・博物館, 専門美術館",3.5,20
中央区,京橋２丁目,日八京,東京都 中央区 京橋2-5-18 京橋創生館1･2階,35.676261,139.7703195,AGC studio,"美術館・博物館, 科学博物館",3.5,6
中央区,京橋２丁目,日八京,東京都 中央区 京橋2-5-18,35.676261,139.7703195,孔雀画廊,"美術館・博物館, ショッピング, アートギャラリー",-,0
中央区,京橋２丁目,日八京,東京都 中央区 京橋2-2-1 京橋エドグランB1F・1F,35.677341,139.769505,中央区観光情報センター,"観光情報・案内所, 観光案内所",4,20
中央区,京橋２丁目,日八京,東京都 中央区 京橋2-2-1,35.677341,139.769505,京橋エドグラン,"ショッピング, ショッピングモール",4,50
中央区,京橋２丁目,日八京,東京都 中央区 京橋2-10-10,35.67672,139.7719125,シルバーシェル,"ショッピング, 美術館・博物館, アートギャラリー",3,1
中央区,京橋１丁目,日八京,東京都 中央区 京橋1-9,35.678232,139.7721825,歌川広重住居跡,"名所・有名スポット, 旧跡",3,11
中央区,京橋１丁目,日八京,東京都 中央区 京橋1-5-5,35.678268,139.7703735,Islandギャラリー,"美術館・博物館, ショッピング, アートギャラリー",3,1
中央区,京橋１丁目,日八京,東京都 中央区 京橋1-1-1,35.679366,139.770549,尾台榕堂之碑,"名所・有名スポット, 記念碑 & 像",3.5,12
中央区,京橋１丁目,日八京,東京都 中央区 京橋1‐10‐1,35.678781,139.7719485,アーティゾン美術館,美術館・博物館,4,188
千代田区,紀尾井町,赤坂,東京都 千代田区 紀尾井町7-1,35.683362,139.73202,上智大学,"名所・有名スポット, 大学・学校",4,22
千代田区,紀尾井町,赤坂,東京都 千代田区 紀尾井町6-5,35.682039,139.732479,紀尾井ホール,"コンサート・ショー, シアター",4,13
千代田区,紀尾井町,赤坂,東京都 千代田区 紀尾井町6-12,35.682534,139.7322765,尾張名古屋藩徳川家屋敷跡,"名所・有名スポット, 記念碑 & 像",3,5
千代田区,紀尾井町,赤坂,東京都 千代田区 紀尾井町5-2,35.681454,139.7318175,喰違見附跡,"名所・有名スポット, 旧跡",3.5,6
千代田区,紀尾井町,赤坂,東京都 千代田区 紀尾井町4-1 ホテルニューオータニ東京 ザ・メイン内,35.679402,139.735638,ザ メイン ショッピング アーケード,"ショッピング, ショッピングモール",3,8
千代田区,紀尾井町,赤坂,東京都 千代田区 紀尾井町4-1 ホテルニューオータニ東京 ガーデンタワー・ガーデンコート1-2F,35.679402,139.735638,サンローゼ赤坂,"ショッピング, ショッピングモール",3,6
千代田区,紀尾井町,赤坂,東京都 千代田区 紀尾井町4‐1,35.679402,139.735638,ホテルニューオータニ日本庭園,"自然・公園, 庭園",4.5,547
千代田区,紀尾井町,赤坂,東京都 千代田区 紀尾井町4-1,35.679402,139.735638,近江彦根藩井伊家屋敷跡,"名所・有名スポット, 記念碑 & 像, 旧跡",3.5,4
千代田区,紀尾井町,赤坂,東京都 千代田区 紀尾井町4-1,35.679402,139.735638,ギヤルリーしんくら,"美術館・博物館, ショッピング, アートギャラリー",-,0
千代田区,紀尾井町,赤坂,東京都 千代田区 紀尾井町4,35.680545,139.734162,開業25周年記念 ガス灯,名所・有名スポット,3.5,4
千代田区,紀尾井町,赤坂,東京都 千代田区 紀尾井町3-32,35.681175,139.7375325,紀尾井アートギャラリー 江戸の伊勢型紙美術館,美術館・博物館,-,0
千代田区,紀尾井町,赤坂,東京都 千代田区 紀尾井町3-27,35.682012,139.737618,ギャラリー明治,"ショッピング, 美術館・博物館, アートギャラリー",-,0
千代田区,紀尾井町,赤坂,東京都 千代田区 紀尾井町2-1,35.681526,139.735899,清水谷公園,"自然・公園, 庭園",3.5,25
千代田区,紀尾井町,赤坂,東京都 千代田区 紀尾井町1-2,35.679555,139.736916,東京ガーデンテラス紀尾井町,"名所・有名スポット, 建築物",4,70
千代田区,紀尾井町,赤坂,東京都 千代田区 紀尾井町1-2,35.679555,139.736916,紀伊徳川家和歌山藩屋敷跡,"名所・有名スポット, 旧跡",3.5,11
千代田区,紀尾井町,赤坂,東京都 千代田区 紀尾井町1-2,35.679555,139.736916,旧北白川宮邸洋館,"名所・有名スポット, 旧跡",5,1
千代田区,紀尾井町,赤坂,東京都 千代田区 紀尾井町1,35.679726,139.7370285,弁慶橋,"名所・有名スポット, 橋",3.5,20
千代田区,紀尾井町,赤坂,東京都 千代田区 紀尾井町1,35.679726,139.7370285,赤坂見附跡,"名所・有名スポット, 旧跡",3.5,17
千代田区,紀尾井町,赤坂,東京都 千代田区 紀尾井町,35.68023321,139.7371008,紀尾井坂,名所・有名スポット,3.5,23
新宿区,喜久井町,-,東京都 新宿区 喜久井町46,35.704575,139.7201805,来迎寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,11
新宿区,喜久井町,-,東京都 新宿区 喜久井町43,35.703828,139.720581,妙泉寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,9
新宿区,喜久井町,-,東京都 新宿区 喜久井町42,35.704008,139.720842,本松寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",2.5,9
新宿区,喜久井町,-,東京都 新宿区 喜久井町39,35.703576,139.721094,感通寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3.5,12
新宿区,喜久井町,-,東京都 新宿区 喜久井町2 APAビルB-1 & B-2,35.705475,139.720446,ZONE‐B,"コンサート・ショー, シアター",-,0
新宿区,喜久井町,-,東京都 新宿区 喜久井町17,35.705106,139.721355,早稻田大學 喜久井町キャンパス,"名所・有名スポット, 大学・学校",3,5
新宿区,喜久井町,-,東京都 新宿区 喜久井町1,35.705637,139.72041,夏目漱石誕生の地,"名所・有名スポット, 記念碑 & 像",3,6
新宿区,喜久井町,-,東京都 新宿区 喜久井町 61,35.704827,139.719483,誓閑寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,1
新宿区,喜久井町,-,東京都 新宿区 喜久井町,35.70306029,139.7233805,夏目坂,"名所・有名スポット, 記念碑 & 像, 歴史散策地区",4,2
千代田区,岩本町３丁目,-,東京都 千代田区 岩本町3-7-11 神田KSビル B1F,35.696097,139.777812,秋田犬,"コンサート・ショー, シアター",-,0
千代田区,岩本町３丁目,-,東京都 千代田区 岩本町3-11,35.696682,139.776849,既製服問屋街発祥の地,"名所・有名スポット, 旧跡",3,7
千代田区,岩本町３丁目,-,東京都 千代田区 岩本町3-10,35.696025,139.7759625,岩本町馬の水飲広場,"自然・公園, 名所・有名スポット, 旧跡",3,10
千代田区,岩本町２丁目,-,東京都 千代田区 岩本町2丁目5-5,35.694297,139.775814,お玉ヶ池跡,"名所・有名スポット, 記念碑 & 像",3,4
千代田区,岩本町２丁目,-,東京都 千代田区 岩本町2丁目5,35.694108,139.7761605,繁栄お玉稲荷神社,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,4
千代田区,岩本町２丁目,-,東京都 千代田区 岩本町2-7-11,35.693217,139.7766825,お玉ヶ池種痘所,"名所・有名スポット, 旧跡",3,8
千代田区,岩本町２丁目,-,東京都 千代田区 岩本町2-6-12,35.693406,139.7759895,Kaneko Art‐TOKYO,"ショッピング, 美術館・博物館, アートギャラリー",-,0
千代田区,岩本町２丁目,-,東京都 千代田区 岩本町2-5-1,35.693811,139.775859,お玉が池児童遊園,自然・公園,2,2
千代田区,岩本町２丁目,-,東京都 千代田区 岩本町2-1-5,35.692344,139.7753055,金山神社,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,7
千代田区,岩本町１丁目,-,東京都 千代田区 岩本町1丁目1,35.691318,139.7758635,神田八丁堀跡,"名所・有名スポット, 記念碑 & 像",2.5,2
千代田区,岩本町１丁目,-,東京都 千代田区 岩本町1-14-1,35.693217,139.7797245,龍閑児童公園,"自然・公園, レジャー施設, 遊び場",3.5,4
新宿区,岩戸町,-,東京都 新宿区 岩戸町8,35.701974,139.7364705,法正寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど, 旧跡",3,6
新宿区,岩戸町,-,東京都 新宿区 岩戸町7,35.70147,139.7368305,繁栄稲荷神社,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,2
千代田区,丸の内３丁目,大丸有,東京都 千代田区丸の内 3-5-1,35.676972,139.7636325,土佐藩上屋敷跡,"名所・有名スポット, 旧跡",2.5,9
千代田区,丸の内３丁目,大丸有,東京都 千代田区丸の内 3丁目3,35.677575,139.762656,くまモンのベンチアート,"名所・有名スポット, 記念碑 & 像",3.5,3
千代田区,丸の内３丁目,大丸有,東京都 千代田区丸の内 3-8,35.676351,139.765581,東京府庁舎跡,"名所・有名スポット, 旧跡, 記念碑 & 像",3,5
千代田区,丸の内３丁目,大丸有,東京都 千代田区丸の内 3-5-1 東京国際フォーラムガラス棟地下1F,35.676972,139.7636325,相田みつを美術館,美術館・博物館,4,184
千代田区,丸の内３丁目,大丸有,東京都 千代田区丸の内 3-5-1 東京国際フォーラム,35.676972,139.7636325,大江戸骨董市 - 東京国際フォーラム,"ショッピング, アンティークショップ",4.5,47
千代田区,丸の内３丁目,大丸有,"東京都 千代田区丸の内 3-4-1 新国際ビル1,2F",35.676468,139.761936,エプソンスクエア丸の内,美術館・博物館,-,0
千代田区,丸の内３丁目,大丸有,東京都 千代田区丸の内 3-3-1 新東京ビル1階,35.677413,139.7629395,JNTO TIC (Tourist Information Center),"観光情報・案内所, 観光案内所",4,19
千代田区,丸の内３丁目,大丸有,東京都 千代田区丸の内 3-2-3,35.677989,139.761909,二重橋スクエア,名所・有名スポット,4,12
千代田区,丸の内３丁目,大丸有,東京都 千代田区丸の内 3-2-1,35.677629,139.7612475,東京會舘,名所・有名スポット,4,9
千代田区,丸の内３丁目,大丸有,東京都 千代田区丸の内 3-1-1 帝劇ビル9階,35.676972,139.761324,出光美術館,美術館・博物館,4,139
千代田区,丸の内３丁目,大丸有,東京都 千代田区丸の内 3-1-1 国際ビル 2F,35.676972,139.761324,香港政府観光局,"観光情報・案内所, 観光案内所",3.5,4
千代田区,丸の内３丁目,大丸有,東京都 千代田区丸の内 3-1-1 国際ビル 2F,35.676972,139.761324,グアム政府観光局,"観光情報・案内所, 観光案内所",3,3
千代田区,丸の内３丁目,大丸有,東京都 千代田区丸の内 3-1-1,35.676972,139.761324,帝国劇場,"コンサート・ショー, シアター",4,71
千代田区,丸の内３丁目,大丸有,東京都 千代田区丸の内 3,35.67689025,139.7635104,鍛冶橋跡,"名所・有名スポット, 旧跡",3,12
千代田区,丸の内２丁目,大丸有,東京都 千代田区丸の内 丸の内,35.67901082,139.7623582,東京ミチテラス,"イベント, 文化イベント",3.5,24
千代田区,丸の内２丁目,大丸有,東京都 千代田区丸の内 丸の内,35.67901082,139.7623582,丸の内仲通り,名所・有名スポット,4,120
千代田区,丸の内２丁目,大丸有,東京都 千代田区丸の内 2-7-2 JPタワー KITTE 1階/地下1階,35.67978,139.764717,東京シティアイ - 総合観光インフォメーションセンター,"観光情報・案内所, その他, 観光案内所",3.5,37
千代田区,丸の内２丁目,大丸有,東京都 千代田区丸の内 丸の内2-7-2 KITTE 2・3階,35.67901082,139.7623582,JPタワー学術文化総合ミュージアムインターメディアテク,"美術館・博物館, 専門美術館",4.5,100
千代田区,丸の内２丁目,大丸有,東京都 千代田区丸の内 2-4-1 丸ビル南側,35.681139,139.76379,デ・リーフデ号像,"名所・有名スポット, 記念碑 & 像",4,4
千代田区,丸の内２丁目,大丸有,東京都 千代田区丸の内 2-4-1,35.681139,139.76379,丸の内ビルディング,"ショッピング, ショッピングモール",4,304
千代田区,丸の内２丁目,大丸有,東京都 千代田区丸の内 丸の内3‐5‐1,35.67901082,139.7623582,東京国際フォーラム,"観光情報・案内所, 名所・有名スポット, さらに表示",4,945
千代田区,丸の内２丁目,大丸有,東京都 千代田区丸の内 丸の内1-9-1 東京駅丸の内北口,35.67901082,139.7623582,JR東日本トラベルサービスセンター 東京駅,"観光情報・案内所, 観光案内所",4,36
千代田区,丸の内２丁目,大丸有,東京都 千代田区丸の内 丸の内,35.67901082,139.7623582,北町奉行所跡,"名所・有名スポット, 記念碑 & 像",3,10
千代田区,丸の内２丁目,大丸有,東京都 千代田区丸の内 2丁目 丸ビルと新丸ビルを繋ぐ地下通路,35.67901082,139.7623582,行幸地下ギャラリー,"美術館・博物館, 名所・有名スポット",3.5,18
千代田区,丸の内２丁目,大丸有,東京都 千代田区丸の内 2-7-2,35.67978,139.764717,KITTE丸の内,"ショッピング, ショッピングモール",4,707
千代田区,丸の内２丁目,大丸有,東京都 千代田区丸の内 2-6-2,35.678304,139.7632455,三菱一号館美術館,"名所・有名スポット, 美術館・博物館, 建築物",4.5,431
千代田区,丸の内２丁目,大丸有,東京都 千代田区丸の内 2-6-2,35.678304,139.7632455,三菱センターデジタルギャラリー,"美術館・博物館, 専門美術館",4,1
千代田区,丸の内２丁目,大丸有,東京都 千代田区丸の内 2-6-1,35.678763,139.763016,丸の内ブリックスクエア,"ショッピング, ショッピングモール",4,138
千代田区,丸の内２丁目,大丸有,東京都 千代田区丸の内 2-1-1 MY PLAZA 3階,35.678979,139.762143,富士フイルムイメージングプラザ,"ショッピング, 美術館・博物館, アートギャラリー",5,1
千代田区,丸の内２丁目,大丸有,東京都 千代田区丸の内 2-1-1,35.678979,139.762143,明治生命館,"名所・有名スポット, 建築物, 旧跡",4,43
千代田区,丸の内１丁目,大丸有,東京都 千代田区丸の内 1丁目6-4,35.683551,139.766454,丸の内オアゾ,"ショッピング, ショッピングモール",4,83
千代田区,丸の内１丁目,大丸有,東京都 千代田区丸の内 1-9-1,35.681427,139.7689425,大丸 東京店,"ショッピング, デパート",4,15
千代田区,丸の内１丁目,大丸有,東京都 千代田区丸の内 1-5-1,35.682714,139.764249,新丸の内ビルディング,"ショッピング, ショッピングモール",4,351
千代田区,丸の内１丁目,大丸有,東京都 千代田区丸の内 1丁目 東京駅新幹線中央乗り換え口前,35.68353224,139.7651258,浜口首相遭難現場,"名所・有名スポット, 旧跡",3,7
千代田区,丸の内１丁目,大丸有,東京都 千代田区丸の内 1-9-1 東京駅八重洲口 B1F,35.681427,139.7689425,銀の鈴,名所・有名スポット,3.5,100
千代田区,丸の内１丁目,大丸有,東京都 千代田区丸の内 1-9-1 東京駅地下1階・グランスタ内,35.681427,139.7689425,ステーションコンシェルジュ東京,"観光情報・案内所, 観光案内所",3.5,8
千代田区,丸の内１丁目,大丸有,東京都 千代田区丸の内 1-9-1 東京駅改札内B1,35.681427,139.7689425,グランスタ,"ショッピング, ショッピングモール",4,183
千代田区,丸の内１丁目,大丸有,東京都 千代田区丸の内 1-9-1 東京駅一番街,35.681427,139.7689425,東京キャラクターストリート,名所・有名スポット,4,207
千代田区,丸の内１丁目,大丸有,"東京都 千代田区丸の内 1-9-1 東京駅 地下1階, 1階, 2階",35.681427,139.7689425,東京駅一番街,"ショッピング, ショッピングモール",4,283
千代田区,丸の内１丁目,大丸有,東京都 千代田区丸の内 1-9-1 JR東京駅,35.681427,139.7689425,グランルーフフロント,"ショッピング, ショッピングモール",3.5,23
千代田区,丸の内１丁目,大丸有,東京都 千代田区丸の内 1-9-1,35.681427,139.7689425,東京駅,"名所・有名スポット, 旧跡, 建築物",4,4209
千代田区,丸の内１丁目,大丸有,東京都 千代田区丸の内 1-9-1,35.681427,139.7689425,東京ステーションギャラリー,美術館・博物館,4,124
千代田区,丸の内１丁目,大丸有,東京都 千代田区丸の内 1-9-1,35.681427,139.7689425,エキュート東京,"ショッピング, ショッピングモール",3.5,27
千代田区,丸の内１丁目,大丸有,東京都 千代田区丸の内 1-9-1,35.681427,139.7689425,グランルーフ,"ショッピング, ショッピングモール",4,6
千代田区,丸の内１丁目,大丸有,東京都 千代田区丸の内 1-9 東京駅丸の内南口改札前,35.68131,139.768749,原首相遭難現場,"名所・有名スポット, 旧跡",3,7
千代田区,丸の内１丁目,大丸有,東京都 千代田区丸の内 1-9,35.68131,139.768749,東京駅丸の内駅前広場,"名所・有名スポット, 眺めのよい散策エリア",4.5,48
千代田区,丸の内１丁目,大丸有,東京都 千代田区丸の内 1-8-1 丸の内トラストタワーN館1階,35.683263,139.7696625,ティーアイシートウキョウ,"観光情報・案内所, 観光案内所",4,27
千代田区,丸の内１丁目,大丸有,東京都 千代田区丸の内 1-6,35.683209,139.766157,井上勝の銅像,"名所・有名スポット, 記念碑 & 像",3.5,7
千代田区,丸の内１丁目,大丸有,東京都 千代田区丸の内 1-4-6 日本工業倶楽部会館1階,35.683317,139.7646495,三菱UFJ信託銀行 信託博物館,"美術館・博物館, 歴史博物館, 専門美術館",4,4
千代田区,丸の内１丁目,大丸有,東京都 千代田区丸の内 1-4-6,35.683317,139.7646495,日本工業倶楽部会館,"名所・有名スポット, 観光情報・案内所, 図書館",3.5,19
千代田区,丸の内１丁目,大丸有,東京都 千代田区丸の内 1-4-1,35.684397,139.764825,イーヨ!!,"ショッピング, ショッピングモール",3.5,21
千代田区,丸の内１丁目,大丸有,東京都 千代田区丸の内 1-4-1,35.684397,139.764825,さわり大黒,"名所・有名スポット, 記念碑 & 像",3.5,3
千代田区,丸の内１丁目,大丸有,東京都 千代田区丸の内 1,35.68353224,139.7651258,行幸通り,名所・有名スポット,4,27
千代田区,丸の内１丁目,大丸有,東京都 千代田区 東京駅 改札外B1,35.6821073,139.764807,グランスタ丸の内,"ショッピング, ショッピングモール",3.5,22
千代田区,外神田６丁目,-,東京都 千代田区 外神田6丁目11-14,35.704242,139.7708145,アーツ千代田3331,美術館・博物館,4,34
千代田区,外神田６丁目,-,東京都 千代田区 外神田6-11-14,35.704242,139.7708145,アキバタマビ21,"ショッピング, 美術館・博物館, アートギャラリー",-,0
千代田区,外神田５丁目,-,東京都 千代田区 外神田5-3-4,35.704908,139.7722455,尚美社,"美術館・博物館, ショッピング, アートギャラリー",-,0
千代田区,外神田４丁目,-,東京都 千代田区 外神田4-4-5,35.701299,139.772007,花房稲荷神社,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3.5,6
千代田区,外神田４丁目,-,東京都 千代田区 外神田4-14-1 秋葉原UDX2階,35.700516,139.7726145,AKIBA INFO.,"観光情報・案内所, 観光案内所",3,6
千代田区,外神田４丁目,-,東京都 千代田区 外神田4-14-1,35.700516,139.7726145,秋葉原 UDX,名所・有名スポット,3.5,8
千代田区,外神田４丁目,-,東京都 千代田区 外神田1-18-19 BiTO AKIBA 4階,35.698752,139.772079,ギンダコ秋葉横丁,名所・有名スポット,3,2
千代田区,外神田３丁目,-,東京都 千代田区 外神田3-7-12 イサミヤ第8ビル 3F,35.702379,139.7703645,雲雀亭,名所・有名スポット,-,0
千代田区,外神田３丁目,-,東京都 千代田区 外神田3-4-7,35.701281,139.769874,昌平童夢館,"レジャー施設, 観光情報・案内所, さらに表示",3.5,8
千代田区,外神田３丁目,-,東京都 千代田区 外神田3-15-1 4F,35.701506,139.771161,アールジュネス 秋葉原,"美術館・博物館, ショッピング, アートギャラリー",4,11
千代田区,外神田２丁目,-,東京都 千代田区 外神田2-5-14,35.699994,139.7689785,湯島坂,名所・有名スポット,3,7
千代田区,外神田２丁目,-,東京都 千代田区 外神田2-16-9,35.702316,139.7671965,宮本公園,自然・公園,3.5,10
千代田区,外神田２丁目,-,東京都 千代田区 外神田2-16-9,35.702316,139.7671965,大伝馬町八雲神社,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3.5,5
千代田区,外神田２丁目,-,東京都 千代田区 外神田2-16-2 神田明神境内,35.702046,139.767939,江戸東京夜市,"イベント, 文化イベント",4,2
千代田区,外神田２丁目,-,東京都 千代田区 外神田2‐16‐2 神田明神,35.702046,139.767939,神田祭,"イベント, 文化イベント",4,20
千代田区,外神田２丁目,-,東京都 千代田区 外神田2-16-2 神田明神,35.702046,139.767939,銭形平次碑,"名所・有名スポット, 記念碑 & 像",3.5,7
千代田区,外神田２丁目,-,東京都 千代田区 外神田2-16-2 神田明神,35.702046,139.767939,獅子山,"名所・有名スポット, 神社/寺院/教会/モニュメントなど, 旧跡",3.5,6
千代田区,外神田２丁目,-,東京都 千代田区 外神田2-16-2 神田明神,35.702046,139.767939,水野年方顕彰碑,"名所・有名スポット, 記念碑 & 像",3,6
千代田区,外神田２丁目,-,東京都 千代田区 外神田2-16-2 神田明神,35.702046,139.767939,さざれ石,"名所・有名スポット, 記念碑 & 像",3.5,5
千代田区,外神田２丁目,-,東京都 千代田区 外神田2-16-2 神田明神,35.702046,139.767939,力石,"名所・有名スポット, 記念碑 & 像",3.5,4
千代田区,外神田２丁目,-,東京都 千代田区 外神田2-16-2 神田明神,35.702046,139.767939,角田竹冷の句碑,"名所・有名スポット, 記念碑 & 像",3.5,4
千代田区,外神田２丁目,-,東京都 千代田区 外神田2‐16‐2,35.702046,139.767939,神田明神,"美術館・博物館, 名所・有名スポット, さらに表示",4,806
千代田区,外神田２丁目,-,東京都 千代田区 外神田2-16-2,35.702046,139.767939,神田明神文化交流館 EDOCCO,"観光情報・案内所, カンファレンス・コンベンションセンター",4,22
千代田区,外神田２丁目,-,東京都 千代田区 外神田2-16-2,35.702046,139.767939,江戸神社,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",4,5
千代田区,外神田２丁目,-,東京都 千代田区 外神田2-16-2,35.702046,139.767939,浦安稲荷神社,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3.5,5
千代田区,外神田２丁目,-,東京都 千代田区 外神田2-16,35.702028,139.7675835,神田の家 （井政-IMASA-）,名所・有名スポット,3.5,21
千代田区,外神田２丁目,-,東京都 千代田区 外神田2-16,35.702028,139.7675835,末広稲荷神社,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3.5,4
千代田区,外神田２丁目,-,東京都 千代田区 外神田2-16,35.702028,139.7675835,小舟町八雲神社,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,4
千代田区,外神田２丁目,-,東京都 千代田区 外神田2,35.70178278,139.7681687,明神男坂,名所・有名スポット,3.5,11
千代田区,外神田２丁目,-,東京都 千代田区 外神田2,35.70178278,139.7681687,明神女坂,名所・有名スポット,3,9
千代田区,外神田１丁目,-,東京都 千代田区 外神田1-9,35.698761,139.769811,講武稲荷神社,"名所・有名スポット, 旧跡, 神社/寺院/教会/モニュメントなど",3,9
千代田区,外神田１丁目,-,"東京都 千代田区 外神田1-6-1 外神田ビル1F, 4F",35.699544,139.769316,秋葉原神社,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,10
千代田区,外神田１丁目,-,東京都 千代田区 外神田1-17-6,35.698464,139.7726505,アトレ秋葉原1,"ショッピング, ショッピングモール",3.5,18
千代田区,外神田１丁目,-,東京都 千代田区 外神田1-10-11,35.698734,139.770864,東京ラジオデパート,名所・有名スポット,3.5,9
千代田区,外神田１丁目,-,"東京都 千代田区 外神田1,2",35.698041,139.7708505,松住町架道橋,"名所・有名スポット, 建築物, 橋",4,5
千代田区,外神田１丁目,-,東京都 千代田区 外神田1～神田淡路町2,35.69844014,139.7708969,昌平橋,"名所・有名スポット, 橋",3,14
港区,海岸３丁目,-,東京都 港区 海岸3-23,35.643411,139.757049,芝浦パーキングエリア,"観光情報・案内所, 観光案内所",-,0
港区,海岸３丁目,-,東京都 港区 海岸3,35.64026427,139.7567296,芝浦球場跡地,"名所・有名スポット, 旧跡, 記念碑 & 像",3,1
港区,海岸３丁目,-,東京都 港区 海岸3,35.64026427,139.7567296,レインボープロムナード,"名所・有名スポット, 橋, さらに表示",-,0
港区,海岸３丁目,-,東京都 港区 海岸3-33-19,35.638101,139.759047,芝浦アンカレイジ,名所・有名スポット,4,6
港区,海岸３丁目,-,東京都 港区 海岸3-14-34,35.641944,139.75533,埠頭公園,"レジャー施設, 自然・公園, 遊び場",3.5,7
港区,海岸２丁目,-,東京都 港区 海岸2 日の出桟橋,35.64941223,139.7591055,アーバンランチ,"交通機関, フェリー",3,1
港区,海岸１丁目,-,東京都 港区 海岸1丁目,35.65545362,139.7613673,竹芝ふ頭公園,"名所・有名スポット, 自然・公園, 波止場・遊歩道",4,44
港区,海岸１丁目,-,東京都 港区 海岸1-5-20,35.653401,139.757814,東京瓦斯創業記念碑,"名所・有名スポット, 記念碑 & 像",3,7
港区,海岸１丁目,-,東京都 港区 海岸1-5-20,35.653401,139.757814,抗火石のモヤイ像,"名所・有名スポット, 記念碑 & 像",3,6
港区,海岸１丁目,-,東京都 港区 海岸1-5-20,35.653401,139.757814,江戸時代の石垣,"名所・有名スポット, 旧跡",3,4
港区,海岸１丁目,-,東京都 港区 海岸1-4-1,35.655768,139.7580345,旧芝離宮恩賜庭園,"自然・公園, 庭園",4,335
港区,海岸１丁目,-,東京都 港区 海岸1-16-3,35.652348,139.762152,竹芝客船ターミナル,"自然・公園, 水辺",4,16
港区,海岸１丁目,-,東京都 港区 海岸1-16-1,35.653761,139.7623005,日の出船着場,"名所・有名スポット, 波止場・遊歩道",4,35
港区,海岸１丁目,-,東京都 港区 海岸1-16-1,35.653761,139.7623005,東海汽船,"交通機関, フェリー",3.5,30
港区,海岸１丁目,-,東京都 港区 海岸1-14-24 鈴江第3ビル 6F,35.653725,139.761234,Gallery916,"ショッピング, 美術館・博物館, アートギャラリー",4.5,2
港区,海岸１丁目,-,東京都 港区 海岸1-14-24,35.653725,139.761234,湾岸画廊,"ショッピング, 美術館・博物館, アートギャラリー",-,0
港区,海岸１丁目,-,東京都 港区 海岸1-10-53,35.656929,139.761963,JR東日本アートセンター自由劇場,"コンサート・ショー, 名所・有名スポット, シアター",4.5,3
港区,海岸１丁目,-,東京都 港区 海岸1-10-48,35.656866,139.762053,JR東日本アートセンター 四季劇場 [春]・[秋],"コンサート・ショー, シアター",4,69
港区,海岸１丁目,-,東京都 港区 海岸1 浜松町駅,35.65545362,139.7613673,小便小僧,"名所・有名スポット, 記念碑 & 像",3.5,63
新宿区,改代町,-,東京都 新宿区 改代町9,35.706798,139.7335005,伝久寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,6
新宿区,改代町,-,東京都 新宿区 改代町11,35.707149,139.733478,田中寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど, 旧跡",3,6
