指標名,観光地,,,,,,,,
出典,Tripadvisor,,,,,,,,
年次,2020/3/10取得,,,,,,,,
URL,https://www.tripadvisor.jp/,,,,,,,,
備考,レビュー数やカテゴリでフィルターかけたほうがいい,,,,,,,,
,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,カテゴリ,星,レビュー数
中央区,日本橋室町１丁目,日八京,東京都 中央区 日本橋室町1-4-1 三越本館正面玄関,35.685603,139.773492,ライオン像,"名所・有名スポット, 記念碑 & 像",4,111
中央区,日本橋室町１丁目,日八京,東京都 中央区 日本橋室町1‐4‐1,35.685603,139.773492,日本橋三越 本店,"ショッピング, デパート",4,265
中央区,日本橋室町１丁目,日八京,東京都 中央区 日本橋室町1-2-6 日本橋大栄ビル1階,35.68455,139.773978,日本橋とやま館 観光交流サロン,"観光情報・案内所, 観光案内所",3.5,8
中央区,日本橋室町１丁目,日八京,東京都 中央区 日本橋室町1-2-6 日本橋大栄ビル1F,35.68455,139.773978,日本橋とやま館,"観光情報・案内所, 観光案内所",4,35
中央区,日本橋室町１丁目,日八京,東京都 中央区 日本橋室町1-13-10,35.686359,139.7753955,アートモール,"美術館・博物館, ショッピング, アートギャラリー",3.5,5
中央区,日本橋室町１丁目,日八京,東京都 中央区 日本橋室町1-13-10,35.686359,139.7753955,室町ギャラリー,"ショッピング, 美術館・博物館, アートギャラリー",-,0
中央区,日本橋室町１丁目,日八京,東京都 中央区 日本橋室町1-10-9,35.685306,139.775607,三浦按針遺跡,"名所・有名スポット, 記念碑 & 像",3.5,9
中央区,日本橋久松町,-,東京都 中央区 日本橋久松町9,35.688789,139.7853765,賀茂真淵県居の跡 碑,"名所・有名スポット, 記念碑 & 像",3,11
中央区,日本橋久松町,-,東京都 中央区 日本橋久松町4-4,35.689923,139.783527,ポルチェリーノ像,"名所・有名スポット, 記念碑 & 像",3.5,3
中央区,日本橋茅場町３丁目,-,東京都 中央区 日本橋茅場町3丁目13-6,35.677557,139.779702,純子稲荷神社,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,1
中央区,日本橋茅場町３丁目,-,東京都 中央区 日本橋茅場町3丁目13-6,35.677557,139.779702,戦災遭難死者慰霊碑,"名所・有名スポット, 記念碑 & 像, 歴史散策地区",3,1
中央区,日本橋茅場町３丁目,-,東京都 中央区 日本橋茅場町3丁目,35.67812516,139.7778832,正一位純子稲荷神社,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3.5,4
中央区,日本橋茅場町２丁目,-,東京都 中央区 日本橋茅場町2丁目12,35.678556,139.779603,地図御用所跡,"名所・有名スポット, 記念碑 & 像, 旧跡",3,1
中央区,日本橋茅場町２丁目,-,東京都 中央区 日本橋茅場町2-17-13,35.678943,139.781007,ギャラリー須知,"美術館・博物館, ショッピング, アートギャラリー",-,0
中央区,日本橋茅場町１丁目,-,東京都 中央区 日本橋茅場町1-6-16 日枝神社日本橋摂社内,35.680959,139.779054,明徳稲荷神社,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3.5,3
中央区,日本橋茅場町１丁目,-,東京都 中央区 日本橋茅場町1-6-16,35.680959,139.779054,日枝神社日本橋摂社,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",4,22
中央区,日本橋茅場町１丁目,-,東京都 中央区 日本橋茅場町1-6-10,35.680761,139.7789595,其角住居跡,"名所・有名スポット, 記念碑 & 像",2.5,15
中央区,日本橋茅場町１丁目,-,東京都 中央区 日本橋茅場町1-5-13,35.680932,139.779306,智泉院,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,9
中央区,日本橋茅場町１丁目,-,東京都 中央区 日本橋茅場町1-3-10,35.680779,139.780008,電燈供給発祥の地,"名所・有名スポット, 記念碑 & 像",3,5
中央区,日本橋茅場町１丁目,-,東京都 中央区 日本橋茅場町1-1-6,35.681346,139.780161,ベイスギャラリー,"美術館・博物館, ショッピング, アートギャラリー",-,0
中央区,日本橋兜町,-,東京都 中央区 日本橋兜町4-3 みずほ銀行兜町支店内,35.682174,139.777938,銀行発祥の地,"名所・有名スポット, 旧跡",3,27
中央区,日本橋兜町,-,東京都 中央区 日本橋兜町2-1,35.682678,139.7788335,東京証券取引所,その他,3.5,123
中央区,日本橋兜町,-,東京都 中央区 日本橋兜町1-3,35.682579,139.779477,鎧の渡し跡,"名所・有名スポット, 旧跡",3,20
中央区,日本橋兜町,-,東京都 中央区 日本橋兜町11-3,35.680707,139.7767545,大原稲荷神社,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,4
中央区,日本橋兜町,-,東京都 中央区 日本橋兜町1-10,35.68338,139.7788515,日証館,"名所・有名スポット, 建築物",-,0
中央区,日本橋兜町,-,東京都 中央区 日本橋兜町,35.68283629,139.7788833,兜神社,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3.5,30
中央区,日本橋兜町,-,東京都 中央区 日本橋兜町,35.68283629,139.7788833,よろい橋,"名所・有名スポット, 橋",3,11
中央区,日本橋蛎殻町２丁目,-,東京都 中央区 日本橋蛎殻町2-2-3,35.682732,139.7857095,ギャラリーGen‐so‐ka,"美術館・博物館, ショッピング, アートギャラリー",-,0
中央区,日本橋蛎殻町１丁目,-,東京都 中央区 日本橋蛎殻町1-7,35.682894,139.7821725,銀杏八幡宮,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3.5,19
中央区,日本橋蛎殻町１丁目,-,東京都 中央区 日本橋蛎殻町1-5-4,35.682048,139.7823165,稲荷堀,"名所・有名スポット, 旧跡",3,8
中央区,日本橋蛎殻町１丁目,-,東京都 中央区 日本橋蛎殻町1-31-1,35.682462,139.7842605,日本橋公会堂,"コンサート・ショー, シアター",4,4
中央区,日本橋蛎殻町１丁目,-,東京都 中央区 日本橋蛎殻町 1-35-7 1F,35.68167,139.7858985,ミュゼ浜口陽三ヤマサコレクション,美術館・博物館,3.5,14
中央区,日本橋横山町,-,東京都 中央区 日本橋横山町4-13,35.691876,139.782708,馬喰横山駅名由来の碑,"名所・有名スポット, 記念碑 & 像",3.5,8
中央区,日本橋３丁目,日八京,東京都 中央区日本橋 3-8-6,35.680212,139.773474,不忍画廊,"美術館・博物館, ショッピング, アートギャラリー",3,1
中央区,日本橋３丁目,日八京,東京都 中央区日本橋 3-8-10,35.679933,139.7736495,春風洞画廊,"美術館・博物館, ショッピング, アートギャラリー",3,1
中央区,日本橋３丁目,日八京,東京都 中央区日本橋 3-7-20,35.679978,139.772673,江戸秤座跡,"名所・有名スポット, 旧跡",3,13
中央区,日本橋３丁目,日八京,東京都 中央区日本橋 3-5-7 2F,35.679132,139.7729745,田中画廊,"美術館・博物館, ショッピング, アートギャラリー",-,0
中央区,日本橋３丁目,日八京,東京都 中央区日本橋 3-4 八重洲通り中央分離帯内,35.679753,139.77117,平和の鐘,"名所・有名スポット, 記念碑 & 像",3.5,23
中央区,日本橋３丁目,日八京,東京都 中央区日本橋 3-2-9,35.680248,139.771971,ギャラリー ショウ コンテンポラリー アート,"ショッピング, 美術館・博物館, アートギャラリー",3,1
中央区,日本橋３丁目,日八京,東京都 中央区日本橋 3-2-6,35.680401,139.771854,ギャラリー白百合,"美術館・博物館, ショッピング, アートギャラリー",3,1
中央区,日本橋３丁目,日八京,東京都 中央区日本橋 3,35.67962663,139.7731818,ヤン・ヨーステン記念碑,"名所・有名スポット, 記念碑 & 像",3,11
中央区,日本橋２丁目,日八京,東京都 中央区日本橋 2-4-1 日本橋高島屋S.C.本館4階・5階,35.680761,139.7736135,高島屋史料館TOKYO,"美術館・博物館, 専門美術館, 歴史博物館",4,1
中央区,日本橋２丁目,日八京,東京都 中央区日本橋 2-3-4 日本橋プラザビル１階,35.681391,139.7721285,ふるさと情報コーナー,"観光情報・案内所, 観光案内所",2.5,10
中央区,日本橋２丁目,日八京,東京都 中央区日本橋 2-1-3 アーバンネット日本橋二丁目ビル1階,35.682615,139.772628,日本橋 長崎館,"観光情報・案内所, 観光案内所",4,44
中央区,日本橋２丁目,日八京,東京都 中央区日本橋 2-5-15,35.681535,139.773348,日本橋の家,"名所・有名スポット, 建築物",4,1
中央区,日本橋２丁目,日八京,東京都 中央区日本橋 日本橋1-6,35.68131056,139.7741158,名水白木屋の井戸,"名所・有名スポット, 記念碑 & 像",3,17
中央区,日本橋２丁目,日八京,東京都 中央区日本橋 日本橋1-20,35.68131056,139.7741158,海運橋石柱,"名所・有名スポット, 記念碑 & 像",3,17
中央区,日本橋２丁目,日八京,東京都 中央区日本橋 日本橋1-18-1,35.68131056,139.7741158,郵便発祥の地,名所・有名スポット,3,23
中央区,日本橋２丁目,日八京,東京都 中央区日本橋 日本橋1-1,35.68131056,139.7741158,麒麟像,"名所・有名スポット, 記念碑 & 像",3.5,50
中央区,日本橋２丁目,日八京,東京都 中央区日本橋 7-1,35.68131056,139.7741158,東京日本橋タワー,名所・有名スポット,3,5
中央区,日本橋２丁目,日八京,東京都 中央区日本橋 2-3-20,35.681481,139.771575,トライアンフギャラリー,"ショッピング, 美術館・博物館, アートギャラリー",3,1
中央区,日本橋２丁目,日八京,東京都 中央区日本橋 2-1-3,35.682615,139.772628,日本橋長崎館 観光窓口,"観光情報・案内所, 観光案内所",4,4
中央区,日本橋２丁目,日八京,東京都 中央区日本橋 2-1-19,35.682417,139.772196,ギャラリー ツープラス,"ショッピング, 美術館・博物館, アートギャラリー",3,1
中央区,日本橋２丁目,日八京,東京都 中央区日本橋 2-10-8,35.680905,139.7747025,西村画廊,"ショッピング, 美術館・博物館, アートギャラリー",3,1
中央区,日本橋２丁目,日八京,東京都 中央区日本橋 蛎殻町2-4-1,35.68131056,139.7741158,水天宮,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",4,511
中央区,日本橋２丁目,日八京,東京都 中央区日本橋 日本橋中洲5-1,35.68131056,139.7741158,真砂座跡碑,"名所・有名スポット, 記念碑 & 像",3,8
中央区,日本橋１丁目,日八京,東京都 中央区日本橋 1-9,35.68374,139.774986,日本橋船着場,"名所・有名スポット, 波止場・遊歩道",3.5,7
中央区,日本橋１丁目,日八京,東京都 中央区日本橋 1-6,35.68284,139.7752425,漱石名作の舞台の碑,"名所・有名スポット, 記念碑 & 像",3,11
中央区,日本橋１丁目,日八京,東京都 中央区日本橋 1-6,35.68284,139.7752425,木原店跡,"名所・有名スポット, 旧跡",3,9
中央区,日本橋１丁目,日八京,東京都 中央区日本橋 1-4-1,35.682597,139.7745675,コレド日本橋,"ショッピング, ショッピングモール",3.5,49
中央区,日本橋１丁目,日八京,東京都 中央区日本橋 1-19-1,35.68383,139.7777265,日本橋ダイヤビルディング,"名所・有名スポット, 歴史散策地区, 建築物",5,2
中央区,日本橋１丁目,日八京,東京都 中央区日本橋 1-12-10,35.682552,139.775598,凧の博物館,"美術館・博物館, 専門美術館",3.5,35
中央区,日本橋１丁目,日八京,東京都 中央区日本橋 1-1-1地先,35.683803,139.7737305,日本橋観光案内所,"観光情報・案内所, 観光案内所",3.5,15
中央区,日本橋１丁目,日八京,東京都 中央区日本橋 1-1-1 日本橋観光案内所前,35.683803,139.7737305,日本の道100選 中央通り 顕彰碑,"名所・有名スポット, 記念碑 & 像",3.5,8
中央区,日本橋１丁目,日八京,東京都 中央区日本橋 1,35.68276297,139.7761721,日本橋,"名所・有名スポット, 橋",4,787
中央区,日本橋１丁目,日八京,東京都 中央区日本橋 1,35.68276297,139.7761721,日本橋由来の碑,"名所・有名スポット, 記念碑 & 像",3,16
中央区,日本橋１丁目,日八京,東京都 中央区日本橋 1,35.68276297,139.7761721,江戸橋,"名所・有名スポット, 橋",3,1
中央区,日本橋１丁目,日八京,東京都 中央区日本橋 1丁目1,35.683866,139.77369,日本国道路元標,"名所・有名スポット, 記念碑 & 像",3.5,47
中央区,日本橋１丁目,日八京,東京都 中央区 日本橋1丁目~日本橋兜町,35.68276297,139.7761721,千代田橋,"名所・有名スポット, 橋",3,6
港区,南麻布５丁目,-,東京都 港区 南麻布5-7-13,35.652096,139.7265165,東京都立中央図書館,"観光情報・案内所, 図書館",4,20
港区,南麻布５丁目,-,東京都 港区 南麻布5-7-29,35.651277,139.7263005,有栖川宮記念公園,自然・公園,4,253
港区,南麻布５丁目,-,東京都 港区 南麻布5-6-33,35.652465,139.727754,港区立 麻布運動場,"名所・有名スポット, アリーナ・スタジアム",3.5,4
港区,南麻布５丁目,-,東京都 港区 南麻布5-5-4,35.653923,139.7251845,阿弥陀寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,1
港区,南麻布５丁目,-,東京都 港区 南麻布5-1-5,35.655786,139.722966,ギャラリー華,"ショッピング, 美術館・博物館, アートギャラリー",-,0
港区,南麻布５丁目,-,東京都 港区 南麻布5-1-3,35.653284,139.7221065,瑞華院,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,1
港区,南麻布５丁目,-,東京都 港区 南麻布5-11-12,35.653212,139.7228895,東郷ファインアート,"美術館・博物館, ショッピング, アートギャラリー",-,0
港区,南麻布４丁目,-,東京都 港区 南麻布4‐5‐61,35.650431,139.723605,広尾の庚申塔,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,3
港区,南麻布４丁目,-,東京都 港区 南麻布4-5-61,35.650431,139.723605,廣尾稲荷神社,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3.5,14
港区,南麻布４丁目,-,東京都 港区 南麻布4-5-6,35.651079,139.724766,南部坂教会,"名所・有名スポット, 大聖堂",3,7
港区,南麻布４丁目,-,東京都 港区 南麻布4-2-35,35.647893,139.7237445,天現寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,13
港区,南麻布４丁目,-,東京都 港区 南麻布4-11-25,35.647425,139.727538,光林寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3.5,11
港区,南麻布４丁目,-,東京都 港区 南麻布 4丁目2-38 佑浩寺ビル５F,35.647623,139.7235915,佑浩寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",2.5,5
港区,南麻布３丁目,-,東京都 港区 南麻布3-9-6,35.649603,139.7305125,つりぼり衆楽園,"自然・公園, 水辺",-,0
港区,南麻布３丁目,-,東京都 港区 南麻布3-9-12,35.649738,139.7307555,称念寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,2
港区,南麻布３丁目,-,東京都 港区 南麻布3-4-6,35.650494,139.730337,遍照寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,1
港区,南麻布３丁目,-,東京都 港区 南麻布3-21-19,35.647578,139.7317455,明称寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,3
港区,南麻布３丁目,-,東京都 港区 南麻布3-18-8,35.647776,139.7293785,春桃院,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,1
港区,南麻布３丁目,-,東京都 港区 南麻布3-12,35.648451,139.730616,本村町貝塚,"名所・有名スポット, 古代遺跡, 旧跡",3,2
港区,南麻布３丁目,-,東京都 港区 南麻布3-1-15,35.651718,139.7291895,天真寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど, 旧跡",3.5,7
港区,南麻布３丁目,-,東京都 港区 南麻布3-10-7,35.649099,139.732371,若松寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,3
港区,南麻布３丁目,-,東京都 港区 南麻布3-10-15,35.648316,139.7328345,延命院,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3.5,4
港区,南麻布２丁目,-,東京都 港区 南麻布2-9-42,35.648937,139.73337,浄専寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,1
港区,南麻布２丁目,-,東京都 港区 南麻布2-9-22,35.648118,139.7339685,曹渓寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3.5,4
港区,南麻布２丁目,-,東京都 港区 南麻布2-14-17,35.647551,139.733586,西福寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど, 旧跡",3,5
港区,南麻布２丁目,-,東京都 港区 南麻布2-14-14,35.647326,139.733874,円澤寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,2
港区,南麻布１丁目,-,東京都 港区 南麻布1-7-32,35.65152,139.737024,在日韓人歴史資料館,"美術館・博物館, 歴史博物館",3.5,4
港区,南麻布１丁目,-,東京都 港区 南麻布1-6-7,35.652222,139.7361465,福泉寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,2
渋谷区,南平台町,-,"東京都 渋谷区 南平台町16-17 住友不動産ガーデンタワー1F, B1",35.653887,139.693932,ベルサール渋谷ガーデン,"名所・有名スポット, イベントスペース",3.5,13
新宿区,南町,-,東京都 新宿区 南町7,35.698482,139.7367495,漱石公園,"名所・有名スポット, 自然・公園, 旧跡",3.5,35
港区,南青山７丁目,-,東京都 港区 南青山7-4-15,35.657784,139.715397,宗画房,"ショッピング, 美術館・博物館, アートギャラリー",-,0
港区,南青山６丁目,-,東京都 港区 南青山6-6-20 K's南青山ビル1F,35.660097,139.717872,紅ミュージアム,"美術館・博物館, 歴史博物館, 専門美術館",4,10
港区,南青山６丁目,-,東京都 港区 南青山6-5-1,35.662203,139.7171205,根津美術館,美術館・博物館,4.5,875
港区,南青山６丁目,-,東京都 港区 南青山6-1-6,35.662392,139.716639,古布の詩たみギャラリー,"美術館・博物館, ショッピング, アートギャラリー",-,0
港区,南青山６丁目,-,東京都 港区 南青山6-1-19,35.661294,139.7155545,岡本太郎記念館,美術館・博物館,4,133
港区,南青山５丁目,-,東京都 港区 南青山5-7-25,35.662851,139.712319,サロンド フルール,"美術館・博物館, ショッピング, アートギャラリー",-,0
港区,南青山５丁目,-,東京都 港区 南青山5-7-23,35.66268,139.71258,始弘画廊,"美術館・博物館, ショッピング, アートギャラリー",-,0
港区,南青山５丁目,-,東京都 港区 南青山5-6-23,35.663598,139.711752,スパイラル,その他,4,65
港区,南青山５丁目,-,東京都 港区 南青山5-4-44,35.662572,139.7136555,ギャルリーワッツ,"ショッピング, 美術館・博物館, アートギャラリー",-,0
港区,南青山５丁目,-,東京都 港区 南青山5-4-41,35.662068,139.713102,グラッセリア青山,名所・有名スポット,3,1
港区,南青山５丁目,-,東京都 港区 南青山5-3-10,35.662761,139.715901,グラスギャラリーカラニス,"ショッピング, 美術館・博物館, アートギャラリー",-,0
港区,南青山５丁目,-,東京都 港区 南青山5-17-6,35.660655,139.714353,ビリケン ギャラリー,"美術館・博物館, ショッピング, アートギャラリー",-,0
港区,南青山５丁目,-,東京都 港区 南青山5-1-7,35.664345,139.713471,大松稲荷神社,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,13
港区,南青山５丁目,-,東京都 港区 南青山5-13-1,35.661276,139.7137095,ぎゃらりい自在堂,"ショッピング, 美術館・博物館, アートギャラリー",-,0
港区,南青山５丁目,-,東京都 港区 南青山5-1-27,35.664858,139.7126835,ギャラリー360度,"美術館・博物館, ショッピング, アートギャラリー",-,0
港区,南青山５丁目,-,東京都 港区 南青山5-12-3 Noirビル2F,35.661483,139.7130705,Akio Nagasawa Gallery Aoyama,"美術館・博物館, ショッピング, アートギャラリー",-,0
港区,南青山５丁目,-,東京都 港区 南青山5-10-1,35.662752,139.7109915,ピンポイントギャラリー,"美術館・博物館, ショッピング, アートギャラリー",-,0
港区,南青山５丁目,-,東京都 港区 南青山五丁目交差点と高樹町交差点を結ぶ,35.66291694,139.7140567,骨董通り,"名所・有名スポット, 歴史散策地区",3,7
港区,南青山４丁目,-,東京都 港区 南青山,35.66578129,139.7184995,青山墓地,"名所・有名スポット, 墓地",4,145
港区,南青山４丁目,-,東京都 港区 南青山4-7-7,35.66592,139.719267,ギャラリーcomo,"美術館・博物館, ショッピング, アートギャラリー",-,0
港区,南青山４丁目,-,東京都 港区 南青山4-18-9,35.663454,139.7178855,秋山庄太郎写真芸術館,美術館・博物館,3,2
港区,南青山４丁目,-,東京都 港区 南青山4-17-27,35.664291,139.7193345,広閑院,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",-,0
港区,南青山３丁目,-,東京都 港区 南青山3-8-40 青山センタービル2F,35.667486,139.7150505,Dasmuse,"美術館・博物館, ショッピング, アートギャラリー",5,1
港区,南青山３丁目,-,東京都 港区 南青山3-8-13,35.667072,139.71573,ギャラリー アルトン,"ショッピング, 美術館・博物館, アートギャラリー",-,0
港区,南青山３丁目,-,東京都 港区 南青山3-4-4,35.667369,139.717692,環画廊,"ショッピング, 美術館・博物館, アートギャラリー",-,0
港区,南青山３丁目,-,東京都 港区 南青山3-4-11 ハヤカワビル１F,35.666784,139.7172105,スペースユイ,"美術館・博物館, ショッピング, アートギャラリー",-,0
港区,南青山３丁目,-,東京都 港区 南青山3-4-11,35.666784,139.7172105,船光稲荷神社,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,3
港区,南青山２丁目,-,東京都 港区 南青山2-1-1 Honda青山ビル1階,35.672292,139.7236905,Honda ウェルカムプラザ青山,名所・有名スポット,4,134
港区,南青山２丁目,-,東京都 港区 南青山2丁目21番12号,35.668953,139.7185605,青山運動場,"レジャー施設, スポーツ複合施設",3,1
港区,南青山２丁目,-,東京都 港区 南青山2-8-35,35.669511,139.722525,秩父宮ラグビー場,"レジャー施設, スポーツ複合施設",4,88
港区,南青山２丁目,-,東京都 港区 南青山2-8-25,35.66943,139.7223405,竜泉寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,3
港区,南青山２丁目,-,東京都 港区 南青山2-7-13,35.670141,139.722948,玉窓寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,3
港区,南青山２丁目,-,東京都 港区 南青山2-32-2,35.668512,139.720671,青山公園,自然・公園,3.5,8
港区,南青山２丁目,-,東京都 港区 南青山2-26-38,35.669646,139.717359,梅窓院,"名所・有名スポット, 神社/寺院/教会/モニュメントなど, 旧跡",3,14
港区,南青山２丁目,-,東京都 港区 南青山2-26-35,35.669916,139.717053,アンリ バヴィエラギャラリー,"美術館・博物館, ショッピング, アートギャラリー",-,0
港区,南青山２丁目,-,東京都 港区 南青山2-22-14,35.670465,139.7188665,青山リアルテアーツ,"美術館・博物館, ショッピング, アートギャラリー",-,0
港区,南青山２丁目,-,東京都 港区 南青山2-18-18,35.669592,139.719969,三河稲荷神社,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",-,0
港区,南青山２丁目,-,東京都 港区 南青山2-12-14 ユニマット青山ビル9F,35.670969,139.7200545,アラマンダガーデン,名所・有名スポット,-,0
港区,南青山２丁目,-,東京都 港区 南青山2-10-14 Aoyama Annex 1F,35.671113,139.721463,画廊くにまつ青山,"美術館・博物館, ショッピング, アートギャラリー",3.5,2
港区,南青山１丁目,-,東京都 港区 南青山1丁目4-4,35.671113,139.7247705,青葉公園,自然・公園,3,2
港区,南青山１丁目,-,東京都 港区 南青山1-3-3 青山1丁目タワー3階,35.671671,139.725324,赤坂図書館,"観光情報・案内所, 図書館",3,5
港区,南青山１丁目,-,東京都 港区 南青山1-26-1,35.666946,139.7270565,教運寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,3
港区,南青山１丁目,-,東京都 港区 南青山1-24-3 TOTO乃木坂ビル3F,35.667576,139.7265165,ギャラリー間,"美術館・博物館, ショッピング, アートギャラリー",4,20
港区,南青山１丁目,-,東京都 港区 南青山1-2,35.67213,139.7252205,赤坂消防署発祥の地記念碑,"名所・有名スポット, 記念碑 & 像",3,5
港区,南青山１丁目,-,東京都 港区 南青山1-12-32,35.668746,139.7250405,SHARE GREEN MINAMI AOYAMA,名所・有名スポット,4,7
新宿区,南元町,-,東京都 新宿区 南元町19-2,35.679645,139.720077,一行院,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,3
新宿区,南元町,-,東京都 新宿区 南元町15-3,35.679564,139.7233125,林光寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,4
新宿区,南元町,-,東京都 新宿区 南元町10-6,35.679915,139.724253,本迹寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,2
新宿区,南元町,-,東京都 新宿区 南元町10-1,35.679942,139.7245545,香蓮寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,3
新宿区,南榎町,-,東京都 新宿区 南榎町22,35.701902,139.729878,泉鏡花旧居跡,"名所・有名スポット, 記念碑 & 像, 旧跡",3,1
新宿区,内藤町,-,東京都 新宿区 内藤町87番地,35.68752,139.7145105,四谷区民センター,"名所・有名スポット, イベントスペース",3.5,7
新宿区,内藤町,-,東京都 新宿区 内藤町87,35.68752,139.7145105,玉川上水記念碑,"名所・有名スポット, 記念碑 & 像, 旧跡",3,10
新宿区,内藤町,-,東京都 新宿区 内藤町11 新宿御苑内,35.687151,139.7106585,旧御涼亭,"名所・有名スポット, 眺めのよい散策エリア, 旧跡",3.5,11
新宿区,内藤町,-,東京都 新宿区 内藤町11,35.687151,139.7106585,新宿御苑,"名所・有名スポット, 自然・公園, さらに表示",4.5,6138
新宿区,内藤町,-,東京都 新宿区 内藤町1,35.68671,139.715631,多武峯内藤神社,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3.5,7
千代田区,内神田３丁目,-,東京都 千代田区 内神田3-10-1,35.691165,139.7693295,佐竹稲荷神社,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3.5,19
千代田区,内神田２丁目,-,東京都 千代田区 内神田2丁目13-3,35.691228,139.7686275,神田駅西口商店街,名所・有名スポット,3,4
千代田区,内神田２丁目,-,東京都 千代田区 内神田2-6,35.690454,139.7675205,神田出世不動尊,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,11
千代田区,内神田２丁目,-,東京都 千代田区 内神田2-1-8,35.689122,139.767543,千代田区立スポーツセンター,"レジャー施設, スポーツ複合施設",3.5,13
千代田区,内神田２丁目,-,東京都 千代田区 内神田2-1,35.689095,139.7677725,物揚場跡,"名所・有名スポット, 記念碑 & 像",3.5,3
千代田区,内神田１丁目,-,東京都 千代田区 内神田1丁目6,35.689833,139.7665305,御宿稲荷神社,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,3
千代田区,内神田１丁目,-,東京都 千代田区 内神田1,35.69073082,139.7658724,鎌倉橋,"名所・有名スポット, 橋",2.5,11
千代田区,内神田１丁目,-,東京都 千代田区 内神田 1-3,35.69031,139.765293,神田橋,"名所・有名スポット, 橋",3,3
千代田区,内幸町２丁目,-,東京都 千代田区 内幸町2-2-1 日本プレスセンタービル１階,35.67096,139.754232,通信社ライブラリー,"観光情報・案内所, 図書館",3,2
千代田区,内幸町１丁目,-,東京都 千代田区 内幸町1-5,35.669394,139.7577465,樋口一葉生誕の地,"名所・有名スポット, 旧跡",3,2
千代田区,内幸町１丁目,-,東京都 千代田区 内幸町1-1-1 帝国ホテル東京本館地下1階,35.672256,139.7583495,帝国ホテルアーケード,"ショッピング, ショッピングモール",3.5,19
千代田区,内幸町１丁目,-,東京都 千代田区 内幸町1-1-1 帝国ホテルプラザタワー 1F-4F,35.672256,139.7583495,帝国ホテルプラザ東京,"ショッピング, ショッピングモール",4,14
千代田区,内幸町１丁目,-,東京都 千代田区 内幸町1-1-1 帝国ホテルプラザ３階,35.672256,139.7583495,銀座アンティークギャラリー,"ショッピング, アンティークショップ",3.5,3
千代田区,内幸町１丁目,-,東京都 千代田区 内幸町1-1-1 帝国ホテルプラザ3F,35.672256,139.7583495,シュークル,"ショッピング, アンティークショップ",3,2
千代田区,内幸町１丁目,-,東京都 千代田区 内幸町1-1-1 帝国ホテル 東京,35.672256,139.7583495,東光庵,名所・有名スポット,4,1
千代田区,内幸町１丁目,-,東京都 千代田区 内幸町1-1,35.671374,139.7580435,鹿鳴館跡,"名所・有名スポット, 記念碑 & 像",2.5,5
渋谷区,道玄坂２丁目,-,東京都 渋谷区 道玄坂2丁目,35.65919442,139.6975155,道玄坂,名所・有名スポット,3.5,149
