指標名,神社・寺院・教会,,,,,,
出典,NAVITIME,,,,,,
年次,2020/3/9取得,,,,,,
URL,https://www.navitime.co.jp/,,,,,,
備考,,,,,,,
,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,カテゴリ
港区,芝４丁目,-,東京都港区芝4-5-4,35.648937,139.750884,正念寺,寺院
港区,芝４丁目,-,東京都港区芝4-6-17,35.649126,139.7515185,法音寺,寺院
港区,芝４丁目,-,東京都港区芝4-6-21,35.649243,139.7511585,宗光寺,寺院
港区,芝４丁目,-,東京都港区芝4丁目7-8,35.649,139.7521395,立正佼成会港教会,教会
港区,芝浦１丁目,-,東京都港区芝浦1-11-17,35.647677,139.7540025,清法山 徳純院,寺院
港区,芝公園１丁目,-,東京都港区芝公園1-3-16,35.659467,139.7514285,天光院,寺院
港区,芝公園１丁目,-,東京都港区芝公園1-7-15,35.657478,139.752351,花岳院,寺院
港区,芝公園１丁目,-,東京都港区芝公園1-8-13,35.657388,139.751559,源流院,寺院
港区,芝公園１丁目,-,東京都港区芝公園1丁目8-16,35.657397,139.750911,廣度院,寺院
港区,芝公園１丁目,-,東京都港区芝公園1丁目8-9,35.657595,139.751928,常照院,寺院
港区,芝公園２丁目,-,東京都港区芝公園2-11-1,35.654193,139.751613,日新窟,寺院
港区,芝公園２丁目,-,東京都港区芝公園2-11-25,35.654274,139.751046,最勝院,寺院
港区,芝公園２丁目,-,東京都港区芝公園2丁目2-3,35.656794,139.751064,天陽院,寺院
港区,芝公園２丁目,-,東京都港区芝公園2丁目3-2,35.656722,139.7519325,安養院,寺院
港区,芝公園２丁目,-,東京都港区芝公園2丁目3-5,35.656614,139.7524455,浄運院,寺院
港区,芝公園２丁目,-,東京都港区芝公園2丁目9-15,35.654544,139.7514465,多聞院,寺院
港区,芝公園３丁目,虎ノ門,東京都港区芝公園3-1-8,35.660997,139.748949,雲晴院,寺院
港区,芝公園３丁目,虎ノ門,東京都港区芝公園3-6-18,35.660367,139.7439225,聖アンデレ教会,教会
港区,芝公園３丁目,虎ノ門,東京都港区芝公園3丁目1-13,35.660367,139.748634,安蓮社 総務,寺院
港区,芝公園３丁目,虎ノ門,東京都港区芝公園3丁目5-24,35.660142,139.7457225,光宝寺,寺院
港区,芝公園３丁目,虎ノ門,東京都港区芝公園3丁目5-27,35.660466,139.7460015,宗教法人幸稲荷神社,神社
港区,芝公園３丁目,虎ノ門,東京都港区芝公園3丁目5-4,35.659539,139.746078,金地院,寺院
港区,芝公園４丁目,-,東京都港区芝公園4-7-35,35.657397,139.7482695,増上寺,寺院
港区,芝公園４丁目,-,東京都港区芝公園4-7-4,35.656965,139.746681,浄土宗東京教区教務所,教会
港区,芝公園４丁目,-,東京都港区芝公園4-7-4,35.656965,139.746681,浄土宗文化局,寺院
港区,芝公園４丁目,-,東京都港区芝公園4-8-55,35.656497,139.7466225,宝珠院,寺院
港区,芝公園４丁目,-,東京都港区芝公園4丁目7-35,35.657397,139.7482695,芝増上寺,寺院
港区,芝公園４丁目,-,東京都港区芝公園4丁目8-10,35.65494,139.748607,東照宮,神社
港区,芝公園４丁目,-,東京都港区芝公園4丁目9-8,35.654058,139.7468475,妙定院,寺院
港区,芝大門１丁目,-,東京都港区芝大門1-10-16,35.658531,139.752819,源宝院,寺院
港区,芝大門１丁目,-,東京都港区芝大門1-12-7,35.657595,139.753008,芝大神宮,神社
港区,芝大門１丁目,-,東京都港区芝大門1-14-3,35.657442,139.753719,東京 佛願寺,寺院
港区,芝大門１丁目,-,東京都港区芝大門1-3-6,35.659593,139.7547585,本尊阿弥陀如来奉讃会事務局,寺院
港区,芝大門１丁目,-,東京都港区芝大門1丁目12-7,35.657595,139.753008,め組半鐘祭,寺院
新宿区,若宮町,-,東京都新宿区若宮町18,35.699769,139.740075,神楽坂若宮八幡神社,神社
新宿区,若松町,-,東京都新宿区若松町38-1,35.703081,139.720788,宝祥寺,寺院
新宿区,若松町,-,東京都新宿区若松町45,35.69967509,139.7173264,稲荷神社,神社
新宿区,若松町,-,東京都新宿区若松町8-3,35.69895,139.7198655,日本基督教団 東京信愛教会,教会
新宿区,若葉１丁目,-,東京都新宿区若葉1-1-6,35.686818,139.7228625,法蔵寺,寺院
新宿区,若葉１丁目,-,東京都新宿区若葉1丁目22,35.682246,139.726035,宗教法人龍神総宮社東京支部,神社
新宿区,若葉１丁目,-,東京都新宿区若葉1丁目22-12,35.682246,139.726035,カトリックサレジオ修道会・管区長館,教会
新宿区,若葉１丁目,-,東京都新宿区若葉1丁目5,35.685918,139.724667,聖パウロ修道会管区,教会
新宿区,若葉２丁目,-,東京都新宿区若葉2-2-6,35.68599,139.7236185,東福院,寺院
新宿区,若葉２丁目,-,東京都新宿区若葉2-7-8,35.684928,139.7246985,四谷霊廟,寺院
新宿区,若葉２丁目,-,東京都新宿区若葉2-7-8,35.684928,139.7246985,真成院,寺院
新宿区,若葉２丁目,-,東京都新宿区若葉2-8-3,35.685738,139.724361,愛染院,寺院
新宿区,若葉２丁目,-,東京都新宿区若葉2-9,35.684685,139.7254275,西念寺,寺院
新宿区,若葉２丁目,-,東京都新宿区若葉2丁目1,35.686179,139.7231145,真英寺,寺院
新宿区,若葉２丁目,-,東京都新宿区若葉2丁目4,35.685333,139.723254,妙行寺,寺院
新宿区,若葉２丁目,-,東京都新宿区若葉2丁目8,35.685459,139.724577,蓮乗院,寺院
新宿区,舟町,-,東京都新宿区舟町11,35.690364,139.7215845,全勝寺,寺院
新宿区,舟町,-,東京都新宿区舟町13,35.691345,139.721184,西迎寺,寺院
渋谷区,渋谷１丁目,-,東京都渋谷区猿楽29-9,35.66181035,139.7040407,猿楽神社,神社
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1-12-16,35.660286,139.703769,宮益御嶽神社,神社
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1-17-17,35.661285,139.703112,美竹教会,教会
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2-14-12,35.659152,139.7054655,渋谷教会,教会
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2-22-16,35.658567,139.7036295,高校生聖書伝道協会,教会
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2-5-11,35.659548,139.7079945,東京渋谷念法寺,寺院
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷3-4-7,35.657091,139.706217,豐榮稲荷神社,神社
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷3-5-12,35.657676,139.7065275,金王八幡宮,神社
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷3丁目5-8,35.657856,139.7067795,東福寺,寺院
渋谷区,初台２丁目,-,東京都渋谷区初台2丁目8-5,35.675415,139.685499,天理教本明王分教会,教会
中央区,勝どき２丁目,-,東京都中央区勝どき2-6-5,35.658324,139.7793825,ナザレのイエス(耶蘇)基督教団,教会
中央区,勝どき４丁目,-,東京都中央区勝どき4-12-9,35.657091,139.774896,栗塚正行,寺院
渋谷区,松涛１丁目,-,東京都渋谷区松濤1-25-6,35.659467,139.6931805,渋谷日本基督会,教会
渋谷区,松涛１丁目,-,東京都渋谷区松濤1丁目1-2,35.662644,139.694661,宗教法人世界平和統一家庭連合,教会
渋谷区,松涛１丁目,-,東京都渋谷区松濤1丁目18-3,35.662635,139.6912725,聖泉院,寺院
渋谷区,松涛２丁目,-,東京都渋谷区松濤2-17-2,35.65854,139.689927,本法寺,寺院
渋谷区,上原３丁目,-,東京都渋谷区上原3-18-3,35.665677,139.677417,日本基督教団代々木上原教会,教会
新宿区,上落合１丁目,-,東京都新宿区上落合1-23-4,35.714385,139.6909845,光徳寺,寺院
新宿区,上落合１丁目,-,東京都新宿区上落合1丁目1-15,35.71515,139.6949085,日本基督教団高田馬場台湾教会,教会
新宿区,上落合１丁目,-,東京都新宿区上落合1丁目28-2,35.711838,139.690593,アルページュ音楽教室,教会
新宿区,上落合２丁目,-,東京都新宿区上落合2丁目13-23,35.712198,139.688676,天理教 分教会 陽東,教会
新宿区,上落合３丁目,-,東京都新宿区上落合3丁目4-12,35.713404,139.685571,最勝寺,寺院
新宿区,信濃町,-,東京都新宿区信濃町2,35.684406,139.719078,長安寺,寺院
新宿区,信濃町,-,東京都新宿区信濃町30,35.681994,139.719798,日本基督教団 信濃町教会,教会
港区,新橋２丁目,虎ノ門広域,東京都港区新橋2-15-5,35.666595,139.7566035,烏森神社,神社
港区,新橋４丁目,虎ノ門広域,東京都港区新橋4-24-9,35.663688,139.7565675,金光教 芝教会,教会
新宿区,新宿２丁目,-,東京都新宿区新宿2-9-2,35.68986,139.709358,太宗寺,寺院
新宿区,新宿２丁目,-,東京都新宿区新宿2丁目,35.6908651,139.7084408,成覚寺,寺院
新宿区,新宿４丁目,-,東京都新宿区新宿4-3-19,35.688798,139.70439,天龍寺,寺院
新宿区,新宿５丁目,-,東京都新宿区新宿5-17-3,35.693505,139.7052135,花園神社,神社
新宿区,新宿５丁目,-,東京都新宿区新宿5丁目17-3,35.693505,139.7052135,大酉祭,寺院
新宿区,新宿６丁目,-,東京都新宿区新宿6-20-16,35.696628,139.7125665,法善寺,寺院
新宿区,新宿６丁目,-,東京都新宿区新宿6-20-9,35.697123,139.7127915,専福寺,寺院
新宿区,新宿６丁目,-,東京都新宿区新宿6-21-1,35.696178,139.71123,西向天神社,神社
新宿区,新宿６丁目,-,東京都新宿区新宿6-27-16,35.695089,139.707558,金光教 新宿教会,教会
新宿区,新宿６丁目,-,東京都新宿区新宿6丁目15-2,35.69535,139.711437,西光庵,寺院
新宿区,新宿７丁目,-,東京都新宿区新宿7-11-2,35.698122,139.7126295,永福寺,寺院
新宿区,新宿７丁目,-,東京都新宿区新宿7丁目2-13,35.698716,139.712949,東京バハイセンター,教会
新宿区,新宿７丁目,-,東京都新宿区新宿7丁目26-22,35.699121,139.708557,大久保バプテスト教会,教会
新宿区,新宿７丁目,-,東京都新宿区新宿7丁目3-13,35.699814,139.7132235,観音庵,寺院
中央区,新川１丁目,-,東京都中央区新川1-31-4,35.675883,139.786083,海渡稲荷神社,神社
中央区,新川１丁目,-,東京都中央区新川1-8-17,35.6778,139.7828835,新川大神宮,神社
中央区,新川２丁目,-,東京都中央区新川2-11-1,35.675046,139.7811285,蓬莱山福聚堂,寺院
中央区,新川２丁目,-,東京都中央区新川2-15-14,35.674956,139.783374,金刀比羅神社,神社
新宿区,神楽坂５丁目,-,東京都新宿区神楽坂5-36,35.701497,139.739238,毘沙門天 善国寺,寺院
新宿区,神楽坂６丁目,-,東京都新宿区神楽坂6丁目2,35.702523,139.738176,安養寺,寺院
新宿区,神楽坂６丁目,-,東京都新宿区神楽坂6丁目54,35.703198,139.736043,正藏院,寺院
渋谷区,神宮前１丁目,-,東京都渋谷区神宮前1-5-3,35.671662,139.706541,東郷会,神社
渋谷区,神宮前１丁目,-,東京都渋谷区神宮前1-5-3,35.671662,139.706541,東郷神社,神社
渋谷区,神宮前２丁目,-,東京都渋谷区神宮前2丁目2-22,35.672463,139.714155,熊野神社,神社
渋谷区,神宮前２丁目,-,東京都渋谷区神宮前2丁目26-12,35.674209,139.709952,金光教 神宮教会,教会
渋谷区,神宮前２丁目,-,東京都渋谷区神宮前2丁目3-2,35.674326,139.713255,慈光寺,寺院
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前3-42-1,35.670789,139.7139795,原宿教会,教会
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前3丁目8-9,35.670816,139.711833,妙円寺,寺院
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前,35.6687322,139.7085394,清正井(明治神宮内),神社
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5-6-3,35.666136,139.7084265,東京第一科学者キリスト教教会,教会
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5-7-7,35.66637,139.7092275,東京ユニオンチャーチ,教会
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5丁目26-6,35.665011,139.704111,穏田神社,神社
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前6-25-12,35.666127,139.702761,長泉寺,寺院
渋谷区,神山町,-,東京都渋谷区神山町16-1,35.663778,139.6929015,パーフェクトリバティー教団 東京中央教会,教会
渋谷区,神泉町,-,東京都渋谷区神泉町8-7,35.655327,139.6931715,日本山妙法寺,寺院
千代田区,神田司町,-,東京都千代田区神田司町2-6,35.693721,139.767822,真徳稲荷神社,神社
千代田区,神田駿河台１丁目,-,東京都千代田区神田駿河台1-2-3,35.696538,139.7631195,太田姫稲荷神社,神社
千代田区,神田駿河台２丁目,-,東京都千代田区神田駿河台2-1 お茶の水クリスチャンセンタービル404号,35.699508,139.76244,東京プレヤーセンター,教会
千代田区,神田駿河台２丁目,-,東京都千代田区神田駿河台2丁目1,35.699508,139.76244,お茶の水聖書学院,教会
千代田区,神田駿河台２丁目,-,東京都千代田区神田駿河台2丁目1,35.699508,139.76244,日本福音自由教会協議会,教会
千代田区,神田駿河台４丁目,-,東京都千代田区神田駿河台4-1-3,35.698023,139.765518,ニコライ堂(日本ハリストス正教会教団東京復活大聖堂教会),教会
千代田区,神田駿河台４丁目,-,東京都千代田区神田駿河台4丁目1-3,35.698023,139.765518,日本ハリストス正教会教団,教会
千代田区,神田須田町２丁目,-,東京都千代田区神田須田町2-25,35.696736,139.7738385,柳森神社,神社
渋谷区,神南１丁目,-,東京都渋谷区神南1丁目4-1,35.665389,139.7002725,北谷稲荷神社,神社
新宿区,須賀町,-,東京都新宿区須賀町10-2,35.683569,139.7238435,宗福寺,寺院
新宿区,須賀町,-,東京都新宿区須賀町11-4,35.683974,139.7228445,西応寺,寺院
新宿区,須賀町,-,東京都新宿区須賀町12-6,35.684001,139.7218995,松巌寺,寺院
新宿区,須賀町,-,東京都新宿区須賀町13-1,35.684145,139.7213775,法恩寺,寺院
新宿区,須賀町,-,東京都新宿区須賀町13-3,35.684307,139.721112,本性寺,寺院
新宿区,須賀町,-,東京都新宿区須賀町13-5,35.684208,139.7208735,顕性寺,寺院
新宿区,須賀町,-,東京都新宿区須賀町5-6,35.685288,139.72248,須賀神社,神社
新宿区,須賀町,-,東京都新宿区須賀町8,35.684748,139.72284,勝興寺,寺院
渋谷区,西原１丁目,-,東京都渋谷区西原1丁目19-3,35.675559,139.6782585,日本基督教団 城西教会,教会
渋谷区,西原１丁目,-,東京都渋谷区西原1丁目3-7,35.673075,139.683762,妙道会教団,教会
新宿区,西五軒町,-,東京都新宿区西五軒町1-12,35.705322,139.737627,宗教法人真清浄寺,寺院
港区,西新橋３丁目,虎ノ門,東京都港区西新橋3-14-3,35.664759,139.7507085,鏡照院,寺院
新宿区,西新宿２丁目,-,東京都新宿区西新宿,35.690026,139.6911076,常泉院,寺院
新宿区,西新宿２丁目,-,東京都新宿区西新宿2-11-2,35.690445,139.6881945,熊野神社(十二社熊野神社),神社
新宿区,西新宿２丁目,-,東京都新宿区西新宿2丁目11-2,35.690445,139.6881945,熊野神社,神社
新宿区,西新宿５丁目,-,東京都新宿区西新宿5-7-6,35.692128,139.6865295,久遠寺門信徒会館光明閣,寺院
新宿区,西新宿５丁目,-,東京都新宿区西新宿5丁目12-5,35.692056,139.686354,久遠寺,寺院
新宿区,西新宿５丁目,-,東京都新宿区西新宿5丁目13-16,35.693577,139.6860165,立正浄法会,教会
新宿区,西新宿５丁目,-,東京都新宿区西新宿5丁目18-4,35.692371,139.6856655,天理教 分教会 東日之宮,教会
新宿区,西新宿６丁目,-,東京都新宿区西新宿6-12-14,35.692821,139.6895895,浄風寺,寺院
新宿区,西新宿７丁目,-,東京都新宿区西新宿7-12-5,35.693991,139.6965285,常圓寺,寺院
新宿区,西新宿８丁目,-,東京都新宿区西新宿8-16-2,35.696835,139.692294,浄音寺,寺院
新宿区,西新宿８丁目,-,東京都新宿区西新宿8丁目14-10,35.696142,139.692366,成子天神社,神社
千代田区,西神田１丁目,-,東京都千代田区三崎町2-9-12,35.69979538,139.7560926,三崎稲荷神社,神社
千代田区,西神田１丁目,-,東京都千代田区西神田1丁目1-12,35.699391,139.7573865,カトリック東京大司教区 神田教会,教会
新宿区,西早稲田１丁目,-,東京都新宿区西早稲田1-1-12,35.70696,139.718727,龍泉院,寺院
新宿区,西早稲田１丁目,-,東京都新宿区西早稲田1-1-15,35.707266,139.7189115,法輪寺,寺院
新宿区,西早稲田１丁目,-,東京都新宿区西早稲田1-7-1,35.709804,139.720329,宗教法人観音寺,寺院
新宿区,西早稲田１丁目,-,東京都新宿区西早稲田1丁目1-2,35.707959,139.7194155,寶泉寺,寺院
新宿区,西早稲田２丁目,-,東京都新宿区西早稲田2-1-11,35.70723,139.717215,穴八幡宮,神社
新宿区,西早稲田２丁目,-,東京都新宿区西早稲田2-1-11,35.70723,139.717215,穴八幡神社,神社
新宿区,西早稲田２丁目,-,東京都新宿区西早稲田2丁目1-11,35.70723,139.717215,高田馬場流鏑馬,寺院
新宿区,西早稲田２丁目,-,東京都新宿区西早稲田2丁目1-14,35.706744,139.717449,放生寺,寺院
新宿区,西早稲田２丁目,-,東京都新宿区西早稲田2丁目17-27,35.70948,139.711725,愛の教会,教会
新宿区,西早稲田２丁目,-,東京都新宿区西早稲田2丁目18-3,35.710128,139.71096,教龍寺,寺院
新宿区,西早稲田２丁目,-,東京都新宿区西早稲田2丁目3-1,35.707743,139.7168145,日本基督教団 早稲田教会,教会
新宿区,西早稲田２丁目,-,東京都新宿区西早稲田2丁目3-18,35.707986,139.716333,在日韓国人問題研究所,教会
新宿区,西早稲田２丁目,-,東京都新宿区西早稲田2丁目3-18,35.707986,139.716333,宗教法人日本バプテスト同盟,教会
新宿区,西早稲田２丁目,-,東京都新宿区西早稲田2丁目3-18,35.707986,139.716333,日本バプテスト同盟・東京平和教会,教会
新宿区,西早稲田２丁目,-,東京都新宿区西早稲田2丁目3-18,35.707986,139.716333,日本基督教団,教会
新宿区,西早稲田３丁目,-,東京都新宿区西早稲田3-17-36,35.713008,139.713129,天祖神社,神社
新宿区,西早稲田３丁目,-,東京都新宿区西早稲田3-31-11,35.714286,139.712103,アガペ教会,教会
新宿区,西早稲田３丁目,-,東京都新宿区西早稲田3-5-43,35.711208,139.7159685,水稲荷神社,神社
港区,西麻布２丁目,-,東京都港区西麻布2-24-22,35.660448,139.72167,慈眼院,寺院
港区,西麻布２丁目,-,東京都港区西麻布2-24-23,35.660898,139.720968,大安寺,寺院
港区,西麻布２丁目,-,東京都港区西麻布2-26-1,35.659917,139.719762,曹洞宗東京都宗務所,教会
港区,西麻布２丁目,-,東京都港区西麻布2丁目,35.66144155,139.7202085,長谷寺,寺院
港区,西麻布２丁目,-,東京都港区西麻布2丁目21-34,35.660565,139.7191995,大本山永平寺別院長谷寺,寺院
港区,西麻布３丁目,-,東京都港区西麻布3-2-11,35.660115,139.7273625,長幸寺,寺院
港区,西麻布３丁目,-,東京都港区西麻布3丁目2-13,35.659629,139.7275785,妙善寺,寺院
港区,西麻布３丁目,-,東京都港区西麻布3丁目21-6,35.659278,139.7252745,カトリック東京大司教区 麻布教会,教会
港区,西麻布３丁目,-,東京都港区西麻布3丁目2-17,35.659278,139.727124,櫻田神社,神社
港区,西麻布４丁目,-,東京都港区西麻布4-9-2,35.656902,139.722399,神道大教,神社
港区,西麻布４丁目,-,東京都港区西麻布4-9-2,35.656902,139.722399,神道大教,教会
港区,西麻布４丁目,-,東京都港区西麻布4丁目11-14,35.65836,139.722705,麻布霞町教会,教会
新宿区,西落合１丁目,-,東京都新宿区西落合1-9-1,35.721045,139.6835145,天理教本理世大教会,教会
新宿区,西落合２丁目,-,東京都新宿区西落合2丁目23-17,35.71929,139.675041,天理教南本所分教会,教会
新宿区,西落合３丁目,-,東京都新宿区西落合3丁目2-2,35.723223,139.6830285,天理教 分教会 愛都,教会
新宿区,西落合４丁目,-,東京都新宿区西落合4-15-21,35.725824,139.6771785,日本ホーリネス教団西落合キリスト教会,教会
新宿区,西落合４丁目,-,東京都新宿区西落合4丁目15-18,35.726175,139.676994,天理教多摩崎分教会,教会
港区,赤坂１丁目,虎ノ門,東京都港区赤坂1-11-3,35.667963,139.74219,澄泉寺,寺院
港区,赤坂１丁目,虎ノ門,東京都港区赤坂1-11-3,35.667963,139.74219,正福寺,寺院
港区,赤坂１丁目,虎ノ門,東京都港区赤坂1-11-4,35.667747,139.7424285,常國寺,寺院
港区,赤坂１丁目,虎ノ門,東京都港区赤坂1-14-3,35.667099,139.742001,霊南坂教会,教会
港区,赤坂１丁目,虎ノ門,東京都港区赤坂1-14-9,35.66682,139.7426535,神霊教 本部,教会
港区,赤坂２丁目,赤坂,東京都港区赤坂2-18,35.669043,139.739301,霊山観音赤坂別院,寺院
港区,赤坂４丁目,赤坂,東京都港区赤坂4-13-17,35.672796,139.731768,末廣稲荷神社,神社
港区,赤坂４丁目,赤坂,東京都港区赤坂4丁目3-5,35.674272,139.7354175,浄土寺,寺院
港区,赤坂６丁目,赤坂,東京都港区赤坂6-10-12,35.668296,139.7355885,赤坂氷川神社,神社
港区,赤坂６丁目,赤坂,東京都港区赤坂6-9-6,35.669196,139.7369295,赤坂教会,教会
港区,赤坂７丁目,赤坂,東京都港区赤坂7-6-19,35.671104,139.7330505,椿大神社東京講本部,神社
港区,赤坂７丁目,赤坂,東京都港区赤坂7丁目6-10,35.671626,139.732308,専福寺,寺院
港区,赤坂７丁目,赤坂,東京都港区赤坂7丁目6-20,35.671068,139.732794,報土寺,寺院
港区,赤坂７丁目,赤坂,東京都港区赤坂7丁目6-29,35.671338,139.731921,種徳寺,寺院
港区,赤坂８丁目,赤坂,東京都港区赤坂8丁目11-27,35.668269,139.728438,乃木神社,神社
港区,赤坂８丁目,赤坂,東京都港区赤坂8丁目12-42,35.668998,139.7287125,聖パウロ女子修道会,教会
新宿区,赤城元町,-,東京都新宿区赤城元町1-10,35.704854,139.736277,赤城神社,神社
新宿区,赤城元町,-,東京都新宿区赤城元町1-27,35.704548,139.737015,清隆寺,寺院
渋谷区,千駄ケ谷１丁目,-,東京都渋谷区千駄ケ谷1-1-24,35.677611,139.709412,鳩森八幡神社,神社
渋谷区,千駄ケ谷１丁目,-,東京都渋谷区千駄ヶ谷1-13-11,35.677179,139.7118645,聖輪寺,寺院
渋谷区,千駄ケ谷１丁目,-,東京都渋谷区千駄ヶ谷1-3-9,35.678178,139.7076705,グレース宣教会東京千駄ヶ谷チャペル,教会
渋谷区,千駄ケ谷２丁目,-,東京都渋谷区千駄ヶ谷2丁目24-1,35.675685,139.711725,仙寿院,寺院
渋谷区,千駄ケ谷２丁目,-,東京都渋谷区千駄ヶ谷2丁目35-1,35.676495,139.7106495,瑞円寺,寺院
渋谷区,千駄ケ谷５丁目,-,東京都渋谷区千駄ヶ谷5丁目18-11,35.682165,139.703922,天理教鶉山分教会,教会
新宿区,早稲田町,-,東京都新宿区早稲田町75,35.706249,139.722309,宗清寺,寺院
新宿区,早稲田町,-,東京都新宿区早稲田町77,35.705736,139.723839,龍善寺・真宗大谷派,寺院
新宿区,早稲田町,-,東京都新宿区早稲田町82,35.705907,139.7254275,宗源寺,寺院
新宿区,早稲田鶴巻町,-,東京都新宿区早稲田鶴巻町511,35.706429,139.72248,日本福音ルーテル・スオミ・キリスト教会,教会
新宿区,早稲田鶴巻町,-,東京都新宿区早稲田鶴巻町530,35.706933,139.722417,天祖神社,神社
新宿区,早稲田鶴巻町,-,東京都新宿区早稲田鶴巻町540,35.709543,139.72347,ジャパンゴスペルワーク,教会
新宿区,早稲田鶴巻町,-,東京都新宿区早稲田鶴巻町568,35.708121,139.7262285,元赤城神社,神社
渋谷区,代官山町,-,東京都渋谷区代官山町14-3,35.650521,139.7033055,代官山教会,教会
渋谷区,代官山町,-,東京都渋谷区代官山町8-2,35.651673,139.705434,日本基督教団 本多記念教会,教会
渋谷区,代々木１丁目,-,東京都渋谷区代々木1-45-12,35.682354,139.698486,東京に在る教会,教会
渋谷区,代々木１丁目,-,東京都渋谷区代々木1丁目,35.68314001,139.6998481,神社本廳,神社
渋谷区,代々木１丁目,-,東京都渋谷区代々木1丁目29-5,35.682426,139.7016945,国際英語学校,教会
渋谷区,代々木２丁目,-,東京都渋谷区代々木2-26-5 バロール代々木 510,35.684982,139.6988145,金吾龍神社,神社
渋谷区,代々木２丁目,-,東京都渋谷区代々木2-4-3,35.687322,139.698657,新宿瑠璃光院白蓮華堂,寺院
渋谷区,代々木２丁目,-,東京都渋谷区代々木2丁目26-8,35.684955,139.6985625,代々木中部教会,教会
渋谷区,代々木３丁目,-,東京都渋谷区代々木3-26-1,35.684172,139.691997,諦聴寺,寺院
渋谷区,代々木３丁目,-,東京都渋谷区代々木3-27-5,35.684154,139.6915695,正春寺,寺院
渋谷区,代々木３丁目,-,東京都渋谷区代々木3-8-10,35.682804,139.6962585,平田神社,神社
渋谷区,代々木４丁目,-,東京都渋谷区代々木4-23-13,35.681292,139.6921005,立正寺,寺院
渋谷区,代々木５丁目,-,東京都渋谷区代々木5-1-1,35.672058,139.688622,代々木八幡宮,神社
渋谷区,代々木５丁目,-,東京都渋谷区代々木5-15-10,35.674218,139.688442,崇信教会,寺院
渋谷区,代々木５丁目,-,東京都渋谷区代々木5-43-6,35.674596,139.6905525,栄光キリスト教会,教会
渋谷区,代々木５丁目,-,東京都渋谷区代々木5-5-4,35.670285,139.689297,大日寺,寺院
渋谷区,代々木５丁目,-,東京都渋谷区代々木5丁目,35.67511117,139.6892537,代々木八幡,神社
渋谷区,代々木５丁目,-,東京都渋谷区代々木5丁目16-1,35.6751,139.6882035,カトリックレデンプトール修道会管区本部,教会
渋谷区,代々木５丁目,-,東京都渋谷区代々木5丁目16-1,35.6751,139.6882035,聖母信心会,教会
渋谷区,代々木５丁目,-,東京都渋谷区代々木5丁目16-3,35.674785,139.688289,カトリック東京大司教区 初台教会,教会
渋谷区,代々木５丁目,-,東京都渋谷区代々木5丁目2-1,35.671329,139.6888875,福泉寺,寺院
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町1-1,35.676009,139.703175,明治神宮,神社
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町1-1,35.676009,139.703175,明治神宮 神楽殿,寺院
港区,台場１丁目,-,東京都港区台場1-7-1 アクアシティお台場7F,35.628435,139.7744505,アクアシティお台場神社,神社
新宿区,大久保１丁目,-,東京都新宿区大久保1-14-14,35.700975,139.704021,日本福音ルーテル東京教会,教会
新宿区,大久保１丁目,-,東京都新宿区大久保1-16-15,35.701047,139.7028735,全龍寺,寺院
新宿区,大久保１丁目,-,東京都新宿区大久保1丁目14-14,35.700975,139.704021,日本福音ルーテル教会婦人会連盟,教会
新宿区,大久保１丁目,-,東京都新宿区大久保1丁目3-3,35.699877,139.707234,宗教法人日本キリスト教バプテスト会東京新宿教会,教会
新宿区,大久保２丁目,-,東京都新宿区大久保2-29-7,35.703036,139.7032515,天理教 分教会 錦開,教会
新宿区,大久保２丁目,-,東京都新宿区大久保2-6-16,35.70138,139.7078145,ライトハウス新宿チャーチ,教会
新宿区,大久保２丁目,-,東京都新宿区大久保2丁目18-8,35.701569,139.7054835,東京中央教会,教会
新宿区,大久保２丁目,-,東京都新宿区大久保2丁目27-18,35.702334,139.7038365,夫婦木神社,神社
新宿区,大久保２丁目,-,東京都新宿区大久保2丁目31-8,35.701794,139.703229,天地院,寺院
新宿区,大久保３丁目,-,東京都新宿区大久保3丁目10-1,35.708391,139.7044125,シロアム教会,教会
新宿区,大京町,-,東京都新宿区大京町6,35.685729,139.7184615,大京神社,神社
渋谷区,大山町,-,東京都渋谷区大山町1-19,35.668161,139.676508,東京ジャーミイ・トルコ文化センター,教会
新宿区,箪笥町,-,東京都新宿区箪笥町42,35.70048,139.7357415,南蔵院,寺院
中央区,築地３丁目,-,東京都中央区築地3-15-1,35.666361,139.772169,築地 本願寺,寺院
