指標名,保育園,,,認可保育所,https://www.fukushihoken.metro.tokyo.lg.jp/kiban/fukushi_shisetsu/shs_list/shisetsuitiran.html,,,,
出典,東京都福祉保健局,,,認証保育所,https://www.fukushihoken.metro.tokyo.lg.jp/kodomo/hoiku/ninsyo/ichiran.html,,,,
年次,2020/3/11取得,,,こども園,https://www.fukushihoken.metro.tokyo.lg.jp/kodomo/hoiku/n_kodomoen/shisetsuichiran.html,,,,
URL,複数あり、右に記載,,,認可外保育施設,https://www.fukushihoken.metro.tokyo.lg.jp/kodomo/hoiku/ninkagai/index.html,,,,
備考,,,,,,,,,
,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,種別,定員,定員備考
中央区,勝どき３丁目,-,東京都中央区勝どき3-12-1  フォアフロントタワー1階,35.658819,139.7740635,東京インターナショナルスクール  勝どきキンダーガーテン,認可外,84,
中央区,勝どき３丁目,-,東京都中央区勝どき三丁目３番７号　ＫＮリバーシティ２階,35.659278,139.7749365,まなびの森保育園勝どき,認可,70,
中央区,勝どき３丁目,-,東京都中央区勝どき三丁目４番４号,35.659035,139.7757735,ほっぺるランド勝どき,認可,130,
中央区,勝どき１丁目,-,"東京都中央区勝どき1-3-1
アパートメンツタワー勝どき2階",35.660736,139.77684,小学館アカデミー勝どきこども園,認定こども園,114,
中央区,勝どき１丁目,-,東京都中央区勝どき1-1-1プラザ勝どき1階,35.661132,139.7764395,ニチイキッズさわやかプラザ勝どき保育園,認証A,60,
中央区,勝どき１丁目,-,東京都中央区勝どき１－４－１,35.660349,139.7772,勝どき保育園,認可,133,
中央区,勝どき１丁目,-,東京都中央区勝どき１－８－１　３階,35.659764,139.7766735,かちどき西保育園,認可,120,
渋谷区,初台２丁目,-,東京都渋谷区初台２－１３－１１,35.676531,139.6833975,ゆめの樹保育園はつだい,認可,71,
渋谷区,初台２丁目,-,東京都渋谷区初台２－１７－２２,35.677476,139.684689,初台保育園,認可,117,
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2-10-10-6F,35.660034,139.7063745,クオーツキッズルーム,認可外,15,
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷１－１８－９,35.661861,139.7046285,ベネッセ美竹の丘保育園,認可,64,
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷区桜丘町26-1セルリアンタワ-東急ホテル3階,35.66181035,139.7040407,セルリアンタワーポピンズキッズルーム,認可外,10,
新宿区,若葉３丁目,-,東京都新宿区若葉3-10-10,35.682372,139.7251395,インターナショナル・モンテッソーリ・ミライ・キンダーガーテン,認可外,62,
新宿区,若葉１丁目,-,東京都新宿区若葉１－９,35.686125,139.726107,グローバルキッズ若葉園,認可,42,
新宿区,若松町,-,東京都新宿区若松町15-8  モアリッシェル東新宿1階,35.698149,139.7146905,ZERO Nursery,認可外,12,
新宿区,若松町,-,東京都新宿区若松町33-1リエール若松町1階,35.700741,139.720752,フロンティアキッズ夏目坂,認証A,22,
港区,芝大門１丁目,-,東京都港区芝大門1-4-4  ノア芝大門701、702,35.658585,139.7545695,Baby  Room  かわい,認可外,9,
港区,芝公園３丁目,虎ノ門,東京都港区芝公園3-6-25,35.660007,139.7438055,Sｔ.Alban’ｓ  Nursery    聖オルバンナーサリー,認可外,20,
港区,芝公園２丁目,-,東京都港区芝公園2-12-10,35.653788,139.7504925,港区芝公園二丁目保育室,認可外,80,
港区,芝公園２丁目,-,東京都港区芝公園２－７－３,35.654202,139.750605,芝公園保育園,認可,154,
港区,芝公園２丁目,-,東京都港区芝公園2-8-2  小貝ビル2F,35.654607,139.7511495,Star Kids インターナショナルプレスクール,認可外,74,
港区,芝公園１丁目,-,東京都港区芝4-16-1カテリーナ三田1階,35.65801708,139.7515459,プチ・ナーサリー田町,認証A,40,
港区,芝浦４丁目,-,東京都港区芝浦４－１７－３　芝浦ＮＡビル３階,35.637057,139.7471445,デイジー保育園芝浦,認可,24,
港区,芝浦４丁目,-,東京都港区芝浦4-10-1キャピタルマークタワー2階,35.641125,139.74678,ポピンズナーサリースクール芝浦,認証A,34,
港区,芝浦４丁目,-,東京都港区芝浦４－１２－２８,35.639541,139.749066,アスク芝浦４丁目保育園,認可,60,
港区,芝浦４丁目,-,東京都港区芝浦４－１２－３８  CANAL GATE SHIBUYA１階,35.640954,139.7489805,アオバジャパン・バイリンガルプリスクール  芝浦キャンパス,認可外,50,
港区,芝浦４丁目,-,東京都港区芝浦４－２０－１,35.640414,139.752522,芝浦アイランドこども園,認定こども園,191,
港区,芝浦４丁目,-,東京都港区芝浦4-6-8  田町ファーストビル2階,35.639235,139.7449755,港区芝浦橋保育室,認可外,223,
港区,芝浦４丁目,-,東京都港区芝浦四丁目22番2号エアテラス2階,35.641188,139.7528055,アンジェリカ保育園芝浦園,認証A,40,
港区,芝浦３丁目,-,東京都港区芝浦３－１－１６,35.645112,139.7501505,しばうら保育園,認可,248,
港区,芝浦３丁目,-,東京都港区芝浦３－１１－６  芝浦Ｋビル４階,35.642745,139.749912,ズー・フォニックス・アカデミー芝浦校,認可外,10,
港区,芝浦３丁目,-,東京都港区芝浦3-1-21  msbTamachiステーションタワーS25階,35.645265,139.749651,ディア・キッズたまち,認可外,20,
港区,芝浦３丁目,-,東京都港区芝浦3－１６－１中野興産ビル2階3階,35.642187,139.749732,伸芽'Sクラブ田町,認可外,135,
港区,芝浦３丁目,-,東京都港区芝浦３－２０－２　山楽ビル２階、３階,35.642232,139.74651,太陽の子芝浦三丁目保育園,認可,54,
港区,芝浦３丁目,-,東京都港区芝浦3-4-1グランパ-クプラザ棟2階,35.643762,139.745574,港区たまち保育室,認可外,172,
港区,芝浦２丁目,-,東京都港区芝浦２－１７－９　大友ビル１階,35.645166,139.7526975,太陽の子芝浦二丁目保育園,認可,60,
港区,芝浦２丁目,-,東京都港区芝浦２－３－３１　第二高取ビル２階,35.644095,139.754511,にじのいるか保育園芝浦,認可,60,
港区,芝浦１丁目,-,東京都港区芝浦１－２－２　シーバンスアモール３階,35.649558,139.7565405,太陽の子シーバンス保育園,認可,99,
港区,芝浦１丁目,-,東京都港区芝浦１－６－４１　グローバルフロントタワー１階,35.64711,139.755348,アンジェリカ田町保育園,認可,60,
港区,芝浦１丁目,-,東京都港区芝浦１－９－７　芝浦おもだかビル２階、３階,35.648127,139.753512,太陽の子芝浦一丁目保育園,認可,66,
港区,芝５丁目,-,東京都港区芝５－１８－１－１０１,35.648226,139.7476395,芝保育園,認可,168,
港区,芝５丁目,-,東京都港区芝5-29-11,35.646507,139.744773,ゆーぐりん保育園,認可外,12,
港区,芝５丁目,-,東京都港区芝五丁目29番22号ライオンズプラザ・フェリス三田1階,35.646336,139.744656,三田プチ･クレイシュ,認証A,33,
港区,芝２丁目,-,東京都港区芝２－１－２７　穴水ビル２階　,35.653311,139.7510775,ニチイキッズ芝公園保育園,認可,21,
港区,芝２丁目,-,東京都港区芝２－１２－１６,35.651538,139.7526165,アスク芝公園保育園,認可,60,
新宿区,市谷薬王寺町,-,東京都新宿区市谷薬王寺町５１,35.696169,139.7246895,アスク薬王寺保育園,認可,74,
新宿区,市谷薬王寺町,-,東京都新宿区市谷薬王寺町75  ル・ロゾー102,35.696538,139.726476,牛込保育園ラパン,認可外,12,
新宿区,市谷本村町,-,東京都新宿区市谷本村町２－１０,35.690247,139.7315205,ポピンズナーサリースクール四ッ谷,認可,61,
新宿区,市谷長延寺町,-,東京都新宿区市谷長延寺町８,35.694036,139.7342205,長延保育園,認可,74,
新宿区,市谷仲之町,-,東京都新宿区市谷仲之町3-16  高木ハウス102.103号室,35.695107,139.722264,フロンティアキッズ市ヶ谷,認可外,18,
新宿区,市谷仲之町,-,東京都新宿区市谷仲之町3-34遠藤ビル１階,35.695143,139.72293,Meducare Bambino,認可外,30,
新宿区,市谷台町,-,東京都新宿区市谷台町１－３　モデラート１階,35.693154,139.7205945,ニチイキッズ曙橋保育園,認可,65,
新宿区,市谷船河原町,-,東京都新宿区市谷船河原町１番地,35.697267,139.7396925,ぽけっとランド市ヶ谷保育園,認可,122,
新宿区,市谷加賀町２丁目,-,東京都新宿区市谷加賀町2-4-27,35.697006,139.7283165,フロンティアキッズ加賀町,認可外,30,
千代田区,四番町,-,東京都千代田区四番町５－８,35.688303,139.7366055,四番町保育園,認可,97,
新宿区,四谷４丁目,-,東京都新宿区四谷4-17,35.689176,139.7162655,新宿区立大木戸子ども園,認定こども園,219,
新宿区,四谷２丁目,-,東京都新宿区四谷2-6,35.686458,139.7250225,新宿区立四谷子ども園,幼保連携型認定こども園,167,
港区,三田５丁目,-,東京都港区三田５－４－３　三田プラザビル３階,35.647668,139.738914,太陽の子三田五丁目保育園,認可,60,
港区,三田４丁目,-,東京都港区三田４－１９－３０,35.640351,139.738779,伊皿子坂保育園,認可,155,
港区,三田４丁目,-,東京都港区三田4-9-7BPRレジデンス三田伊皿子坂2階,35.641503,139.737852,ポピンズナーサリースクール高輪,認証A,36,
港区,三田２丁目,-,東京都港区三田２－１７－２９  グランデ三田３階,35.647434,139.740156,"Ｆｕｔｕｒｅ  Ｍｅ，  Ｆｕｔｕｒｅ  Ｕｓ
フューチャーミー  フューチャーアス",認可外,-,設定なし
港区,三田２丁目,-,東京都港区三田2-21-8,35.648586,139.7382705,アイ  インターナショナルスクール,認可外,42,
港区,三田２丁目,-,東京都港区三田２－７－７  芳和三田綱坂ビル２階,35.651772,139.744314,Go Global Inter Kids,認可外,-,設定なし
港区,三田２丁目,-,東京都港区三田二丁目7番13号,35.651457,139.7445885,ゆらりん三田保育園,認証A,30,
港区,三田１丁目,-,東京都港区三田１－２－１８　ＴＴＤ　ＰＬＡＺＡビル２階,35.655057,139.740669,太陽の子三田保育園,認可,70,
港区,三田１丁目,-,東京都港区三田1-3-31  FORECAST三田３階,35.654598,139.7433195,クランテテ三田,認可外,100,
港区,三田１丁目,-,東京都港区三田１－３－３１　Ｆｏｒｅｃａｓｔ三田２階,35.654598,139.7433195,あい保育園赤羽橋,認可,60,
港区,三田１丁目,-,東京都港区三田1-4-17,35.653698,139.7436435,東京都済生会中央病院  「のぞみ保育所」,認可外,26,
港区,三田１丁目,-,東京都港区三田1-4-3,35.653698,139.742442,国際医療福祉大学三田病院  どんぐり保育園,認可外,12,
渋谷区,笹塚３丁目,-,東京都渋谷区笹塚３－３６－１３,35.67717,139.665897,笹塚保育園,認可,83,
渋谷区,笹塚３丁目,-,東京都渋谷区笹塚3-42-7,35.679744,139.669038,酒井保育室,認証B,23,
渋谷区,笹塚２丁目,-,東京都渋谷区笹塚２－３１－８,35.674497,139.6636965,保育園うさぎとかめ,認可,123,
渋谷区,笹塚２丁目,-,東京都渋谷区笹塚2-34-4-101,35.674713,139.664988,ベビールーム  フレア,認可外,16,
渋谷区,笹塚２丁目,-,東京都渋谷区笹塚2丁目29番4号,35.674272,139.661955,フジキ保育室,認証B,26,
渋谷区,笹塚１丁目,-,東京都渋谷区笹塚１－２７－１,35.672211,139.667166,笹塚第二保育園,認可,121,
渋谷区,笹塚１丁目,-,東京都渋谷区笹塚１－３２－５,35.672067,139.666707,さくらさくみらい　笹塚,認可,80,
渋谷区,笹塚１丁目,-,東京都渋谷区笹塚1-37-11  パラス笹塚2,35.672436,139.665213,やしのき保育園,認可外,12,
渋谷区,桜丘町,-,東京都渋谷区桜丘町２３－２１,35.65548,139.699917,さくら上宮保育園,認可,70,
渋谷区,桜丘町,-,東京都渋谷区桜丘町２６－１  セルリアンタワー７階,35.656353,139.699593,GMO  Bearrs  ジーエムオー・ベアーズ,認可外,17,
新宿区,左門町,-,東京都新宿区左門町6-7鯉江ビル2階,35.686224,139.7204685,Dr.MOM Nursery School,認可外,40,
千代田区,麹町５丁目,-,東京都千代田区麹町5-7-1  ダイビル２階,35.68302,139.7340045,マッシュの森保育園,認可外,8,
港区,高輪４丁目,-,東京都港区高輪4-10-30  品川プリンスホテル,35.627625,139.7367045,だっこルーム,認可外,20,
港区,高輪４丁目,-,東京都港区高輪４－１０－３１品川プリンスレジデンス１F,35.627247,139.735296,キンダーキッズインターナショナルスクール品川校,認可外,127,
港区,高輪４丁目,-,東京都港区高輪4-4-7,35.627391,139.7318355,高輪シュタイナーこども園,認可外,10,
港区,高輪４丁目,-,東京都港区高輪4-5-3,35.627418,139.732209,TOEアカデミー  高輪校,認可外,35,
港区,高輪３丁目,-,東京都港区高輪３－１８－１５,35.63316,139.7357145,高輪保育園,認可,155,
港区,高輪３丁目,-,東京都港区高輪3－19－36,35.633376,139.7371725,港区桂坂保育室,認可外,290,
港区,高輪３丁目,-,東京都港区高輪3-21-7  レガロ高輪1階,35.63253,139.7354445,ローラスインターナショナルスクールオブ  サイエンス  高輪校,認可外,108,
港区,高輪３丁目,-,東京都港区高輪３－２５－３３　長田ビル３階,35.631963,139.7378925,高輪夢保育園,認可,70,
港区,高輪２丁目,-,東京都港区高輪２－６－２１,35.636166,139.733307,さくらさくみらい高輪,認可,48,
港区,高輪１丁目,-,東京都港区高輪１－１６－１５　自動車部品会館２階,35.640909,139.733478,高輪さつき保育園,認可,38,
港区,高輪１丁目,-,東京都港区高輪1-17-13-101,35.640081,139.7331495,カンガルーのぽけっと,認可外,-,設定なし
港区,高輪１丁目,-,東京都港区高輪１－２７－４０,35.636697,139.7319885,愛星保育園,認可,65,
港区,高輪１丁目,-,東京都港区高輪１－５－３８　ＨＵＧ高輪１階、２階,35.641755,139.7367945,ゆらりん高輪保育園,認可,101,
港区,高輪１丁目,-,東京都港区高輪１－６－９,35.642322,139.7353275,みなと保育園,認可,63,
新宿区,高田馬場４丁目,-,東京都新宿区高田馬場4-36-12,35.709633,139.696434,しんえい子ども園もくもく,認定こども園,161,
新宿区,高田馬場４丁目,-,東京都新宿区高田馬場4丁目23番28号ヒルズISHIDA1Ｆ,35.710245,139.7020635,キッズパオ高田馬場あおぞら園,認証A,30,
新宿区,高田馬場３丁目,-,東京都新宿区高田馬場3-12-5  セブンビル2階,35.713197,139.7009925,どみそ保育園,認可外,45,
新宿区,高田馬場３丁目,-,東京都新宿区高田馬場３丁目１番５号　花川第２ビル１階、２階,35.714547,139.704021,保育所まぁむ高田馬場駅前園,認可,75,
新宿区,高田馬場３丁目,-,東京都新宿区高田馬場三丁目４０番３号,35.712639,139.6960785,オルト保育園,認可,122,
新宿区,高田馬場２丁目,-,東京都新宿区高田馬場2-12-6  トーヨービル1階,35.713287,139.7075715,ママズスマイル高田馬場,認可外,-,設定なし
新宿区,高田馬場２丁目,-,東京都新宿区高田馬場2-1-2ＴＯＨＭＡ高田馬場2階,35.711739,139.7096415,ぴっころきっず西早稲田,認証A,37,
新宿区,高田馬場２丁目,-,東京都新宿区高田馬場2-16-11高田馬場216ビル2階,35.714412,139.705443,アスク高田馬場保育園,認証A,39,
新宿区,高田馬場１丁目,-,東京都新宿区高田馬場1-14-8  千代田ビル2号館,35.709435,139.7059695,アオバジャパン・バイリンガルプリスクール  早稲田キャンパス,認可外,130,
新宿区,高田馬場１丁目,-,東京都新宿区高田馬場１－１６－２６,35.711082,139.7074095,にじいろ保育園高田馬場東,認可,72,
新宿区,高田馬場１丁目,-,東京都新宿区高田馬場１－４－１７,35.710974,139.709169,高田馬場第ニ保育園,認可,105,
新宿区,高田馬場１丁目,-,東京都新宿区高田馬場一丁目２４－１６　内田ビル１階,35.711775,139.7052405,にじいろ保育園高田馬場西,認可,24,
新宿区,荒木町,-,東京都新宿区荒木町6-4ベルロジエ201,35.689509,139.723218,アイビー・チルドレンズルーム,認可外,8,
港区,港南４丁目,-,東京都港区港南４－１－８　リバージュ品川２階,35.630541,139.7467035,グローバルキッズ港南保育園,認可,99,
港区,港南４丁目,-,東京都港区港南４－２－３－１０１,35.629677,139.748058,こうなん保育園,認可,153,
港区,港南４丁目,-,東京都港区港南４-２-４都営住宅1F,35.630199,139.74768,港区港南四丁目保育室,認可外,46,
港区,港南４丁目,-,東京都港区港南４-２-４都営住宅1F,35.630199,139.74768,みなと保育サポート港南四丁目,認可外,20,
港区,港南４丁目,-,東京都港区港南４－２－５　シティタワー品川　西棟２・３階,35.630955,139.7480355,ニチイキッズさわやか梅島保育園,認証A,80,
港区,港南４丁目,-,東京都港区港南４－３－７,35.630946,139.7497005,たかはま保育園,認可,163,
港区,港南４丁目,-,東京都港区港南４－６－７,35.627499,139.75065,ベネッセ港南保育園,認可,60,
港区,港南４丁目,-,東京都港区港南４－７－３７　港南緑水公園内,35.629749,139.7516715,ゆらりん港南緑水保育園,認可,61,
港区,港南３丁目,-,東京都港区港南3-5-10パークタワー品川ベイワード1階,35.634096,139.7480625,まほうの保育園,認可外,50,
港区,港南３丁目,-,東京都港区港南3-5-16  港南日成ビル1Ｆ,35.632881,139.747473,キッズインターナショナル品川,認可外,37,
港区,港南２丁目,-,東京都港区港南２－１６－６　ＣａｎｏｎＳタワー,35.625618,139.7401335,ふたばクラブ港南保育園,認可,29,
港区,港南２丁目,-,東京都港区港南2丁目3番13号品川フロントビルキッズ館2F,35.629056,139.7443185,アンジェリカ保育園品川園,認証A,40,
港区,港南２丁目,-,東京都港区高輪三丁目26番27号,35.628516,139.738536,コンビプラザ品川保育園,認証A,24,
港区,港南１丁目,-,東京都港区港南１－６－２７　ＳＳＪ品川ビル２階,35.629569,139.745349,ゆらりん港南保育園,認可,60,
港区,港南１丁目,-,東京都港区港南１－８－２３,35.629704,139.7444985,ゆらりんはぁと保育園,認可,40,
渋谷区,広尾５丁目,-,東京都渋谷区広尾5-17-11-2F,35.649702,139.7201985,保育室  エデュ.21,認可外,135,
渋谷区,広尾５丁目,-,東京都渋谷区広尾５－７－１,35.649567,139.722012,広尾保育園,認可,106,
渋谷区,広尾５丁目,-,東京都渋谷区広尾5-7-4  広尾公園内,35.648604,139.72194,渋谷区立広尾ひだまり保育室,認可外,46,
渋谷区,広尾５丁目,-,東京都渋谷区広尾5丁目8番2号渋谷区立広尾子育て支援センター3階,35.648604,139.7209185,エンゼル・ルーム,認証B,20,
渋谷区,広尾４丁目,-,東京都渋谷区広尾４－１－１,35.652978,139.718529,広尾上宮保育園,認可,97,
渋谷区,広尾４丁目,-,東京都渋谷区広尾4-1-1,35.652978,139.718529,日本赤十字社医療センター  院内保育所「さくらんぼ」,認可外,5,
千代田区,五番町,-,東京都千代田区五番町5-6ビラカーサ五番町101号,35.689896,139.736187,ピノキオ幼児舎番町園,認証A,26,
港区,虎ノ門４丁目,虎ノ門,東京都港区虎ノ門４－３－１ー４階,35.66475,139.7431125,ナーサリールーム  ミライズ,認可外,21,
港区,虎ノ門３丁目,虎ノ門,東京都港区虎ノ門３－１９－１３　虎ノ門スピリットビル３階,35.663067,139.746861,グローバルキッズ虎ノ門保育園,認可,56,
港区,虎ノ門２丁目,虎ノ門,東京都港区虎の門２－２－２  虎の門病院  １０階,35.669214,139.7464335,虎の門病院  虎の子保育園,認可外,21,
新宿区,戸塚町,-,東京都新宿区戸塚町1-103  早稲田大学99号館1階,35.708112,139.7209725,早稲田大学学生・教職員用託児室,認可外,30,
新宿区,戸山２丁目,-,東京都新宿区戸山2-26-101,35.704323,139.71177,新宿区立戸山第一子ども園,認定こども園,110,
新宿区,戸山２丁目,-,東京都新宿区戸山２－１８－１０１,35.702118,139.712283,戸山第ニ保育園,認可,111,
新宿区,戸山２丁目,-,東京都新宿区戸山2-34-101,35.702145,139.710618,茶々ひがしとやま子ども園,認定こども園,170,
新宿区,戸山１丁目,-,東京都新宿区戸山１-２１-１,35.702253,139.716639,しんじゅくいるまこども園,認定こども園,143,
新宿区,戸山１丁目,-,東京都新宿区戸山1-21-1  第2教育研修棟301,35.702253,139.716639,(独）国立国際医療研究センター  あさがお保育園,認可外,5,
新宿区,原町２丁目,-,東京都新宿区原町２丁目４３番地,35.698923,139.7238165,原町みゆき保育園,認可,160,
港区,元麻布３丁目,-,"東京都港区元麻布3－12－36
R-mind  Moto Azabu",35.656083,139.731183,ohana international school  オハナインターナショナルスクール,認可外,10,
港区,元麻布３丁目,-,東京都港区元麻布3-1-6  101室,35.658126,139.728465,ユニコーンキッズインターナショナルスクール,認可外,12,
港区,元麻布３丁目,-,東京都港区元麻布３－２－１９　ＭＯＭＯＮ六本木ビル２階,35.657379,139.727367,あい保育園元麻布,認可,60,
港区,元麻布３丁目,-,東京都港区元麻布3-4-23  A.R.T元麻布2F,35.655669,139.727421,キッズガーデンプレップスクール元麻布,認可外,-,設定なし
港区,元麻布２丁目,-,東京都港区元麻布２－３－３０  元麻布クレストビル１階,35.653914,139.727196,"ジンボリーインターナショナルプリスクール＆アフタースクール  元麻布
（広尾）教室",認可外,24,
渋谷区,元代々木町,-,東京都渋谷区元代々木町24-1,35.670663,139.6858545,なでしこ保育園,認証B,26,
渋谷区,元代々木町,-,東京都渋谷区元代々木町５１－１９,35.673318,139.686678,元代々木保育園,認可,89,
港区,元赤坂１丁目,赤坂,東京都港区元赤坂1-5-8  虎屋第二ビル7階,35.677467,139.7335995,キッズスクウェア赤坂見附,認可外,30,
中央区,月島４丁目,-,東京都中央区月島4-18-3クイーンズハウス1階,35.659539,139.782042,ピノキオ幼児舎月島園,認証A,20,
中央区,月島４丁目,-,東京都中央区月島4-8-10,35.660268,139.7819835,ヤクルト  晴海保育園,認可外,22,
中央区,月島４丁目,-,東京都中央区月島四丁目４番１１号,35.660844,139.7834145,さくらさくみらい　月の岬,認可,65,
中央区,月島４丁目,-,東京都中央区月島四丁目５番８号,35.66052,139.783392,月島聖ルカ保育園,認可,102,
中央区,月島３丁目,-,東京都中央区月島3-1-11,35.663787,139.7794635,ポピンズナーサリースクール月島,認証A,30,
中央区,月島３丁目,-,東京都中央区月島３－２６－１１　レジデンスシャルマン月島１階,35.661816,139.778748,月島雲母保育園,認可,50,
中央区,月島３丁目,-,東京都中央区月島３－３０－３  平成ビル５階、６階,35.660835,139.7794545,アウルインターナショナルスクール  月島校,認可外,,
中央区,月島２丁目,-,東京都中央区月島２－１０－３,35.66322,139.7838915,月島保育園,認可,128,
中央区,月島２丁目,-,東京都中央区月島２－１４－１２  月島セントラルビル４階・５階,35.662653,139.7828835,ラーニングトゥリー月島キャンパス,認可外,170,
中央区,月島２丁目,-,東京都中央区月島2丁目18番2号,35.66223,139.784508,さくらさくみらい　月島,認証A,36,
中央区,月島２丁目,-,東京都中央区月島二丁目１３番５号　オルフェ月島ビル２・３階,35.662833,139.7835225,アンジェリカ月島保育園,認可,100,
中央区,月島１丁目,-,東京都中央区月島1-2-13ワイズビルディング1階,35.665605,139.7829285,マミーズエンジェル月島保育園,認証A,33,
中央区,月島１丁目,-,東京都中央区月島一丁目3番2号佃権月島ビル3階,35.664867,139.7838285,ちゃいれっく月島駅前保育園,認証A,50,
中央区,月島１丁目,-,東京都中央区月島一丁目５番２号　キャピタルゲートプレイス２階,35.664111,139.783554,太陽の子月島保育園,認可,95,
渋谷区,恵比寿南２丁目,-,東京都渋谷区恵比寿南2-19-7  VORT恵比寿 Dual's402,35.64342,139.709349,キッズルーム  フェリース,認可外,5,
渋谷区,恵比寿南１丁目,-,東京都渋谷区恵比寿南１－１３－２,35.645625,139.7102625,Prime International School,認可外,44,
渋谷区,恵比寿南１丁目,-,東京都渋谷区恵比寿南1-14-10-2F,35.644977,139.709979,ウィズダムアカデミー恵比寿校,認可外,-,設定なし
渋谷区,恵比寿西２丁目,-,東京都渋谷区恵比寿西2-15-12,35.650215,139.7056365,渋谷区立代官山えびすにし保育室,認可外,36,
渋谷区,恵比寿西２丁目,-,東京都渋谷区恵比寿西２－８－１,35.649954,139.707342,恵比寿保育園,認可,108,
渋谷区,恵比寿西１丁目,-,東京都渋谷区恵比寿西１－２０－６  K&S恵比寿ビル２階,35.646417,139.7067255,プリムローズ,認可外,26,
渋谷区,恵比寿西１丁目,-,東京都渋谷区恵比寿西1-16-12,35.648856,139.7071665,聖マリアン保育園,認可外,-,設定なし
渋谷区,恵比寿西１丁目,-,東京都渋谷区恵比寿西1-19-1,35.64693,139.7065725,恵比寿のびのびこども園,認定こども園,118,
渋谷区,恵比寿４丁目,-,東京都渋谷区恵比寿４－１１－６,35.645337,139.714272,キッズルームここるく,認可外,5,
渋谷区,恵比寿４丁目,-,東京都渋谷区恵比寿4-12-12,35.644887,139.7135835,ピュア・テンプ恵比寿,認証A,30,
渋谷区,恵比寿４丁目,-,東京都渋谷区恵比寿4-20-1  サッポログループ本社棟  B1F,35.643141,139.7145375,ポピンズナーサリースクール恵比寿ホップキッズ,認可外,25,
渋谷区,恵比寿４丁目,-,東京都渋谷区恵比寿4-20-2恵比寿ｶﾞ-ﾃﾞﾝﾃﾗｽ弐番館1階・2階,35.642286,139.714659,ポピンズアクティブラーニングインターナショナルスクール,認可外,-,設定なし
渋谷区,恵比寿３丁目,-,東京都渋谷区恵比寿3-16-5,35.643789,139.7185425,Luce Felice,認可外,15,
渋谷区,恵比寿３丁目,-,東京都渋谷区恵比寿３－９－２０  恵比寿ガーデンイーストビル２階,35.643996,139.715892,Pegasus International School,認可外,35,
渋谷区,恵比寿２丁目,-,東京都渋谷区恵比寿2-34-10,35.646849,139.721886,都立広尾病院内  保育室,認可外,12,
渋谷区,恵比寿２丁目,-,東京都渋谷区恵比寿2-5-8サンクオーレ恵比寿1階,35.647587,139.7177865,TOEアカデミー,認可外,35,
渋谷区,恵比寿１丁目,-,東京都渋谷区恵比寿１－２７－１０,35.647596,139.71645,新橋保育園,認可,114,
千代田区,九段北４丁目,-,東京都千代田区九段北４－２－２９　セブンアネックス１～３階,35.692524,139.7384685,クレアナーサリー市ヶ谷,認可,78,
千代田区,九段北４丁目,-,東京都千代田区九段北4-2-29セブンアネックスビル4F,35.692524,139.7384685,ウィズダムアカデミー市ヶ谷飯田橋校,認可外,50,
千代田区,九段北４丁目,-,東京都千代田区九段北4-2-29セブンアネックスビル4F,35.692524,139.7384685,GSA  Wisdom International School市ヶ谷飯田橋校,認可外,12,
千代田区,九段北４丁目,-,東京都千代田区九段北四丁目2番地22号市ヶ谷スポーツプラザ1階,35.691822,139.73715,保育園ドルチェ,認証A,40,
千代田区,九段北１丁目,-,東京都千代田区九段北1-14-6,35.695818,139.7491605,日本工営本社事業所内託児所N－ Kids,認可外,15,
千代田区,九段南４丁目,-,東京都千代田区九段南4-7-22  ラ・メゾンドシャルー 602,35.69121,139.7391525,レインボールーム,認可外,-,設定なし
千代田区,九段南１丁目,-,東京都千代田区三崎町2-2-12  塩谷ビル1階,35.69393006,139.7537114,ニチイキッズちよだ水道橋保育園,認可外,18,
千代田区,九段南１丁目,-,東京都千代田区神田司調2-16,35.69393006,139.7537114,マミーズエンジェル千代田保育園,認可外,20,
中央区,銀座７丁目,-,東京都中央区銀座7-15-18  銀ビル1階,35.667459,139.765482,キッズ花花  銀座店,認可外,-,設定なし
中央区,銀座６丁目,-,東京都中央区銀座6-16-12  丸高ビル8F,35.667972,139.765662,mama glad,認可外,30,
中央区,銀座６丁目,-,東京都中央区銀座6-16-5  さ可井小川ビル3階,35.667711,139.76604,ウイ  インターナショナルプリスクール,認可外,28,
中央区,銀座６丁目,-,東京都中央区銀座6-16-5銀座さ可井・小川ビル2階,35.667711,139.76604,ナーサリーウイ,認可外,-,設定なし
中央区,銀座４丁目,-,東京都中央区銀座4-12-15歌舞伎座タワー15階,35.669421,139.767903,どわんご保育園,認可外,,
中央区,銀座４丁目,-,東京都中央区銀座4-6-16,35.671302,139.7657295,キッズスクウェア銀座三越,認可外,12,
中央区,銀座２丁目,-,東京都中央区銀座2－12－3ライトビル2階,35.672148,139.770036,あんふぁにぃ,認可外,46,
中央区,銀座１丁目,-,東京都中央区銀座1-25-3京橋プラザ区民館等複合施設1階,35.673147,139.771593,ポピンズナーサリースクール京橋,認証A,40,
