指標名,シェアサイクルポート,,,,,,,
出典,東京自転車シェアリング ポートマップ,,,,,,,
年次,2022/1/26取得,,,,,,,
URL,https://www.google.com/maps/d/viewer?mid=1L2l1EnQJhCNlm_Xxkp9RTjIj68Q,,,,,,,
備考,2020年度：645件、2021年度：679件,,,,,,,
,,,,,,,,
区,町丁,エリア,住所,緯度,経度,ポート名,休止・再開・閉鎖情報,営業時間・備考
江東区,有明３丁目,-,東京都江東区有明3-7,35.633044,139.791546,H1-160.石と光の広場 / Ishito Hikarino Hiroba East,-, 24時間 / Open for 24 hours
江東区,常盤１丁目,-,東京都江東区常盤1-18-2,35.683921,139.795078,H1-161.昭文社制作本部ビル / Shobunsha Production Headquarters Building,-, 24時間 / Open for 24 hours
品川区,広町２丁目,-,東京都品川区広町2-1-36,35.608836,139.730241,I1-01.品川区役所 本庁舎前 / Shinagawa City Office Beside Main Building,-, 24時間 / Open for 24 hours
品川区,広町２丁目,-,東京都品川区広町2-1-36,35.608836,139.730241,I1-02.品川区役所 第三庁舎前 / Shinagawa City Office Beside 3rd Building,-, 24時間 / Open for 24 hours
品川区,大井１丁目,-,東京都品川区大井1-2,35.606726,139.734283,I1-03.大井町駅中央口（西側）/ Oimachi Station Central Exit (West Side),-, 24時間 / Open for 24 hours
品川区,大井１丁目,-,東京都品川区大井1-2,35.606726,139.734283,I1-04.大井町歩道橋 / Oimachi Footbridge,-, 24時間 / Open for 24 hours
品川区,大井６丁目,-,東京都品川区大井6-11-1,35.596660,139.730153,I1-05.品川歴史館 / Shinagawa Historical Museum,-, / Open 9:00-17:00月曜・祝日除く / Except Monday and Holidays
品川区,大井６丁目,-,東京都品川区大井6-21-6,35.593247,139.729723,I1-06.大森貝塚遺跡庭園 / Omori Shell Mounds Garden,-, 24時間 / Open for 24 hours
品川区,南大井２丁目,-,東京都品川区南大井2-10,35.590086,139.736617,I1-07.しながわ水族館 / Shinagawa Aquarium,-, 24時間 / Open for 24 hours
品川区,東品川２丁目,-,東京都品川区東品川2-3,35.623960,139.749959,I1-08.天王洲アイル第一水辺広場 / Tennozu Isle Dai-1 Waterside Square,-, 24時間 / Open for 24 hours
品川区,東品川３丁目,-,東京都品川区東品川3-9-21,35.617289,139.749734,I1-09.東品川海上公園第1 / Higashi-Shinagawa Sea Park Dai-1,-, 24時間 / Open for 24 hours
品川区,東品川４丁目,-,東京都品川区東品川4-12-13,35.607543,139.749159,I1-10.品川シーサイド公園第1 / Shinagawa Sea Side Park Dai-1,-, 24時間 / Open for 24 hours
品川区,東大井１丁目,-,東京都品川区東大井1-13-2,35.604068,139.744760,I1-11.鮫洲入江広場 / Samezu Irie Park,-, 24時間 / Open for 24 hours
品川区,勝島３丁目,-,東京都品川区勝島3-2,35.590839,139.738122,I1-12.しながわ区民公園（北側）/ Shinagawa-kumin Park (North Side),-, / Open 7:30-17:00
品川区,八潮１丁目,-,東京都品川区八潮1-3-1,35.612567,139.753745,I1-13.八潮北公園 / Yashio-kita Park,-, 24時間 / Open for 24 hours
品川区,東品川１丁目,-,東京都品川区東品川1-7,35.621607,139.741851,I1-16.品川浦第一 / Shinagawa-ura Dai-1,-, 24時間 / Open for 24 hours
品川区,東品川３丁目,-,東京都品川区東品川3-9-21,35.617289,139.749734,I1-17.東品川海上公園第2 / Higashi-Shinagawa Sea Park Dai-2,-, 24時間 / Open for 24 hours
品川区,東品川３丁目,-,東京都品川区東品川3-15-1,35.614422,139.746876,I1-18.東品川公園 / Higashi-Shinagawa Park,-, 24時間 / Open for 24 hours
品川区,東品川４丁目,-,東京都品川区東品川4-12,35.610140,139.748920,I1-19.品川シーサイド公園第2 / Shinagawa Sea Side Park Dai-2,-, 24時間 / Open for 24 hours
品川区,八潮５丁目,-,東京都品川区八潮5-6,35.597341,139.749552,I1-20.しおじ公園 / Shioji Park,-, 24時間 / Open for 24 hours
品川区,勝島２丁目,-,東京都品川区勝島2-1-2,35.593503,139.743291,I1-21.大井競馬場（正門前）/ Oi Racecourse (Main Gate),-, 24時間 / Open for 24 hours
品川区,勝島１丁目,-,東京都品川区勝島1-1-6,35.601441,139.744593,I1-22.ウィラ大井（ショッピングモール）/ WiRA Ooi (Shopping Mall),-, / Open 7:30-23:30
品川区,北品川３丁目,-,東京都品川区北品川3-11,35.616355,139.739693,I1-23.東海橋防災船着場 / Tokai Bridge Disaster Prevention Port,-, 24時間 / Open for 24 hours
品川区,勝島３丁目,-,東京都品川区勝島3-2-1,35.588475,139.737500,I1-24.しながわ区民公園（中央口）/ Shinagawa-kumin Park (Central Entrance),-, 24時間 / Open for 24 hours
品川区,旗の台２丁目,-,東京都品川区旗の台2-4-22,35.607161,139.705105,I1-25.セブン-イレブン 品川旗の台２丁目店 / 7-Eleven Shinagawa Hatanodai 2 Chome shop,-, 24時間 / Open for 24 hours
品川区,大崎２丁目,-,東京都品川区大崎2-11,35.616810,139.729486,I1-26.大崎西口公園 / Osaki Nishiguchi Park,-, 24時間 / Open for 24 hours
品川区,北品川５丁目,-,東京都品川区北品川5-7,35.620874,139.731299,I1-27.小関橋公園  / Koseki Bashi Park,-, 24時間 / Open for 24 hours
品川区,勝島１丁目,-,東京都品川区勝島1-3-2,35.599885,139.745110,I1-29.ローソン 勝島一丁目店 / LAWSON Katsushima 1 Chome shop,-, 24時間 / Open for 24 hours
品川区,大井３丁目,-,東京都品川区大井3-1-1,35.603254,139.728953,I1-30.ローソン 大井三丁目店 / LAWSON Oi 3 Chome shop,-, 24時間 / Open for 24 hours
品川区,戸越５丁目,-,東京都品川区戸越5-20-12,35.608217,139.719184,I1-31.セブン-イレブン 品川戸越5丁目店 / Seven-Eleven Shinagawa Togoshi 5 Chome shop,-, 24時間 / Open for 24 hours
品川区,東品川２丁目,-,東京都品川区東品川2-3-10,35.624196,139.751025,I1-35.シーフォートスクエア / Sea Fort Square,-, 24時間 / Open for 24 hours
品川区,北品川６丁目,-,東京都品川区北品川6-7-29,35.623928,139.733633,I1-37.ガーデンシティ品川御殿山 / Garden City Shinagawa Gotenyama,-, 24時間 / Open for 24 hours
品川区,八潮３丁目,-,東京都品川区八潮3-2-38,35.593942,139.761059,I1-38.ローソン 八潮三丁目店 / LAWSON Yashio 3 Chome shop,-, 24時間 / Open for 24 hours
品川区,西五反田３丁目,-,東京都品川区西五反田3-15-6,35.628100,139.713123,I1-39.MID POINT 目黒不動前 / MID POINT Meguro Fudomae,-, 24時間 / Open for 24 hours
品川区,北品川４丁目,-,東京都品川区北品川4-7-35,35.622199,139.737004,I1-40.御殿山トラストタワー / GOTENYAMA TRUST TOWER,-, 24時間 / Open for 24 hours
品川区,南品川２丁目,-,東京都品川区南品川2-3,35.611475,139.742129,I1-42.京急青横駐車場 / KEIKYU Parking Aoyoko,-, 24時間 / Open for 24 hours
品川区,南大井１丁目,-,東京都品川区南大井1-13,35.595316,139.737000,I1-43.京急南大井駐車場 / KEIKYU Parking Minamioi,-, 24時間 / Open for 24 hours
品川区,大井４丁目,-,東京都品川区大井4-3,35.604343,139.734308,I1-44.大井三ツ又商店街入口 / Oi-Mitsumata-Shopping Street Entrance,-, 24時間 / Open for 24 hours
品川区,西五反田３丁目,-,東京都品川区西五反田3-7-10,35.625690,139.718122,I1-45.セブン-イレブン品川西五反田3丁目店 / Seven Eleven Shinagawa Nishi Gotanda 3 Chome Store,-, 24時間 / Open for 24 hours
品川区,東中延２丁目,-,東京都品川区東中延2-4-6,35.608994,139.714115,I1-46.セブン-イレブン品川東中延2丁目店 / Seven-Eleven Shinagawa Higashi-Nakanobu 2 Chome shop,-, 24時間 / Open for 24 hours
品川区,東五反田５丁目,-,東京都品川区東五反田5-9-22,35.630920,139.724949,I1-47. NTT東日本 関東病院（南側） /  NTT Medical Center Tokyo(South Side),-, 24時間 / Open for 24 hours
品川区,東五反田５丁目,-,東京都品川区東五反田5-9-22,35.630920,139.724949,I1-48. NTT東日本 関東病院（北側） / NTT Medical Center Tokyo(North Side),-, 24時間 / Open for 24 hours
品川区,東大井１丁目,-,東京都品川区東大井1-22,35.603757,139.741710,I1-49.京急鮫洲バイク駐輪場 / KEIKYU Bicycle Parking Samezu,-, 24時間 / Open for 24 hours
品川区,東大井２丁目,-,東京都品川区東大井2-21,35.599088,139.738791,I1-50.京急立会川第2バイク駐輪場 / KEIKYU Bicycle Parking Tachiaigawa 2,-, 24時間 / Open for 24 hours
品川区,南大井３丁目,-,東京都品川区南大井3-32,35.587647,139.735511,I1-51.京急鈴ヶ森駐車場 / KEIKYU Parking Suzugamori,-, 24時間 / Open for 24 hours
品川区,東品川４丁目,-,東京都品川区東品川4-10-18,35.607418,139.746699,I1-52.カスタリアタワー品川シーサイド / CASTALIA Tower Shinagawa Seaside,-, 24時間 / Open for 24 hours
品川区,東品川２丁目,-,東京都品川区東品川2-5-42,35.620544,139.749270,I1-53.天王洲公園 / Tennozu Park,-, 24時間 / Open for 24 hours
品川区,東品川２丁目,-,東京都品川区東品川2-2-20,35.622210,139.750087,I1-54.天王洲オーシャンスクエア / Tennoz Ocean Square,-, 24時間 / Open for 24 hours
品川区,南大井４丁目,-,東京都品川区南大井4-18-14,35.593327,139.734961,I1-55.鈴ヶ森公園 / Suzugamori Park,-, 24時間 / Open for 24 hours
品川区,西五反田１丁目,-,東京都品川区西五反田1-31-1 日本生命五反田ビル1階,35.624443,139.721955,I1-56.d garden（ドコモショップ五反田店） / d garden (docomo shop Gotanda),-,/ Open 10:00-19:00定休日 / Close  火曜日 ※d garden五反田店の営業時間に準じます。
品川区,南大井６丁目,-,東京都品川区南大井6-15-11,35.589755,139.729248,I1-57.大井水神公園 / Oi-Suijin Park,-, 24時間 / Open for 24 hours
品川区,広町２丁目,-,東京都品川区広町2-1-36,35.608836,139.730241,I1-58.品川区役所 第二庁舎前 / Shinagawa City Office Beside 2nd Building,-, 24時間 / Open for 24 hours
品川区,豊町１丁目,-,東京都品川区豊町1-16-23,35.612280,139.720517,I1-59.文庫の森第一 / Bunko-no-mori 1,-, 24時間 / Open for 24 hours
品川区,豊町１丁目,-,東京都品川区豊町1-16-23,35.612280,139.720517,I1-60.文庫の森第二 / Bunko-no-mori 2,-, 24時間 / Open for 24 hours
品川区,西五反田６丁目,-,東京都品川区西五反田6-5-1,35.622459,139.716639,I1-61.五反田文化センター / Gotanda Culture Center,-,月-土 / Mon. -Sat.  8:30-21:00日祝日/ Sun. Holiday  8:30 -19:00休館日 / Close： 毎月第4月曜日 / 4th Monday年末年始（12月29日-1月3日）/ 29th Dec.-3rd Jan※施設内に設置されたポートのため、五反田文化センターの休館日に準じます。
品川区,東品川１丁目,-,東京都品川区東品川1-3-15,35.622363,139.745867,I1-62.天王洲Rim / TENNOZ Rim,-, 24時間 / Open for 24 hours
品川区,西五反田３丁目,-,東京都品川区西五反田3-6-22,35.627628,139.719086,I1-63.セブン-イレブン西五反田店 / Seven-Eleven Nishi Gotanda Store,-, 24時間 / Open for 24 hours
品川区,東五反田２丁目,-,東京都品川区東五反田2-22-13,35.623007,139.731071,"I1-64.株式会社ユアス ゆうパック取扱所：ポストのうしろ / Japan Post's domestic parcel delivery service center : YOURS, LTD.",-, 24時間 / Open for 24 hours
品川区,東大井１丁目,-,東京都品川区東大井1-1-10,35.606431,139.743388,I1-65.セブン-イレブン品川東大井1丁目店 / Seven-Eleven Shinagawa Higashi-Oi 1 Chome Store,-, 24時間 / Open for 24 hours
品川区,八潮５丁目,-,東京都品川区八潮5-11-16,35.600327,139.753729,I1-67.八潮公園第一 / Yashio Park Dai-1,-, 24時間 / Open for 24 hours
品川区,八潮５丁目,-,東京都品川区八潮5-11-16,35.600327,139.753729,I1-68.八潮公園第二 / Yashio Park Dai-2,-, 24時間 / Open for 24 hours
品川区,西五反田１丁目,-,東京都品川区西五反田1-10-2,35.624826,139.723844,I1-70.五反田リバーステーション / Gotanda RIVER STATION,-, 24時間 / Open for 24 hours
品川区,南大井４丁目,-,東京都品川区南大井4-9-2,35.596352,139.735539,I1-71.セブン-イレブン南大井浜川店 / Seven-Eleven Minami-Oi Hamakawa Store,-, 24時間 / Open for 24 hours
品川区,大井５丁目,-,東京都品川区大井5-2-11,35.600179,139.728089,I1-72.セブン-イレブン大井店 / Seven-Eleven Oi Store,-, 24時間 / Open for 24 hours
品川区,西五反田６丁目,-,東京都品川区西五反田6-7-2,35.622390,139.717606,I1-74.セブン-イレブン西五反田6丁目店 / Seven-Eleven Nishi Gotanda 6 Chome Store,-, 24時間 / Open for 24 hours
品川区,二葉４丁目,-,東京都品川区二葉4-1-17,35.603253,139.713507,I1-75.セブン-イレブン品川二葉4丁目店 / Seven-Eleven Shinagawa Futaba 4 Chome Store,-, 24時間 / Open for 24 hours
品川区,西中延１丁目,-,東京都品川区西中延1-6-18,35.612319,139.708288,I1-77.セブン-イレブン品川西中延1丁目店 / Seven-Eleven Shinagawa Nishi-Nakanobu 1 chome,-, 24時間 / Open for 24 hours
品川区,西大井６丁目,-,東京都品川区西大井6-5-1,35.601378,139.718687,I1-78.セブン-イレブン西大井店 / Seven-Eleven Nishi-Oi,-, 24時間 / Open for 24 hours
品川区,東品川１丁目,-,東京都品川区東品川1-7,35.621607,139.741851,I1-79.品川浦第二 / Shinagawa-ura Dai-2,-, 24時間 / Open for 24 hours
品川区,東品川１丁目,-,東京都品川区東品川1-2-5,35.622843,139.744568,I1-80.リバーサイド品川港南ビル / RIVERSIDE Shinagawa Kounan Building,-, 24時間 / Open for 24 hours
品川区,戸越６丁目,-,東京都品川区戸越6-7-24,35.608155,139.717709,I1-81.戸越6丁目 / Togoshi 6 Chome,-, 24時間 / Open for 24 hours
品川区,西五反田４丁目,-,東京都品川区西五反田 4-5-1,35.627245,139.711667,I1-82.トミンハイム西五反田四丁目 / Tomin Heim Nishi-Gotanda 4 Chome,-, 24時間 / Open for 24 hours
品川区,八潮５丁目,-,東京都品川区八潮5-5,35.599485,139.750046,I1-83.かもめ歩道橋 / Kamome Footbridge,-, 24時間 / Open for 24 hours
品川区,西品川２丁目,-,東京都品川区西品川2-4-7,35.613880,139.728494,I1-84.セブン-イレブン西品川2丁目店 / Seven-Eleven Nishi-Shinagawa 2 chome,-, 24時間 / Open for 24 hours
品川区,北品川１丁目,-,東京都品川区北品川1-23-19,35.621060,139.741265,I1-85.GOODOFFICE品川 /  GOODOFFICE Shinagawa,-, 24時間 / Open for 24 hours
品川区,二葉３丁目,-,東京都品川区二葉3-29-10,35.601806,139.719817,I1-86.ファミリーマート二葉三丁目店 / FamilyMart Futaba 3 Chome,-, 24時間 / Open for 24 hours
品川区,西大井２丁目,-,東京都品川区西大井2-14-3,35.599629,139.723492,I1-87.セブン-イレブン西大井滝王子通り店 / Seven-Eleven Nishi-Oi Takioji dori,-, 24時間 / Open for 24 hours
品川区,南大井３丁目,-,東京都品川区南大井3-30-8,35.587789,139.734517,I1-88.セブン-イレブン品川南大井3丁目店 / Seven-Eleven Shinagawa Minami-Oi 3 Chome,-, 24時間 / Open for 24 hours
品川区,二葉１丁目,-,東京都品川区二葉1-1先,35.608278,139.725514,I1-89.下神明駅自転車駐車場 / Shimoshinmei Station Bicycle Parking Lot,-, 24時間 / Open for 24 hours
品川区,上大崎３丁目,-,東京都品川区上大崎3-5-8,35.634164,139.719497,I1-91.アクロス目黒タワー / Across Meguro Tower,-, 24時間 / Open for 24 hours
品川区,八潮４丁目,-,東京都品川区八潮4-2,35.592753,139.749785,I1-92.中央海浜公園前交差点（北側）/ Central Seaside Park front intersection (North Side),-, 24時間 / Open for 24 hours
品川区,八潮４丁目,-,東京都品川区八潮4-2,35.592753,139.749785,I1-93.中央海浜公園前交差点（南側）/ Central Seaside Park front intersection (South Side),-, 24時間 / Open for 24 hours
渋谷区,宇田川町,-,東京都渋谷区宇田川町1-1,35.663954,139.698077,M1-01.渋谷区役所 / Shibuya City Office,-, 24時間 / Open for 24 hours
渋谷区,恵比寿２丁目,-,東京都渋谷区恵比寿2-27-18,35.645301,139.719613,M2-01.恵比寿保健相談所（恵比寿社会教育館）/ Ebisu Public Health Consultation Center,-, 24時間 / Open for 24 hours
渋谷区,恵比寿４丁目,-,東京都渋谷区恵比寿4-20-55,35.643163,139.713234,M2-02.アメリカ橋公園 / American Bridge Park,-, 24時間 / Open for 24 hours
渋谷区,恵比寿４丁目,-,東京都渋谷区恵比寿4-2-6 恵比寿駅東口自転車駐車場2F,35.646856,139.710541,M2-03.サイカパーク恵比寿(2階) / Saika Park Ebisu (2nd floor),-, 24時間 / Open for 24 hours
渋谷区,広尾４丁目,-,東京都渋谷区広尾4-2-27,35.653331,139.721116,M2-04.広尾東公園 / Hiroo-Higashi Park,-, 24時間 / Open for 24 hours
渋谷区,広尾４丁目,-,東京都渋谷区広尾4-1-22,35.654439,139.717944,M2-05.日本赤十字医療センター / Japanese Red Cross Medical Center,-, 24時間 / Open for 24 hours
渋谷区,恵比寿１丁目,-,東京都渋谷区恵比寿1-28-1,35.647584,139.715514,M2-06.あいおいニッセイ同和損保恵比寿ビル / Aioi Nissay Dowa Insurance Ebisu Bldg.,-, 24時間 / Open for 24 hours
渋谷区,恵比寿１丁目,-,東京都渋谷区恵比寿1-19-23,35.647265,139.712731,M2-07.ファミリーマート恵比寿駅東店 / FamilyMart Ebisu Station East Store,-, 24時間 / Open for 24 hours
渋谷区,恵比寿３丁目,-,東京都渋谷区恵比寿3-36-6,35.642246,139.719352,M2-09.カーサス プレンディッド恵比寿 / CASA SPLENDIDO EBISU,-, 24時間 / Open for 24 hours
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-12-1,35.658041,139.698262,M3-01.渋谷マークシティ / SHIBUYA MARK CITY,-, / Open 6:00-23:59
渋谷区,桜丘町,-,東京都渋谷区桜ヶ丘23-21,35.655514,139.699962,M3-02.文化総合センター大和田 / Shibuya Cultural Center Owada,-, 24時間 / Open for 24 hours
渋谷区,猿楽町,-,東京都渋谷区猿楽町17-5,35.648870,139.699759,M3-03.代官山T-SITE / DAIKANYAMA T-SITE,-, 24時間 / Open for 24 hours
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷3-8-12,35.657555,139.704128,M3-06.渋谷第一生命ビル / Shibuya Daiichi Seimei Bldg.,-, 24時間 / Open for 24 hours
渋谷区,神泉町,-,東京都渋谷区神泉町8-16,35.655319,139.693779,M3-07.渋谷ファーストプレイス / Shibuya First Place,-, 24時間 / Open for 24 hours
渋谷区,宇田川町,-,東京都渋谷区宇田川町16-4　,35.661252,139.699181,M3-09.ティップ.クロス TOKYO 渋谷 / TIP.X TOKYO Shibuya,-,平日　7:00-21:00土曜日　9:30-21:00日曜・祝日　9:30-20:00休館日  毎週金曜日　毎月4日・20日は全館休館のため、ポートもご利用できなくなります。
渋谷区,恵比寿１丁目,-,東京都渋谷区恵比寿1-19-15,35.647418,139.713208,M3-10.ウノサワ東急ビル / Unosawa Tokyu Bldg,-, 24時間 / Open for 24 hours
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-10-8,35.656958,139.698520,M3-11.渋谷道玄坂東急ビル/ Shibuya Dogenzaka Tokyu Bldg,-, / Open 5:10-23:50
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷3-12-18,35.656319,139.706081,M3-12.渋谷南東急ビル / Shibuya South Tokyu Bldg.,-, 24時間 / Open for 24 hours
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2-22,35.658269,139.703059,M3-13.渋谷駅東口地下駐輪場 / Shibuya Station East Bicycle Basement,-, / Open 4:30-25:30
渋谷区,松涛１丁目,-,東京都渋谷区松濤1-28-2,35.659905,139.694712,M3-14.WORK COURT 渋谷松濤 / WORK COURT Shibuya Shoto,-, 24時間 / Open for 24 hours
渋谷区,恵比寿西１丁目,-,東京都渋谷区恵比寿西1-33-6,35.646929,139.703948,M3-15.co-ba ebisu,-, 24時間 / Open for 24 hours
渋谷区,円山町,-,東京都渋谷区円山町25-5,35.656108,139.693621,M3-18.渋谷カプセルバンブーホテル / Shibuya Capsule BAMBOO HOTEL,-, 24時間 / Open for 24 hours
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1-23-21,35.662530,139.703017,M3-19.渋谷キャスト / SHIBUYA CAST,-, 24時間 / Open for 24 hours
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷3-26-21,35.654825,139.705131,M3-20.東急ステイ渋谷新南口 / TOKYU STAY Shibuya Shin-minamiguchi,-, 24時間 / Open for 24 hours
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-21-1,35.656377,139.696496,M3-21.渋谷ソラスタ / SHIBUYA SOLASTA,-, 24時間 / Open for 24 hours
渋谷区,千駄ケ谷５丁目,-,東京都渋谷区千駄ヶ谷5-24-2,35.686021,139.702427,M4-01.新宿タカシマヤ / TAKASHIMAYA Shinjuku Store,-, 24時間 / Open for 24 hours
渋谷区,千駄ケ谷５丁目,-,東京都渋谷区千駄ヶ谷5-24-3,35.684399,139.703144,M4-03.NTTドコモ代々木ビル / NTT Docomo Yoyogi Bldg.,-, 24時間 / Open for 24 hours
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前3-25-28,35.671479,139.708211,M4-06.THE SHARE 原宿 / THE SHARE Harajuku,-, 24時間 / Open for 24 hours
渋谷区,千駄ケ谷１丁目,-,東京都渋谷区千駄ヶ谷1-32,35.680700,139.712738,M4-07.千駄ヶ谷駅前 / Sendagaya Station,-, 24時間 / Open for 24 hours
渋谷区,千駄ケ谷１丁目,-,東京都渋谷区千駄ヶ谷1-18-5,35.680381,139.710616,M4-12.TNS千駄ヶ谷駐車場 / TNS Sendagaya Parking lot,-, 24時間 / Open for 24 hours
渋谷区,初台１丁目,-,"東京都渋谷区初台1-53,54先",35.679474,139.686957,M5-01.初台駅南口 / Hatsudai Sta. South Exit,-, 24時間 / Open for 24 hours
渋谷区,代々木３丁目,-,東京都渋谷区代々木3-25-3,35.684713,139.692298,M5-02.あいおいニッセイ同和損保新宿ビル / Aioi Nissay Dowa Insurance Shinjuku Bldg.,-, 24時間 / Open for 24 hours
渋谷区,西原２丁目,-,東京都渋谷区西原2-53-1,35.671575,139.674789,M5-03.代々木大山公園 / Yoyogi Oyama Park,-, 24時間 / Open for 24 hours
渋谷区,上原３丁目,-,東京都渋谷区上原3-6-12,35.667820,139.680038,M5-08.古賀政男音楽博物館 / Koga Masao Music Museum,-, 24時間 / Open for 24 hours
渋谷区,西原３丁目,-,東京都渋谷区西原3-8,35.668903,139.679474,M5-09.代々木上原駅前 / Yoyogi-Uehara Station,-, 24時間 / Open for 24 hours
渋谷区,富ケ谷２丁目,-,東京都渋谷区富ヶ谷2-5-15,35.665932,139.686404,M5-10.富ヶ谷2丁目 / Tomigaya 2 chome,-, 24時間 / Open for 24 hours
渋谷区,代々木２丁目,-,東京都渋谷区代々木2-9-2,35.688190,139.698539,M5-11.あおい通り/ Aoi Street,-, 24時間 / Open for 24 hours
渋谷区,初台２丁目,-,東京都渋谷区初台2-6-9,35.675111,139.684593,M5-13.セブン-イレブン初台店 / Seven-Eleven Hatsudai Store,-, 24時間 / Open for 24 hours
渋谷区,代々木１丁目,-,東京都渋谷区代々木1-30-14,35.681511,139.701650,M5-14.天翔代々木ANNEX / TENSHO YOYOGI ANNEX,-, 24時間 / Open for 24 hours
渋谷区,代々木２丁目,-,東京都渋谷区代々木2-1-1,35.686888,139.698322,M5-15.新宿マインズタワー / SHINJUKU MAYNDS TOWER,-, 24時間 / Open for 24 hours
渋谷区,千駄ケ谷５丁目,-,東京都渋谷区代々木2-2-1,35.687610,139.700386,M5-17.小田急サザンタワー / Odakyu Southern Tower,-, 24時間 / Open for 24 hours
渋谷区,幡ケ谷２丁目,-,東京都渋谷区幡ヶ谷2-13先,35.677622,139.676530,M6-01.幡ヶ谷駅高架下第一 / Hatagaya Sta. Underpass 1st,-, 24時間 / Open for 24 hours
渋谷区,笹塚１丁目,-,東京都渋谷区笹塚1-46-1,35.672844,139.665698,M6-02.サイカパーク笹塚 / Saika Park Sasazuka,-, 24時間 / Open for 24 hours
渋谷区,笹塚２丁目,-,東京都渋谷区笹塚2-32-8,35.674855,139.663423,M6-03.十三号通り公園 / 13 St. Park,-, 24時間 / Open for 24 hours
渋谷区,本町４丁目,-,東京都渋谷区本町4-11-5,35.687243,139.680774,M6-04.本町東べんてん橋公園 / Honmachi-Higashi Benten Bridge Park,-, 24時間 / Open for 24 hours
渋谷区,幡ケ谷２丁目,-,東京都渋谷区幡ヶ谷2-53-5,35.679077,139.674799,M6-05.七号通り公園 / 7 St. Park,-, 24時間 / Open for 24 hours
渋谷区,笹塚２丁目,-,東京都渋谷区笹塚2-1,35.676072,139.670186,M6-07.笹塚東 / Sasazuka Higashi,-, 24時間 / Open for 24 hours
渋谷区,本町６丁目,-,東京都渋谷区本町6-27-10,35.682382,139.677457,M6-08.Be Good 幡ヶ谷 / Be Good Hatagaya,-, 24時間 / Open for 24 hours
渋谷区,本町２丁目,-,東京都渋谷区本町2-2-2,35.683796,139.684943,M6-09.ファミリーマート渋谷本町店 / Family Mart Shibuya Honmachi Store,-, 24時間 / Open for 24 hours
渋谷区,幡ケ谷１丁目,-,東京都渋谷区幡ヶ谷1-1-1,35.677338,139.678249,M6-10.京王コインパーク幡ヶ谷 / KEIO Coinpark Hatagaya,-, 24時間 / Open for 24 hours
渋谷区,笹塚１丁目,-,東京都渋谷区笹塚1-54,35.674761,139.669356,M6-11.京王サイクルパーク笹塚 / KEIO Cyclepark Sasazuka,-, 24時間 / Open for 24 hours
渋谷区,幡ケ谷３丁目,-,東京都渋谷区幡ヶ谷3-61-1,35.683171,139.673291,"M6-12.LIVART SEASON 幡ヶ谷
/ LIVART SEASON HATAGAYA",-, 24時間 / Open for 24 hours
渋谷区,笹塚１丁目,-,東京都渋谷区笹塚1-60-5,35.673172,139.663903,M6-14.ドコモショップ笹塚店 / docomo shop Sasazuka,-, 24時間 / Open for 24 hours
渋谷区,幡ケ谷２丁目,-,東京都渋谷区幡ヶ谷2-19-9,35.677274,139.673738,M6-15.Cova Hatagaya,-, 24時間 / Open for 24 hours
渋谷区,西原２丁目,-,東京都渋谷区西原2-26-5,35.674583,139.678571,M6-16.パールマンション / Pearl Mansion,-, 24時間 / Open for 24 hours
品川区,東品川３丁目,-,東京都品川区東品川3-28-22,35.611817,139.747823,I1-34.NTT品川ビル / NTT Shinagawa Build,【休止】2021年3月31日（水）13:00（予定）～, 24時間 / Open for 24 hours
渋谷区,西原２丁目,-,東京都渋谷区西原2-49-5,35.672808,139.674525,M6-13.JICA東京 / JICA TOKYO,【休止】2020年11月19日（木）10:00～未定, 24時間 / Open for 24 hours
品川区,戸越１丁目,-,東京都品川区戸越1-27-1,35.616955,139.721384,I1-69.戸越1丁目 / Togoshi 1 Chome,【休止】2021年4月14日（水）13:00（予定）～, 24時間 / Open for 24 hours
江東区,冬木,-,東京都江東区冬木11-17,35.673520,139.800037,H1-73.イシマビル / Ishima Building,【休止】2021年7月16日（金）12：00～（当面の間）, 24時間 / Open for 24 hours
江東区,有明３丁目,-,東京都江東区有明3-11,35.630855,139.794046,H1-18.東京ビッグサイト / Tokyo Bigsight,【休止】2021年12月28日（火）17:00～2022年1月4日（火）12:00,/ Open 8:00-20:00
港区,六本木７丁目,六本木,東京都港区六本木7-3-24,35.665944,139.727676,C2-17.goodoffice ROPPONGI,【休止】4月7日（火）13：00～再開日未定,24時間 / Open for 24 hours
港区,高輪２丁目,-,東京都港区高輪2-3-23,35.637919,139.734559,C4-03.東海大学 高輪キャンパス / TOKAI UNIVERCITY Takanawa Campus,【休止】4月15日（水）～当面の間休止,/ Open月-金 / Mon.-Fri.  7:00-22:00土・日・祝 / Sat. Sun. & Holiday : Closed
