指標名,バス停,,,,,NAVITIMEの検索区分ではなく、緯度経度情報をもとに位置情報を掲載。,,,,,,,,
出典,NAVITIME,,,,,昨年度から名称が変更されたバス停がある,,,,,,,,
年次,2022/2/3取得,,,,,例：「高齢者ケアセンター」→「かんなみの杜・渋谷」,,,,,,,,
URL,https://www.navitime.co.jp/,,,,,　　「東品川シルバーセンター前」→「東品川ゆうゆうプラザ前」,,,,,,,,
備考,路線ごとに1データあるので、エリアごとのバス停の数が知りたい場合は「1÷路線数」を合計する。,,,,,,,,,,,,,
,,,,,,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,バス停名,路線数,1÷路線数,バス路線名,事業者名・系統等,方面１,方面URL1,方面２,方面ULR２
新宿区,新宿６丁目,-,東京都新宿区新宿６丁目２　,35.69556,139.70700,日清食品前,5,0.200,池８６〔渋谷方面〕,[都営バス],渋谷駅東口〔都営バス〕方面,https://www.navitime.co.jp/diagram/bus/00017026/00004225/1/,-,-
新宿区,新宿６丁目,-,東京都新宿区新宿６丁目２　,35.69556,139.70700,日清食品前,5,0.200,池８６〔池袋方面〕,[都営バス],池袋駅東口方面,https://www.navitime.co.jp/diagram/bus/00017026/00004356/1/,-,-
新宿区,新宿６丁目,-,東京都新宿区新宿６丁目３,35.69726,139.70733,東新宿駅前,7,0.143,早７７,[都営バス],早稲田（東京都）方面,https://www.navitime.co.jp/diagram/bus/00016587/00004170/1/,新宿駅西口方面,https://www.navitime.co.jp/diagram/bus/00016587/00004170/0/
新宿区,新宿６丁目,-,東京都新宿区新宿６丁目３,35.69726,139.70733,東新宿駅前,7,0.143,宿７５,[都営バス],三宅坂方面,https://www.navitime.co.jp/diagram/bus/00016587/00004146/1/,新宿駅西口方面,https://www.navitime.co.jp/diagram/bus/00016587/00004146/0/
新宿区,新宿６丁目,-,東京都新宿区新宿６丁目３,35.69726,139.70733,東新宿駅前,7,0.143,池８６〔池袋方面〕,[都営バス],池袋駅東口方面,https://www.navitime.co.jp/diagram/bus/00016587/00004356/1/,-,-
新宿区,新宿６丁目,-,東京都新宿区新宿６丁目３,35.69726,139.70733,東新宿駅前,7,0.143,高７１,[都営バス],九段下（バス）方面,https://www.navitime.co.jp/diagram/bus/00016587/00004323/1/,高田馬場駅前方面,https://www.navitime.co.jp/diagram/bus/00016587/00004323/0/
新宿区,新宿６丁目,-,東京都新宿区新宿６丁目３,35.69726,139.70733,東新宿駅前,7,0.143,池８６〔渋谷方面〕,[都営バス],渋谷駅東口〔都営バス〕方面,https://www.navitime.co.jp/diagram/bus/00016587/00004225/1/,-,-
新宿区,新宿６丁目,-,東京都新宿区新宿６丁目３,35.69726,139.70733,東新宿駅前,7,0.143,宿７４,[都営バス],東京女子医大前（東京都）方面,https://www.navitime.co.jp/diagram/bus/00016587/00004144/1/,新宿駅西口方面,https://www.navitime.co.jp/diagram/bus/00016587/00004144/0/
新宿区,新宿６丁目,-,東京都新宿区新宿６丁目３,35.69726,139.70733,東新宿駅前,7,0.143,羽田空港-新宿駅・池袋駅〔深夜早朝便〕,[空港連絡バス],羽田空港第３ターミナル（バス）方面,https://www.navitime.co.jp/diagram/bus/00016587/00017999/0/,-,-
新宿区,新宿７丁目,-,東京都新宿区新宿７丁目２－１　,35.69775,139.71316,抜弁天,2,0.500,宿７５,[都営バス],三宅坂方面,https://www.navitime.co.jp/diagram/bus/00017434/00004146/1/,新宿駅西口方面,https://www.navitime.co.jp/diagram/bus/00017434/00004146/0/
新宿区,新宿７丁目,-,東京都新宿区新宿７丁目２－１　,35.69775,139.71316,抜弁天,2,0.500,高７１,[都営バス],九段下（バス）方面,https://www.navitime.co.jp/diagram/bus/00017434/00004323/1/,高田馬場駅前方面,https://www.navitime.co.jp/diagram/bus/00017434/00004323/0/
新宿区,新宿７丁目,-,東京都新宿区新宿７丁目２５　,35.69770,139.70987,東新宿保健センター前,2,0.500,宿７５,[都営バス],三宅坂方面,https://www.navitime.co.jp/diagram/bus/00016787/00004146/1/,新宿駅西口方面,https://www.navitime.co.jp/diagram/bus/00016787/00004146/0/
新宿区,新宿７丁目,-,東京都新宿区新宿７丁目２５　,35.69770,139.70987,東新宿保健センター前,2,0.500,高７１,[都営バス],九段下（バス）方面,https://www.navitime.co.jp/diagram/bus/00016787/00004323/1/,高田馬場駅前方面,https://www.navitime.co.jp/diagram/bus/00016787/00004323/0/
新宿区,新宿７丁目,-,東京都新宿区新宿７丁目２６　,35.70075,139.70936,大久保通り,7,0.143,飯６２,[都営バス],都営飯田橋駅前方面,https://www.navitime.co.jp/diagram/bus/00016586/00004320/1/,小滝橋車庫前方面,https://www.navitime.co.jp/diagram/bus/00016586/00004320/0/
新宿区,新宿７丁目,-,東京都新宿区新宿７丁目２６　,35.70075,139.70936,大久保通り,7,0.143,早７７,[都営バス],早稲田（東京都）方面,https://www.navitime.co.jp/diagram/bus/00016586/00004170/1/,新宿駅西口方面,https://www.navitime.co.jp/diagram/bus/00016586/00004170/0/
新宿区,新宿７丁目,-,東京都新宿区新宿７丁目２６　,35.70075,139.70936,大久保通り,7,0.143,高７１,[都営バス],九段下（バス）方面,https://www.navitime.co.jp/diagram/bus/00016586/00004323/1/,高田馬場駅前方面,https://www.navitime.co.jp/diagram/bus/00016586/00004323/0/
新宿区,新宿７丁目,-,東京都新宿区新宿７丁目２６　,35.70075,139.70936,大久保通り,7,0.143,池８６〔池袋方面〕,[都営バス],池袋駅東口方面,https://www.navitime.co.jp/diagram/bus/00016586/00004356/1/,-,-
新宿区,新宿７丁目,-,東京都新宿区新宿７丁目２６　,35.70075,139.70936,大久保通り,7,0.143,橋６３,[都営バス],新橋駅前方面,https://www.navitime.co.jp/diagram/bus/00016586/00004218/1/,小滝橋車庫前方面,https://www.navitime.co.jp/diagram/bus/00016586/00004218/0/
新宿区,新宿７丁目,-,東京都新宿区新宿７丁目２６　,35.70075,139.70936,大久保通り,7,0.143,宿７４,[都営バス],新宿駅西口方面,https://www.navitime.co.jp/diagram/bus/00016586/00004144/0/,-,-
新宿区,新宿７丁目,-,東京都新宿区新宿７丁目２６　,35.70075,139.70936,大久保通り,7,0.143,池８６〔渋谷方面〕,[都営バス],渋谷駅東口〔都営バス〕方面,https://www.navitime.co.jp/diagram/bus/00016586/00004225/1/,-,-
新宿区,新宿７丁目,-,東京都新宿区新宿７丁目４　,35.70132,139.71212,新宿ここ・から広場前,3,0.333,宿７４,[都営バス],東京女子医大前（東京都）方面,https://www.navitime.co.jp/diagram/bus/00018284/00004144/1/,新宿駅西口方面,https://www.navitime.co.jp/diagram/bus/00018284/00004144/0/
新宿区,新宿７丁目,-,東京都新宿区新宿７丁目４　,35.70132,139.71212,新宿ここ・から広場前,3,0.333,橋６３,[都営バス],新橋駅前方面,https://www.navitime.co.jp/diagram/bus/00018284/00004218/1/,小滝橋車庫前方面,https://www.navitime.co.jp/diagram/bus/00018284/00004218/0/
新宿区,新宿７丁目,-,東京都新宿区新宿７丁目４　,35.70132,139.71212,新宿ここ・から広場前,3,0.333,飯６２,[都営バス],都営飯田橋駅前方面,https://www.navitime.co.jp/diagram/bus/00018284/00004320/1/,小滝橋車庫前方面,https://www.navitime.co.jp/diagram/bus/00018284/00004320/0/
新宿区,須賀町,-,東京都新宿区須賀町１４－５,35.68428,139.71998,左門町,1,1.000,品９７,[都営バス],新宿駅西口方面,https://www.navitime.co.jp/diagram/bus/00016897/00004132/1/,品川駅高輪口方面,https://www.navitime.co.jp/diagram/bus/00016897/00004132/0/
新宿区,西新宿１丁目,-,東京都新宿区西新宿１丁目１,35.69008,139.69889,新宿駅西口〔成田空港便〕,1,1.000,２３区内エリア-成田空港(東京駅・日本橋),[空港連絡バス],成田空港第１ターミナル（バス）方面,https://www.navitime.co.jp/diagram/bus/00062635/00017984/0/,-,-
新宿区,西新宿１丁目,-,東京都新宿区西新宿１丁目２４　,35.69027,139.69623,新宿郵便局前(新宿区),1,1.000,宿７５出入,[都営バス],新宿駅西口方面,https://www.navitime.co.jp/diagram/bus/00017015/00004147/1/,-,-
新宿区,西新宿１丁目,-,東京都新宿区西新宿１丁目２４　,35.69027,139.69497,京王プラザホテル(東京都),1,1.000,宿41,[京王バス]/宿45[京王バス],中野車庫/中野駅（東京都）方面,https://www.navitime.co.jp/diagram/bus/00020254/00006426/1/,新宿駅西口方面,https://www.navitime.co.jp/diagram/bus/00020254/00006426/0/
新宿区,西新宿１丁目,-,東京都新宿区西新宿１丁目２５　,35.69116,139.69555,工学院大学前,1,1.000,出入庫系統,[新宿WEバス],新宿駅西口〔小田急百貨店前〕/都庁本庁舎方面,https://www.navitime.co.jp/diagram/bus/00021640/00006738/1/,-,-
新宿区,西新宿１丁目,-,東京都新宿区西新宿１丁目２５　,35.69157,139.69482,東通り(東京都),1,1.000,出入庫系統,[新宿WEバス],新宿駅西口〔小田急百貨店前〕/都庁本庁舎方面,https://www.navitime.co.jp/diagram/bus/00021639/00006738/1/,-,-
新宿区,西新宿１丁目,-,東京都新宿区西新宿１丁目２６　,35.69230,139.69552,新宿センタービル・新宿野村ビル,4,0.250,宿33,[京王バス],南台交差点/永福町（バス）方面,https://www.navitime.co.jp/diagram/bus/00020587/00006425/1/,新宿駅西口方面,https://www.navitime.co.jp/diagram/bus/00020587/00006425/0/
新宿区,西新宿１丁目,-,東京都新宿区西新宿１丁目２６　,35.69230,139.69552,新宿センタービル・新宿野村ビル,4,0.250,宿32/宿35,[京王バス],佼成病院方面,https://www.navitime.co.jp/diagram/bus/00020587/00006285/1/,新宿駅西口方面,https://www.navitime.co.jp/diagram/bus/00020587/00006285/0/
新宿区,西新宿１丁目,-,東京都新宿区西新宿１丁目２６　,35.69230,139.69552,新宿センタービル・新宿野村ビル,4,0.250,052〔渋谷駅-新宿駅西口-新橋駅〕,[京王バス],新橋駅〔京王バス〕方面,https://www.navitime.co.jp/diagram/bus/00020587/00006287/1/,渋谷駅方面,https://www.navitime.co.jp/diagram/bus/00020587/00006287/0/
新宿区,西新宿１丁目,-,東京都新宿区西新宿１丁目２６　,35.69230,139.69552,新宿センタービル・新宿野村ビル,4,0.250,宿51,[京王バス],渋谷駅方面,https://www.navitime.co.jp/diagram/bus/00020587/00006428/1/,新宿駅西口方面,https://www.navitime.co.jp/diagram/bus/00020587/00006428/0/
新宿区,西新宿１丁目,-,東京都新宿区西新宿１丁目３８－１　,35.69169,139.69949,新宿駅西口〔小田急百貨店前〕,3,0.333,新宿駅西側循環,[新宿WEバス],新宿ワシントンホテル前/パークハイアット東京前方面,https://www.navitime.co.jp/diagram/bus/00021681/00006737/1/,-,-
新宿区,西新宿１丁目,-,東京都新宿区西新宿１丁目３８－１　,35.69169,139.69949,新宿駅西口〔小田急百貨店前〕,3,0.333,新宿御苑ルート,[新宿WEバス],バスタ新宿〔新宿駅新南口〕/新宿御苑方面,https://www.navitime.co.jp/diagram/bus/00021681/00006700/1/,-,-
新宿区,西新宿１丁目,-,東京都新宿区西新宿１丁目３８－１　,35.69169,139.69949,新宿駅西口〔小田急百貨店前〕,3,0.333,出入庫系統,[新宿WEバス],都庁本庁舎/ハイアットリージェンシー東京前方面,https://www.navitime.co.jp/diagram/bus/00021681/00006738/1/,-,-
新宿区,西新宿１丁目,-,東京都新宿区西新宿１丁目３８－１　,35.68973,139.69894,新宿駅西口〔京王百貨店前〕,1,1.000,ヒルトン東京-新宿駅西口,[シャトルバス],ヒルトン東京方面,https://www.navitime.co.jp/diagram/bus/00021682/00046893/0/,-,-
新宿区,西新宿１丁目,-,東京都新宿区西新宿１丁目５,35.69186,139.69864,新宿駅西口,33,0.030,宿７４,[都営バス],東京女子医大前（東京都）方面,https://www.navitime.co.jp/diagram/bus/00017008/00004144/1/,-,-
新宿区,西新宿１丁目,-,東京都新宿区西新宿１丁目５,35.69186,139.69864,新宿駅西口,33,0.030,品９７,[都営バス],品川駅高輪口方面,https://www.navitime.co.jp/diagram/bus/00017008/00004132/0/,-,-
新宿区,西新宿１丁目,-,東京都新宿区西新宿１丁目５,35.69186,139.69864,新宿駅西口,33,0.030,宿７４出入,[都営バス],新宿車庫前方面,https://www.navitime.co.jp/diagram/bus/00017008/00004145/0/,-,-
新宿区,西新宿１丁目,-,東京都新宿区西新宿１丁目５,35.69186,139.69864,新宿駅西口,33,0.030,宿９１,[都営バス],新代田駅前方面,https://www.navitime.co.jp/diagram/bus/00017008/00004148/1/,-,-
新宿区,西新宿１丁目,-,東京都新宿区西新宿１丁目５,35.69186,139.69864,新宿駅西口,33,0.030,宿７５出入,[都営バス],新宿車庫前方面,https://www.navitime.co.jp/diagram/bus/00017008/00004147/0/,-,-
新宿区,西新宿１丁目,-,東京都新宿区西新宿１丁目５,35.69186,139.69864,新宿駅西口,33,0.030,宿７５,[都営バス],三宅坂方面,https://www.navitime.co.jp/diagram/bus/00017008/00004146/1/,-,-
新宿区,西新宿１丁目,-,東京都新宿区西新宿１丁目５,35.69186,139.69864,新宿駅西口,33,0.030,早７７,[都営バス],早稲田（東京都）方面,https://www.navitime.co.jp/diagram/bus/00017008/00004170/1/,-,-
新宿区,西新宿１丁目,-,東京都新宿区西新宿１丁目５,35.69186,139.69864,新宿駅西口,33,0.030,深夜急行〔聖蹟桜ヶ丘・八王子系統〕,[京王バス],八王子みなみ野駅方面,https://www.navitime.co.jp/diagram/bus/00017008/00006672/1/,-,-
新宿区,西新宿１丁目,-,東京都新宿区西新宿１丁目５,35.69186,139.69864,新宿駅西口,33,0.030,東京-岐阜/パピヨン,[高速バス],名鉄岐阜バスターミナル方面,https://www.navitime.co.jp/diagram/bus/00017008/00019734/1/,-,-
新宿区,西新宿１丁目,-,東京都新宿区西新宿１丁目５,35.69186,139.69864,新宿駅西口,33,0.030,品９７〔休日〕,[都営バス],新宿二丁目（新宿区）/品川駅高輪口方面,https://www.navitime.co.jp/diagram/bus/00017008/00004379/0/,-,-
新宿区,西新宿１丁目,-,東京都新宿区西新宿１丁目５,35.69186,139.69864,新宿駅西口,33,0.030,ＣＨ０１,[都営バス/京王バス],都庁第一本庁舎/都庁第二本庁舎方面,https://www.navitime.co.jp/diagram/bus/00017008/00004327/1/,-,-
新宿区,西新宿１丁目,-,東京都新宿区西新宿１丁目５,35.69186,139.69864,新宿駅西口,33,0.030,宿33,[京王バス],南台交差点/永福町（バス）方面,https://www.navitime.co.jp/diagram/bus/00017008/00006425/1/,-,-
新宿区,西新宿１丁目,-,東京都新宿区西新宿１丁目５,35.69186,139.69864,新宿駅西口,33,0.030,新宿御苑ルート,[新宿WEバス],バスタ新宿〔新宿駅新南口〕/新宿御苑方面,https://www.navitime.co.jp/diagram/bus/00017008/00006700/1/,-,-
新宿区,西新宿１丁目,-,東京都新宿区西新宿１丁目５,35.69186,139.69864,新宿駅西口,33,0.030,宿41,[京王バス]/宿45[京王バス],中野車庫/中野駅（東京都）方面,https://www.navitime.co.jp/diagram/bus/00017008/00006426/1/,-,-
新宿区,西新宿１丁目,-,東京都新宿区西新宿１丁目５,35.69186,139.69864,新宿駅西口,33,0.030,宿03/04/05/中01:野方駅-中野駅-新宿駅西口,[関東バス],野方駅方面,https://www.navitime.co.jp/diagram/bus/00017008/00016372/0/,-,-
新宿区,西新宿１丁目,-,東京都新宿区西新宿１丁目５,35.69186,139.69864,新宿駅西口,33,0.030,052〔渋谷駅-新宿駅西口-新橋駅〕,[京王バス],新橋駅〔京王バス〕方面,https://www.navitime.co.jp/diagram/bus/00017008/00006287/1/,渋谷駅方面,https://www.navitime.co.jp/diagram/bus/00017008/00006287/0/
新宿区,西新宿１丁目,-,東京都新宿区西新宿１丁目５,35.69186,139.69864,新宿駅西口,33,0.030,出入庫系統,[新宿WEバス],都庁本庁舎/ハイアットリージェンシー東京前方面,https://www.navitime.co.jp/diagram/bus/00017008/00006738/1/,-,-
新宿区,西新宿１丁目,-,東京都新宿区西新宿１丁目５,35.69186,139.69864,新宿駅西口,33,0.030,宿01/02:丸山営業所-小滝橋-新宿西口,[関東バス],新宿西口（バス）方面,https://www.navitime.co.jp/diagram/bus/00017008/00016392/1/,丸山営業所方面,https://www.navitime.co.jp/diagram/bus/00017008/00016392/0/
新宿区,西新宿１丁目,-,東京都新宿区西新宿１丁目５,35.69186,139.69864,新宿駅西口,33,0.030,白６１,[都営バス],練馬駅前方面,https://www.navitime.co.jp/diagram/bus/00017008/00004252/0/,-,-
新宿区,西新宿１丁目,-,東京都新宿区西新宿１丁目５,35.69186,139.69864,新宿駅西口,33,0.030,宿44(武蔵境駅-新宿駅),[小田急バス],武蔵境駅南口方面,https://www.navitime.co.jp/diagram/bus/00017008/00014460/0/,-,-
新宿区,西新宿１丁目,-,東京都新宿区西新宿１丁目５,35.69186,139.69864,新宿駅西口,33,0.030,宿08:中野駅-小滝橋-新宿駅西口,[関東バス],中野駅（東京都）方面,https://www.navitime.co.jp/diagram/bus/00017008/00016362/0/,-,-
新宿区,西新宿１丁目,-,東京都新宿区西新宿１丁目５,35.69186,139.69864,新宿駅西口,33,0.030,宿32/宿35,[京王バス],佼成病院方面,https://www.navitime.co.jp/diagram/bus/00017008/00006285/1/,-,-
新宿区,西新宿１丁目,-,東京都新宿区西新宿１丁目５,35.69186,139.69864,新宿駅西口,33,0.030,宿２０他,[西武バス],池袋駅東口方面,https://www.navitime.co.jp/diagram/bus/00017008/00007417/0/,-,-
新宿区,西新宿１丁目,-,東京都新宿区西新宿１丁目５,35.69186,139.69864,新宿駅西口,33,0.030,宿51,[京王バス],渋谷駅方面,https://www.navitime.co.jp/diagram/bus/00017008/00006428/1/,-,-
新宿区,西新宿１丁目,-,東京都新宿区西新宿１丁目５,35.69186,139.69864,新宿駅西口,33,0.030,深夜急行〔府中・国立系統〕,[京王バス],国立駅方面,https://www.navitime.co.jp/diagram/bus/00017008/00006674/1/,-,-
新宿区,西新宿１丁目,-,東京都新宿区西新宿１丁目５,35.69186,139.69864,新宿駅西口,33,0.030,王７８,[都営バス],王子駅前（バス）方面,https://www.navitime.co.jp/diagram/bus/00017008/00004248/1/,-,-
新宿区,西新宿１丁目,-,東京都新宿区西新宿１丁目５,35.69186,139.69864,新宿駅西口,33,0.030,新宿駅西側循環,[新宿WEバス],新宿ワシントンホテル前/パークハイアット東京前方面,https://www.navitime.co.jp/diagram/bus/00017008/00006737/1/,-,-
新宿区,西新宿１丁目,-,東京都新宿区西新宿１丁目５,35.69186,139.69864,新宿駅西口,33,0.030,深夜急行〔調布・府中系統〕,[京王バス],府中駅（東京都）方面,https://www.navitime.co.jp/diagram/bus/00017008/00006673/1/,-,-
新宿区,西新宿１丁目,-,東京都新宿区西新宿１丁目５,35.69186,139.69864,新宿駅西口,33,0.030,深夜急行〔多摩センター系統〕,[京王バス],橋本駅（神奈川県）方面,https://www.navitime.co.jp/diagram/bus/00017008/00006692/1/,-,-
新宿区,西新宿１丁目,-,東京都新宿区西新宿１丁目５,35.69186,139.69864,新宿駅西口,33,0.030,東京-秋田/フローラ号,[高速バス],秋田駅東口方面,https://www.navitime.co.jp/diagram/bus/00017008/00019709/1/,-,-
新宿区,西新宿１丁目,-,東京都新宿区西新宿１丁目５,35.69186,139.69864,新宿駅西口,33,0.030,深夜急行〔平塚行き〕,[神奈川中央交通],藤沢駅北口/平塚駅北口方面,https://www.navitime.co.jp/diagram/bus/00017008/00031692/1/,-,-
新宿区,西新宿１丁目,-,東京都新宿区西新宿１丁目５,35.69186,139.69864,新宿駅西口,33,0.030,深夜急行〔本厚木行き〕,[神奈川中央交通],町田バスセンター/本厚木駅方面,https://www.navitime.co.jp/diagram/bus/00017008/00031693/1/,-,-
新宿区,西新宿１丁目,-,東京都新宿区西新宿１丁目５,35.69186,139.69864,新宿駅西口,33,0.030,東京-千葉/新宿-木更津,[高速バス],木更津駅西口方面,https://www.navitime.co.jp/diagram/bus/00017008/00019827/1/,-,-
新宿区,西新宿１丁目,-,東京都新宿区西新宿１丁目５　,35.69065,139.69816,新宿駅西口〔明治安田生命ビル〕,1,1.000,宿41,[京王バス],中野車庫方面,https://www.navitime.co.jp/diagram/bus/00081500/00006426/1/,-,-
新宿区,西新宿１丁目,-,東京都新宿区西新宿１丁目５　,35.69076,139.69813,新宿高速バスターミナル,1,1.000,東京-長野/新宿-信濃大町-白馬,[高速バス],信濃大町駅前/白馬八方方面,https://www.navitime.co.jp/diagram/bus/00026072/00020034/1/,-,-
新宿区,西新宿１丁目,-,東京都新宿区西新宿１丁目７　,35.69135,139.69768,新宿駅西口中央通り,1,1.000,宿７５出入,[都営バス],新宿駅西口方面,https://www.navitime.co.jp/diagram/bus/00018205/00004147/1/,-,-
新宿区,西新宿１丁目,-,東京都新宿区西新宿１丁目９－１８　,35.69100,139.69758,中央通り(新宿区),1,1.000,宿41,[京王バス],中野車庫方面,https://www.navitime.co.jp/diagram/bus/00021760/00006426/1/,-,-
新宿区,西新宿２丁目,-,東京都新宿区西新宿２丁目２　,35.68980,139.69351,都議会議事堂,1,1.000,ＣＨ０１,[都営バス/京王バス],新宿駅西口/都庁第一本庁舎方面,https://www.navitime.co.jp/diagram/bus/00018008/00004327/1/,-,-
新宿区,西新宿２丁目,-,東京都新宿区西新宿２丁目３３－１７　,35.68709,139.68922,十二社池の上,3,0.333,宿51,[京王バス],渋谷駅方面,https://www.navitime.co.jp/diagram/bus/00020494/00006428/1/,新宿駅西口方面,https://www.navitime.co.jp/diagram/bus/00020494/00006428/0/
新宿区,西新宿２丁目,-,東京都新宿区西新宿２丁目３３－１７　,35.68709,139.68922,十二社池の上,3,0.333,宿41,[京王バス]/宿45[京王バス],中野車庫/中野駅（東京都）方面,https://www.navitime.co.jp/diagram/bus/00020494/00006426/1/,新宿駅西口方面,https://www.navitime.co.jp/diagram/bus/00020494/00006426/0/
新宿区,西新宿２丁目,-,東京都新宿区西新宿２丁目３３－１７　,35.68709,139.68922,十二社池の上,3,0.333,052〔渋谷駅-新宿駅西口-新橋駅〕,[京王バス],新橋駅〔京王バス〕方面,https://www.navitime.co.jp/diagram/bus/00020494/00006287/1/,渋谷駅方面,https://www.navitime.co.jp/diagram/bus/00020494/00006287/0/
新宿区,西新宿２丁目,-,東京都新宿区西新宿２丁目４　,35.68897,139.69352,新宿ＮＳビル,1,1.000,宿41,[京王バス]/宿45[京王バス],中野車庫/中野駅（東京都）方面,https://www.navitime.co.jp/diagram/bus/00020586/00006426/1/,新宿駅西口方面,https://www.navitime.co.jp/diagram/bus/00020586/00006426/0/
新宿区,西新宿２丁目,-,東京都新宿区西新宿２丁目７　,35.69130,139.69176,ハイアットリージェンシー東京前,1,1.000,出入庫系統,[新宿WEバス],新宿駅西口〔小田急百貨店前〕/都庁本庁舎方面,https://www.navitime.co.jp/diagram/bus/00021638/00006738/1/,-,-
新宿区,西新宿２丁目,-,東京都新宿区西新宿２丁目７－２　,35.69096,139.69117,ハイアット　リージェンシー　東京,2,0.500,東京-岐阜/パピヨン,[高速バス],名鉄岐阜バスターミナル方面,https://www.navitime.co.jp/diagram/bus/00062508/00019734/1/,-,-
新宿区,西新宿２丁目,-,東京都新宿区西新宿２丁目７－２　,35.69096,139.69117,ハイアット　リージェンシー　東京,2,0.500,東京-秋田/フローラ号,[高速バス],秋田駅東口方面,https://www.navitime.co.jp/diagram/bus/00062508/00019709/1/,-,-
新宿区,西新宿２丁目,-,東京都新宿区西新宿２丁目８　,35.69021,139.69150,都庁第一本庁舎,1,1.000,ＣＨ０１,[都営バス/京王バス],都庁第二本庁舎/新宿駅西口方面,https://www.navitime.co.jp/diagram/bus/00018006/00004327/1/,-,-
新宿区,西新宿２丁目,-,東京都新宿区西新宿２丁目８　,35.68888,139.69206,都庁第二本庁舎,1,1.000,ＣＨ０１,[都営バス/京王バス],新宿駅西口/都庁第一本庁舎方面,https://www.navitime.co.jp/diagram/bus/00018007/00004327/1/,-,-
新宿区,西新宿２丁目,-,東京都新宿区西新宿２丁目９　,35.68871,139.69239,都庁本庁舎,1,1.000,出入庫系統,[新宿WEバス],ハイアットリージェンシー東京前/新宿駅西口〔小田急百貨店前〕方面,https://www.navitime.co.jp/diagram/bus/00021637/00006738/1/,-,-
新宿区,西新宿３丁目,-,東京都新宿区西新宿３丁目　,35.68709,139.69311,新宿ワシントンホテル前,2,0.500,新宿駅西側循環,[新宿WEバス],パークハイアット東京前/新宿駅西口〔小田急百貨店前〕方面,https://www.navitime.co.jp/diagram/bus/00021447/00006737/1/,-,-
新宿区,西新宿３丁目,-,東京都新宿区西新宿３丁目　,35.68709,139.69311,新宿ワシントンホテル前,2,0.500,出入庫系統,[新宿WEバス],都庁本庁舎/ハイアットリージェンシー東京前方面,https://www.navitime.co.jp/diagram/bus/00021447/00006738/1/,-,-
新宿区,西新宿３丁目,-,東京都新宿区西新宿３丁目１９　,35.68288,139.68890,東京オペラシティ南,12,0.083,渋63,[京王バス]/渋64[京王バス],中野駅（東京都）方面,https://www.navitime.co.jp/diagram/bus/00017013/00006413/1/,渋谷駅方面,https://www.navitime.co.jp/diagram/bus/00017013/00006413/0/
新宿区,西新宿３丁目,-,東京都新宿区西新宿３丁目１９　,35.68288,139.68890,東京オペラシティ南,12,0.083,渋６６,[都営バス/京王バス],渋谷駅方面,https://www.navitime.co.jp/diagram/bus/00017013/00004232/1/,阿佐ヶ谷駅前方面,https://www.navitime.co.jp/diagram/bus/00017013/00004232/0/
新宿区,西新宿３丁目,-,東京都新宿区西新宿３丁目１９　,35.68288,139.68890,東京オペラシティ南,12,0.083,渋８８出入,[都営バス],新宿車庫前方面,https://www.navitime.co.jp/diagram/bus/00017013/00004341/1/,渋谷駅西口〔都営バス〕方面,https://www.navitime.co.jp/diagram/bus/00017013/00004341/0/
新宿区,西新宿３丁目,-,東京都新宿区西新宿３丁目１９　,35.68288,139.68890,東京オペラシティ南,12,0.083,宿44(武蔵境駅-新宿駅),[小田急バス],新宿駅西口方面,https://www.navitime.co.jp/diagram/bus/00017013/00014460/1/,武蔵境駅南口方面,https://www.navitime.co.jp/diagram/bus/00017013/00014460/0/
新宿区,西新宿３丁目,-,東京都新宿区西新宿３丁目１９　,35.68288,139.68890,東京オペラシティ南,12,0.083,宿７５出入,[都営バス],新宿駅西口方面,https://www.navitime.co.jp/diagram/bus/00017013/00004147/1/,新宿車庫前方面,https://www.navitime.co.jp/diagram/bus/00017013/00004147/0/
新宿区,西新宿３丁目,-,東京都新宿区西新宿３丁目１９　,35.68288,139.68890,東京オペラシティ南,12,0.083,渋64,[京王バス],中野駅（東京都）方面,https://www.navitime.co.jp/diagram/bus/00017013/00006415/1/,-,-
新宿区,西新宿３丁目,-,東京都新宿区西新宿３丁目１９　,35.68288,139.68890,東京オペラシティ南,12,0.083,宿44(武蔵境駅-新宿駅),[小田急バス],新宿駅西口方面,https://www.navitime.co.jp/diagram/bus/00017013/00014460/1/,武蔵境駅南口方面,https://www.navitime.co.jp/diagram/bus/00017013/00014460/0/
新宿区,西新宿３丁目,-,東京都新宿区西新宿３丁目１９　,35.68288,139.68890,東京オペラシティ南,12,0.083,渋64,[京王バス],中野駅（東京都）方面,https://www.navitime.co.jp/diagram/bus/00017013/00006415/1/,-,-
新宿区,西新宿３丁目,-,東京都新宿区西新宿３丁目１９　,35.68288,139.68890,東京オペラシティ南,12,0.083,渋８８出入,[都営バス],新宿車庫前方面,https://www.navitime.co.jp/diagram/bus/00017013/00004341/1/,渋谷駅西口〔都営バス〕方面,https://www.navitime.co.jp/diagram/bus/00017013/00004341/0/
新宿区,西新宿３丁目,-,東京都新宿区西新宿３丁目１９　,35.68288,139.68890,東京オペラシティ南,12,0.083,渋６６,[都営バス/京王バス],渋谷駅方面,https://www.navitime.co.jp/diagram/bus/00017013/00004232/1/,阿佐ヶ谷駅前方面,https://www.navitime.co.jp/diagram/bus/00017013/00004232/0/
