指標名,バス停,,,,,NAVITIMEの検索区分ではなく、緯度経度情報をもとに位置情報を掲載。,,,,,,,,
出典,NAVITIME,,,,,昨年度から名称が変更されたバス停がある,,,,,,,,
年次,2022/2/3取得,,,,,例：「高齢者ケアセンター」→「かんなみの杜・渋谷」,,,,,,,,
URL,https://www.navitime.co.jp/,,,,,　　「東品川シルバーセンター前」→「東品川ゆうゆうプラザ前」,,,,,,,,
備考,路線ごとに1データあるので、エリアごとのバス停の数が知りたい場合は「1÷路線数」を合計する。,,,,,,,,,,,,,
,,,,,,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,バス停名,路線数,1÷路線数,バス路線名,事業者名・系統等,方面１,方面URL1,方面２,方面ULR２
江東区,東雲２丁目,-,東京都江東区東雲２丁目８　,35.64111,139.80490,東雲駅前,3,0.333,門１９,[都営バス],門前仲町（バス）方面,https://www.navitime.co.jp/diagram/bus/00017884/00004317/1/,深川車庫前/東京ビッグサイト〔バス〕方面,https://www.navitime.co.jp/diagram/bus/00017884/00004317/0/
江東区,東砂１丁目,-,東京都江東区東砂１丁目３－４６　,35.68461,139.84113,東砂一丁目,1,1.000,錦２８,[都営バス],錦糸町駅前方面,https://www.navitime.co.jp/diagram/bus/00017952/00004315/1/,東大島駅前〔大島口〕方面,https://www.navitime.co.jp/diagram/bus/00017952/00004315/0/
江東区,東砂２丁目,-,東京都江東区東砂２丁目１２－２９　,35.68471,139.84361,東砂団地,1,1.000,錦２８,[都営バス],錦糸町駅前方面,https://www.navitime.co.jp/diagram/bus/00017951/00004315/1/,東大島駅前〔大島口〕方面,https://www.navitime.co.jp/diagram/bus/00017951/00004315/0/
江東区,東砂２丁目,-,東京都江東区東砂２丁目１５　,35.68347,139.84484,東砂二丁目,4,0.250,陽２０(東大島駅前-新砂三丁目アパート),[都営バス],新砂三丁目アパート方面,https://www.navitime.co.jp/diagram/bus/00017533/00004343/1/,-,-
江東区,東砂２丁目,-,東京都江東区東砂２丁目１５　,35.68347,139.84484,東砂二丁目,4,0.250,亀２４,[都営バス],亀戸駅前方面,https://www.navitime.co.jp/diagram/bus/00017533/00004109/1/,葛西橋方面,https://www.navitime.co.jp/diagram/bus/00017533/00004109/0/
江東区,東砂２丁目,-,東京都江東区東砂２丁目１５　,35.68347,139.84484,東砂二丁目,4,0.250,陽２０(東陽町駅前-東大島駅前),[都営バス],東大島駅前〔大島口〕方面,https://www.navitime.co.jp/diagram/bus/00017533/00004342/1/,-,-
江東区,東砂２丁目,-,東京都江東区東砂２丁目１５　,35.68347,139.84484,東砂二丁目,4,0.250,門２１,[都営バス],東大島駅前〔大島口〕方面,https://www.navitime.co.jp/diagram/bus/00017533/00004318/1/,門前仲町（バス）方面,https://www.navitime.co.jp/diagram/bus/00017533/00004318/0/
江東区,東砂３丁目,-,東京都江東区東砂３丁目１６　,35.68167,139.84445,東砂三丁目,4,0.250,亀２４,[都営バス],亀戸駅前方面,https://www.navitime.co.jp/diagram/bus/00017534/00004109/1/,葛西橋方面,https://www.navitime.co.jp/diagram/bus/00017534/00004109/0/
江東区,東砂３丁目,-,東京都江東区東砂３丁目１６　,35.68167,139.84445,東砂三丁目,4,0.250,門２１,[都営バス],東大島駅前〔大島口〕方面,https://www.navitime.co.jp/diagram/bus/00017534/00004318/1/,門前仲町（バス）方面,https://www.navitime.co.jp/diagram/bus/00017534/00004318/0/
江東区,東砂３丁目,-,東京都江東区東砂３丁目１６　,35.68167,139.84445,東砂三丁目,4,0.250,陽２０(東陽町駅前-東大島駅前),[都営バス],東大島駅前〔大島口〕方面,https://www.navitime.co.jp/diagram/bus/00017534/00004342/1/,-,-
江東区,東砂３丁目,-,東京都江東区東砂３丁目１６　,35.68167,139.84445,東砂三丁目,4,0.250,陽２０(東大島駅前-新砂三丁目アパート),[都営バス],新砂三丁目アパート方面,https://www.navitime.co.jp/diagram/bus/00017534/00004343/1/,-,-
江東区,東砂３丁目,-,東京都江東区東砂３丁目２１　,35.67856,139.84374,第七砂町小学校前,4,0.250,陽２０(東大島駅前-新砂三丁目アパート),[都営バス],新砂三丁目アパート方面,https://www.navitime.co.jp/diagram/bus/00017197/00004343/1/,-,-
江東区,東砂３丁目,-,東京都江東区東砂３丁目２１　,35.67856,139.84374,第七砂町小学校前,4,0.250,亀２４,[都営バス],亀戸駅前方面,https://www.navitime.co.jp/diagram/bus/00017197/00004109/1/,葛西橋方面,https://www.navitime.co.jp/diagram/bus/00017197/00004109/0/
江東区,東砂３丁目,-,東京都江東区東砂３丁目２１　,35.67856,139.84374,第七砂町小学校前,4,0.250,陽２０(東陽町駅前-東大島駅前),[都営バス],東大島駅前〔大島口〕方面,https://www.navitime.co.jp/diagram/bus/00017197/00004342/1/,-,-
江東区,東砂３丁目,-,東京都江東区東砂３丁目２１　,35.67856,139.84374,第七砂町小学校前,4,0.250,門２１,[都営バス],東大島駅前〔大島口〕方面,https://www.navitime.co.jp/diagram/bus/00017197/00004318/1/,門前仲町（バス）方面,https://www.navitime.co.jp/diagram/bus/00017197/00004318/0/
江東区,東砂５丁目,-,東京都江東区東砂５丁目１６－５　,35.67583,139.84310,東砂五丁目,4,0.250,陽２０(東陽町駅前-東大島駅前),[都営バス],東大島駅前〔大島口〕方面,https://www.navitime.co.jp/diagram/bus/00017536/00004342/1/,-,-
江東区,東砂５丁目,-,東京都江東区東砂５丁目１６－５　,35.67583,139.84310,東砂五丁目,4,0.250,亀２４,[都営バス],亀戸駅前方面,https://www.navitime.co.jp/diagram/bus/00017536/00004109/1/,葛西橋方面,https://www.navitime.co.jp/diagram/bus/00017536/00004109/0/
江東区,東砂５丁目,-,東京都江東区東砂５丁目１６－５　,35.67583,139.84310,東砂五丁目,4,0.250,陽２０(東大島駅前-新砂三丁目アパート),[都営バス],新砂三丁目アパート方面,https://www.navitime.co.jp/diagram/bus/00017536/00004343/1/,-,-
江東区,東砂５丁目,-,東京都江東区東砂５丁目１６－５　,35.67583,139.84310,東砂五丁目,4,0.250,門２１,[都営バス],東大島駅前〔大島口〕方面,https://www.navitime.co.jp/diagram/bus/00017536/00004318/1/,門前仲町（バス）方面,https://www.navitime.co.jp/diagram/bus/00017536/00004318/0/
江東区,東砂６丁目,-,東京都江東区東砂６丁目１１　,35.67239,139.84244,葛西橋,2,0.500,両２８,[都営バス],両国駅前方面,https://www.navitime.co.jp/diagram/bus/00016653/00004104/0/,-,-
江東区,東砂６丁目,-,東京都江東区東砂６丁目１１　,35.67239,139.84244,葛西橋,2,0.500,亀２４,[都営バス],亀戸駅前方面,https://www.navitime.co.jp/diagram/bus/00016653/00004109/1/,-,-
江東区,東砂６丁目,-,東京都江東区東砂６丁目１２－３　,35.67278,139.84080,東砂六丁目,6,0.167,両２８,[都営バス],第六葛西小学校前/臨海車庫方面,https://www.navitime.co.jp/diagram/bus/00017537/00004104/1/,両国駅前方面,https://www.navitime.co.jp/diagram/bus/00017537/00004104/0/
江東区,東砂６丁目,-,東京都江東区東砂６丁目１２－３　,35.67278,139.84080,東砂六丁目,6,0.167,秋２６,[都営バス],秋葉原駅前方面,https://www.navitime.co.jp/diagram/bus/00017537/00004254/1/,葛西駅前方面,https://www.navitime.co.jp/diagram/bus/00017537/00004254/0/
江東区,東砂６丁目,-,東京都江東区東砂６丁目１２－３　,35.67278,139.84080,東砂六丁目,6,0.167,亀２９,[都営バス],亀戸駅前方面,https://www.navitime.co.jp/diagram/bus/00017537/00004111/1/,なぎさニュータウン方面,https://www.navitime.co.jp/diagram/bus/00017537/00004111/0/
江東区,東砂６丁目,-,東京都江東区東砂６丁目１２－３　,35.67278,139.84080,東砂六丁目,6,0.167,亀２１,[都営バス],亀戸駅前方面,https://www.navitime.co.jp/diagram/bus/00017537/00004106/1/,東陽町駅前方面,https://www.navitime.co.jp/diagram/bus/00017537/00004106/0/
江東区,東砂６丁目,-,東京都江東区東砂６丁目１２－３　,35.67278,139.84080,東砂六丁目,6,0.167,陽２０(東陽町駅前-東大島駅前),[都営バス],東大島駅前〔大島口〕方面,https://www.navitime.co.jp/diagram/bus/00017537/00004342/1/,-,-
江東区,東砂６丁目,-,東京都江東区東砂６丁目１２－３　,35.67278,139.84080,東砂六丁目,6,0.167,陽２０(東大島駅前-新砂三丁目アパート),[都営バス],新砂三丁目アパート方面,https://www.navitime.co.jp/diagram/bus/00017537/00004343/1/,-,-
江東区,東砂６丁目,-,東京都江東区東砂６丁目１８－１０　,35.67445,139.84231,東砂六丁目北,4,0.250,亀２４,[都営バス],葛西橋方面,https://www.navitime.co.jp/diagram/bus/00018214/00004109/0/,-,-
江東区,東砂６丁目,-,東京都江東区東砂６丁目１８－１０　,35.67445,139.84231,東砂六丁目北,4,0.250,両２８,[都営バス],葛西橋/第六葛西小学校前方面,https://www.navitime.co.jp/diagram/bus/00018214/00004104/1/,両国駅前方面,https://www.navitime.co.jp/diagram/bus/00018214/00004104/0/
江東区,東砂６丁目,-,東京都江東区東砂６丁目１８－１０　,35.67445,139.84231,東砂六丁目北,4,0.250,門２１,[都営バス],門前仲町（バス）方面,https://www.navitime.co.jp/diagram/bus/00018214/00004318/0/,-,-
江東区,東砂６丁目,-,東京都江東区東砂６丁目１８－１０　,35.67445,139.84231,東砂六丁目北,4,0.250,陽２０(東大島駅前-新砂三丁目アパート),[都営バス],新砂三丁目アパート方面,https://www.navitime.co.jp/diagram/bus/00018214/00004343/1/,-,-
江東区,東砂６丁目,-,東京都江東区東砂６丁目２　,35.66985,139.84113,袖ヶ浦,1,1.000,亀２１,[都営バス],亀戸駅前方面,https://www.navitime.co.jp/diagram/bus/00017131/00004106/1/,東陽町駅前方面,https://www.navitime.co.jp/diagram/bus/00017131/00004106/0/
江東区,東砂７丁目,-,東京都江東区東砂７丁目１６－６　,35.67543,139.84041,旧葛西橋,7,0.143,両２８,[都営バス],葛西橋/第六葛西小学校前方面,https://www.navitime.co.jp/diagram/bus/00016761/00004104/1/,両国駅前方面,https://www.navitime.co.jp/diagram/bus/00016761/00004104/0/
江東区,東砂７丁目,-,東京都江東区東砂７丁目１６－６　,35.67543,139.84041,旧葛西橋,7,0.143,門２１,[都営バス],東大島駅前〔大島口〕方面,https://www.navitime.co.jp/diagram/bus/00016761/00004318/1/,門前仲町（バス）方面,https://www.navitime.co.jp/diagram/bus/00016761/00004318/0/
江東区,東砂７丁目,-,東京都江東区東砂７丁目１６－６　,35.67543,139.84041,旧葛西橋,7,0.143,亀２９,[都営バス],亀戸駅前方面,https://www.navitime.co.jp/diagram/bus/00016761/00004111/1/,なぎさニュータウン方面,https://www.navitime.co.jp/diagram/bus/00016761/00004111/0/
江東区,東砂７丁目,-,東京都江東区東砂７丁目１６－６　,35.67543,139.84041,旧葛西橋,7,0.143,秋２６,[都営バス],秋葉原駅前方面,https://www.navitime.co.jp/diagram/bus/00016761/00004254/1/,葛西駅前方面,https://www.navitime.co.jp/diagram/bus/00016761/00004254/0/
江東区,東砂７丁目,-,東京都江東区東砂７丁目１６－６　,35.67543,139.84041,旧葛西橋,7,0.143,陽２０(東陽町駅前-東大島駅前),[都営バス],東大島駅前〔大島口〕方面,https://www.navitime.co.jp/diagram/bus/00016761/00004342/1/,-,-
江東区,東砂７丁目,-,東京都江東区東砂７丁目１６－６　,35.67543,139.84041,旧葛西橋,7,0.143,陽２０(東大島駅前-新砂三丁目アパート),[都営バス],新砂三丁目アパート方面,https://www.navitime.co.jp/diagram/bus/00016761/00004343/1/,-,-
江東区,東砂７丁目,-,東京都江東区東砂７丁目１６－６　,35.67543,139.84041,旧葛西橋,7,0.143,亀２１,[都営バス],亀戸駅前方面,https://www.navitime.co.jp/diagram/bus/00016761/00004106/1/,東陽町駅前方面,https://www.navitime.co.jp/diagram/bus/00016761/00004106/0/
江東区,東砂７丁目,-,東京都江東区東砂７丁目３－１０　,35.67578,139.83773,東砂四丁目,5,0.200,秋２６,[都営バス],秋葉原駅前方面,https://www.navitime.co.jp/diagram/bus/00017535/00004254/1/,葛西駅前方面,https://www.navitime.co.jp/diagram/bus/00017535/00004254/0/
江東区,東砂７丁目,-,東京都江東区東砂７丁目３－１０　,35.67578,139.83773,東砂四丁目,5,0.200,門２１,[都営バス],東大島駅前〔大島口〕方面,https://www.navitime.co.jp/diagram/bus/00017535/00004318/1/,門前仲町（バス）方面,https://www.navitime.co.jp/diagram/bus/00017535/00004318/0/
江東区,東砂７丁目,-,東京都江東区東砂７丁目３－１０　,35.67578,139.83773,東砂四丁目,5,0.200,亀２１,[都営バス],亀戸駅前方面,https://www.navitime.co.jp/diagram/bus/00017535/00004106/1/,東陽町駅前方面,https://www.navitime.co.jp/diagram/bus/00017535/00004106/0/
江東区,東砂７丁目,-,東京都江東区東砂７丁目３－１０　,35.67578,139.83773,東砂四丁目,5,0.200,亀２９,[都営バス],亀戸駅前方面,https://www.navitime.co.jp/diagram/bus/00017535/00004111/1/,なぎさニュータウン方面,https://www.navitime.co.jp/diagram/bus/00017535/00004111/0/
江東区,東砂７丁目,-,東京都江東区東砂７丁目３－１０　,35.67578,139.83773,東砂四丁目,5,0.200,両２８,[都営バス],葛西橋/第六葛西小学校前方面,https://www.navitime.co.jp/diagram/bus/00017535/00004104/1/,両国駅前方面,https://www.navitime.co.jp/diagram/bus/00017535/00004104/0/
江東区,東陽１丁目,-,東京都江東区東陽１丁目１６　,35.66744,139.81090,東陽一丁目,1,1.000,錦１３(晴海埠頭-錦糸町駅前),[都営バス],錦糸町駅前方面,https://www.navitime.co.jp/diagram/bus/00017265/00004307/1/,晴海埠頭方面,https://www.navitime.co.jp/diagram/bus/00017265/00004307/0/
江東区,東陽３丁目,-,東京都江東区東陽３丁目２０－４　,35.66934,139.81090,東陽三丁目,5,0.200,木１１甲,[都営バス],新木場駅前/若洲キャンプ場前方面,https://www.navitime.co.jp/diagram/bus/00017266/00004176/1/,木場駅前方面,https://www.navitime.co.jp/diagram/bus/00017266/00004176/0/
江東区,東陽３丁目,-,東京都江東区東陽３丁目２０－４　,35.66934,139.81090,東陽三丁目,5,0.200,門２１,[都営バス],東大島駅前〔大島口〕方面,https://www.navitime.co.jp/diagram/bus/00017266/00004318/1/,門前仲町（バス）方面,https://www.navitime.co.jp/diagram/bus/00017266/00004318/0/
江東区,東陽３丁目,-,東京都江東区東陽３丁目２０－４　,35.66934,139.81090,東陽三丁目,5,0.200,東２２,[都営バス],錦糸町駅前方面,https://www.navitime.co.jp/diagram/bus/00017266/00004184/1/,東京駅丸の内北口方面,https://www.navitime.co.jp/diagram/bus/00017266/00004184/0/
江東区,東陽３丁目,-,東京都江東区東陽３丁目２０－４　,35.66934,139.81090,東陽三丁目,5,0.200,錦１３(晴海埠頭-錦糸町駅前),[都営バス],錦糸町駅前方面,https://www.navitime.co.jp/diagram/bus/00017266/00004307/1/,晴海埠頭方面,https://www.navitime.co.jp/diagram/bus/00017266/00004307/0/
江東区,東陽３丁目,-,東京都江東区東陽３丁目２０－４　,35.66934,139.81090,東陽三丁目,5,0.200,都０７,[都営バス],門前仲町（バス）方面,https://www.navitime.co.jp/diagram/bus/00017266/00004299/1/,錦糸町駅前方面,https://www.navitime.co.jp/diagram/bus/00017266/00004299/0/
江東区,東陽３丁目,-,東京都江東区東陽３丁目２３　,35.66945,139.81365,東陽操車所前,4,0.250,都０７,[都営バス],門前仲町（バス）方面,https://www.navitime.co.jp/diagram/bus/00017262/00004299/1/,錦糸町駅前方面,https://www.navitime.co.jp/diagram/bus/00017262/00004299/0/
江東区,東陽３丁目,-,東京都江東区東陽３丁目２３　,35.66945,139.81365,東陽操車所前,4,0.250,門２１,[都営バス],東大島駅前〔大島口〕方面,https://www.navitime.co.jp/diagram/bus/00017262/00004318/1/,門前仲町（バス）方面,https://www.navitime.co.jp/diagram/bus/00017262/00004318/0/
江東区,東陽３丁目,-,東京都江東区東陽３丁目２３　,35.66945,139.81365,東陽操車所前,4,0.250,木１１甲,[都営バス],新木場駅前/若洲キャンプ場前方面,https://www.navitime.co.jp/diagram/bus/00017262/00004176/1/,木場駅前方面,https://www.navitime.co.jp/diagram/bus/00017262/00004176/0/
江東区,東陽３丁目,-,東京都江東区東陽３丁目２３　,35.66945,139.81365,東陽操車所前,4,0.250,東２２,[都営バス],錦糸町駅前方面,https://www.navitime.co.jp/diagram/bus/00017262/00004184/1/,東京駅丸の内北口方面,https://www.navitime.co.jp/diagram/bus/00017262/00004184/0/
江東区,東陽４丁目,-,東京都江東区東陽４丁目２　,35.66959,139.81692,東陽町駅前,14,0.071,亀２１,[都営バス],亀戸駅前方面,https://www.navitime.co.jp/diagram/bus/00017264/00004106/1/,-,-
江東区,東陽４丁目,-,東京都江東区東陽４丁目２　,35.66959,139.81692,東陽町駅前,14,0.071,陽１２-１,[都営バス],昭和大学江東豊洲病院前方面,https://www.navitime.co.jp/diagram/bus/00017264/00004391/1/,-,-
江東区,東陽４丁目,-,東京都江東区東陽４丁目２　,35.66959,139.81692,東陽町駅前,14,0.071,木１１乙,[都営バス],潮見駅前方面,https://www.navitime.co.jp/diagram/bus/00017264/00004177/1/,-,-
江東区,東陽４丁目,-,東京都江東区東陽４丁目２　,35.66959,139.81692,東陽町駅前,14,0.071,東２２,[都営バス],錦糸町駅前方面,https://www.navitime.co.jp/diagram/bus/00017264/00004184/1/,東京駅丸の内北口方面,https://www.navitime.co.jp/diagram/bus/00017264/00004184/0/
江東区,東陽４丁目,-,東京都江東区東陽４丁目２　,35.66959,139.81692,東陽町駅前,14,0.071,陽２０(東陽町駅前-東大島駅前),[都営バス],東大島駅前〔大島口〕方面,https://www.navitime.co.jp/diagram/bus/00017264/00004342/1/,-,-
江東区,東陽４丁目,-,東京都江東区東陽４丁目２　,35.66959,139.81692,東陽町駅前,14,0.071,ホテルイースト２１東京-東陽町駅・新木場駅,[シャトルバス],新木場駅方面,https://www.navitime.co.jp/diagram/bus/00017264/00046896/1/,-,-
江東区,東陽４丁目,-,東京都江東区東陽４丁目２　,35.66959,139.81692,東陽町駅前,14,0.071,錦２２,[都営バス],錦糸町駅前方面,https://www.navitime.co.jp/diagram/bus/00017264/00004311/1/,臨海車庫方面,https://www.navitime.co.jp/diagram/bus/00017264/00004311/0/
江東区,東陽４丁目,-,東京都江東区東陽４丁目２　,35.66959,139.81692,東陽町駅前,14,0.071,門２１,[都営バス],東大島駅前〔大島口〕方面,https://www.navitime.co.jp/diagram/bus/00017264/00004318/1/,門前仲町（バス）方面,https://www.navitime.co.jp/diagram/bus/00017264/00004318/0/
江東区,東陽４丁目,-,東京都江東区東陽４丁目２　,35.66959,139.81692,東陽町駅前,14,0.071,２３区内エリア-羽田空港(お台場・浅草),[空港連絡バス],羽田空港第３ターミナル（バス）方面,https://www.navitime.co.jp/diagram/bus/00017264/00018040/0/,-,-
江東区,東陽４丁目,-,東京都江東区東陽４丁目２　,35.66959,139.81692,東陽町駅前,14,0.071,一之江・豊洲・お台場-羽田空港〔早朝〕,[空港連絡バス],羽田空港第３ターミナル（バス）方面,https://www.navitime.co.jp/diagram/bus/00017264/00018075/0/,-,-
江東区,東陽４丁目,-,東京都江東区東陽４丁目２　,35.66959,139.81692,東陽町駅前,14,0.071,木１１甲,[都営バス],新木場駅前/若洲キャンプ場前方面,https://www.navitime.co.jp/diagram/bus/00017264/00004176/1/,木場駅前方面,https://www.navitime.co.jp/diagram/bus/00017264/00004176/0/
江東区,東陽４丁目,-,東京都江東区東陽４丁目２　,35.66959,139.81692,東陽町駅前,14,0.071,都０７,[都営バス],門前仲町（バス）方面,https://www.navitime.co.jp/diagram/bus/00017264/00004299/1/,錦糸町駅前方面,https://www.navitime.co.jp/diagram/bus/00017264/00004299/0/
江東区,東陽４丁目,-,東京都江東区東陽４丁目２　,35.66959,139.81692,東陽町駅前,14,0.071,陽１２-２,[都営バス],豊洲市場方面,https://www.navitime.co.jp/diagram/bus/00017264/00004392/1/,-,-
江東区,東陽４丁目,-,東京都江東区東陽４丁目２　,35.66959,139.81692,東陽町駅前,14,0.071,陽１２-３,[都営バス],東京テレポート駅前方面,https://www.navitime.co.jp/diagram/bus/00017264/00004393/1/,-,-
江東区,東陽４丁目,-,東京都江東区東陽４丁目３２－１６　,35.67197,139.81630,江東区役所前,3,0.333,東２２,[都営バス],錦糸町駅前方面,https://www.navitime.co.jp/diagram/bus/00016821/00004184/1/,東京駅丸の内北口方面,https://www.navitime.co.jp/diagram/bus/00016821/00004184/0/
江東区,東陽４丁目,-,東京都江東区東陽４丁目３２－１６　,35.67197,139.81630,江東区役所前,3,0.333,錦２２,[都営バス],錦糸町駅前方面,https://www.navitime.co.jp/diagram/bus/00016821/00004311/1/,臨海車庫方面,https://www.navitime.co.jp/diagram/bus/00016821/00004311/0/
江東区,東陽４丁目,-,東京都江東区東陽４丁目３２－１６　,35.67197,139.81630,江東区役所前,3,0.333,門２１,[都営バス],東大島駅前〔大島口〕方面,https://www.navitime.co.jp/diagram/bus/00016821/00004318/1/,門前仲町（バス）方面,https://www.navitime.co.jp/diagram/bus/00016821/00004318/0/
江東区,東陽５丁目,-,東京都江東区東陽５丁目１５　,35.67214,139.81145,東陽五丁目,1,1.000,錦１３(晴海埠頭-錦糸町駅前),[都営バス],錦糸町駅前方面,https://www.navitime.co.jp/diagram/bus/00017267/00004307/1/,晴海埠頭方面,https://www.navitime.co.jp/diagram/bus/00017267/00004307/0/
江東区,東陽６丁目,-,東京都江東区東陽６丁目２　,35.67517,139.81214,東陽六丁目,1,1.000,錦１３(晴海埠頭-錦糸町駅前),[都営バス],錦糸町駅前方面,https://www.navitime.co.jp/diagram/bus/00017268/00004307/1/,晴海埠頭方面,https://www.navitime.co.jp/diagram/bus/00017268/00004307/0/
江東区,東陽６丁目,-,東京都江東区東陽６丁目３－２　,35.67534,139.81555,ホテルイースト２１東京,4,0.250,２３区内エリア-成田空港(浅草・錦糸町),[空港連絡バス],成田空港第１ターミナル北ウィング方面,https://www.navitime.co.jp/diagram/bus/00062558/00017985/0/,-,-
江東区,東陽６丁目,-,東京都江東区東陽６丁目３－２　,35.67534,139.81555,ホテルイースト２１東京,4,0.250,ホテルイースト２１東京→東京ディズニーリゾート,[シャトルバス],東京ディズニーランド（バス）/東京ディズニーシー（バス）方面,https://www.navitime.co.jp/diagram/bus/00062558/00046895/1/,-,-
江東区,東陽６丁目,-,東京都江東区東陽６丁目３－２　,35.67534,139.81555,ホテルイースト２１東京,4,0.250,２３区内エリア-羽田空港(お台場・浅草),[空港連絡バス],羽田空港第３ターミナル（バス）方面,https://www.navitime.co.jp/diagram/bus/00062558/00018040/0/,-,-
江東区,東陽６丁目,-,東京都江東区東陽６丁目３－２　,35.67534,139.81555,ホテルイースト２１東京,4,0.250,ホテルイースト２１東京-東陽町駅・新木場駅,[シャトルバス],新木場駅方面,https://www.navitime.co.jp/diagram/bus/00062558/00046896/1/,-,-
江東区,東陽７丁目,-,東京都江東区東陽７丁目１－２　,35.67499,139.81608,豊住橋,3,0.333,門２１,[都営バス],東大島駅前〔大島口〕方面,https://www.navitime.co.jp/diagram/bus/00017299/00004318/1/,門前仲町（バス）方面,https://www.navitime.co.jp/diagram/bus/00017299/00004318/0/
江東区,東陽７丁目,-,東京都江東区東陽７丁目１－２　,35.67499,139.81608,豊住橋,3,0.333,東２２,[都営バス],錦糸町駅前方面,https://www.navitime.co.jp/diagram/bus/00017299/00004184/1/,東京駅丸の内北口方面,https://www.navitime.co.jp/diagram/bus/00017299/00004184/0/
江東区,東陽７丁目,-,東京都江東区東陽７丁目１－２　,35.67499,139.81608,豊住橋,3,0.333,錦２２,[都営バス],錦糸町駅前方面,https://www.navitime.co.jp/diagram/bus/00017299/00004311/1/,臨海車庫方面,https://www.navitime.co.jp/diagram/bus/00017299/00004311/0/
江東区,東陽７丁目,-,東京都江東区東陽７丁目４－６　,35.67587,139.81876,東陽七丁目,1,1.000,門２１,[都営バス],東大島駅前〔大島口〕方面,https://www.navitime.co.jp/diagram/bus/00018045/00004318/1/,門前仲町（バス）方面,https://www.navitime.co.jp/diagram/bus/00018045/00004318/0/
江東区,南砂２丁目,-,東京都江東区南砂２丁目１－１５　,35.66978,139.82174,江東運転免許試験場前,7,0.143,亀２１,[都営バス],亀戸駅前方面,https://www.navitime.co.jp/diagram/bus/00017682/00004106/1/,東陽町駅前方面,https://www.navitime.co.jp/diagram/bus/00017682/00004106/0/
江東区,南砂２丁目,-,東京都江東区南砂２丁目１－１５　,35.66978,139.82174,江東運転免許試験場前,7,0.143,木１１乙,[都営バス],潮見駅前方面,https://www.navitime.co.jp/diagram/bus/00017682/00004177/1/,東陽町駅前方面,https://www.navitime.co.jp/diagram/bus/00017682/00004177/0/
江東区,南砂２丁目,-,東京都江東区南砂２丁目１－１５　,35.66978,139.82174,江東運転免許試験場前,7,0.143,木１１甲,[都営バス],新木場駅前/若洲キャンプ場前方面,https://www.navitime.co.jp/diagram/bus/00017682/00004176/1/,東陽町駅前/木場駅前方面,https://www.navitime.co.jp/diagram/bus/00017682/00004176/0/
江東区,南砂２丁目,-,東京都江東区南砂２丁目１－１５　,35.66978,139.82174,江東運転免許試験場前,7,0.143,陽２０(新砂三丁目アパート-東陽町駅前),[都営バス],東陽町駅前方面,https://www.navitime.co.jp/diagram/bus/00017682/00004338/1/,-,-
江東区,南砂２丁目,-,東京都江東区南砂２丁目１－１５　,35.66978,139.82174,江東運転免許試験場前,7,0.143,陽２０(東陽町駅前-東大島駅前),[都営バス],東大島駅前〔大島口〕方面,https://www.navitime.co.jp/diagram/bus/00017682/00004342/1/,-,-
江東区,南砂２丁目,-,東京都江東区南砂２丁目１－１５　,35.66978,139.82174,江東運転免許試験場前,7,0.143,錦２２,[都営バス],錦糸町駅前方面,https://www.navitime.co.jp/diagram/bus/00017682/00004311/1/,臨海車庫方面,https://www.navitime.co.jp/diagram/bus/00017682/00004311/0/
江東区,南砂２丁目,-,東京都江東区南砂２丁目１－１５　,35.66978,139.82174,江東運転免許試験場前,7,0.143,都０７,[都営バス],門前仲町（バス）方面,https://www.navitime.co.jp/diagram/bus/00017682/00004299/1/,錦糸町駅前方面,https://www.navitime.co.jp/diagram/bus/00017682/00004299/0/
江東区,南砂２丁目,-,東京都江東区南砂２丁目３２－１　,35.67517,139.82508,南砂四丁目,1,1.000,門２１,[都営バス],東大島駅前〔大島口〕方面,https://www.navitime.co.jp/diagram/bus/00017943/00004318/1/,門前仲町（バス）方面,https://www.navitime.co.jp/diagram/bus/00017943/00004318/0/
江東区,南砂３丁目,-,東京都江東区南砂３丁目１４,35.67125,139.83237,南砂三丁目みどり団地前,4,0.250,陽２０(東陽町駅前-東大島駅前),[都営バス],東大島駅前〔大島口〕方面,https://www.navitime.co.jp/diagram/bus/00018162/00004342/1/,-,-
江東区,南砂３丁目,-,東京都江東区南砂３丁目１４,35.67125,139.83237,南砂三丁目みどり団地前,4,0.250,陽２０(東大島駅前-新砂三丁目アパート),[都営バス],新砂三丁目アパート方面,https://www.navitime.co.jp/diagram/bus/00018162/00004343/1/,-,-
江東区,南砂３丁目,-,東京都江東区南砂３丁目１４,35.67125,139.83237,南砂三丁目みどり団地前,4,0.250,亀２３(亀戸駅前-江東高齢者医療センター),[都営バス],江東高齢者医療センター方面,https://www.navitime.co.jp/diagram/bus/00018162/00004107/1/,-,-
江東区,南砂３丁目,-,東京都江東区南砂３丁目１４,35.67125,139.83237,南砂三丁目みどり団地前,4,0.250,亀２３(江東高齢者医療センター-亀戸駅前),[都営バス],亀戸駅前方面,https://www.navitime.co.jp/diagram/bus/00018162/00004108/1/,-,-
江東区,南砂３丁目,-,東京都江東区南砂３丁目１４　,35.66918,139.83143,南砂町駅前,4,0.250,陽２０(東陽町駅前-東大島駅前),[都営バス],東大島駅前〔大島口〕方面,https://www.navitime.co.jp/diagram/bus/00018161/00004342/1/,-,-
