指標名,コンビニ,,,,,,,,,,,,
出典,NAVITIME,,,,,,,,,,,,
年次,2022/2/2取得,,,,,,,,,,,,
URL,https://www.navitime.co.jp/,,,,,,,,,,,,
備考,"（2020年度：2,130件、2021年度：2342件）",,,,,,,,,,,,
,,,,,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,,区,軒数,セブン,ローソン,ファミリーマート,その他
江東区,亀戸６丁目,-,東京都江東区亀戸6-62-8,35.697187,139.828889,ファミリーマート 薬ヒグチ亀戸東口店,,,,,,,
品川区,東品川２丁目,-,東京都品川区東品川2-4-11,35.620027,139.751256,ファミリーマート 野村不動産天王洲ビル店,,,,,,,
江東区,門前仲町２丁目,-,東京都江東区門前仲町2-3-8,35.671817,139.795679,ファミリーマート 門前仲町店,,,,,,,
江東区,門前仲町１丁目,-,東京都江東区門前仲町1-5-5,35.672822,139.793368,ファミリーマート 門前仲町一丁目店,,,,,,,
新宿区,中落合４丁目,-,東京都新宿区中落合4丁目31-1 新宿キャンパス内,35.717345,139.681039,ファミリーマート 目白大学新宿キャンパス店,,,,,,,
新宿区,下落合３丁目,-,東京都新宿区下落合3-18-1,35.722756,139.704534,ファミリーマート 目白駅前店,,,,,,,
品川区,上大崎２丁目,-,東京都品川区上大崎2-17-2,35.635077,139.715122,ファミリーマート 目黒駅北店,,,,,,,
品川区,上大崎２丁目,-,東京都品川区上大崎2丁目12番2号ミズホビル1F,35.634944,139.716536,ファミリーマート 目黒駅東店,,,,,,,
品川区,上大崎２丁目,-,東京都品川区上大崎2丁目14-9,35.634111,139.716964,ファミリーマート 目黒駅東口店,,,,,,,
江東区,木場６丁目,-,東京都江東区木場6丁目4番20号,35.666807,139.807708,ファミリーマート 木場六丁目店,,,,,,,
江東区,木場２丁目,-,東京都江東区木場2-19,35.669809,139.805322,ファミリーマート 木場二丁目店,,,,,,,
江東区,木場５丁目,-,東京都江東区木場5丁目11-19大坂屋ビル1階,35.669565,139.807944,ファミリーマート 木場五丁目店,,,,,,,
千代田区,神田駿河台１丁目,-,東京都千代田区神田駿河台1丁目1 明治大学12号館,35.69753,139.761447,ファミリーマート 明大マート駿河台店,,,,,,,
港区,浜松町１丁目,-,東京都港区浜松町1丁目19番14号,35.657973,139.755626,ファミリーマート 名鉄イン浜松町店,,,,,,,
港区,麻布十番３丁目,-,東京都港区麻布十番3丁目10-13,35.652723,139.734712,ファミリーマート 麻布十番店,,,,,,,
港区,麻布十番２丁目,-,東京都港区麻布十番2丁目2-4,35.655534,139.735837,ファミリーマート 麻布十番商店街通り店,,,,,,,
港区,麻布十番１丁目,-,東京都港区麻布十番1丁目7-1 MGB麻布十番,35.656659,139.734531,ファミリーマート 麻布十番一丁目店,,,,,,,
港区,南麻布３丁目,-,東京都港区南麻布3丁目1番1号,35.652076,139.729315,ファミリーマート 麻布運動場前店,,,,,,,
中央区,日本橋堀留町２丁目,-,東京都中央区日本橋堀留町2丁目10番12号,35.687801,139.781968,ファミリーマート 堀留町二丁目店,,,,,,,
品川区,北品川１丁目,-,東京都品川区北品川1-22-2,35.622263,139.740615,ファミリーマート 北品川店,,,,,,,
品川区,北品川３丁目,-,東京都品川区北品川3丁目6-2,35.620469,139.739396,ファミリーマート 北品川三丁目店,,,,,,,
港区,北青山２丁目,-,東京都港区北青山2-12-13,35.670718,139.716568,ファミリーマート 北青山二丁目店,,,,,,,
港区,北青山３丁目,-,東京都港区北青山3丁目5-5ティアラ北青山ビル,35.667438,139.714157,ファミリーマート 北青山三丁目店,,,,,,,
港区,北青山１丁目,-,東京都港区北青山1丁目4-1 ランジェ青山,35.672446,139.721901,ファミリーマート 北青山一丁目店,,,,,,,
新宿区,北新宿１丁目,-,東京都新宿区北新宿1-1-17,35.698473,139.696924,ファミリーマート 北新宿店,,,,,,,
新宿区,北新宿３丁目,-,東京都新宿区北新宿3丁目1-4,35.7021,139.694522,ファミリーマート 北新宿大久保通り店,,,,,,,
渋谷区,千駄ケ谷３丁目,-,東京都渋谷区千駄ヶ谷3丁目39-1 北参道サンイーストテラス1階,35.67802,139.705933,ファミリーマート 北参道駅前店,,,,,,,
江東区,北砂６丁目,-,東京都江東区北砂6丁目12-7,35.684225,139.836366,ファミリーマート 北砂六丁目店,,,,,,,
江東区,北砂５丁目,-,東京都江東区北砂5-21-13,35.684533,139.830952,ファミリーマート 北砂五丁目店,,,,,,,
新宿区,市谷本村町,-,東京都新宿区市谷本村町5-1防衛省本省 厚生棟 地下1階,35.693982,139.728194,ファミリーマート 防衛省店,,,,,,,
江東区,豊洲４丁目,-,東京都江東区豊洲4-1-3,35.654761,139.797273,ファミリーマート 豊洲四丁目店,,,,,,,
江東区,豊洲５丁目,-,東京都江東区豊洲5丁目2番10号 沢真ビル,35.653491,139.79554,ファミリーマート 豊洲五丁目店,,,,,,,
江東区,豊洲３丁目,-,東京都江東区豊洲3-3-9豊洲センタービルアネックス,35.655902,139.797059,ファミリーマート 豊洲センタービルアネックス店,,,,,,,
江東区,豊洲６丁目,-,東京都江東区豊洲6丁目2番31号,35.647389,139.792607,ファミリーマート 豊洲スカイズ店,,,,,,,
江東区,豊洲５丁目,-,東京都江東区豊洲5丁目6-52,35.650589,139.799276,ファミリーマート 豊洲キャナルフロント店,,,,,,,
中央区,豊海町,-,東京都中央区豊海町5-1,35.653496,139.769814,ファミリーマート 豊海町店,,,,,,,
中央区,京橋２丁目,日八京,東京都中央区京橋2丁目9番2号,35.676863,139.77236,ファミリーマート 宝町店,,,,,,,
中央区,京橋３丁目,日八京,東京都中央区京橋3丁目12番1号,35.674755,139.771788,ファミリーマート 宝町駅前店,,,,,,,
江東区,平野２丁目,-,東京都江東区平野2丁目2番20レジデンス清澄白河,35.676878,139.802934,ファミリーマート 平野二丁目店,,,,,,,
品川区,小山４丁目,-,東京都品川区小山4丁目4番地5号,35.618543,139.703993,ファミリーマート 武蔵小山店,,,,,,,
品川区,荏原３丁目,-,東京都品川区荏原3丁目8-3 SUNエルクビル,35.617913,139.706221,ファミリーマート 武蔵小山パルム店,,,,,,,
品川区,西五反田４丁目,-,東京都品川区西五反田4-30-9,35.626048,139.713126,ファミリーマート 不動前店,,,,,,,
港区,浜松町２丁目,-,東京都港区浜松町2丁目1-17 松永ビル,35.656165,139.754874,ファミリーマート 浜松町二丁目店,,,,,,,
港区,浜松町２丁目,-,東京都港区浜松町2丁目9番3号,35.654029,139.756354,ファミリーマート 浜松町駅南店,,,,,,,
港区,浜松町２丁目,-,東京都港区浜松町2丁目6-2,35.654434,139.755199,ファミリーマート 浜松町駅前店,,,,,,,
港区,浜松町１丁目,-,東京都港区浜松町1-27-17三和ビル,35.657701,139.755113,ファミリーマート 浜松町一丁目店,,,,,,,
港区,芝浦１丁目,-,東京都港区芝浦1丁目1番1号,35.651601,139.757715,ファミリーマート 浜松町ビルディング店,,,,,,,
品川区,豊町４丁目,-,東京都品川区豊町4丁目20-11,35.604278,139.721339,ファミリーマート 品川豊町四丁目店,,,,,,,
品川区,平塚２丁目,-,東京都品川区平塚2丁目3-11,35.618282,139.717584,ファミリーマート 品川平塚店,,,,,,,
品川区,平塚１丁目,-,東京都品川区平塚1丁目21-4,35.612622,139.715354,ファミリーマート 品川平塚一丁目店,,,,,,,
港区,港南５丁目,-,東京都港区港南5丁目5-30,35.628229,139.75655,ファミリーマート 品川埠頭店,,,,,,,
品川区,中延６丁目,-,東京都品川区中延6-1-15,35.603075,139.711071,ファミリーマート 品川中延六丁目店,,,,,,,
品川区,中延４丁目,-,東京都品川区中延4丁目1ー21,35.606289,139.70889,ファミリーマート 品川中延四丁目店,,,,,,,
品川区,大井３丁目,-,東京都品川区大井3-4-8,35.603295,139.732097,ファミリーマート 品川大井三ツ又店,,,,,,,
品川区,二葉１丁目,-,東京都品川区二葉1丁目7番13号,35.608633,139.7295,ファミリーマート 品川区役所前店,,,,,,,
品川区,小山台１丁目,-,東京都品川区小山台1丁目33-14,35.623895,139.710332,ファミリーマート 品川桐ヶ谷通り店,,,,,,,
港区,港南１丁目,-,東京都港区港南1-9-32NTT DATA 品川ビル 別館,35.630812,139.741826,ファミリーマート 品川駅港南口店,,,,,,,
品川区,荏原２丁目,-,東京都品川区荏原2丁目3番地7号,35.617577,139.712368,ファミリーマート 品川荏原二丁目店,,,,,,,
品川区,東品川４丁目,-,東京都品川区東品川4-12-6,35.610165,139.74892,ファミリーマート 品川シーサイド店,,,,,,,
品川区,東品川４丁目,-,東京都品川区東品川4丁目12番10号,35.608484,139.749468,ファミリーマート 品川シーサイド駅前店,,,,,,,
港区,港南２丁目,-,東京都港区港南2丁目16-5,35.626057,139.740707,ファミリーマート 品川グランパサージュ店,,,,,,,
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5丁目12-14,35.666651,139.7068,ファミリーマート 表参道南店,,,,,,,
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前6丁目9-1,35.667179,139.705394,ファミリーマート 表参道中央店,,,,,,,
港区,南青山５丁目,-,東京都港区南青山5丁目6番4号ハイトリオ南青山1階,35.663694,139.712241,ファミリーマート 表参道駅南店,,,,,,,
港区,北青山３丁目,-,東京都港区北青山3丁目5-25 表参道ビル,35.665666,139.712305,ファミリーマート 表参道駅前店,,,,,,,
千代田区,飯田橋２丁目,-,東京都千代田区飯田橋2-6-6,35.698988,139.749589,ファミリーマート 飯田橋二丁目店,,,,,,,
新宿区,揚場町,-,東京都新宿区揚場町2-21 東ビル,35.702679,139.743295,ファミリーマート 飯田橋店,,,,,,,
千代田区,飯田橋３丁目,-,東京都千代田区飯田橋3丁目2-2,35.700524,139.748728,ファミリーマート 飯田橋三丁目店,,,,,,,
新宿区,新小川町,-,東京都新宿区新小川町1-16,35.704568,139.743692,ファミリーマート 飯田橋駅北店,,,,,,,
千代田区,飯田橋４丁目,-,東京都千代田区飯田橋4丁目8番13号,35.70141,139.74605,ファミリーマート 飯田橋駅前店,,,,,,,
千代田区,富士見２丁目,-,東京都千代田区富士見2丁目7-2,35.701037,139.744959,ファミリーマート 飯田橋プラーノ店,,,,,,,
千代田区,隼町,-,東京都千代田区隼町2-17,35.682378,139.742121,ファミリーマート 半蔵門駅南店,,,,,,,
千代田区,一番町,-,東京都千代田区一番町25,35.686064,139.742579,ファミリーマート 半蔵門駅前店,,,,,,,
中央区,八丁堀２丁目,-,東京都中央区八丁堀2-20-1,35.675952,139.776907,ファミリーマート 八丁堀二丁目店,,,,,,,
中央区,八丁堀４丁目,-,東京都中央区八丁堀4丁目8番7号,35.674411,139.776424,ファミリーマート 八丁堀四丁目店,,,,,,,
中央区,八丁堀２丁目,-,東京都中央区八丁堀2丁目22-5,35.676313,139.777621,ファミリーマート 八丁堀駅前店,,,,,,,
中央区,八重洲２丁目,日八京,東京都中央区八重洲2丁目5-9,35.677785,139.769052,ファミリーマート 八重洲二丁目店,,,,,,,
中央区,八重洲２丁目,日八京,東京都中央区八重洲2丁目1番八重洲地下街北1号,35.679868,139.769608,ファミリーマート 八重洲地下街店,,,,,,,
中央区,八重洲１丁目,日八京,東京都中央区八重洲1丁目5-9,35.681776,139.771319,ファミリーマート 八重洲一丁目店,,,,,,,
中央区,日本橋２丁目,日八京,東京都中央区日本橋2-3-18,35.681337,139.771713,ファミリーマート 八重洲さくら通り店,,,,,,,
渋谷区,本町４丁目,-,東京都渋谷区本町4丁目45番2号,35.685571,139.677638,ファミリーマート 幡ヶ谷本町店,,,,,,,
渋谷区,幡ケ谷３丁目,-,東京都渋谷区幡ヶ谷3丁目19番2号,35.679458,139.675019,ファミリーマート 幡ヶ谷三丁目店,,,,,,,
渋谷区,幡ケ谷２丁目,-,東京都渋谷区幡ヶ谷2丁目13-4 豊生ビル,35.677619,139.676738,ファミリーマート 幡ヶ谷駅北口店,,,,,,,
渋谷区,西原２丁目,-,東京都渋谷区西原2丁目31-5,35.676122,139.677138,ファミリーマート 幡ヶ谷駅南店,,,,,,,
港区,白金台３丁目,-,東京都港区白金台3丁目16-11,35.636655,139.723686,ファミリーマート 白金台三丁目店,,,,,,,
江東区,白河２丁目,-,東京都江東区白河2-7-8,35.682141,139.803537,ファミリーマート 白河二丁目店,,,,,,,
港区,南青山１丁目,-,東京都港区南青山1丁目15-16,35.668249,139.726912,ファミリーマート 乃木坂駅前店,,,,,,,
中央区,入船３丁目,-,東京都中央区入船3丁目10-9,35.670014,139.776985,ファミリーマート 入船三丁目店,,,,,,,
中央区,入船１丁目,-,東京都中央区入船1丁目7-9 リベラ入船,35.672977,139.778071,ファミリーマート 入船一丁目店,,,,,,,
新宿区,霞ヶ丘町,-,東京都新宿区霞ヶ丘町4番1号,35.674201,139.715521,ファミリーマート 日本青年館店,,,,,,,
中央区,日本橋本町２丁目,日八京,東京都中央区日本橋本町2丁目6-7,35.687826,139.77658,ファミリーマート 日本橋本町二丁目店,,,,,,,
中央区,日本橋本町３丁目,日八京,東京都中央区日本橋本町3丁目1番1号日本橋TIビル1階,35.688029,139.774149,ファミリーマート 日本橋本町店,,,,,,,
中央区,日本橋本町１丁目,日八京,東京都中央区日本橋本町1丁目5番9号(KDX日本橋本町ビル),35.686926,139.776352,ファミリーマート 日本橋本町一丁目店,,,,,,,
中央区,日本橋堀留町１丁目,-,東京都中央区日本橋堀留町1-10-11,35.688759,139.779863,ファミリーマート 日本橋堀留町一丁目店,,,,,,,
中央区,日本橋浜町３丁目,-,東京都中央区日本橋浜町3丁目22-1,35.685601,139.788688,ファミリーマート 日本橋浜町Fタワー店,,,,,,,
中央区,日本橋箱崎町,-,東京都中央区日本橋箱崎町32-3,35.680899,139.787254,ファミリーマート 日本橋箱崎町店,,,,,,,
中央区,日本橋室町４丁目,日八京,東京都中央区日本橋室町4-1-6,35.689212,139.771471,ファミリーマート 日本橋日銀通り店,,,,,,,
中央区,日本橋人形町３丁目,-,東京都中央区日本橋人形町3-4-15,35.686065,139.781174,ファミリーマート 日本橋人形町三丁目店,,,,,,,
中央区,日本橋人形町１丁目,-,東京都中央区日本橋人形町1-8-4,35.68459,139.782721,ファミリーマート 日本橋小学校前店,,,,,,,
中央区,日本橋室町１丁目,日八京,東京都中央区日本橋室町1-6-1真洋ビル,35.684996,139.774682,ファミリーマート 日本橋三越前店,,,,,,,
中央区,日本橋室町２丁目,日八京,東京都中央区日本橋室町2丁目1-1,35.686393,139.772921,ファミリーマート 日本橋三井タワー店,,,,,,,
中央区,日本橋茅場町３丁目,-,東京都中央区日本橋茅場町3丁目12番2号ASKビル1階,35.677974,139.779215,ファミリーマート 日本橋茅場町店,,,,,,,
中央区,日本橋兜町,-,東京都中央区日本橋兜町5-1,35.682185,139.778457,ファミリーマート 日本橋兜町店,,,,,,,
中央区,日本橋蛎殻町１丁目,-,東京都中央区日本橋蛎殻町1-36,35.681802,139.785515,ファミリーマート 日本橋かきがら町店,,,,,,,
品川区,西品川１丁目,-,東京都品川区西品川1丁目1-1,35.61493,139.731097,ファミリーマート 日本アクセス大崎本社店,,,,,,,
千代田区,内幸町２丁目,-,東京都千代田区内幸町2丁目1-4,35.671344,139.753373,ファミリーマート 日比谷中日ビル店,,,,,,,
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町1丁目2-5,35.67321,139.760498,ファミリーマート 日比谷シャンテ前店,,,,,,,
新宿区,西新宿６丁目,-,東京都新宿区西新宿6丁目10-1,35.694603,139.690753,ファミリーマート 日土地西新宿ビル店,,,,,,,
港区,赤坂３丁目,赤坂,東京都港区赤坂3丁目5-5,35.673487,139.738677,ファミリーマート 日枝神社前店,,,,,,,
品川区,二葉３丁目,-,東京都品川区二葉3丁目29-10,35.601806,139.719817,ファミリーマート 二葉三丁目店,,,,,,,
港区,南麻布４丁目,-,東京都港区南麻布4丁目12-26 草間ビル,35.647279,139.724052,ファミリーマート 南麻布四丁目店,,,,,,,
港区,南麻布３丁目,-,東京都港区南麻布3丁目20-1麻布グリーンテラス1階,35.647605,139.731217,ファミリーマート 南麻布三丁目店,,,,,,,
品川区,南品川３丁目,-,東京都品川区南品川3丁目6-29,35.607495,139.745082,ファミリーマート 南品川三丁目店,,,,,,,
港区,南青山６丁目,-,東京都港区南青山6丁目3-11 PAN南青山,35.660733,139.71606,ファミリーマート 南青山六丁目店,,,,,,,
港区,南青山５丁目,-,東京都港区南青山5丁目11-15-102,35.661388,139.711913,ファミリーマート 南青山店,,,,,,,
港区,南青山７丁目,-,東京都港区南青山7丁目12-12 南青山モワビル,35.657714,139.718332,ファミリーマート 南青山七丁目店,,,,,,,
港区,南青山４丁目,-,東京都港区南青山4丁目9-22 アウラビル,35.666685,139.717521,ファミリーマート 南青山四丁目店,,,,,,,
港区,南青山３丁目,-,東京都港区南青山3丁目18-7,35.664955,139.713899,ファミリーマート 南青山三丁目店,,,,,,,
港区,南青山５丁目,-,東京都港区南青山5-9-8,35.662816,139.711986,ファミリーマート 南青山五丁目店,,,,,,,
渋谷区,代々木２丁目,-,東京都渋谷区代々木2丁目29-14,35.684316,139.698555,ファミリーマート 南新宿駅前店,,,,,,,
港区,海岸１丁目,-,東京都港区海岸1丁目13-3,35.65464,139.762104,ファミリーマート 南山堂竹芝駅前店,,,,,,,
港区,芝２丁目,-,東京都港区芝2丁目14-5 芝2丁目大広ビル,35.650804,139.753321,ファミリーマート 南山堂第一京浜芝店,,,,,,,
江東区,南砂６丁目,-,東京都江東区南砂6-1-6,35.671673,139.832678,ファミリーマート 南砂六丁目店,,,,,,,
千代田区,内神田２丁目,-,東京都千代田区内神田2丁目15番11号翔和神田ビル1F,35.692122,139.768155,ファミリーマート 内神田二丁目店,,,,,,,
千代田区,内神田１丁目,-,東京都千代田区内神田1丁目6番6号,35.689961,139.766349,ファミリーマート 内神田鎌倉橋店,,,,,,,
千代田区,内神田１丁目,-,東京都千代田区内神田1丁目15-2 神田オーシャンビル,35.691614,139.765822,ファミリーマート 内神田一丁目店,,,,,,,
千代田区,内幸町２丁目,-,東京都千代田区内幸町2丁目2-2,35.670677,139.755112,ファミリーマート 内幸町富国生命ビル店,,,,,,,
港区,赤坂１丁目,虎ノ門,東京都港区赤坂1丁目3-9,35.670321,139.744635,ファミリーマート 特許庁前店,,,,,,,
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2丁目6-15,35.659044,139.698492,ファミリーマート 道玄坂二丁目店,,,,,,,
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2丁目11-1G SQUARE,35.657794,139.696184,ファミリーマート 道玄坂中央店,,,,,,,
渋谷区,円山町,-,東京都渋谷区円山町28-1トウセン道玄坂第2ビル,35.656063,139.694748,ファミリーマート 道玄坂上店,,,,,,,
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2丁目29-8,35.659655,139.698373,ファミリーマート 道玄坂センタービル店,,,,,,,
江東区,東陽６丁目,-,東京都江東区東陽6-2-56,35.674475,139.812199,ファミリーマート 東陽六丁目店,,,,,,,
江東区,東陽２丁目,-,東京都江東区東陽2丁目4-46,35.66914,139.819312,ファミリーマート 東陽二丁目店,,,,,,,
江東区,東陽４丁目,-,東京都江東区東陽4丁目1-2,35.66932,139.816632,ファミリーマート 東陽町駅前店,,,,,,,
江東区,東陽４丁目,-,東京都江東区東陽4-6-19,35.669918,139.819532,ファミリーマート 東陽四丁目店,,,,,,,
港区,東麻布１丁目,-,東京都港区東麻布1-28-13,35.655362,139.743444,ファミリーマート 東麻布一丁目店,,,,,,,
品川区,東品川１丁目,-,東京都品川区東品川1丁目32-3,35.620155,139.746145,ファミリーマート 東品川店,,,,,,,
品川区,東品川４丁目,-,東京都品川区東品川4丁目3-1,35.610981,139.74644,ファミリーマート 東品川四丁目店,,,,,,,
品川区,東品川３丁目,-,東京都品川区東品川3丁目21-10,35.613331,139.747429,ファミリーマート 東品川三丁目店,,,,,,,
中央区,東日本橋２丁目,-,東京都中央区東日本橋2丁目15番5号VORT東日本橋1階,35.693764,139.785413,ファミリーマート 東日本橋二丁目店,,,,,,,
中央区,東日本橋３丁目,-,東京都中央区東日本橋3丁目1番4,35.690254,139.782838,ファミリーマート 東日本橋三丁目店,,,,,,,
品川区,東大井５丁目,-,東京都品川区東大井5-7-6-101,35.607178,139.738146,ファミリーマート 東大井店,,,,,,,
品川区,東大井３丁目,-,東京都品川区東大井3-18-3,35.600538,139.738736,ファミリーマート 東大井三丁目店,,,,,,,
千代田区,東神田２丁目,-,東京都千代田区東神田2-10-17,35.695614,139.780849,ファミリーマート 東神田二丁目店,,,,,,,
新宿区,新宿６丁目,-,東京都新宿区新宿6-29ー5,35.696945,139.707565,ファミリーマート 東新宿明治通り店,,,,,,,
新宿区,新宿５丁目,-,東京都新宿区新宿5-13-9,35.694798,139.707638,ファミリーマート 東新宿店,,,,,,,
新宿区,大久保１丁目,-,東京都新宿区大久保1丁目8番2号,35.69857,139.704968,ファミリーマート 東新宿駅西店,,,,,,,
江東区,東砂７丁目,-,東京都江東区東砂7丁目19番5号,35.672804,139.837855,ファミリーマート 東砂七丁目店,,,,,,,
江東区,東砂３丁目,-,東京都江東区東砂3-17,35.681297,139.842654,ファミリーマート 東砂三丁目店,,,,,,,
品川区,東五反田１丁目,-,東京都品川区東五反田1-18-3,35.62667,139.726363,ファミリーマート 東五反田郵便局東店,,,,,,,
品川区,東五反田４丁目,-,東京都品川区東五反田4丁目5-9,35.63082,139.728799,ファミリーマート 東五反田四丁目店,,,,,,,
品川区,東五反田５丁目,-,東京都品川区東五反田5丁目25-18 KECビル,35.627592,139.724438,ファミリーマート 東五反田桜田通り店,,,,,,,
品川区,東五反田５丁目,-,東京都品川区東五反田5-28-11,35.627426,139.722994,ファミリーマート 東五反田五丁目店,,,,,,,
新宿区,東五軒町,-,東京都新宿区東五軒町5-19,35.706906,139.739795,ファミリーマート 東五軒町店,,,,,,,
江東区,青海２丁目,-,東京都江東区青海2丁目7-4THESOHO,35.618073,139.775085,ファミリーマート 東京湾岸警察署前店,,,,,,,
新宿区,津久戸町,-,東京都新宿区津久戸町5-1東京厚生年金病院,35.70339,139.742073,ファミリーマート 東京新宿メディカルセンター店,,,,,,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3丁目5-1,35.676946,139.763503,ファミリーマート 東京国際フォーラム店,,,,,,,
千代田区,霞が関１丁目,虎ノ門広域,東京都千代田区霞が関1丁目1-4地下1階,35.675171,139.752762,ファミリーマート 東京高等裁判所内店,,,,,,,
千代田区,飯田橋３丁目,-,東京都千代田区飯田橋3丁目5-1,35.70151,139.747173,ファミリーマート 東京区政会館店,,,,,,,
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1丁目2-1,35.683115,139.763297,ファミリーマート 東京海上日動ビル店,,,,,,,
千代田区,霞が関１丁目,虎ノ門広域,東京都千代田区霞が関1丁目1-2,35.674749,139.753973,ファミリーマート 東京家庭裁判所内店,,,,,,,
新宿区,新宿６丁目,-,東京都新宿区新宿6-6-1,35.69351,139.709532,ファミリーマート 東京医科大学前店,,,,,,,
江東区,潮見２丁目,-,東京都江東区潮見2-8-16,35.658822,139.819043,ファミリーマート 東京ベイ潮見プリンスホテル店,,,,,,,
新宿区,西新宿３丁目,-,東京都新宿区西新宿3ー20ー2東京オペラシティタワーB1,35.682938,139.686854,ファミリーマート 東京オペラシティ店,,,,,,,
江東区,東陽６丁目,-,東京都江東区東陽6丁目3-2,35.674373,139.815557,ファミリーマート 東京イースト21店,,,,,,,
江東区,東雲１丁目,-,東京都江東区東雲1-10-18,35.650014,139.802381,ファミリーマート 東雲橋店,,,,,,,
千代田区,平河町２丁目,-,東京都千代田区平河町2丁目6-3,35.679204,139.738933,ファミリーマート 都道府県会館店,,,,,,,
新宿区,住吉町,-,東京都新宿区住吉町7-1都営新宿線曙橋駅B1F,35.692585,139.723225,ファミリーマート 都営線曙橋駅店,,,,,,,
新宿区,河田町,-,東京都新宿区河田町10-10大江戸線若松河田駅B1F,35.698329,139.717512,ファミリーマート 都営線若松河田駅店,,,,,,,
千代田区,神田小川町１丁目,-,東京都千代田区神田小川町1-6都営新宿線小川町駅地下1階,35.695194,139.766158,ファミリーマート 都営小川町店,,,,,,,
港区,芝浦３丁目,-,東京都港区芝浦3ー13ー3 芝浦SECビル,35.643038,139.7492,ファミリーマート 田町東口店,,,,,,,
港区,芝５丁目,-,東京都港区芝5丁目29-14田町日工ビル,35.645916,139.744797,ファミリーマート 田町第一京浜店,,,,,,,
港区,芝４丁目,-,東京都港区芝4丁目14-1,35.647393,139.749022,ファミリーマート 田町駅北店,,,,,,,
港区,芝浦３丁目,-,東京都港区芝浦3丁目4-1グランパークプラザ,35.643616,139.745986,ファミリーマート 田町グランパーク店,,,,,,,
品川区,東品川２丁目,-,東京都品川区東品川2丁目2-4,35.623385,139.748876,ファミリーマート 天王洲ファーストタワー店,,,,,,,
品川区,東品川２丁目,-,東京都品川区東品川2丁目5-8,35.62131,139.750189,ファミリーマート 天王洲パークサイドビル店,,,,,,,
中央区,佃２丁目,-,東京都中央区佃2丁目12-12,35.666742,139.785929,ファミリーマート 佃二丁目店,,,,,,,
江東区,潮見２丁目,-,東京都江東区潮見2-10-22,35.657005,139.818124,ファミリーマート 潮見駅南店,,,,,,,
江東区,潮見１丁目,-,東京都江東区潮見1-5-6,35.656589,139.812932,ファミリーマート 潮見一丁目店,,,,,,,
千代田区,大手町２丁目,大丸有,東京都千代田区大手町2丁目6-1 朝日生命大手町ビル,35.684507,139.769077,ファミリーマート 朝日生命大手町ビル店,,,,,,,
新宿区,中落合３丁目,-,東京都新宿区中落合3丁目29-13 丸正タケダビル,35.722617,139.685052,ファミリーマート 中落合三丁目目白通り店,,,,,,,
中央区,明石町,-,東京都中央区明石町3-3 新明ビル1階,35.669122,139.778421,ファミリーマート 中央明石町店,,,,,,,
中央区,八重洲２丁目,日八京,東京都中央区八重洲2丁目10番10号,35.67588,139.767666,ファミリーマート 中央八重洲二丁目店,,,,,,,
中央区,月島３丁目,-,東京都中央区月島3丁目12番4号,35.662332,139.781549,ファミリーマート 中央月島三丁目店,,,,,,,
品川区,中延２丁目,-,東京都品川区中延2-6-18,35.610958,139.71149,ファミリーマート 中延二丁目店,,,,,,,
品川区,戸越６丁目,-,東京都品川区戸越6-23-22,35.606331,139.714412,ファミリーマート 中延第二京浜店,,,,,,,
品川区,東中延２丁目,-,東京都品川区東中延2丁目10-11,35.606247,139.712818,ファミリーマート 中延駅前店,,,,,,,
中央区,築地６丁目,-,東京都中央区築地6丁目4-10,35.665203,139.772383,ファミリーマート 築地六丁目店,,,,,,,
中央区,明石町,-,東京都中央区明石町5-13,35.668214,139.777827,ファミリーマート 築地明石町店,,,,,,,
中央区,築地３丁目,-,東京都中央区築地3丁目11-8,35.66757,139.772447,ファミリーマート 築地本願寺前店,,,,,,,
中央区,築地６丁目,-,東京都中央区築地6丁目22番4号,35.664164,139.771872,ファミリーマート 築地市場前店,,,,,,,
中央区,築地５丁目,-,東京都中央区築地5丁目3番1号,35.664731,139.766139,ファミリーマート 築地五丁目店,,,,,,,
中央区,築地１丁目,-,東京都中央区築地1丁目10-7,35.668772,139.770705,ファミリーマート 築地一丁目店,,,,,,,
港区,六本木６丁目,六本木,東京都港区六本木6丁目1-24ラピロス六本木,35.662636,139.731948,ファミリーマート 地下鉄六本木駅店,,,,,,,
江東区,辰巳１丁目,-,東京都江東区辰巳1-4-11,35.652272,139.808352,ファミリーマート 辰巳一丁目店,,,,,,,
港区,芝大門１丁目,-,東京都港区芝大門1-16-7 幸伸ビル1F,35.65702,139.754468,ファミリーマート 大門駅前店,,,,,,,
江東区,大島８丁目,-,東京都江東区大島8-40-4,35.68856,139.844479,ファミリーマート 大島八丁目店,,,,,,,
江東区,大島２丁目,-,東京都江東区大島2-19-12,35.689429,139.82322,ファミリーマート 大島二丁目店,,,,,,,
