指標名,銀行・ATM,,,,,
出典,NAVITIME,,,,,
年次,2022/2/2取得,,,,,
URL,https://www.navitime.co.jp/,,,,,
備考,"（2020年度：3,121件、2021年度：3,138件）",,,,,
,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1-3-2,35.68474,139.763639,三井住友銀行東館ライジング・スクエア
千代田区,大手町１丁目,大丸有,東京都千代田区大手町1-5-5,35.685609,139.765577,株式会社みずほ銀行東京中央支店
千代田区,神田小川町１丁目,-,東京都千代田区神田小川町1丁目1,35.694714,139.766805,みずほ銀行神田支店
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1丁目4-1,35.68421,139.764863,三井住友信託銀行本店営業部
千代田区,九段南４丁目,-,東京都千代田区九段南4-5-9,35.692063,139.740485,麹町郵便局
千代田区,内幸町１丁目,-,東京都千代田区内幸町1-1-6,35.670905,139.757737,NTT日比谷ビル内郵便局
千代田区,外神田４丁目,-,東京都千代田区外神田4-14-1(秋葉原UDXビル1階),35.700541,139.772541,秋葉原UDX内郵便局
千代田区,大手町１丁目,大丸有,東京都千代田区大手町1丁目2番,35.687353,139.762519,セブンイレブン AIM三井物産ビル店
千代田区,神田多町,-,東京都千代田区神田多町2-2-6,35.693481,139.769666,神田駅前郵便局
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1-4-5 三菱UFJ信託銀行 本店ビル,35.683709,139.764664,三菱UFJ信託銀行 本店
千代田区,永田町２丁目,赤坂,東京都千代田区永田町2丁目2番1号,35.674476,139.743163,セブンイレブン 衆議院第一議員会館店
千代田区,大手町１丁目,大丸有,東京都千代田区大手町1-5-5,35.685609,139.765577,みずほ銀行 丸の内中央支店
千代田区,大手町１丁目,大丸有,東京都千代田区大手町1-2-1 OTEMACHI ONE B1F,35.687856,139.763272,三井住友銀行三井物産ビル支店
千代田区,神田淡路町２丁目,-,東京都千代田区神田淡路町2-12,35.697805,139.76878,神田郵便局
千代田区,丸の内２丁目,大丸有,東京都千代田区丸の内2丁目7-1,35.678688,139.764189,三菱UFJ銀行本店
千代田区,丸の内２丁目,大丸有,東京都千代田区丸の内2-7-2,35.679717,139.764757,東京中央郵便局(銀座郵便局JPタワー内分室) ゆうちょ銀行 本店
中央区,日本橋室町１丁目,日八京,東京都中央区日本橋室町1丁目7-1,35.684854,139.774899,スルガ銀行東京支店
中央区,明石町,-,東京都中央区明石町8-1,35.667036,139.778671,聖路加ガーデン内郵便局
中央区,銀座８丁目,-,東京都中央区銀座8-5-12,35.6684,139.759776,セブンイレブン 銀座8丁目店
中央区,佃２丁目,-,東京都中央区佃2-2-6-101,35.668156,139.785579,リバーシティ21郵便局
中央区,銀座４丁目,-,東京都中央区銀座4丁目12-15,35.669449,139.767946,セブンイレブン 歌舞伎座店
千代田区,大手町２丁目,大丸有,東京都千代田区大手町2-6-4,35.684951,139.769841,セブンイレブン 常盤橋タワー3F店
中央区,日本橋室町２丁目,日八京,東京都中央区日本橋室町2丁目1-1,35.686393,139.772921,三井住友銀行日本橋支店
中央区,日本橋室町３丁目,日八京,東京都中央区日本橋室町3-2-1(日本橋室町三井タワー地下1階),35.68782,139.772474,日本橋室町三井タワー内郵便局
中央区,京橋２丁目,日八京,東京都中央区京橋2丁目7-19,35.677127,139.770822,広島銀行東京支店
中央区,日本橋箱崎町,-,東京都中央区日本橋箱崎町19-21,35.679149,139.786882,IBM箱崎ビル内郵便局
中央区,日本橋２丁目,日八京,東京都中央区日本橋2-7-1,35.682001,139.774271,横浜銀行 東京支店
中央区,築地４丁目,-,東京都中央区築地4-2-2,35.667325,139.769011,京橋郵便局(晴海郵便局京橋分室) ゆうちょ銀行 京橋店
中央区,日本橋室町１丁目,日八京,東京都中央区日本橋室町1-5-5 コレド室町3 1F,35.686198,139.774388,千葉銀行 東京営業部 コレド室町店
中央区,日本橋１丁目,日八京,東京都中央区日本橋1-18-1,35.683249,139.777288,日本橋郵便局
中央区,新川２丁目,-,東京都中央区新川2-27-2,35.6742,139.784323,セブンイレブン 東京住友ツインビル西館店
港区,芝３丁目,-,東京都港区芝3-33-1,35.650354,139.748611,三井住友信託銀行 芝営業部
港区,南青山３丁目,-,東京都港区南青山3-10-43,35.666588,139.71436,きらぼし銀行 本店営業部
千代田区,内幸町２丁目,-,東京都千代田区内幸町2-1-6,35.670874,139.753598,セブンイレブン 日比谷パークフロント店
港区,港南２丁目,-,東京都港区港南2-15-2(品川インターシティB棟1階),35.626323,139.742129,品川インターシティ郵便局
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1-5-1新丸の内ビルB1F,35.682534,139.764336,セブンイレブン 新丸ビル店
千代田区,麹町６丁目,-,東京都千代田区麹町6丁目1-1,35.684825,139.732402,株式会社あおぞら銀行 本店
中央区,日本橋室町３丁目,日八京,東京都中央区日本橋室町3丁目4番2,35.68844,139.773177,セブンイレブン 日本橋室町3丁目店
千代田区,九段南３丁目,-,東京都千代田区九段南3-1-1,35.692274,139.743448,セブンイレブン 九段南大妻通り店
港区,北青山３丁目,-,東京都港区北青山3丁目6-12,35.665063,139.711838,みずほ銀行青山支店
港区,芝浦４丁目,-,東京都港区芝浦4-10-1,35.641097,139.746414,セブンイレブン Iingキャピタルマークタワー店
港区,南青山２丁目,-,東京都港区南青山2丁目11番17号,35.671582,139.721504,セブンイレブン 港区南青山2丁目店
新宿区,下宮比町,-,東京都新宿区下宮比町3-2,35.703165,139.743234,飯田橋駅東口郵便局
千代田区,東神田２丁目,-,東京都千代田区東神田2-4-5,35.6963,139.779004,東神田郵便局
新宿区,大久保３丁目,-,東京都新宿区大久保3-14-8,35.707394,139.708509,新宿北郵便局
港区,浜松町２丁目,-,東京都港区浜松町2-4-1,35.655207,139.756238,セブンイレブン 世界貿易センタービル南館店
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町2-31-11 第2モナミビル2F,35.698001,139.70361,SBJ銀行 新宿支店
新宿区,神楽坂３丁目,-,東京都新宿区神楽坂3丁目7,35.701384,139.739709,三菱UFJ銀行神楽坂支店
港区,南青山２丁目,-,東京都港区南青山2-27-23,35.669171,139.716368,外苑前郵便局
新宿区,新宿５丁目,-,東京都新宿区新宿5-9-2,35.692013,139.708682,きらぼし銀行 新宿本店営業部
新宿区,西新宿６丁目,-,東京都新宿区西新宿6-12-1,35.694045,139.689614,りそな銀行 新都心営業部
港区,赤坂８丁目,赤坂,東京都港区赤坂8-4-17,35.673154,139.726114,赤坂郵便局 ゆうちょ銀行 赤坂店
千代田区,神田錦町１丁目,-,東京都千代田区神田錦町1-17-4,35.6912,139.763602,神田錦町郵便局
新宿区,西新宿１丁目,-,東京都新宿区西新宿1-8-8,35.690293,139.69675,新宿郵便局 ゆうちょ銀行 新宿店
新宿区,新宿２丁目,-,東京都新宿区新宿2-6-4,35.690079,139.70715,セブンイレブン 新宿2丁目新宿通り店
港区,西新橋１丁目,虎ノ門,東京都港区西新橋1-5-13,35.669419,139.753326,西新橋郵便局
港区,西新橋３丁目,虎ノ門,東京都港区西新橋3-22-5,35.662942,139.751727,芝郵便局 ゆうちょ銀行 芝店
新宿区,北山伏町,-,東京都新宿区北山伏町1-5,35.699709,139.73118,牛込郵便局 ゆうちょ銀行 牛込店
新宿区,新宿３丁目,-,東京都新宿区新宿3-17-23,35.691793,139.703894,新宿三郵便局
新宿区,四谷３丁目,-,東京都新宿区四谷3丁目3-1,35.688391,139.722098,みずほ銀行四谷支店
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1-2-13,35.69479,139.704377,セブンイレブン 新宿区役所通り店
港区,元赤坂１丁目,赤坂,東京都港区元赤坂1-2-7,35.677676,139.734944,セブンイレブン 赤坂Kタワー店
新宿区,箪笥町,-,東京都新宿区箪笥町28番1,35.700021,139.732902,セブンイレブン 牛込北町店
新宿区,西新宿３丁目,-,東京都新宿区西新宿3-7-1,35.685349,139.690884,新宿パークタワー内郵便局
港区,芝５丁目,-,東京都港区芝5-37-8,35.644607,139.744497,セブン銀行 バンダイナムコ未来研究所 共同出張所
新宿区,新宿３丁目,-,東京都新宿区新宿3丁目25-1,35.692448,139.701983,みずほ銀行新宿支店
港区,六本木３丁目,六本木,東京都港区六本木3-2-1,35.6646,139.737742,セブンイレブン テレビ東京本社店
新宿区,新宿３丁目,-,東京都新宿区新宿3丁目30-18,35.690679,139.704527,三菱UFJ銀行新宿支店
港区,三田３丁目,-,東京都港区三田3-8-6,35.642244,139.741375,高輪郵便局
