指標名,神社・寺院・教会,,,,,,
出典,NAVITIME,,,,,,
年次,2022/2/2取得,,,,,,
URL,https://www.navitime.co.jp/,,,,,,
備考,（2020年度：609件、2021年度：668件）,,,,,,
,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,カテゴリ
港区,南麻布３丁目,-,東京都港区南麻布3-14-12,35.648087,139.730365,天理教 分教会 新橋,教会
品川区,東五反田１丁目,-,東京都品川区東五反田1丁目2-33,35.628903,139.726769,雉子神社,神社
新宿区,西早稲田１丁目,-,東京都新宿区西早稲田1丁目1-2,35.707964,139.719419,寶泉寺,寺院
港区,元麻布１丁目,-,東京都港区元麻布1-1-10,35.655392,139.732948,大法寺,寺院
新宿区,新宿７丁目,-,東京都新宿区新宿7-11-2,35.698137,139.712504,永福寺,寺院
新宿区,大久保１丁目,-,東京都新宿区大久保1-16-15,35.700736,139.702718,全龍寺,寺院
港区,虎ノ門３丁目,虎ノ門,東京都港区虎ノ門3丁目13-6,35.664233,139.747419,天徳寺,寺院
新宿区,原町２丁目,-,東京都新宿区原町2-34,35.698782,139.724719,蓮紹山 瑞光寺,寺院
江東区,千田,-,東京都江東区千田12-8,35.682174,139.814697,宇迦八幡宮,神社
江東区,亀戸３丁目,-,東京都江東区亀戸3-6-1,35.70298,139.820807,亀戸天神社,神社
品川区,上大崎２丁目,-,東京都品川区上大崎2丁目13-36,35.63423,139.717397,誕生八幡神社,神社
港区,三田１丁目,-,東京都港区三田1-4-74,35.653412,139.74055,元神明宮,神社
港区,高輪２丁目,-,東京都港区高輪2-8-2,35.636603,139.734682,承教寺,寺院
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷3丁目5-8,35.657855,139.70657,東福寺,寺院
江東区,富岡１丁目,-,東京都江東区富岡1-17-13,35.672867,139.798379,成田山 深川不動堂,寺院
港区,芝公園１丁目,-,東京都港区芝公園1-3-16,35.659475,139.751418,天光院,寺院
港区,白金台３丁目,-,東京都港区白金台3丁目17-5,35.635714,139.721894,妙圓寺,寺院
港区,芝公園１丁目,-,東京都港区芝公園1丁目8-9,35.657606,139.751952,常照院,寺院
港区,三田４丁目,-,東京都港区三田4-7-29,35.644038,139.737456,長松寺,寺院
新宿区,喜久井町,-,東京都新宿区喜久井町46,35.704509,139.720286,来迎寺,寺院
新宿区,北新宿３丁目,-,東京都新宿区北新宿3丁目1-18,35.70238,139.694797,日本キリスト教会柏木教会,教会
新宿区,下落合２丁目,-,東京都新宿区下落合2-13-3,35.717473,139.704231,東京シティチャーチ,教会
新宿区,喜久井町,-,東京都新宿区喜久井町20,35.703989,139.722236,金光教 早稲田教会,教会
新宿区,中落合４丁目,-,東京都新宿区中落合4-32-5,35.71775,139.679209,天理教 分教会 創祥,教会
新宿区,大久保１丁目,-,東京都新宿区大久保1丁目14-14,35.700967,139.70399,日本福音ルーテル教会婦人会連盟,教会
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町2-19-11,35.698073,139.704288,日本基督教団 新宿西教会,教会
新宿区,若松町,-,東京都新宿区若松町8-3,35.699115,139.719978,日本基督教団 東京信愛教会,教会
新宿区,下落合３丁目,-,東京都新宿区下落合3丁目14-25,35.722117,139.700548,日本基督教団 目白教会,教会
新宿区,西早稲田２丁目,-,東京都新宿区西早稲田2丁目3-1,35.707478,139.716695,日本基督教団 早稲田教会,教会
新宿区,西早稲田２丁目,-,東京都新宿区西早稲田2丁目3-1,35.707478,139.716695,日本バプテスト同盟・東京平和教会,教会
新宿区,西落合４丁目,-,東京都新宿区西落合4-15-21,35.725824,139.677197,日本ホーリネス教団西落合キリスト教会,教会
新宿区,大久保２丁目,-,東京都新宿区大久保2-29-7,35.703025,139.703254,天理教 分教会 錦開,教会
新宿区,西早稲田２丁目,-,東京都新宿区西早稲田2丁目3-18,35.708008,139.716636,宗教法人日本バプテスト同盟,教会
新宿区,西早稲田２丁目,-,東京都新宿区西早稲田2丁目3-18,35.708008,139.716636,日本基督教団,教会
新宿区,四谷４丁目,-,東京都新宿区四谷4丁目21-10,35.690118,139.716879,金光教 四谷教会,教会
渋谷区,代々木５丁目,-,東京都渋谷区代々木5-1-1,35.672084,139.688535,代々木八幡宮,神社
品川区,二葉１丁目,-,東京都品川区二葉1-3-24,35.606764,139.726345,下神明天祖神社,神社
中央区,日本橋人形町１丁目,-,東京都中央区日本橋人形町1-12-10,35.683557,139.783296,茶ノ木神社,神社
港区,南麻布４丁目,-,東京都港区南麻布4-2-35,35.648062,139.723577,天現寺,寺院
港区,芝大門１丁目,-,東京都港区芝大門1-10-16,35.658545,139.752802,源宝院,寺院
新宿区,高田馬場４丁目,-,東京都新宿区高田馬場4-29-30,35.711938,139.698763,日之教教団本部,教会
新宿区,西落合４丁目,-,東京都新宿区西落合4丁目15-18,35.726194,139.676986,天理教多摩崎分教会,教会
新宿区,西落合２丁目,-,東京都新宿区西落合2丁目23-17,35.719311,139.674912,天理教南本所分教会,教会
港区,芝公園４丁目,-,東京都港区芝公園4丁目8-10,35.655104,139.748602,東照宮,神社
中央区,築地６丁目,-,東京都中央区築地6-20-37,35.663484,139.771569,波除稲荷神社,神社
新宿区,西落合１丁目,-,東京都新宿区西落合1-9-1,35.721056,139.683511,天理教本理世大教会,教会
新宿区,四谷４丁目,-,東京都新宿区四谷4丁目18-7,35.689441,139.717092,日の御教東京教会,教会
品川区,西品川３丁目,-,東京都品川区西品川3丁目16-31,35.615369,139.726353,貴船神社,神社
新宿区,西新宿５丁目,-,東京都新宿区西新宿5丁目18-4,35.692376,139.685662,天理教 分教会 東日之宮,教会
新宿区,北新宿４丁目,-,東京都新宿区北新宿4-20-12,35.706916,139.691822,天理教 分教会 本常一,教会
新宿区,上落合２丁目,-,東京都新宿区上落合2丁目13-23,35.712004,139.688461,天理教 分教会 陽東,教会
新宿区,新宿７丁目,-,東京都新宿区新宿7丁目2-13,35.698731,139.712984,東京バハイセンター,教会
新宿区,西新宿５丁目,-,東京都新宿区西新宿5丁目8-13,35.691651,139.686626,立正浄法会,教会
新宿区,北新宿４丁目,-,東京都新宿区北新宿4丁目29-6,35.706652,139.690202,天理教 分教会 日江,教会
江東区,亀戸３丁目,-,東京都江東区亀戸3-43-3,35.703519,139.822498,普門院,寺院
港区,白金４丁目,-,東京都港区白金4丁目3-9,35.643657,139.729915,西光寺,寺院
新宿区,上落合３丁目,-,東京都新宿区上落合3丁目4-12,35.713362,139.685267,最勝寺,寺院
新宿区,若松町,-,東京都新宿区若松町38-1,35.703098,139.721125,宝祥寺,寺院
新宿区,舟町,-,東京都新宿区舟町13,35.691296,139.721239,西迎寺,寺院
新宿区,原町３丁目,-,東京都新宿区原町3-27,35.700451,139.721975,積徳寺,寺院
新宿区,新宿６丁目,-,東京都新宿区新宿6-20-16,35.696609,139.712593,法善寺,寺院
品川区,戸越２丁目,-,東京都品川区戸越2-6-23,35.613402,139.720339,戸越八幡神社,神社
千代田区,神田三崎町２丁目,-,東京都千代田区三崎町2-9-12,35.701651,139.754544,三崎稲荷神社,神社
千代田区,外神田１丁目,-,東京都千代田区外神田1-6-1 外神田ビル,35.699566,139.769299,秋葉原神社,神社
品川区,北品川２丁目,-,東京都品川区北品川2-4-18,35.619319,139.743193,一心寺,寺院
新宿区,市谷薬王寺町,-,東京都新宿区市谷薬王寺町27,35.697135,139.724497,浄栄寺,寺院
港区,芝公園３丁目,虎ノ門,東京都港区芝公園3-1-8,35.661192,139.748763,雲晴院,寺院
港区,赤坂１丁目,虎ノ門,東京都港区赤坂1-11-3,35.668113,139.742341,正福寺,寺院
港区,虎ノ門３丁目,虎ノ門,東京都港区虎ノ門3丁目10-8,35.665033,139.747785,興昭院,寺院
新宿区,須賀町,-,東京都新宿区須賀町11-4,35.683808,139.722998,西応寺,寺院
港区,虎ノ門３丁目,虎ノ門,東京都港区虎ノ門3丁目11-7,35.664986,139.747302,栄立院,寺院
港区,芝公園３丁目,虎ノ門,東京都港区芝公園3丁目5-4,35.659475,139.746116,金地院,寺院
港区,東麻布１丁目,-,東京都港区東麻布1-1-5,35.658189,139.744644,心光院,寺院
港区,芝公園２丁目,-,東京都港区芝公園2-11-1,35.65422,139.751527,日新窟,寺院
新宿区,西早稲田２丁目,-,東京都新宿区西早稲田2-1-11,35.707225,139.717353,穴八幡宮,神社
新宿区,余丁町,-,東京都新宿区余丁町8-5,35.697601,139.713329,厳島神社抜弁天,神社
新宿区,余丁町,-,東京都新宿区余丁町8-5,35.697601,139.713329,厳島神社,神社
中央区,日本橋堀留町２丁目,-,東京都中央区日本橋堀留町2-1-13,35.687776,139.781638,三光稲荷神社,神社
中央区,日本橋兜町,-,東京都中央区日本橋兜町20-2,35.678649,139.776496,鳥居稲荷神社,神社
港区,北青山３丁目,-,東京都港区北青山3-5-26,35.665677,139.712194,秋葉神社,神社
品川区,東大井１丁目,-,東京都品川区東大井1-20-10,35.604668,139.742299,鮫洲八幡神社,神社
港区,六本木７丁目,六本木,東京都港区六本木7-18-5,35.662113,139.728787,出雲大社東京分祠,寺院
港区,六本木６丁目,六本木,東京都港区六本木6-7-14,35.661855,139.732478,朝日神社,神社
港区,三田４丁目,-,東京都港区三田4丁目16-23,35.643649,139.741428,済海寺,寺院
港区,三田４丁目,-,東京都港区三田4-1-38,35.647513,139.741095,大松寺,寺院
品川区,上大崎１丁目,-,東京都品川区上大崎1丁目10-32,35.63415,139.72463,浄土宗本願寺,寺院
新宿区,新宿５丁目,-,東京都新宿区新宿5丁目17-3,35.693554,139.705168,大酉祭,寺院
新宿区,左門町,-,東京都新宿区左門町17,35.685605,139.720776,田宮稲荷(お岩稲荷)神社,神社
渋谷区,代々木２丁目,-,東京都渋谷区代々木2-26-5 バロール代々木 510,35.685027,139.698853,金吾龍神社,神社
新宿区,新宿６丁目,-,東京都新宿区新宿6-21-1,35.696337,139.711248,西向天神社,神社
千代田区,永田町２丁目,赤坂,東京都千代田区永田町2-10,35.674782,139.74038,山王稲荷神社,神社
港区,元麻布１丁目,-,東京都港区元麻布1-6-21,35.653667,139.733509,麻布山 善福寺,寺院
新宿区,戸山１丁目,-,東京都新宿区戸山1丁目15-2,35.703842,139.719953,清源寺,寺院
新宿区,榎町,-,東京都新宿区榎町77,35.706289,139.727299,済松寺,寺院
新宿区,富久町,-,東京都新宿区富久町4-5,35.692563,139.716826,自證院,寺院
中央区,日本橋茅場町１丁目,-,東京都中央区日本橋茅場町1-5-13,35.680924,139.779315,智泉院,寺院
新宿区,若葉２丁目,-,東京都新宿区若葉2-7-8,35.684964,139.724736,真成院,寺院
江東区,住吉２丁目,-,東京都江東区住吉2丁目27-1,35.688265,139.816902,イムマヌエル綜合伝道団深川教会,教会
江東区,潮見２丁目,-,東京都江東区潮見2丁目10-5,35.656811,139.816354,カトリック東京大司教区 潮見教会,教会
江東区,永代１丁目,-,東京都江東区永代1丁目7-4,35.67443,139.788565,カトリック永代教会,教会
新宿区,原町２丁目,-,東京都新宿区原町2丁目63,35.702533,139.721875,常泉寺,寺院
港区,高輪２丁目,-,東京都港区高輪2-2-26,35.639311,139.736234,保安寺,寺院
新宿区,原町２丁目,-,東京都新宿区原町2丁目30,35.699215,139.724969,常楽寺,寺院
港区,虎ノ門３丁目,虎ノ門,東京都港区虎ノ門3丁目11-5,35.665169,139.747374,光岳院,寺院
新宿区,原町３丁目,-,東京都新宿区原町3-26,35.700384,139.722375,専行寺・浄土真宗・大谷派,寺院
品川区,大崎３丁目,-,東京都品川区大崎3丁目8-12,35.619793,139.726239,観音寺,寺院
千代田区,九段北１丁目,-,東京都千代田区九段北1-14-21,35.696066,139.749981,築土神社,神社
江東区,北砂４丁目,-,東京都江東区北砂4丁目24-6,35.679681,139.831955,金光教 砂町教会,教会
渋谷区,広尾５丁目,-,東京都渋谷区広尾5-9-7,35.649204,139.721263,21世紀キリスト教会  広尾チャペル,教会
江東区,亀戸５丁目,-,東京都江東区亀戸5-32-20,35.698073,139.829355,三尊教会,教会
江東区,東砂１丁目,-,東京都江東区東砂1-4-6,35.683247,139.840832,上妙寺,寺院
新宿区,原町３丁目,-,東京都新宿区原町3-82,35.700437,139.723428,法身寺,寺院
品川区,東大井３丁目,-,東京都品川区東大井3-10-5,35.603137,139.738213,大井町教会,教会
江東区,冬木,-,東京都江東区冬木16-7,35.674992,139.801159,日本聖公会東京教区 聖救主教会,教会
港区,高輪１丁目,-,東京都港区高輪1丁目23-28,35.638769,139.732304,源昌寺,寺院
江東区,大島７丁目,-,東京都江東区大島7丁目19-2,35.691318,139.839179,日本基督教団大島シオン教会,教会
江東区,木場６丁目,-,東京都江東区木場6-5-19,35.667112,139.806986,日本基督教団 深川教会,教会
江東区,三好３丁目,-,東京都江東区三好3-6-5,35.680594,139.804926,天理教 分教会 常磐,教会
江東区,白河２丁目,-,東京都江東区白河2-13-12,35.682513,139.801807,日本バプテスト深川教会,教会
江東区,門前仲町１丁目,-,東京都江東区門前仲町1丁目8-4,35.673286,139.794579,明光教会,教会
新宿区,原町２丁目,-,東京都新宿区原町2丁目62,35.702192,139.721655,宗教法人大龍寺,寺院
新宿区,原町２丁目,-,東京都新宿区原町2-20,35.700487,139.724239,幸国寺,寺院
江東区,常盤２丁目,-,東京都江東区常盤2丁目7-5,35.685924,139.796889,天理教 分教会 千代田,教会
江東区,木場２丁目,-,東京都江東区木場2-17-10,35.671295,139.805894,堺福音教会東京チャペル,教会
品川区,上大崎１丁目,-,東京都品川区上大崎1-9-24,35.634092,139.723433,隆崇院,寺院
江東区,潮見２丁目,-,東京都江東区潮見2丁目10-10,35.656691,139.816721,宗教法人カトリック中央協議会,教会
品川区,大井５丁目,-,東京都品川区大井5丁目10-12,35.598293,139.730014,大井バプテスト教会,教会
江東区,亀戸１丁目,-,東京都江東区亀戸1丁目7-3,35.696031,139.821076,東京ゴスペルハウス,教会
江東区,北砂５丁目,-,東京都江東区北砂5-14-7,35.680753,139.83428,砂町教会,教会
港区,虎ノ門３丁目,虎ノ門,東京都港区虎ノ門3丁目10-13,35.6655,139.748118,栄寿寺,寺院
港区,芝公園４丁目,-,東京都港区芝公園4丁目9-8,35.654154,139.746625,妙定院,寺院
品川区,戸越２丁目,-,東京都品川区戸越2-6-23,35.613402,139.720339,戸越八幡神社,神社
新宿区,弁天町,-,東京都新宿区弁天町1,35.705045,139.725252,宗参寺,寺院
港区,高輪２丁目,-,東京都港区高輪2-14-25,35.635439,139.737368,正覚寺,寺院
港区,三田４丁目,-,東京都港区三田4-12-6,35.644482,139.740253,大増寺,寺院
品川区,上大崎１丁目,-,東京都品川区上大崎1丁目5-24,35.633467,139.723997,宝蔵寺,寺院
品川区,荏原６丁目,-,東京都品川区荏原6丁目9-12,35.613338,139.706929,品川ベテル教会,教会
品川区,旗の台６丁目,-,東京都品川区旗の台6丁目22-24,35.606455,139.701097,日本聖公会東京教区 三光教会,教会
品川区,戸越５丁目,-,東京都品川区戸越5-17-10,35.609041,139.716809,聖イエス会栄光教会,教会
品川区,上大崎２丁目,-,東京都品川区上大崎2丁目18-18,35.635994,139.7147,日本基督教団 白金教会,教会
品川区,小山４丁目,-,東京都品川区小山4丁目4-13,35.618429,139.703971,日本基督教団 むさし小山教会,教会
新宿区,西早稲田２丁目,-,東京都新宿区西早稲田2-1-11,35.707225,139.717353,穴八幡宮,神社
品川区,北品川２丁目,-,東京都品川区北品川2-9-17,35.618722,139.742921,聖書友の会北品川教会,教会
品川区,西大井４丁目,-,東京都品川区西大井4-6-18,35.597032,139.720595,日本基督教団 西大井教会,教会
品川区,北品川６丁目,-,東京都品川区北品川6丁目5-26,35.625146,139.731888,ドイツ語福音教会,教会
品川区,荏原４丁目,-,東京都品川区荏原4丁目11-15,35.616163,139.704457,天理教 分教会 東瑞,教会
品川区,東中延１丁目,-,東京都品川区東中延1丁目4-11,35.611236,139.714615,天理教 分教会 城京,教会
品川区,西品川３丁目,-,東京都品川区西品川3丁目18-6,35.615472,139.728741,天元教,教会
品川区,東五反田５丁目,-,東京都品川区東五反田5-25-1,35.628023,139.724155,天理教 大教会 日本橋,教会
品川区,西品川３丁目,-,東京都品川区西品川3丁目12-6,35.615133,139.724333,日本聖公会東京教区 東京聖マリア教会,教会
品川区,大井２丁目,-,東京都品川区大井2-5-17,35.603917,139.727031,天理教 大教会 本荏,教会
品川区,戸越５丁目,-,東京都品川区戸越5丁目13-10,35.609858,139.716054,金光教大崎教会,教会
新宿区,左門町,-,東京都新宿区左門町18,35.684964,139.721348,陽運寺,寺院
新宿区,百人町１丁目,-,東京都新宿区百人町1-11-16,35.701264,139.699502,皆中稲荷神社,神社
港区,三田４丁目,-,東京都港区三田4丁目3-24,35.645366,139.739378,慈眼寺・曹洞宗,寺院
港区,芝公園３丁目,虎ノ門,東京都港区芝公園3丁目1-13,35.660384,139.74863,安蓮社 総務,寺院
新宿区,原町１丁目,-,東京都新宿区原町1-30,35.701142,139.725833,緑雲寺,寺院
新宿区,若葉１丁目,-,東京都新宿区若葉1-1-6,35.686813,139.722889,法蔵寺,寺院
品川区,上大崎１丁目,-,東京都品川区上大崎1丁目9-11,35.634117,139.723924,戒法寺,寺院
江東区,亀戸４丁目,-,東京都江東区亀戸4丁目24-1,35.703222,139.826322,東覚寺,寺院
品川区,小山台１丁目,-,東京都品川区小山台1丁目7-6,35.624298,139.706346,正法会,教会
品川区,北品川２丁目,-,東京都品川区北品川2丁目20-25,35.617475,139.741832,本照寺,寺院
品川区,荏原１丁目,-,東京都品川区荏原1-6-10,35.620765,139.713934,天理教品川分教会,教会
品川区,戸越６丁目,-,東京都品川区戸越6丁目16-12,35.6071,139.715332,天理教 分教会 南荏原,教会
品川区,上大崎１丁目,-,東京都品川区上大崎1丁目5-10,35.635055,139.723141,光取寺,寺院
品川区,東大井３丁目,-,東京都品川区東大井3丁目7-10,35.601974,139.739194,天理教 分教会 本品,教会
新宿区,原町２丁目,-,東京都新宿区原町2丁目59,35.702017,139.722291,専念寺,寺院
品川区,旗の台１丁目,-,東京都品川区旗の台1丁目9-19,35.609466,139.703238,パーフェクトリバティー教団品川教会,教会
品川区,旗の台４丁目,-,東京都品川区旗の台4-15-8,35.601595,139.705733,天理教 分教会 東平,教会
品川区,大崎４丁目,-,東京都品川区大崎4丁目2-47,35.62141,139.7224,天理教 分教会 本品川,教会
品川区,上大崎１丁目,-,東京都品川区上大崎1-5-15,35.634355,139.722822,清岸寺,寺院
品川区,荏原７丁目,-,東京都品川区荏原7丁目17-9,35.610611,139.699322,宗教法人天理教平形分教会,教会
港区,三田４丁目,-,東京都港区三田4丁目12-15,35.643807,139.739639,実相寺,寺院
渋谷区,代々木３丁目,-,東京都渋谷区代々木3-27-5,35.684149,139.691564,正春寺,寺院
港区,芝公園２丁目,-,東京都港区芝公園2丁目3-5,35.656748,139.752479,浄運院,寺院
港区,三田４丁目,-,東京都港区三田4丁目11-30,35.642983,139.739081,常教寺,寺院
新宿区,西新宿８丁目,-,東京都新宿区西新宿8丁目14-10,35.696209,139.692372,成子天神社,神社
千代田区,外神田３丁目,-,東京都千代田区外神田3-5-11,35.701896,139.770263,神田キリスト教会,教会
港区,赤坂６丁目,赤坂,東京都港区赤坂6-10-12,35.668138,139.736119,赤坂氷川神社,神社
渋谷区,東４丁目,-,東京都渋谷区東4丁目10-33,35.655953,139.712205,吸江寺,寺院
港区,虎ノ門３丁目,虎ノ門,東京都港区虎ノ門3丁目25-17,35.662108,139.745274,専光寺,寺院
品川区,南品川２丁目,-,東京都品川区南品川2丁目9-18,35.613836,139.742801,常行寺,寺院
新宿区,河田町,-,東京都新宿区河田町2-5,35.696648,139.722936,月桂寺,寺院
港区,赤坂７丁目,赤坂,東京都港区赤坂7丁目6-10,35.671682,139.732378,専福寺,寺院
江東区,大島２丁目,-,東京都江東区大島2-15-4,35.690684,139.823456,愛宕神社,神社
江東区,大島３丁目,-,東京都江東区大島3-21-9,35.691665,139.828783,稲荷神社,神社
江東区,北砂３丁目,-,東京都江東区北砂3-21-11,35.681855,139.830578,治兵衛稲荷神社,神社
中央区,日本橋室町２丁目,日八京,東京都中央区日本橋室町2-4-14,35.687059,139.774205,福徳神社 (芽吹稲荷),神社
江東区,北砂４丁目,-,東京都江東区北砂4-25-15,35.679303,139.832789,亀高神社,神社
江東区,亀戸３丁目,-,東京都江東区亀戸3-6-1,35.70298,139.820807,御嶽神社,神社
江東区,亀戸４丁目,-,東京都江東区亀戸4-37-13,35.702316,139.828336,石井神社,神社
江東区,亀戸４丁目,-,東京都江東区亀戸4-11-19,35.701159,139.831569,水神社,神社
千代田区,外神田３丁目,-,東京都千代田区外神田3-5-11,35.701896,139.770263,神田キリスト教会,教会
港区,六本木７丁目,六本木,東京都港区六本木7-18-5,35.662113,139.728787,出雲大社東京分祠,寺院
江東区,常盤１丁目,-,東京都江東区常盤1-2,35.683755,139.794305,正木稲荷神社,神社
江東区,東砂５丁目,-,東京都江東区東砂5-4-10,35.676465,139.84056,稲荷神社,神社
港区,三田４丁目,-,東京都港区三田4-11-31,35.64291,139.739012,荘厳寺,寺院
江東区,東砂２丁目,-,東京都江東区東砂2-14-5,35.685944,139.845926,稲荷神社,神社
新宿区,改代町,-,東京都新宿区改代町11,35.707178,139.733488,田中寺,寺院
江東区,白河１丁目,-,東京都江東区白河1-1-8,35.68103,139.799241,雄松院,寺院
江東区,佐賀２丁目,-,東京都江東区佐賀2-4-8,35.678911,139.791149,稲荷神社,神社
新宿区,新宿６丁目,-,東京都新宿区新宿6-20-9,35.697054,139.712962,専福寺,寺院
江東区,猿江１丁目,-,東京都江東区猿江1-22-12,35.686668,139.813627,日先神社,神社
品川区,西五反田４丁目,-,東京都品川区西五反田4丁目12-1,35.626453,139.710056,安養院,寺院
江東区,東砂４丁目,-,東京都江東区東砂4-2-18,35.677139,139.837638,天祖神社,神社
江東区,清澄３丁目,-,東京都江東区清澄3-9-14,35.682649,139.79775,三穂道別稲荷神社,神社
江東区,東砂３丁目,-,東京都江東区東砂3-17-17,35.681336,139.842149,稲荷神社,神社
江東区,牡丹１丁目,-,東京都江東区牡丹1-12-9,35.67077,139.794407,稲荷神社,神社
新宿区,大京町,-,東京都新宿区大京町6,35.68575,139.718504,大京神社,神社
千代田区,永田町２丁目,赤坂,東京都千代田区永田町2-10-5,35.674471,139.740166,日枝神社,神社
新宿区,四谷坂町,-,東京都新宿区坂町22,35.689513,139.728161,桝箕稲荷神社,神社
新宿区,内藤町,-,東京都新宿区内藤町1,35.686635,139.71489,多武峯内藤神社,神社
新宿区,原町３丁目,-,東京都新宿区原町3-20,35.699881,139.722511,稲荷神社,神社
新宿区,原町１丁目,-,東京都新宿区原町1-42,35.700743,139.725872,天祖神社,神社
新宿区,岩戸町,-,東京都新宿区岩戸町14-2,35.701112,139.736951,稲荷神社,神社
新宿区,西早稲田３丁目,-,東京都新宿区西早稲田3-17-36,35.71276,139.713378,天祖神社,神社
新宿区,天神町,-,東京都新宿区天神町75-13,35.706156,139.730532,北野神社,神社
新宿区,喜久井町,-,東京都新宿区喜久井町20,35.703989,139.722236,池立神社,神社
新宿区,下落合２丁目,-,東京都新宿区下落合2-10-5,35.717479,139.702315,稲荷神社,神社
新宿区,榎町,-,東京都新宿区榎町56,35.70475,139.728041,稲荷神社,神社
港区,愛宕１丁目,虎ノ門,東京都港区愛宕1-5-3,35.664778,139.748391,愛宕神社,神社
中央区,新川２丁目,-,東京都中央区新川2-15-14,35.675069,139.783429,金刀比羅神社,神社
中央区,新川１丁目,-,東京都中央区新川1-8-17,35.677802,139.782876,新川大神宮,神社
千代田区,神田司町,-,東京都千代田区神田司町2-6,35.693794,139.767883,真徳稲荷神社,神社
中央区,銀座３丁目,-,東京都中央区銀座3-8-10,35.671302,139.767183,朝日稲荷神社,神社
新宿区,早稲田鶴巻町,-,東京都新宿区早稲田鶴巻町568,35.708075,139.726302,元赤城神社,神社
千代田区,紀尾井町,赤坂,東京都千代田区紀尾井町7-1,35.683817,139.7326,S.J.ハウス・イエズス会修道院,教会
新宿区,余丁町,-,東京都新宿区余丁町12-18,35.697465,139.716828,稲荷神社,神社
千代田区,外神田５丁目,-,東京都千代田区外神田5-4-7,35.704924,139.773107,稲荷神社,神社
中央区,日本橋茅場町１丁目,-,東京都中央区日本橋茅場町1-6-16,35.680949,139.77906,明徳稲荷神社,神社
千代田区,神田駿河台１丁目,-,東京都千代田区神田駿河台1-2-3,35.696433,139.763083,太田姫稲荷神社,神社
新宿区,若松町,-,東京都新宿区若松町45,35.700073,139.719833,稲荷神社,神社
千代田区,内神田３丁目,-,東京都千代田区内神田3-10-1,35.691184,139.769402,佐竹稲荷神社,神社
中央区,日本橋兜町,-,東京都中央区日本橋兜町11-3,35.680796,139.776824,大原稲荷神社,神社
千代田区,内神田１丁目,-,東京都千代田区内神田1-6-8,35.689928,139.766527,御宿稲荷神社,神社
新宿区,早稲田鶴巻町,-,東京都新宿区早稲田鶴巻町530,35.706981,139.722389,天祖神社,神社
中央区,新川１丁目,-,東京都中央区新川1-31-4,35.675808,139.786296,海渡稲荷神社,神社
港区,三田４丁目,-,東京都港区三田4丁目8-23,35.642269,139.737942,薬王寺,寺院
港区,愛宕１丁目,虎ノ門,東京都港区愛宕1-3-8,35.665755,139.749224,真福寺,寺院
渋谷区,恵比寿１丁目,-,東京都渋谷区恵比寿1-18-1,35.647656,139.713703,台雲寺,寺院
品川区,上大崎１丁目,-,東京都品川区上大崎1丁目5-13,35.63465,139.723033,月窓院,寺院
新宿区,原町２丁目,-,東京都新宿区原町2丁目57,35.701578,139.722961,常立寺,寺院
渋谷区,猿楽町,-,東京都渋谷区猿楽29-9,35.648214,139.700048,猿楽神社,神社
中央区,日本橋浜町３丁目,-,東京都中央区日本橋浜町3-3-3,35.68476,139.788674,浜町神社,神社
中央区,八丁堀３丁目,-,東京都中央区八丁堀3-24-11,35.675088,139.778007,今村幸稲荷神社,神社
港区,白金台２丁目,-,東京都港区白金台2-26-14,35.631492,139.729532,真先稲荷神社,神社
港区,芝３丁目,-,東京都港区芝3-12-19,35.652784,139.746022,柳神社,神社
港区,赤坂４丁目,赤坂,東京都港区赤坂4-13-17,35.672776,139.731767,末廣稲荷神社,神社
渋谷区,東３丁目,-,東京都渋谷区東3-14-20,35.65147,139.709847,稲荷神社,神社
中央区,日本橋本町１丁目,日八京,東京都中央区日本橋本町1-8,35.685198,139.777721,常磐稲荷神社,神社
中央区,日本橋本石町４丁目,日八京,東京都中央区日本橋本石町4-4-17,35.688545,139.77116,白旗稲荷神社,神社
港区,愛宕１丁目,虎ノ門,東京都港区愛宕1-5-3,35.664778,139.748391,愛宕神社,神社
中央区,日本橋堀留町２丁目,-,東京都中央区日本橋堀留町2-4-10,35.689626,139.780057,稲荷神社,神社
港区,白金台１丁目,-,東京都港区白金台1-1-7,35.638308,139.727874,古地老稲荷神社,神社
中央区,日本橋富沢町,-,東京都中央区日本橋富沢町7-18,35.688366,139.782818,富沢稲荷神社,神社
中央区,日本橋箱崎町,-,東京都中央区日本橋箱崎町4-1,35.679949,139.783926,稲荷神社,神社
港区,高輪１丁目,-,東京都港区高輪1-18-11,35.639755,139.733054,稲荷神社,神社
中央区,八丁堀３丁目,-,東京都中央区八丁堀3-6-6,35.676171,139.774441,天祖神社,神社
港区,虎ノ門４丁目,虎ノ門,東京都港区虎ノ門4-1-3,35.664553,139.745696,葺城稲荷神社,神社
港区,南青山３丁目,-,東京都港区南青山3-4-11,35.666827,139.717171,稲荷神社,神社
港区,南青山５丁目,-,東京都港区南青山5-1-7,35.664443,139.713449,稲荷神社,神社
港区,浜松町２丁目,-,東京都港区浜松町2-9-8,35.653996,139.756093,稲荷神社,神社
港区,高輪４丁目,-,東京都港区高輪4-10-23,35.628179,139.737193,高山稲荷神社,神社
