指標名,神社・寺院・教会,,,,,,
出典,NAVITIME,,,,,,
年次,2022/2/2取得,,,,,,
URL,https://www.navitime.co.jp/,,,,,,
備考,（2020年度：609件、2021年度：668件）,,,,,,
,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,カテゴリ
港区,三田４丁目,-,東京都港区三田4丁目7-30,35.644291,139.737787,忍願寺,寺院
港区,元赤坂１丁目,赤坂,東京都港区元赤坂1-4-7,35.676523,139.732828,豊川稲荷別院,寺院
港区,三田４丁目,-,東京都港区三田4丁目8-38,35.64313,139.737195,宝徳寺,寺院
港区,虎ノ門３丁目,虎ノ門,東京都港区虎ノ門3-23-10,35.661703,139.74673,光円寺,寺院
港区,六本木７丁目,六本木,東京都港区六本木7丁目6-13,35.664074,139.728267,法庵寺,寺院
港区,西麻布２丁目,-,東京都港区西麻布2丁目,35.661563,139.720782,長谷寺,寺院
港区,芝２丁目,-,東京都港区芝2丁目30-8,35.649946,139.751891,法泉寺,寺院
千代田区,九段北２丁目,-,東京都千代田区九段北2丁目4-1,35.695157,139.744554,シャルトル聖パウロ修道女会,教会
港区,元赤坂１丁目,赤坂,東京都港区元赤坂1-4-7,35.676523,139.732828,豊川稲荷別院,寺院
江東区,東砂１丁目,-,東京都江東区東砂1丁目4-10,35.682478,139.840813,因速寺,寺院
港区,三田４丁目,-,東京都港区三田4丁目4-14,35.644705,139.739717,明福寺,寺院
江東区,清澄３丁目,-,東京都江東区清澄3丁目4-22,35.681333,139.797938,常照院,寺院
渋谷区,恵比寿南３丁目,-,東京都渋谷区恵比寿南3-11-16,35.644926,139.706651,聖徒教会,教会
新宿区,百人町１丁目,-,東京都新宿区百人町1-11-16,35.701264,139.699502,皆中稲荷神社,神社
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2-22-16,35.65858,139.703628,高校生聖書伝道協会,教会
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2-14-12,35.659197,139.705486,渋谷教会,教会
渋谷区,松涛１丁目,-,東京都渋谷区松濤1-25-6,35.659463,139.693168,渋谷日本基督会,教会
渋谷区,千駄ケ谷１丁目,-,東京都渋谷区千駄ヶ谷1-3-9,35.678145,139.707663,グレース宣教会東京千駄ヶ谷チャペル,教会
渋谷区,代々木５丁目,-,東京都渋谷区代々木5丁目16-3,35.674839,139.688259,カトリック東京大司教区 初台教会,教会
品川区,大井５丁目,-,東京都品川区大井5-12-8,35.59871,139.728084,稲荷神社,神社
渋谷区,代々木１丁目,-,東京都渋谷区代々木1丁目45-12,35.682344,139.698469,東京に在る教会,教会
品川区,東品川１丁目,-,東京都品川区東品川1-7-17,35.621099,139.742387,利田神社,神社
品川区,東大井２丁目,-,東京都品川区東大井2-9-15,35.601371,139.740863,稲荷神社,神社
渋谷区,南平台町,-,東京都渋谷区南平台町18-13,35.652867,139.695137,カトリック東京大司教区 渋谷教会,教会
渋谷区,恵比寿西１丁目,-,東京都渋谷区恵比寿西1-19-4,35.646787,139.707148,東京国際基督教会,教会
品川区,東品川３丁目,-,東京都品川区東品川2-12-11,35.615811,139.745848,三岳神社,神社
渋谷区,鉢山町,-,東京都渋谷区鉢山町9-2,35.650467,139.69754,東京バプテスト教会,教会
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5-6-3,35.666127,139.708411,東京第一科学者キリスト教教会,教会
品川区,荏原６丁目,-,東京都品川区荏原6-2-13,35.61268,139.70283,葛原神社,神社
渋谷区,富ケ谷１丁目,-,東京都渋谷区富ヶ谷1-30-17,35.665085,139.688288,東京キリストの教会,教会
品川区,東五反田３丁目,-,東京都品川区東五反田3-6-20,35.630381,139.729096,袖ヶ崎神社,神社
品川区,旗の台５丁目,-,東京都品川区旗の台5-15-2,35.604667,139.69948,旗の台伏見稲荷神社,神社
渋谷区,松涛１丁目,-,東京都渋谷区松濤1丁目1-2,35.662677,139.694609,宗教法人世界平和統一家庭連合,教会
品川区,東品川１丁目,-,東京都品川区東品川1-35-8,35.617988,139.745804,寄木神社,神社
渋谷区,恵比寿西１丁目,-,東京都渋谷区恵比寿西1丁目33-9,35.646712,139.704181,日本基督改革派東京恩寵教会,教会
品川区,大井２丁目,-,東京都品川区大井2-16-14,35.604384,139.728333,稲荷神社,神社
渋谷区,西原１丁目,-,東京都渋谷区西原1丁目19-3,35.675708,139.678288,日本基督教団 城西教会,教会
品川区,南品川１丁目,-,東京都品川区南品川1丁目10-17,35.615225,139.742229,本榮寺,寺院
港区,南麻布３丁目,-,東京都港区南麻布3丁目10-15,35.64824,139.732912,延命院,寺院
江東区,亀戸４丁目,-,東京都江東区亀戸4丁目48-3,35.702658,139.830513,常光寺,寺院
江東区,北砂２丁目,-,東京都江東区北砂2-1-40,35.67825,139.826442,妙久寺,寺院
渋谷区,笹塚３丁目,-,東京都渋谷区笹塚3丁目28-2,35.674811,139.662367,天理教東右京分教会,教会
渋谷区,富ケ谷１丁目,-,東京都渋谷区富ヶ谷1-35-9,35.667209,139.688962,日本基督教団 ベテル教会,教会
渋谷区,桜丘町,-,東京都渋谷区桜丘町28-8,35.655633,139.699079,末日聖徒イエス・キリスト教会 教会教育システムエリアオフィス,教会
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前3-42-1,35.670796,139.713949,原宿教会,教会
渋谷区,広尾２丁目,-,東京都渋谷区広尾2丁目1-7,35.652084,139.713608,日本聖公会東京教区 渋谷聖公会聖ミカエル教会,教会
渋谷区,上原３丁目,-,東京都渋谷区上原3-18-3,35.665648,139.677333,日本基督教団代々木上原教会,教会
渋谷区,幡ケ谷２丁目,-,東京都渋谷区幡ヶ谷2-17-12,35.677872,139.674908,天理教 分教会 本義,教会
渋谷区,千駄ケ谷５丁目,-,東京都渋谷区千駄ヶ谷5丁目18-11,35.682202,139.703941,天理教鶉山分教会,教会
渋谷区,恵比寿２丁目,-,東京都渋谷区恵比寿2丁目21-16,35.647643,139.719341,天理教 分教会 本豊,教会
渋谷区,元代々木町,-,東京都渋谷区元代々木町26-1,35.671203,139.686568,日本基督教団 代々木教会,教会
渋谷区,広尾２丁目,-,東京都渋谷区広尾2-12-12,35.650062,139.716669,広尾教会,教会
渋谷区,恵比寿４丁目,-,東京都渋谷区恵比寿4丁目12-11,35.645096,139.713808,金光教麻布教会,教会
渋谷区,代々木２丁目,-,東京都渋谷区代々木2丁目26-8,35.684935,139.698622,代々木中部教会,教会
中央区,日本橋室町２丁目,日八京,東京都中央区日本橋室町2-4-14,35.687059,139.774205,福徳神社 (芽吹稲荷),神社
渋谷区,笹塚１丁目,-,東京都渋谷区笹塚1丁目36-1,35.671608,139.664476,天理教 分教会 本冨久,教会
渋谷区,幡ケ谷１丁目,-,東京都渋谷区幡ヶ谷1丁目29-6,35.675136,139.674486,幡ケ谷キリスト教会,教会
品川区,旗の台２丁目,-,東京都品川区旗の台2-8-3,35.606605,139.702741,日本基督教団洗足教会,教会
渋谷区,初台２丁目,-,東京都渋谷区初台2丁目8-5,35.675422,139.68549,天理教本明王分教会,教会
渋谷区,西原１丁目,-,東京都渋谷区西原1丁目3-7,35.673267,139.683652,妙道会教団,教会
渋谷区,広尾３丁目,-,東京都渋谷区広尾3丁目8-8,35.654881,139.716922,日本ユダヤ教団,教会
港区,六本木４丁目,六本木,東京都港区六本木4-2-10,35.665738,139.7355,妙像寺,寺院
港区,三田４丁目,-,東京都港区三田4丁目5-12,35.643996,139.738926,仙翁寺,寺院
港区,三田４丁目,-,東京都港区三田4丁目3-20,35.645213,139.739028,宗教法人林泉寺,寺院
品川区,南品川２丁目,-,東京都品川区南品川2-7-25,35.611467,139.743682,真了寺,寺院
港区,三田４丁目,-,東京都港区三田4丁目8-36,35.64273,139.737126,徳玄寺,寺院
江東区,猿江１丁目,-,東京都江東区猿江1丁目11-15,35.686399,139.813572,重願寺,寺院
新宿区,愛住町,-,東京都新宿区愛住町10,35.690027,139.719073,正応寺,寺院
品川区,南品川４丁目,-,東京都品川区南品川4丁目2-35,35.615244,139.738932,清光院,寺院
品川区,南品川４丁目,-,東京都品川区南品川4-2-17,35.614528,139.739793,天龍寺,寺院
港区,元麻布３丁目,-,東京都港区元麻布3-12-10,35.656003,139.731298,麻布セント・メアリー教会,教会
新宿区,原町１丁目,-,東京都新宿区原町1丁目14,35.699273,139.725344,経王寺,寺院
渋谷区,本町２丁目,-,東京都渋谷区本町2丁目44-3,35.684824,139.684404,荘厳寺,寺院
品川区,南品川１丁目,-,東京都品川区南品川1丁目10-18,35.614772,139.742118,蓮長寺,寺院
江東区,扇橋２丁目,-,東京都江東区扇橋2丁目8-10,35.683524,139.814308,西岸寺,寺院
港区,高輪１丁目,-,東京都港区高輪1丁目27-22,35.636422,139.733037,圓眞寺,寺院
江東区,清澄３丁目,-,東京都江東区清澄3丁目4-11,35.681722,139.79838,江月院,寺院
品川区,南品川４丁目,-,東京都品川区南品川4丁目4-2,35.614122,139.740738,海蔵寺,寺院
品川区,南品川１丁目,-,東京都品川区南品川1-1-1,35.615108,139.741454,妙蓮寺,寺院
港区,北青山２丁目,-,東京都港区北青山2丁目10-26,35.671979,139.715171,高徳寺,寺院
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前3丁目8-9,35.670771,139.711758,妙円寺,寺院
中央区,日本橋人形町２丁目,-,東京都中央区日本橋人形町2-15-2,35.68476,139.785441,松島神社,神社
品川区,南品川２丁目,-,東京都品川区南品川2丁目1-12,35.613972,139.741707,願行寺,寺院
新宿区,須賀町,-,東京都新宿区須賀町12-6,35.68403,139.721898,松巌寺,寺院
港区,元麻布２丁目,-,東京都港区元麻布2丁目14-16,35.652406,139.730287,日本基督教団 安藤記念教会,教会
港区,高輪１丁目,-,東京都港区高輪1-27-21,35.63645,139.733132,黄梅院,寺院
中央区,八丁堀１丁目,-,東京都中央区八丁堀1-8-3,35.677582,139.777324,玉円寺,寺院
港区,南青山１丁目,-,東京都港区南青山1-26-1,35.66701,139.727059,教運寺,寺院
港区,芝公園３丁目,虎ノ門,東京都港区芝公園3丁目5-24,35.660203,139.745674,光宝寺,寺院
港区,六本木２丁目,六本木,東京都港区六本木2丁目1-20,35.666805,139.737761,永昌寺,寺院
千代田区,神田駿河台４丁目,-,東京都千代田区神田駿河台4-1-3,35.698338,139.765066,東京復活大聖堂 (ニコライ堂),教会
港区,高輪２丁目,-,東京都港区高輪2-1-45,35.638944,139.736554,正源寺,寺院
港区,南青山２丁目,-,東京都港区南青山2-8-25,35.66944,139.722334,龍泉寺,寺院
港区,南麻布３丁目,-,東京都港区南麻布3丁目10-7,35.648959,139.732426,若松寺,寺院
江東区,森下２丁目,-,東京都江東区森下2-22-9,35.688665,139.798816,長慶寺,寺院
江東区,平野１丁目,-,東京都江東区平野1-14-7,35.679086,139.800076,本立院,寺院
品川区,上大崎４丁目,-,東京都品川区上大崎4-6-22,35.632155,139.715564,カトリック東京大司教区 目黒教会,教会
渋谷区,代々木４丁目,-,東京都渋谷区代々木4-23-13,35.681294,139.692081,立正寺,寺院
品川区,東五反田３丁目,-,東京都品川区東五反田3丁目6-17,35.630106,139.728857,本立寺,寺院
品川区,南品川１丁目,-,東京都品川区南品川1-10-11,35.615197,139.742671,本覚寺,寺院
港区,愛宕２丁目,虎ノ門,東京都港区愛宕2丁目4-7,35.662817,139.748407,青松寺,寺院
品川区,北品川３丁目,-,東京都品川区北品川3-7-22,35.617427,139.740263,清徳寺,寺院
江東区,亀戸３丁目,-,東京都江東区亀戸3丁目6-1,35.70298,139.820807,亀戸天神うそかえ神事,寺院
江東区,三好３丁目,-,東京都江東区三好3-7-5,35.680536,139.804301,良信院,寺院
江東区,亀戸３丁目,-,東京都江東区亀戸3丁目6-1,35.70298,139.820807,亀戸天神藤まつり,寺院
江東区,深川２丁目,-,東京都江東区深川2-19-13,35.677014,139.797507,増林寺,寺院
港区,元麻布１丁目,-,東京都港区元麻布1丁目7-2,35.653159,139.733512,善通寺,寺院
江東区,三好１丁目,-,東京都江東区三好1丁目5-12,35.68043,139.800993,済生院,寺院
渋谷区,幡ケ谷２丁目,-,東京都渋谷区幡ヶ谷2-36-1,35.677385,139.671053,清岸寺,寺院
港区,元麻布３丁目,-,東京都港区元麻布3丁目1-37,35.658206,139.727734,専称寺,寺院
港区,北青山３丁目,-,東京都港区北青山3丁目5-17,35.666099,139.712805,善光寺,寺院
港区,三田３丁目,-,東京都港区三田3丁目4-7,35.646393,139.743592,蓮乗寺,寺院
中央区,月島３丁目,-,東京都中央区月島3丁目17-3,35.662493,139.780644,本芳寺,寺院
港区,西麻布２丁目,-,東京都港区西麻布2-24-22,35.66073,139.721457,慈眼院,寺院
港区,麻布台２丁目,-,東京都港区麻布台2-3-22,35.65915,139.742103,一乗寺,寺院
渋谷区,千駄ケ谷１丁目,-,東京都渋谷区千駄ヶ谷1-13-11,35.677359,139.711652,聖輪寺,寺院
港区,三田４丁目,-,東京都港区三田4丁目1-27,35.646513,139.740206,大聖院,寺院
品川区,東大井２丁目,-,東京都品川区東大井2丁目15-10,35.600499,139.740616,嶺雲寺,寺院
港区,虎ノ門１丁目,虎ノ門,東京都港区虎ノ門1-16-4 アーバン虎ノ門ビル 3F,35.668447,139.74904,日本基督教団 芝教会,教会
港区,元赤坂１丁目,赤坂,東京都港区元赤坂1丁目4-7,35.676523,139.732828,豊川稲荷東京別院,寺院
江東区,深川２丁目,-,東京都江東区深川2丁目16-27,35.675272,139.796474,陽岳寺,寺院
江東区,深川２丁目,-,東京都江東区深川2丁目22-5,35.677186,139.798643,正覚寺,寺院
品川区,南品川４丁目,-,東京都品川区南品川4丁目2-16,35.615025,139.739938,大竜寺,寺院
港区,西麻布２丁目,-,東京都港区西麻布2-24-23,35.660897,139.720946,大安寺,寺院
港区,六本木１丁目,虎ノ門,東京都港区六本木1-3-45,35.665797,139.740055,道源寺,寺院
港区,芝公園２丁目,-,東京都港区芝公園2丁目2-3,35.656992,139.751096,天陽院,寺院
新宿区,四谷４丁目,-,東京都新宿区四谷4-34,35.690618,139.715587,東長寺,寺院
品川区,大井６丁目,-,東京都品川区大井6-18-8,35.595852,139.730722,来迎院,寺院
渋谷区,広尾２丁目,-,東京都渋谷区広尾2丁目5-11,35.650137,139.714769,東北寺,寺院
渋谷区,東２丁目,-,東京都渋谷区東2丁目6-16,35.653989,139.7103,宝泉寺,寺院
品川区,旗の台２丁目,-,東京都品川区旗の台2-8-3,35.606605,139.702741,日本基督教団洗足教会,教会
港区,六本木６丁目,六本木,東京都港区六本木6丁目15-16,35.658678,139.728101,妙経寺,寺院
江東区,平野２丁目,-,東京都江東区平野2丁目3-4,35.678053,139.801079,宣明院,寺院
江東区,深川２丁目,-,東京都江東区深川2丁目22-11,35.676917,139.798912,慧然寺,寺院
江東区,三好２丁目,-,東京都江東区三好2-10-4,35.680108,139.80146,潮江院,寺院
港区,三田４丁目,-,東京都港区三田4丁目11-8,35.643463,139.737462,清久寺,寺院
港区,三田４丁目,-,東京都港区三田4-11-14,35.643719,139.738303,南台寺,寺院
江東区,平野１丁目,-,東京都江東区平野1-14-10,35.679008,139.80024,宗教法人善応院,寺院
江東区,三好２丁目,-,東京都江東区三好2-11-14,35.680438,139.801385,摂心院,寺院
新宿区,市谷砂土原町１丁目,-,東京都新宿区市谷砂土原町1-1 保健会館別館 1F,35.694213,139.736282,日本福音ルーテル市ヶ谷教会,教会
港区,南麻布２丁目,-,東京都港区南麻布2丁目9-42,35.648976,139.733334,浄専寺,寺院
港区,南麻布３丁目,-,東京都港区南麻布3丁目18-8,35.64771,139.729235,春桃院,寺院
港区,北青山２丁目,-,東京都港区北青山2丁目12-8,35.670982,139.715904,持法寺,寺院
港区,南麻布３丁目,-,東京都港区南麻布3-4-6,35.650612,139.730479,遍照寺,寺院
港区,赤坂７丁目,赤坂,東京都港区赤坂7丁目6-29,35.671168,139.731836,種徳寺,寺院
新宿区,西新宿５丁目,-,東京都新宿区西新宿5丁目12-5,35.692048,139.686312,久遠寺,寺院
港区,三田４丁目,-,東京都港区三田4丁目1-9,35.647677,139.7417,長運寺,寺院
江東区,亀戸３丁目,-,東京都江東区亀戸3丁目42-1,35.704138,139.822609,光明寺,寺院
港区,三田５丁目,-,東京都港区三田5丁目9-23,35.646404,139.737176,龍源寺,寺院
新宿区,四谷１丁目,-,東京都新宿区四谷1-14,35.684528,139.727467,四谷新生教会,教会
江東区,大島８丁目,-,東京都江東区大島8丁目38-32,35.687008,139.842812,宝塔寺,寺院
千代田区,富士見１丁目,-,東京都千代田区富士見1丁目2-32,35.698715,139.747303,東京ルーテルセンター教会,教会
港区,高輪３丁目,-,東京都港区高輪3丁目14-22,35.633125,139.733457,円福寺,寺院
港区,高輪１丁目,-,東京都港区高輪1丁目23-3,35.639449,139.732765,光台院,寺院
新宿区,喜久井町,-,東京都新宿区喜久井町61,35.704914,139.719353,誓閑寺,寺院
千代田区,外神田２丁目,-,東京都千代田区外神田2丁目16-2,35.702032,139.767885,神田祭,寺院
品川区,北品川３丁目,-,東京都品川区北品川3丁目11-9,35.616161,139.739015,東海寺,寺院
品川区,南品川１丁目,-,東京都品川区南品川1丁目2-10,35.616216,139.742996,海徳寺,寺院
港区,三田３丁目,-,東京都港区三田3丁目9-9,35.641272,139.740664,成覚寺,寺院
