指標名,コンベンション施設,,,,,,
出典,公益財団法人 東京観光財団（TCVB）,,,,,,
年次,2022/1/17取得,,,,,,
URL,https://businesseventstokyo.org/ja/venues/convention-venues/,,,,,,
備考,部屋数、収容人数などは各URLを参照。（2019年度：179件、2020年度：203件、2020年度：199件）,,,,,,
,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,URL
渋谷区,道玄坂１丁目,-,〒150-0043 東京都渋谷区道玄坂1-12-2渋谷マークシティ内,35.6587410,139.6997590,渋谷エクセルホテル東急,http://www.tokyuhotels.co.jp/ja/TE/TE_SHIBU/index.html
新宿区,西新宿２丁目,-,〒163-0813 東京都新宿区西新宿2-4-1新宿NSビル,35.6881880,139.6937450,新宿NSビル,http://www.shinjuku-ns.co.jp
新宿区,西新宿８丁目,-,〒160-0023 東京都新宿区西新宿8-17-3住友不動産新宿グランドタワー,35.6963490,139.6911840,ベルサール新宿グランド・新宿グランドコンファレンスセンター,https://www.bellesalle.co.jp/shisetsu/shinjuku/bs_shinjukugrand/
新宿区,新宿６丁目,-,〒162-0055 東京都新宿区新宿6-14-1,35.6954120,139.7094210,新宿文化センター,http://www.regasu-shinjuku.or.jp/?p=355
新宿区,西新宿１丁目,-,〒163-1530 東京都新宿区西新宿1-6-1新宿エルタワー1・30階,35.6920730,139.6973050,新宿エルタワーサンスカイルーム,http://www.sunskyroom.jp
新宿区,西新宿２丁目,-,〒163-0290 東京都新宿区西新宿2-6-1新宿住友ビル,35.6914200,139.6925950,新宿住友ホール・スカイルーム,https://www.bellesalle.co.jp/
新宿区,西新宿１丁目,-,〒163-0566 東京都新宿区西新宿1-26-2新宿野村ビル2F,35.6930040,139.6953390,野村コンファレンスプラザ新宿,http://www.nc-plaza.com/index.html
渋谷区,代々木３丁目,-,〒151-0053 東京都渋谷区代々木3-25-3あいおいニッセイ同和新宿ビル,35.6847130,139.6922980,あいおいニッセイ同和損保新宿ビル 新宿ホール・会議室,
渋谷区,代々木２丁目,-,〒151-0053 東京都渋谷区代々木2-12-10全労済会館,35.6870130,139.6972440,全労済ホール/スペース・ゼロ,http://www.spacezero.co.jp
新宿区,西新宿３丁目,-,〒163-1004 東京都新宿区西新宿3-7-1新宿パークタワー3階,35.6853490,139.6908840,パークタワーホール,http://www.ozone.co.jp/parktowerhall/
渋谷区,千駄ケ谷４丁目,-,〒151-0051 東京都渋谷区千駄ヶ谷4-25-2,35.6810360,139.7050300,SYDホール,http://www.syd.or.jp/hallgaiyo.htm
新宿区,西新宿２丁目,-,〒160-8330 東京都新宿区西新宿2-2-1,35.6896850,139.6946640,京王プラザホテル,http://www.keioplaza.co.jp
新宿区,西新宿６丁目,-,〒160-0023 東京都新宿区西新宿6-6-2,35.6927290,139.6910670,ヒルトン東京,http://www.hilton.co.jp
新宿区,西新宿２丁目,-,〒160-0023 東京都新宿区西新宿2-7-2,35.6909620,139.6910590,ハイアットリージェンシー東京,http://www.hyattregencytokyo.com
新宿区,西新宿３丁目,-,〒163-1055 東京都新宿区西新宿3-7-12,35.6858210,139.6908560,パークハイアット東京,http://tokyo.park.hyatt.jp
渋谷区,代々木２丁目,-,〒151-0053 東京都渋谷区代々木2-3-1,35.6869520,139.6987330,ホテルサンルートプラザ新宿,https://www.sunroute-mice.jp/hotel/plazashinjuku
新宿区,西新宿３丁目,-,〒160-8336 東京都新宿区西新宿3-2-9,35.6869710,139.6932810,新宿ワシントンホテル,http://www.shinjyuku-wh.com/
新宿区,戸塚町,-,〒169-8613 東京都新宿区戸塚町1-104-19,35.7103580,139.7224660,リーガロイヤルホテル東京,http://www.rihga-tokyo.co.jp
江東区,住吉２丁目,-,〒135-0002 東京都江東区住吉2-28-36,35.6884400,139.8194820,ティアラこうとう(江東公会堂),http://www.kcf.or.jp/tiara
江東区,三好４丁目,-,〒135-0022 東京都江東区三好4-1-1,35.6797250,139.8079950,東京都現代美術館,http://www.mot-art-museum.jp/
江東区,新木場１丁目,-,〒136-0082 東京都江東区新木場1-18-8 東京都木材会館2階,35.6442320,139.8265480,木材会館,http://www.mokuzai-tonya.jp
江東区,清澄３丁目,-,〒135-0024 東京都江東区清澄3-3-9,35.6809050,139.7972600,清澄庭園,http://www.tokyo-park.or.jp
江東区,東陽６丁目,-,〒135-0016 東京都江東区東陽6-3-3,35.6746590,139.8144850,ホテルイースト21東京,http://www.hotel-east21.co.jp
新宿区,大久保３丁目,-,〒169-0072 東京都新宿区大久保3-8-2住友不動産新宿ガーデンタワーB2・1F,35.7077800,139.7033480,ベルサール高田馬場,https://www.bellesalle.co.jp/shisetsu/shinjuku/bs_takadanobaba/
中央区,日本橋２丁目,日八京,〒103-6005 東京都中央区日本橋２-７-１ 東京都東京日本橋タワーB2・4F・5F,35.6820010,139.7742710,ベルサール東京日本橋,https://www.bellesalle.co.jp/shisetsu/tokyo/bs_nihonbashi/
新宿区,霞ヶ丘町,-,〒160-0013 東京都新宿区霞ヶ丘町4-1,35.6742010,139.7155210,日本青年館ホール,http://nippon-seinenkan.or.jp/dai-hall/index.html
新宿区,西新宿６丁目,-,〒160-0023 東京都新宿区西新宿6-13-1 東京都住友不動産新宿セントラルパークビル1Ｆ,35.6929090,139.6886980,ベルサール新宿セントラルパーク,https://www.bellesalle.co.jp/shisetsu/shinjuku/bs_shinjuku/
千代田区,外神田３丁目,-,〒101-0021 東京都千代田区外神田３-１２-８ 東京都住友不動産秋葉原ビルＢ1・1Ｆ・2Ｆ,35.7000380,139.7708270,ベルサール秋葉原,https://www.bellesalle.co.jp/shisetsu/tokyo/bs_akihabara/
港区,赤坂１丁目,虎ノ門,〒107-0052 東京都港区赤坂1-8-1 東京都赤坂インターシティAIR 東京都3F・4F,35.6699740,139.7426770,赤坂インターシティコンファレンス,https://aicc.tokyo/
千代田区,紀尾井町,赤坂,〒102-0094 東京都千代田区紀尾井町1-4 東京都東京ガーデンテラス紀尾井町 東京都紀尾井タワー4階,35.6796950,139.7369480,東京ガーデンテラス紀尾井町　紀尾井カンファレンス,http://conference.tgt-kioicho.jp/
港区,赤坂２丁目,赤坂,〒107-0052 東京都港区赤坂２丁目14-27 東京都国際新赤坂ビル 東京都東館 東京都13F/14F 東京都（事務所：14F）,35.6720270,139.7369640,TKP赤坂駅カンファレンスセンター,https://www.kashikaigishitsu.net/facilitys/cc-akasaka/
千代田区,神田錦町３丁目,-,〒101-0054 東京都千代田区神田錦町3-22 東京都テラススクエア3F 東京都（事務所：3F）,35.6937360,139.7605580,TKP Garden City Premium神保町,https://www.kashikaigishitsu.net/facilitys/gcp-jimbocho/
千代田区,外神田１丁目,-,〒101-0021 東京都千代田区外神田1-7-5 東京都フロントプレイス秋葉原 東京都2F/3F 東京都（事務所：2F）,35.6995800,139.7700050,TKP Garden City Premium秋葉原,http://tkp-akihabara.net/
渋谷区,神宮前５丁目,-,〒150-0001 東京都渋谷区神宮前5-31,35.6644880,139.7039670,TRUNK(HOTEL),https://trunk-hotel.com/
中央区,京橋２丁目,日八京,〒104-0031 東京都中央区京橋2-2-1 東京都京橋エドグラン 東京都22F 東京都（事務所：22F）,35.6773660,139.7695020,TKP Garden City Premium 京橋,https://www.kashikaigishitsu.net/facilitys/gcp-kyobashi/
千代田区,丸の内３丁目,大丸有,〒100-0005 東京都千代田区丸の内3-2-1,35.6774150,139.7608840,東京會舘,https://www.kaikan.co.jp/
新宿区,霞ヶ丘町,-,〒160-0013 東京都新宿区霞ヶ丘町4-1,35.6742010,139.7155210,日本青年館ホテル,http://nippon-seinenkan.or.jp/
港区,港南１丁目,-,"〒108-0075 東京都港区港南1-6-41 東京都品川クリスタルスクエア2,3F",35.6313340,139.7455780,フクラシア　品川クリスタルスクエア,https://www.fukuracia.jp/shinagawa/
中央区,八重洲２丁目,日八京,〒104-0028 東京都中央区八重洲２－４－１ 東京都ユニゾ八重洲ビル3階,35.6784210,139.7685190,フクラシア　八重洲,https://www.fukuracia.jp/yaesu/
千代田区,大手町２丁目,大丸有,〒100-0004 東京都千代田区大手町2-6-1 東京都朝日生命大手町ビル 東京都5.6階,35.6845070,139.7690770,フクラシア　東京ステーション,https://www.fukuracia.jp/tokyo/
千代田区,丸の内１丁目,大丸有,"〒100-0005 東京都千代田区丸の内1-6-5 東京都丸の内北口ビル15,16F",35.6839620,139.7668770,フクラシア　丸の内オアゾ,https://www.fukuracia.jp/marunouchi/
江東区,有明２丁目,-,〒135-0063 東京都江東区有明2丁目1,35.6391430,139.7942020,東京ガーデンシアター,https://www.shopping-sumitomo-rd.com/tokyo_garden_theater/
千代田区,有楽町１丁目,大丸有,〒100-0006 東京都千代田区有楽町１丁目１−２,35.6737130,139.7591730,日比谷三井カンファレンス,https://www.hibiya.tokyo-midtown.com/jp/conference/top/
港区,浜松町２丁目,-,〒105-0013 東京都港区浜松町二丁目3番1号,35.6559810,139.7556150,浜松町コンベンションホール,http://www.hmc.conventionhall.jp/
千代田区,大手町２丁目,大丸有,〒100-0004 東京都千代田区大手町2-3-2,35.6870810,139.7681220,大手町プレイスカンファレンスセンター,https://conference.otemachi-place.jp/
千代田区,内幸町２丁目,-,〒100-0011 東京都千代田区内幸町2丁目2-3 東京都日比谷国際ビル8階,35.6703660,139.7543510,日比谷国際ビル コンファレンス スクエア,https://hibikoku.tokyo/
新宿区,西新宿２丁目,-,〒163-0248 東京都新宿区西新宿2-6-1 東京都新宿住友ビル1階,35.6914200,139.6925950,新宿住友ビル 三角広場,
渋谷区,渋谷３丁目,-,〒150-0002 東京都渋谷区渋谷3-21-3 東京都渋谷ストリーム 東京都ホール,35.6573190,139.7030230,渋谷ストリームホール,http://stream-hall.jp/
千代田区,有楽町２丁目,大丸有,〒100-0006 東京都千代田区有楽町2-5-1,35.6736900,139.7625140,ヒューリックホール東京,
品川区,北品川５丁目,-,〒141-0001 東京都品川区北品川5-5-15 東京都大崎ブライトコア3F,35.6222490,139.7310440,大崎ブライトコアホール,https://osaki-hall.jp/
千代田区,大手町１丁目,大丸有,〒100-0004 東京都千代田区大手町1-2-1 東京都Otemachi 東京都One 東京都3F,35.6878560,139.7632720,大手町三井ホール,https://www.otemachi-hall.jp/
港区,港南２丁目,-,〒108-0075 東京都港区港南2-16-4 東京都品川グランドセントラルタワー3階,35.6266080,139.7404440,THE GRAND HALL,http://tg-hall.com/
港区,海岸１丁目,-,〒105-7501 東京都港区海岸1-7-1 東京都東京ポートシティ竹芝オフィスタワー 東京都1F～5F,35.6552480,139.7607200,東京都立産業貿易センター 浜松町館（東京ポートシティ竹芝オフィスタワー内）,
港区,海岸１丁目,-,〒105-7501 東京都港区海岸1-7-1 東京都東京ポートシティ竹芝オフィスタワー1階,35.6552480,139.7607200,東京ポートシティ竹芝ポートホール/ポートスタジオ,https://www.portcity-hall.tokyo/
